0,,Latitude,Longitude,Application/Permit Number 
21268,,47.60573523,-122.33029353,6481490
21269,,47.55241395,-122.31298989,6481488
21270,,47.52240262,-122.31647734,6481485
21271,,47.65647912,-122.30928084,6481276
21272,,47.68926633,-122.35496161,6481483
21273,,47.55250248,-122.3129919,6481482
21274,,47.60896053,-122.28801945,6481480
21275,,47.60979851,-122.32299334,6481425
21276,,47.58880584,-122.29649018,6481478
21277,,47.71460843,-122.30878604,6481476
21278,,47.5524159,-122.31327448,6481474
21279,,47.68431223,-122.34699715,6481472
21280,,47.69400852,-122.35349832,6481470
21281,,47.55249573,-122.31315524,6481468
21282,,47.61164537,-122.33447237,6481466
21283,,47.67811103,-122.36847496,6481463
21284,,47.6582122,-122.34830696,6481453
21285,,47.68833989,-122.29528354,6481447
21286,,47.69503762,-122.4015572,6481441
21287,,47.72226933,-122.29317232,6481440
21288,,47.6143853,-122.33872658,6481437
21289,,47.67702297,-122.29926346,6481431
21290,,47.56272775,-122.28365061,6481436
21291,,47.53779992,-122.37497709,6481427
21292,,47.62120965,-122.36017358,6481424
21293,,47.66231885,-122.28147251,6481420
21294,,47.61627876,-122.33032266,6481421
21295,,47.65863942,-122.27438124,6481419
21296,,47.61732836,-122.2871676,6481417
21297,,47.67435835,-122.31645137,6481416
21298,,47.6986373,-122.35501256,6481414
21299,,47.69318818,-122.34500262,6481413
21300,,47.66165623,-122.38822199,6481409
21301,,47.61124418,-122.34340166,6481403
21302,,47.67641042,-122.38567043,6481402
21303,,47.60748769,-122.29708815,6481401
21304,,47.70310339,-122.35157812,6481400
21305,,47.67520686,-122.28720013,6481399
21306,,47.68025622,-122.37179462,6481398
21307,,47.53559819,-122.27621124,6481397
21308,,47.64034067,-122.2835673,6481396
21309,,47.5403789,-122.36222732,6481395
21310,,47.69739038,-122.30345363,6481394
21311,,47.67486792,-122.39813981,6481393
21312,,47.55434438,-122.30911934,6481392
21313,,47.67278214,-122.25327645,6481390
21314,,47.62534931,-122.29609555,6481388
21315,,47.67550541,-122.3863962,6481387
21316,,47.67180726,-122.38286806,6481386
21317,,47.52716232,-122.26578418,6481385
21318,,47.58584043,-122.32629197,6481384
21319,,47.53779992,-122.37497709,6481383
21320,,47.65863942,-122.27438124,6481382
21321,,47.67559962,-122.3864141,6481381
21322,,47.60562975,-122.3212131,6481380
21323,,47.58724295,-122.29951214,6481379
21324,,47.63929248,-122.38983045,6481378
21325,,47.55821794,-122.38327484,6481377
21326,,47.63888558,-122.32040075,6481373
21327,,47.6693204,-122.33868206,6481371
21328,,47.55434438,-122.30911934,6481354
21329,,47.59740633,-122.28809429,6481353
21330,,47.66282633,-122.30141335,6481350
21331,,47.5470704,-122.34438915,6481348
21332,,47.58542454,-122.32186576,6481347
21333,,47.63886467,-122.27933996,6481346
21334,,47.70175166,-122.38124808,6481343
21335,,47.66782147,-122.27123242,6481333
21336,,47.72200957,-122.2901453,6481299
21337,,47.7220047,-122.29003697,6481298
21338,,47.72200826,-122.28992315,6481297
21339,,47.62787138,-122.35369904,6481329
21340,,47.72200306,-122.28979007,6481295
21341,,47.67499233,-122.37850347,6481154
21342,,47.64224792,-122.30277913,6481326
21343,,47.61065933,-122.31712671,6481323
21344,,47.55744885,-122.36040544,6481321
21345,,47.56349829,-122.37640506,6481318
21346,,47.56343313,-122.36218259,6481311
21347,,47.69571215,-122.35240656,6481313
21348,,47.61174193,-122.32612636,6481302
21349,,47.64121929,-122.34181307,6481301
21350,,47.53742909,-122.39636654,6481293
21351,,47.52697511,-122.35092371,6481286
21352,,47.71279813,-122.35596799,6478325
21353,,47.70364608,-122.32103091,6478329
21354,,47.56238974,-122.28318864,6481283
21355,,47.72356266,-122.33532202,6478328
21356,,47.71864469,-122.34200064,6478326
21357,,47.588853,-122.30866947,6478324
21358,,47.54669153,-122.377446,6481281
21359,,47.50445779,-122.2671395,6478318
21360,,47.68139336,-122.30641262,6481279
21361,,47.5325862,-122.29150786,6478320
21362,,47.55411725,-122.27463153,6478321
21363,,47.57800912,-122.30511333,6478322
21364,,47.584308,-122.32230629,6481271
21365,,47.51537178,-122.39033806,6481254
21366,,47.68191287,-122.38898226,6481255
21367,,47.58469434,-122.29117905,6481256
21368,,47.66567185,-122.27235814,6481262
21369,,47.55764801,-122.33626212,6481260
21370,,47.61732732,-122.34792455,6481253
21371,,47.58866688,-122.31824757,6481248
21372,,47.69112475,-122.35734593,6481252
21373,,47.72364268,-122.30071431,6481238
21374,,47.6236597,-122.3192747,6472538
21375,,47.66034138,-122.39471448,6481240
21376,,47.54169343,-122.35410581,6481244
21377,,47.59489411,-122.28736758,6481241
21378,,47.647085,-122.35721724,6481231
21379,,47.71442888,-122.31146915,6481230
21380,,47.60505199,-122.33428775,6481227
21381,,47.61597954,-122.33086962,6481226
21382,,47.61935672,-122.33390888,6481224
21383,,47.65144075,-122.38498919,6481222
21384,,47.69112475,-122.35734593,6481221
21385,,47.66587697,-122.38477867,6481219
21386,,47.56566637,-122.37836277,6480541
21387,,47.65279577,-122.35522794,6481214
21388,,47.61581013,-122.35127231,6481212
21389,,47.60227089,-122.33203347,6481211
21390,,47.70027673,-122.32065074,6481205
21391,,47.73316034,-122.31051494,6481204
21392,,47.62014106,-122.35769467,6481203
21393,,47.66478224,-122.29803566,6481202
21394,,47.61779653,-122.28565665,6481200
21395,,47.59785934,-122.33236808,6481199
21396,,47.54631538,-122.27566926,6481196
21397,,47.62402666,-122.32973848,6481195
21398,,47.60470016,-122.30425018,6481194
21399,,47.65921974,-122.31341781,6481192
21400,,47.62760074,-122.31169331,6481191
21401,,47.70647937,-122.2787063,6481189
21402,,47.61296669,-122.33927313,6481188
21403,,47.72048383,-122.31234584,6481187
21404,,47.62734572,-122.30393604,6481184
21405,,47.53197266,-122.31223954,6481181
21406,,47.61086316,-122.29595702,6481180
21407,,47.6143853,-122.33872658,6481176
21408,,47.59269592,-122.29368992,6481175
21409,,47.60869743,-122.33589922,6481169
21410,,47.55536094,-122.27292735,6481168
21411,,47.63490222,-122.3275812,6481167
21412,,47.6187636,-122.30656425,6481166
21413,,47.6187636,-122.30656425,6481165
21414,,47.70038251,-122.28563773,6481164
21415,,47.6168796,-122.33114852,6481163
21416,,47.70416388,-122.30758015,6481162
21417,,47.67866637,-122.28740323,6481161
21418,,47.68138655,-122.26934794,6481160
21419,,47.67514965,-122.37851931,6481159
21420,,47.66474185,-122.32644565,6481158
21421,,47.67512993,-122.3786185,6481157
21422,,47.67505725,-122.37865055,6481156
21423,,47.67506349,-122.37861494,6481155
21424,,47.55778856,-122.29600788,6481153
21425,,47.5175755,-122.35692789,6481152
21426,,47.6749871,-122.37861841,6481151
21427,,47.6183728,-122.35364502,6481150
21428,,47.70236231,-122.27925232,6481149
21429,,47.6635555,-122.2991354,6481148
21430,,47.67300674,-122.33471402,6481147
21431,,47.71644,-122.30770049,6481146
21432,,47.53135552,-122.28706321,6481145
21433,,47.53276607,-122.3536413,6481144
21434,,47.56867784,-122.38114699,6481143
21435,,47.68629631,-122.2956217,6481142
21436,,47.71135091,-122.36177924,6481141
21437,,47.65564693,-122.28174441,6481140
21438,,47.68707992,-122.33945288,6481139
21439,,47.64123013,-122.32553476,6481138
21440,,47.68832448,-122.30488599,6481137
21441,,47.67495533,-122.26634242,6481136
21442,,47.72129113,-122.3639118,6481135
21443,,47.58147339,-122.39841273,6481134
21444,,47.60761183,-122.29018467,6481133
21445,,47.60869743,-122.33589922,6481130
21446,,47.60740726,-122.33778279,6481129
21447,,47.61891226,-122.35959162,6481128
21448,,47.69561515,-122.31314744,6481127
21449,,47.70449716,-122.33273925,6481124
21450,,47.63262428,-122.27809233,6481123
21451,,47.7059967,-122.28378141,6481122
21452,,47.6816299,-122.34720204,6481119
21453,,47.68138655,-122.26934794,6481118
21454,,47.66197043,-122.29891466,6481116
21455,,47.62036487,-122.30977541,6481109
21456,,47.61399289,-122.33524663,6481103
21457,,47.6500476,-122.33487244,6481100
21458,,47.62941775,-122.29053289,6481096
21459,,47.66837345,-122.28507058,6481099
21460,,47.70395674,-122.37248298,6481079
21461,,47.69598069,-122.31967327,6481075
21462,,47.6217009,-122.29232952,6481080
21463,,47.5925722,-122.38693599,6481095
21464,,47.5134843,-122.26237414,6481088
21465,,47.67546441,-122.38658971,6481090
21466,,47.62498982,-122.3110504,6481086
21467,,47.55509186,-122.38211625,6481078
21468,,47.64132744,-122.31645152,6481077
21469,,47.56506461,-122.29343746,6481074
21470,,47.60869743,-122.33589922,6481073
21471,,47.70994582,-122.30702174,6481072
21472,,47.5353239,-122.34427849,6481070
21473,,47.60636058,-122.33818235,6481068
21474,,47.57448517,-122.40920195,6481067
21475,,47.62532207,-122.28722446,6481066
21476,,47.67618591,-122.30904725,6481058
21477,,47.67071356,-122.37182542,6481056
21478,,47.53700203,-122.32108148,6481055
21479,,47.71950334,-122.29716338,6481053
21480,,47.54027365,-122.28552155,6481051
21481,,47.65034994,-122.30908696,6481046
21482,,47.68239398,-122.35462869,6481042
21483,,47.57070622,-122.33011958,6481034
21484,,47.7033903,-122.35925243,6481030
21485,,47.70353735,-122.35911395,6481029
21486,,47.70352054,-122.3592505,6481026
21487,,47.66686856,-122.28642902,6481023
21488,,47.61891226,-122.35959162,6481021
21489,,47.71349746,-122.29141609,6481014
21490,,47.60454089,-122.33073506,6481011
21491,,47.60454089,-122.33073506,6481010
21492,,47.54462237,-122.25787797,6481001
21493,,47.56966932,-122.38729714,6480998
21494,,47.56966412,-122.38702249,6480997
21495,,47.56981925,-122.38731479,6480995
21496,,47.5696569,-122.38721188,6480990
21497,,47.55674292,-122.29384677,6480989
21498,,47.59369513,-122.29504151,6480983
21499,,47.64434466,-122.39129794,6480981
21500,,47.54700382,-122.35308846,6480977
21501,,47.66507321,-122.29524113,6480974
21502,,47.65010343,-122.39455404,6480972
21503,,47.58228852,-122.37938252,6480970
21504,,47.61355318,-122.33100152,6480963
21505,,47.64449229,-122.41657596,6480969
21506,,47.61866131,-122.31303157,6480967
21507,,47.57392877,-122.30850352,6480966
21508,,47.57392877,-122.30850352,6480964
21509,,47.55465424,-122.29896339,6480962
21510,,47.62033328,-122.33325022,6480957
21511,,47.60394351,-122.29650725,6480960
21512,,47.65026619,-122.32191399,6480958
21513,,47.57046165,-122.2776446,6480956
21514,,47.61192997,-122.33718625,6480955
21515,,47.61915912,-122.34858677,6480954
21516,,47.6177921,-122.34525345,6480952
21517,,47.60470803,-122.33740579,6480948
21518,,47.61816194,-122.3363018,6480949
21519,,47.60166252,-122.33766756,6480947
21520,,47.61546325,-122.31196116,6480946
21521,,47.68337811,-122.33351886,6480938
21522,,47.56709972,-122.28042988,6480933
21523,,47.64630713,-122.4072944,6480941
21524,,47.54813107,-122.32554009,6480945
21525,,47.66713917,-122.38440336,6480943
21526,,47.69263324,-122.36498949,6480942
21527,,47.66932348,-122.29814801,6480939
21528,,47.67588446,-122.27391142,6480932
21529,,47.67058961,-122.30037472,6480930
21530,,47.56787742,-122.36420875,6480927
21531,,47.63347599,-122.34079306,6480926
21532,,47.66524944,-122.28715258,6480922
21533,,47.59230315,-122.38323384,6480921
21534,,47.54766516,-122.39285046,6480920
21535,,47.6742158,-122.31338391,6480919
21536,,47.60724989,-122.31644108,6480914
21537,,47.6299943,-122.28516034,6480913
21538,,47.5222575,-122.3869223,6480912
21539,,47.7179401,-122.31315663,6463107
21540,,47.60979851,-122.32299334,6480911
21541,,47.52027701,-122.26344553,6480910
21542,,47.68205812,-122.28026714,6480909
21543,,47.52638681,-122.39183893,6480907
21544,,47.52638681,-122.39183893,6480908
21545,,47.52638681,-122.39183893,6480906
21546,,47.53109418,-122.2658508,6480902
21547,,47.57564287,-122.29436623,6480901
21548,,47.72490623,-122.34333152,6480899
21549,,47.66632819,-122.33174155,6480900
21550,,47.63438429,-122.30506314,6480898
21551,,47.67684739,-122.40462785,6480895
21552,,47.69148564,-122.35569497,6480892
21553,,47.67418978,-122.31173205,6480887
21554,,47.60766851,-122.32802282,6480886
21555,,47.51764643,-122.39381176,6480883
21556,,47.65011948,-122.35739552,6480881
21557,,47.61440726,-122.3417251,6478480
21558,,47.54140194,-122.26573768,6480880
21559,,47.55249573,-122.31315524,6480694
21560,,47.55844562,-122.29438084,6480849
21561,,47.54319979,-122.38596305,6480859
21562,,47.62520732,-122.3673847,6480854
21563,,47.69572397,-122.32817341,6480853
21564,,47.61386714,-122.324823,6480850
21565,,47.56787742,-122.36420875,6480848
21566,,47.56656404,-122.37112869,6480846
21567,,47.56787742,-122.36420875,6480845
21568,,47.63627759,-122.3572952,6480843
21569,,47.60042207,-122.30932308,6480842
21570,,47.60987341,-122.33825302,6480841
21571,,47.61470337,-122.34447326,6480839
21572,,47.54008144,-122.37620103,6480838
21573,,47.58147092,-122.38741485,6480702
21574,,47.66776505,-122.35905183,6480837
21575,,47.62919982,-122.31226695,6480835
21576,,47.56966932,-122.38729714,6480833
21577,,47.66594968,-122.33092514,6480832
21578,,47.54709829,-122.29846237,6480831
21579,,47.56981925,-122.38731479,6480830
21580,,47.56966412,-122.38702249,6480827
21581,,47.69415455,-122.31334946,6480826
21582,,47.56981657,-122.38702197,6480823
21583,,47.60394351,-122.29650725,6480824
21584,,47.53377378,-122.3828707,6480818
21585,,47.57417187,-122.37674815,6480810
21586,,47.58290407,-122.32418013,6480807
21587,,47.67744717,-122.3198944,6480803
21588,,47.64626509,-122.36031388,6480748
21589,,47.6961732,-122.28960092,6480801
21590,,47.64846062,-122.40748633,6480795
21591,,47.54203317,-122.28946515,6480793
21592,,47.60616219,-122.33166297,6480789
21593,,47.60616219,-122.33166297,6480790
21594,,47.56733776,-122.33521131,6480791
21595,,47.57959804,-122.32558376,6480788
21596,,47.61235581,-122.309412,6480122
21597,,47.60731663,-122.31343145,6480785
21598,,47.60549679,-122.33320892,6480773
21599,,47.65781794,-122.39018207,6480761
21600,,47.67095919,-122.26375327,6480753
21601,,47.60779023,-122.3201477,6480760
21602,,47.67971779,-122.39675569,6480755
21603,,47.61272383,-122.30077833,6480750
21604,,47.58313357,-122.39909916,6480747
21605,,47.63502848,-122.3398703,6480738
21606,,47.60616219,-122.33166297,6480728
21607,,47.5526229,-122.35402876,6480736
21608,,47.52488655,-122.38012626,6480733
21609,,47.67408825,-122.32523148,6480730
21610,,47.57563516,-122.3162935,6480727
21611,,47.61402738,-122.35017384,6480722
21612,,47.62304677,-122.34079835,6480714
21613,,47.56280064,-122.39112439,6480699
21614,,47.64779255,-122.33353718,6480709
21615,,47.71923145,-122.32172568,6480708
21616,,47.60731663,-122.31343145,6480705
21617,,47.60731663,-122.31343145,6480703
21618,,47.58139958,-122.37347606,6480704
21619,,47.65744375,-122.35884157,6480696
21620,,47.60523401,-122.28391988,6480554
21621,,47.62251637,-122.33391663,6480686
21622,,47.6563082,-122.35285229,6480683
21623,,47.69094718,-122.36314807,6480680
21624,,47.51319791,-122.25444981,6480674
21625,,47.63770158,-122.34154383,6480672
21626,,47.72066643,-122.31229973,6480671
21627,,47.57417187,-122.37674815,6480670
21628,,47.60642294,-122.33582172,6480668
21629,,47.57677199,-122.40595513,6480666
21630,,47.65376814,-122.34892837,6480664
21631,,47.60284955,-122.33185351,6480663
21632,,47.64976539,-122.35685558,6480661
21633,,47.54261697,-122.26209225,6480655
21634,,47.52549447,-122.3924118,6480654
21635,,47.63933678,-122.31684569,6480651
21636,,47.55537557,-122.33005837,6480648
21637,,47.52416332,-122.31547323,6480647
21638,,47.57941231,-122.33361619,6480645
21639,,47.50927947,-122.37719562,6480644
21640,,47.55228908,-122.396162,6480642
21641,,47.67481821,-122.37815091,6480641
21642,,47.61891226,-122.35959162,6480640
21643,,47.59290742,-122.29363667,6480639
21644,,47.67144583,-122.38152393,6480638
21645,,47.63815002,-122.30083628,6480637
21646,,47.67145164,-122.38153855,6480636
21647,,47.52588129,-122.35939374,6480635
21648,,47.59242654,-122.28736244,6480634
21649,,47.61360914,-122.32786299,6480633
21650,,47.59445542,-122.38820823,6480631
21651,,47.62000166,-122.33028837,6480629
21652,,47.54968339,-122.38345584,6480628
21653,,47.54981028,-122.38346233,6480627
21654,,47.670642,-122.40236264,6480626
21655,,47.62685621,-122.29977976,6480624
21656,,47.64422103,-122.39459787,6480623
21657,,47.51082,-122.25846855,6480621
21658,,47.62004449,-122.33808797,6480620
21659,,47.69978028,-122.3674498,6480619
21660,,47.69999079,-122.36745196,6480618
21661,,47.5108704,-122.25876978,6480617
21662,,47.69999138,-122.36755098,6480616
21663,,47.69977853,-122.36754469,6480615
21664,,47.51069908,-122.25869942,6480613
21665,,47.60505199,-122.33428775,6480606
21666,,47.63175783,-122.36070126,6480605
21667,,47.59554905,-122.32472197,6480601
21668,,47.55591641,-122.29878442,6480595
21669,,47.58087464,-122.28778802,6480594
21670,,47.62910149,-122.28230849,6480593
21671,,47.67793945,-122.35970708,6480592
21672,,47.6911078,-122.31076046,6480591
21673,,47.63888897,-122.37063804,6480586
21674,,47.63889192,-122.37084036,6480584
21675,,47.5596006,-122.26601,6480588
21676,,47.67726435,-122.27456469,6480582
21677,,47.60337227,-122.3124101,6480579
21678,,47.55658113,-122.333231,6480578
21679,,47.67431549,-122.39243127,6480577
21680,,47.72490623,-122.34333152,6480567
21681,,47.67208032,-122.35385494,6480565
21682,,47.58153811,-122.32085446,6480563
21683,,47.70062975,-122.27417822,6480518
21684,,47.60223681,-122.3360392,6480556
21685,,47.66561976,-122.33066714,6480561
21686,,47.59761395,-122.29844199,6480385
21687,,47.5976103,-122.29822881,6480381
21688,,47.61616269,-122.31395531,6480553
21689,,47.56195746,-122.38650592,6480548
21690,,47.62553771,-122.29274746,6480547
21691,,47.70557649,-122.37783808,6480535
21692,,47.6105508,-122.33467931,6480527
21693,,47.6105508,-122.33467931,6480525
21694,,47.64839194,-122.32315748,6480526
21695,,47.54944692,-122.28649568,6480524
21696,,47.60699377,-122.2897286,6480523
21697,,47.60693058,-122.28973139,6480521
21698,,47.61597954,-122.33086962,6480520
21699,,47.61371932,-122.3177533,6462919
21700,,47.65989152,-122.34807831,6480509
21701,,47.59629564,-122.30926094,6480513
21702,,47.58252694,-122.37947919,6480503
21703,,47.65019636,-122.35014241,6480507
21704,,47.54768552,-122.27787753,6480504
21705,,47.67213854,-122.35464268,6480505
21706,,47.55387567,-122.27876748,6480501
21707,,47.55387567,-122.27876748,6480499
21708,,47.60615304,-122.33389399,6480498
21709,,47.55760489,-122.3818442,6480494
21710,,47.55760489,-122.3818442,6480492
21711,,47.6694649,-122.26512187,6480491
21712,,47.5314582,-122.38770897,6480493
21713,,47.6254667,-122.32086487,6480488
21714,,47.62406467,-122.33028074,6480490
21715,,47.66021227,-122.34493133,6480489
21716,,47.60370224,-122.33448205,6480486
21717,,47.55432895,-122.27510331,6480483
21718,,47.61233227,-122.32896661,6480481
21719,,47.52475606,-122.28071051,6480482
21720,,47.60451334,-122.31712257,6480478
21721,,47.56413856,-122.31209779,6480475
21722,,47.62251637,-122.33391663,6480477
21723,,47.68650052,-122.39675162,6480474
21724,,47.60881372,-122.3412031,6480473
21725,,47.60573523,-122.33029353,6480469
21726,,47.60573523,-122.33029353,6480466
21727,,47.56353227,-122.38639044,6480467
21728,,47.60501319,-122.32989532,6480464
21729,,47.57382082,-122.37545199,6480465
21730,,47.5591037,-122.26660887,6480463
21731,,47.58866688,-122.31824757,6480462
21732,,47.58866688,-122.31824757,6480461
21733,,47.650067,-122.37257725,6480460
21734,,47.64071484,-122.27613688,6480459
21735,,47.54060749,-122.26489459,6480458
21736,,47.61117378,-122.29230407,6480457
21737,,47.66073092,-122.35395899,6480456
21738,,47.55066623,-122.26146127,6480453
21739,,47.53402841,-122.2740521,6480455
21740,,47.62379785,-122.31107328,6480451
21741,,47.5308652,-122.35425526,6480448
21742,,47.5594231,-122.37847595,6480445
21743,,47.5839059,-122.29435146,6480439
21744,,47.71425408,-122.3369027,6480023
21745,,47.60916316,-122.34367395,6480436
21746,,47.70825431,-122.32378343,6480432
21747,,47.65961311,-122.34808541,6480433
21748,,47.71071076,-122.33351767,6480434
21749,,47.53965126,-122.3702305,6480429
21750,,47.67558048,-122.37917274,6480428
21751,,47.51562912,-122.3963056,6480427
21752,,47.72053558,-122.34740569,6480426
21753,,47.71986685,-122.29810164,6480425
21754,,47.69238624,-122.32148986,6480424
21755,,47.73382366,-122.35337254,6480423
21756,,47.60505199,-122.33428775,6480422
21757,,47.62212527,-122.3264361,6480421
21758,,47.69923227,-122.34766391,6480420
21759,,47.67984086,-122.3648043,6480419
21760,,47.65464185,-122.28118972,6480418
21761,,47.67983725,-122.36467305,6480417
21762,,47.64976539,-122.35685558,6480416
21763,,47.56895166,-122.37640921,6480415
21764,,47.67730122,-122.38724381,6480414
21765,,47.53952385,-122.26776348,6480413
21766,,47.58140439,-122.29443407,6480412
21767,,47.69375115,-122.3274249,6480411
21768,,47.63271617,-122.36447599,6480410
21769,,47.6635555,-122.2991354,6480409
21770,,47.71568467,-122.32645161,6480408
21771,,47.69253882,-122.28841528,6480407
21772,,47.65763273,-122.35786364,6480406
21773,,47.67014001,-122.40858287,6480405
21774,,47.55414229,-122.27692551,6480404
21775,,47.58147092,-122.38741485,6480403
21776,,47.63022406,-122.35454477,6480402
21777,,47.67355557,-122.3881081,6480401
21778,,47.57589348,-122.293661,6480400
21779,,47.63408356,-122.28484642,6480399
21780,,47.67938591,-122.35785473,6480398
21781,,47.55396014,-122.30560786,6480397
21782,,47.5997569,-122.31751621,6480396
21783,,47.64791279,-122.40707011,6480394
21784,,47.6641443,-122.36047098,6480392
21785,,47.64764391,-122.41154979,6480391
21786,,47.59317967,-122.38406241,6480388
21787,,47.70460069,-122.34283803,6480379
21788,,47.61184277,-122.34254282,6480377
21789,,47.67588446,-122.27391142,6480375
21790,,47.6088346,-122.32495216,6480374
21791,,47.69899759,-122.35029753,6480368
21792,,47.60740726,-122.33778279,6480365
21793,,47.63003731,-122.31977156,6480157
21794,,47.69147989,-122.35314258,6480253
21795,,47.67413175,-122.40282033,6480348
21796,,47.552192,-122.32324578,6480350
21797,,47.6143853,-122.33872658,6480347
21798,,47.61561022,-122.30969087,6480339
21799,,47.68655849,-122.3192244,6480332
21800,,47.61887683,-122.32060988,6480330
21801,,47.66151173,-122.33236957,6480327
21802,,47.67669991,-122.2933156,6480325
21803,,47.67700131,-122.29263501,6480324
21804,,47.52715393,-122.32421881,6480322
21805,,47.60549679,-122.33320892,6480321
21806,,47.61244372,-122.31915237,6480318
21807,,47.6948291,-122.36448858,6480317
21808,,47.61933063,-122.32185166,6480316
21809,,47.69238624,-122.32148986,6480312
21810,,47.61469501,-122.31172934,6480310
21811,,47.68641319,-122.35449933,6480308
21812,,47.58361319,-122.33370562,6480307
21813,,47.60902088,-122.33675127,6480302
21814,,47.59629564,-122.30926094,6480303
21815,,47.62240036,-122.30972885,6480295
21816,,47.67981713,-122.26768058,6480289
21817,,47.53135552,-122.28706321,6480287
21818,,47.56382104,-122.31387741,6480284
21819,,47.56382104,-122.31387741,6480283
21820,,47.70911857,-122.32530577,6480280
21821,,47.61802228,-122.2828882,6480277
21822,,47.65820563,-122.34971485,6480272
21823,,47.62234017,-122.28912091,6480271
21824,,47.58643795,-122.38739187,6480269
21825,,47.68352342,-122.28550618,6480268
21826,,47.57876582,-122.33368802,6480264
21827,,47.66511919,-122.3012755,6480263
21828,,47.5962763,-122.3095553,6480262
21829,,47.59641546,-122.30955215,6480261
21830,,47.63157881,-122.34738972,6480257
21831,,47.59627097,-122.30941226,6480259
21832,,47.59641314,-122.30941021,6480258
21833,,47.59641132,-122.30926693,6480255
21834,,47.69936679,-122.33402554,6480247
21835,,47.64942787,-122.35025575,6480254
21836,,47.56787742,-122.36420875,6480252
21837,,47.56787742,-122.36420875,6480250
21838,,47.67170893,-122.35468746,6480248
21839,,47.56787742,-122.36420875,6480246
21840,,47.63079497,-122.34518748,6480240
21841,,47.67093196,-122.4129062,6480233
21842,,47.69395149,-122.40136124,6479493
21843,,47.67982423,-122.31534523,6480236
21844,,47.6357045,-122.38865003,6480230
21845,,47.60967252,-122.33230646,6480227
21846,,47.63068835,-122.36632054,6480226
21847,,47.670642,-122.40236264,6480218
21848,,47.62424107,-122.28697787,6480189
21849,,47.66370644,-122.40142994,6480215
21850,,47.68328245,-122.39488894,6480214
21851,,47.67724011,-122.29127498,6480212
21852,,47.66905982,-122.28826062,6480211
21853,,47.63347599,-122.34079306,6480210
21854,,47.67659112,-122.38458351,6480205
21855,,47.63376,-122.30240948,6480204
21856,,47.65818405,-122.2769372,6480203
21857,,47.61005381,-122.33611725,6480202
21858,,47.72850314,-122.34563907,6480201
21859,,47.62158027,-122.35569974,6480200
21860,,47.7053649,-122.3114867,6480199
21861,,47.61391287,-122.33726765,6480198
21862,,47.68792193,-122.38464148,6480197
21863,,47.61447475,-122.34102348,6480192
21864,,47.62759814,-122.33662693,6480187
21865,,47.72480857,-122.36532223,6480188
21866,,47.64674957,-122.33385298,6480185
21867,,47.65941157,-122.3586757,6480184
21868,,47.70832557,-122.33223997,6480181
21869,,47.61065933,-122.31712671,6480151
21870,,47.69545635,-122.33954668,6480169
21871,,47.62251637,-122.33391663,6480172
21872,,47.61171853,-122.31882957,6480150
21873,,47.6105442,-122.31986674,6480148
21874,,47.53197266,-122.31223954,6480166
21875,,47.67627035,-122.29223132,6480163
21876,,47.64729324,-122.41350666,6480156
21877,,47.55432895,-122.27510331,6480155
21878,,47.58196428,-122.29225732,6480153
21879,,47.6103371,-122.33571154,6480152
21880,,47.59280696,-122.31600169,6480147
21881,,47.69142927,-122.29132933,6480138
21882,,47.57703236,-122.29752834,6480145
21883,,47.61992878,-122.34540224,6480143
21884,,47.68191977,-122.29080046,6480140
21885,,47.55134294,-122.31859988,6480137
21886,,47.67713326,-122.32813331,6480135
21887,,47.68200476,-122.2906689,6480134
21888,,47.61685443,-122.3139677,6480133
21889,,47.63663239,-122.28974178,6480132
21890,,47.52612721,-122.26957497,6480128
21891,,47.68328808,-122.38949803,6480127
21892,,47.6619407,-122.30015987,6480126
21893,,47.60370224,-122.33448205,6480123
21894,,47.5409447,-122.27065134,6480121
21895,,47.55134294,-122.31859988,6480112
21896,,47.6677393,-122.39868617,6480020
21897,,47.70196074,-122.27806771,6480111
21898,,47.62422755,-122.35710042,6474221
21899,,47.68030962,-122.27261682,6480092
21900,,47.59445542,-122.38820823,6480089
21901,,47.70842911,-122.33321386,6480086
21902,,47.61679709,-122.33620095,6480081
21903,,47.58135745,-122.33262947,6480079
21904,,47.70735499,-122.29044716,6478616
21905,,47.6669859,-122.32355786,6480076
21906,,47.67145164,-122.38153855,6480062
21907,,47.67145164,-122.38153855,6480060
21908,,47.50636183,-122.25865869,6480070
21909,,47.60967252,-122.33230646,6480067
21910,,47.6054677,-122.34092011,6480064
21911,,47.60817212,-122.32655486,6480021
21912,,47.60247931,-122.33622043,6480061
21913,,47.60716715,-122.29920759,6480065
21914,,47.67090741,-122.3104179,6480030
21915,,47.60285134,-122.31459319,6480054
21916,,47.60285134,-122.31459319,6480051
21917,,47.61235581,-122.309412,6480046
21918,,47.68664275,-122.39165946,6480057
21919,,47.58970693,-122.31636574,6480059
21920,,47.62407098,-122.35571175,6480043
21921,,47.62613563,-122.3549515,6480040
21922,,47.68945194,-122.39661461,6480038
21923,,47.6027708,-122.29283057,6480037
21924,,47.59962187,-122.33248675,6480031
21925,,47.67506998,-122.28777825,6480028
21926,,47.60914038,-122.34210061,6480026
21927,,47.61449074,-122.29458474,6480022
21928,,47.61599976,-122.34166938,6480018
21929,,47.68568782,-122.36908511,6479658
21930,,47.54853479,-122.27789551,6479669
21931,,47.55342468,-122.38330819,6480016
21932,,47.72650415,-122.35797036,6480015
21933,,47.66192615,-122.35311652,6480014
