id,type of activity 
17906,CITATION
17907,CITATION
17908,CITATION
17909,CITATION
17910,CITATION
17911,CITATION
17912,CONSTRUCTION
17913,CITATION
17914,CONSTRUCTION
17915,HOUSING / ZONING
17916,CITATION
17917,CITATION
17918,CITATION
17919,HOUSING / ZONING
17920,CITATION
17921,CITATION
17922,CITATION
17923,CITATION
17924,CITATION
17925,HOUSING / ZONING
17926,CITATION
17927,CITATION
17928,CITATION
17929,CITATION
17930,CITATION
17931,HOUSING / ZONING
17932,CONSTRUCTION
17933,CONSTRUCTION
17934,CITATION
17935,CITATION
17936,CITATION
17937,CITATION
17938,HOUSING / ZONING
17939,CITATION
17940,CITATION
17941,CITATION
17942,CONSTRUCTION
17943,CITATION
17944,CITATION
17945,HOUSING / ZONING
17946,CITATION
17947,CONSTRUCTION
17948,CITATION
17949,HOUSING / ZONING
17950,TENANT RELOCATION ORDINANCE
17951,TENANT RELOCATION ORDINANCE
17952,CITATION
17953,CITATION
17954,HOUSING / ZONING
17955,CITATION
17956,CONSTRUCTION
17957,HOUSING / ZONING
17958,TENANT RELOCATION ORDINANCE
17959,CITATION
17960,CITATION
17961,CITATION
17962,CITATION
17963,CITATION
17964,HOUSING / ZONING
17965,CITATION
17966,CONSTRUCTION
17967,CITATION
17968,HOUSING / ZONING
17969,TENANT RELOCATION ORDINANCE
17970,CONSTRUCTION
17971,CONSTRUCTION
17972,CITATION
17973,CITATION
17974,HOUSING / ZONING
17975,CITATION
17976,CITATION
17977,CONSTRUCTION
17978,CITATION
17979,VACANT BUILDING MONITORING
17980,VACANT BUILDING MONITORING
17981,CITATION
17982,CITATION
17983,CITATION
17984,HOUSING / ZONING
17985,CITATION
17986,CITATION
17987,CITATION
17988,CITATION
17989,CITATION
17990,CITATION
17991,CITATION
17992,HOUSING / ZONING
17993,CONSTRUCTION
17994,HOUSING / ZONING
17995,CONSTRUCTION
17996,CITATION
17997,CITATION
17998,CITATION
17999,HOUSING / ZONING
18000,CITATION
18001,HOUSING / ZONING
18002,HOUSING / ZONING
18003,HOUSING / ZONING
18004,CITATION
18005,UNFIT BUILDING OR PREMISES
18006,CITATION
18007,HOUSING / ZONING
18008,CITATION
18009,HOUSING / ZONING
18010,HOUSING / ZONING
18011,CONSTRUCTION
18012,CITATION
18013,HOUSING / ZONING
18014,HOUSING / ZONING
18015,HOUSING / ZONING
18016,HOUSING / ZONING
18017,CONSTRUCTION
18018,CITATION
18019,HOUSING / ZONING
18020,CITATION
18021,HOUSING / ZONING
18022,HOUSING / ZONING
18023,CONSTRUCTION
18024,CITATION
18025,CITATION
18026,CITATION
18027,HOUSING / ZONING
18028,CITATION
18029,CONSTRUCTION
18030,CITATION
18031,CONSTRUCTION
18032,CONSTRUCTION
18033,CONSTRUCTION
18034,CITATION
18035,HOUSING / ZONING
18036,CITATION
18037,CITATION
18038,HOUSING / ZONING
18039,CITATION
18040,CITATION
18041,CITATION
18042,CITATION
18043,CONSTRUCTION
18044,HOUSING / ZONING
18045,HOUSING / ZONING
18046,CITATION
18047,CITATION
18048,HOUSING / ZONING
18049,CITATION
18050,CONSTRUCTION
18051,CITATION
18052,CONSTRUCTION
18053,HOUSING / ZONING
18054,CITATION
18055,CITATION
18056,HOUSING / ZONING
18057,CITATION
18058,CITATION
18059,CITATION
18060,CITATION
18061,CITATION
18062,CONSTRUCTION
18063,CITATION
18064,CITATION
18065,CITATION
18066,HOUSING / ZONING
18067,HOUSING / ZONING
18068,CITATION
18069,CONSTRUCTION
18070,CITATION
18071,CITATION
18072,CITATION
18073,CITATION
18074,CITATION
18075,CITATION
18076,HOUSING / ZONING
18077,HOUSING / ZONING
18078,CITATION
18079,CITATION
18080,CITATION
18081,HOUSING / ZONING
18082,TENANT RELOCATION ORDINANCE
18083,HOUSING / ZONING
18084,HOUSING / ZONING
18085,CONSTRUCTION
18086,HOUSING / ZONING
18087,TENANT RELOCATION ORDINANCE
18088,HOUSING / ZONING
18089,HOUSING / ZONING
18090,CITATION
18091,HOUSING / ZONING
18092,HOUSING / ZONING
18093,HOUSING / ZONING
18094,CITATION
18095,CITATION
18096,CITATION
18097,HOUSING / ZONING
18098,CITATION
18099,TENANT RELOCATION ORDINANCE
18100,HOUSING / ZONING
18101,HOUSING / ZONING
18102,HOUSING / ZONING
18103,CITATION
18104,CITATION
18105,CITATION
18106,CITATION
18107,CITATION
18108,CITATION
18109,CONSTRUCTION
18110,CITATION
18111,CONSTRUCTION
18112,CITATION
18113,CITATION
18114,CITATION
18115,HOUSING / ZONING
18116,CONSTRUCTION
18117,CITATION
18118,CITATION
18119,HOUSING / ZONING
18120,HOUSING / ZONING
18121,CONSTRUCTION
18122,CITATION
18123,CITATION
18124,HOUSING / ZONING
18125,HOUSING / ZONING
18126,CITATION
18127,HOUSING / ZONING
18128,HOUSING / ZONING
18129,CONSTRUCTION
18130,CITATION
18131,CITATION
18132,CITATION
18133,CITATION
18134,HOUSING / ZONING
18135,CONSTRUCTION
18136,CITATION
18137,CITATION
18138,CITATION
18139,CITATION
18140,HOUSING / ZONING
18141,HOUSING / ZONING
18142,CITATION
18143,CITATION
18144,CITATION
18145,HOUSING / ZONING
18146,CITATION
18147,CITATION
18148,HOUSING / ZONING
18149,HOUSING / ZONING
18150,HOUSING / ZONING
18151,CONSTRUCTION
18152,CITATION
18153,CONSTRUCTION
18154,CITATION
18155,CITATION
18156,CITATION
18157,CITATION
18158,CITATION
18159,CITATION
18160,CITATION
18161,CITATION
18162,HOUSING / ZONING
18163,HOUSING / ZONING
18164,CITATION
18165,CITATION
18166,CITATION
18167,CITATION
18168,HOUSING / ZONING
18169,CITATION
18170,CITATION
18171,HOUSING / ZONING
18172,HOUSING / ZONING
18173,HOUSING / ZONING
18174,CITATION
18175,CITATION
18176,HOUSING / ZONING
18177,HOUSING / ZONING
18178,CITATION
18179,CITATION
18180,CITATION
18181,CITATION
18182,CONSTRUCTION
18183,CITATION
18184,CITATION
18185,CONSTRUCTION
18186,CITATION
18187,HOUSING / ZONING
18188,HOUSING / ZONING
18189,HOUSING / ZONING
18190,CITATION
18191,TENANT RELOCATION ORDINANCE
18192,CONSTRUCTION
18193,HOUSING / ZONING
18194,CITATION
18195,HOUSING / ZONING
18196,CONSTRUCTION
18197,HOUSING / ZONING
18198,HOUSING / ZONING
18199,HOUSING / ZONING
18200,CONSTRUCTION
18201,CONSTRUCTION
18202,HOUSING / ZONING
18203,CITATION
18204,CITATION
18205,CONSTRUCTION
18206,CONSTRUCTION
18207,CONSTRUCTION
18208,CONSTRUCTION
18209,CONSTRUCTION
18210,CONSTRUCTION
18211,CITATION
18212,CITATION
18213,CITATION
18214,CITATION
18215,CONSTRUCTION
18216,HOUSING / ZONING
18217,HOUSING / ZONING
18218,CITATION
18219,HOUSING / ZONING
18220,HOUSING / ZONING
18221,CITATION
18222,CITATION
18223,HOUSING / ZONING
18224,CITATION
18225,HOUSING / ZONING
18226,CITATION
18227,CONSTRUCTION
18228,HOUSING / ZONING
18229,CITATION
18230,CITATION
18231,HOUSING / ZONING
18232,CONSTRUCTION
18233,HOUSING / ZONING
18234,HOUSING / ZONING
18235,CITATION
18236,CONSTRUCTION
18237,CONSTRUCTION
18238,HOUSING / ZONING
18239,CITATION
18240,CITATION
18241,CITATION
18242,CITATION
18243,CITATION
18244,CITATION
18245,CITATION
18246,HOUSING / ZONING
18247,CONSTRUCTION
18248,CITATION
18249,HOUSING / ZONING
18250,CITATION
18251,HOUSING / ZONING
18252,CONSTRUCTION
18253,HOUSING / ZONING
18254,CONSTRUCTION
18255,HOUSING / ZONING
18256,CITATION
18257,CITATION
18258,HOUSING / ZONING
18259,CITATION
18260,HOUSING / ZONING
18261,CITATION
18262,HOUSING / ZONING
18263,CONSTRUCTION
18264,HOUSING / ZONING
18265,CITATION
18266,CITATION
18267,HOUSING / ZONING
18268,HOUSING / ZONING
18269,CITATION
18270,HOUSING / ZONING
18271,CONSTRUCTION
18272,CITATION
18273,CONSTRUCTION
18274,HOUSING / ZONING
18275,CITATION
18276,HOUSING / ZONING
18277,CITATION
18278,CITATION
18279,TENANT RELOCATION ORDINANCE
18280,HOUSING / ZONING
18281,CITATION
18282,HOUSING / ZONING
18283,HOUSING / ZONING
18284,HOUSING / ZONING
18285,HOUSING / ZONING
18286,CITATION
18287,CITATION
18288,TENANT RELOCATION ORDINANCE
18289,HOUSING / ZONING
18290,HOUSING / ZONING
18291,CITATION
18292,HOUSING / ZONING
18293,HOUSING / ZONING
18294,VACANT BUILDING MONITORING
18295,HOUSING / ZONING
18296,HOUSING / ZONING
18297,HOUSING / ZONING
18298,CITATION
18299,CONSTRUCTION
18300,HOUSING / ZONING
18301,HOUSING / ZONING
18302,CITATION
18303,TENANT RELOCATION ORDINANCE
18304,CITATION
18305,CITATION
18306,CITATION
18307,CITATION
18308,CITATION
18309,HOUSING / ZONING
18310,HOUSING / ZONING
18311,HOUSING / ZONING
18312,HOUSING / ZONING
18313,HOUSING / ZONING
18314,CITATION
18315,CITATION
18316,HOUSING / ZONING
18317,CITATION
18318,CITATION
18319,TENANT RELOCATION ORDINANCE
18320,CONSTRUCTION
18321,CITATION
18322,NOISE/SOUND LEVELS
18323,CITATION
18324,CITATION
18325,CONSTRUCTION
18326,CITATION
18327,CONSTRUCTION
18328,HOUSING / ZONING
18329,VACANT BUILDING MONITORING
18330,HOUSING / ZONING
18331,CONSTRUCTION
18332,HOUSING / ZONING
18333,HOUSING / ZONING
18334,HOUSING / ZONING
18335,CITATION
18336,CONSTRUCTION
18337,HOUSING / ZONING
18338,CONSTRUCTION
18339,CITATION
18340,CITATION
18341,CITATION
18342,HOUSING / ZONING
18343,CITATION
18344,CONSTRUCTION
18345,CONSTRUCTION
18346,CITATION
18347,CITATION
18348,CITATION
18349,CITATION
18350,CITATION
18351,CITATION
18352,CITATION
18353,CITATION
18354,CITATION
18355,CITATION
18356,CITATION
18357,CITATION
18358,CITATION
18359,CITATION
18360,HOUSING / ZONING
18361,HOUSING / ZONING
18362,CITATION
18363,HOUSING / ZONING
18364,CITATION
18365,CITATION
18366,HOUSING / ZONING
18367,HOUSING / ZONING
18368,CITATION
18369,CITATION
18370,TENANT RELOCATION ORDINANCE
18371,CONSTRUCTION
18372,UNFIT BUILDING OR PREMISES
18373,HOUSING / ZONING
18374,HOUSING / ZONING
18375,HOUSING / ZONING
18376,CONSTRUCTION
18377,CITATION
18378,HOUSING / ZONING
18379,HOUSING / ZONING
18380,VACANT BUILDING MONITORING
18381,CITATION
18382,CITATION
18383,CITATION
18384,CONSTRUCTION
18385,HOUSING / ZONING
18386,CITATION
18387,CONSTRUCTION
18388,CITATION
18389,CONSTRUCTION
18390,CITATION
18391,HOUSING / ZONING
18392,CITATION
18393,HOUSING / ZONING
18394,CITATION
18395,HOUSING / ZONING
18396,HOUSING / ZONING
18397,HOUSING / ZONING
18398,TENANT RELOCATION ORDINANCE
18399,CITATION
18400,CITATION
18401,CITATION
18402,TENANT RELOCATION ORDINANCE
18403,TENANT RELOCATION ORDINANCE
18404,CITATION
18405,CITATION
18406,CITATION
18407,CITATION
18408,CITATION
18409,CITATION
18410,HOUSING / ZONING
18411,HOUSING / ZONING
18412,TENANT RELOCATION ORDINANCE
18413,HOUSING / ZONING
18414,CITATION
18415,TENANT RELOCATION ORDINANCE
18416,CITATION
18417,CITATION
18418,CITATION
18419,CITATION
18420,CITATION
18421,CITATION
18422,CITATION
18423,HOUSING / ZONING
18424,HOUSING / ZONING
18425,HOUSING / ZONING
18426,CITATION
18427,CITATION
18428,CONSTRUCTION
18429,CONSTRUCTION
18430,CONSTRUCTION
18431,CONSTRUCTION
18432,CITATION
18433,HOUSING / ZONING
18434,CITATION
18435,CITATION
18436,CITATION
18437,CITATION
18438,CITATION
18439,HOUSING / ZONING
18440,CITATION
18441,CITATION
18442,CONSTRUCTION
18443,CONSTRUCTION
18444,CITATION
18445,HOUSING / ZONING
18446,CITATION
18447,CONSTRUCTION
18448,CONSTRUCTION
18449,HOUSING / ZONING
18450,CITATION
18451,HOUSING / ZONING
18452,CITATION
18453,CITATION
18454,TENANT RELOCATION ORDINANCE
18455,TENANT RELOCATION ORDINANCE
18456,HOUSING / ZONING
18457,CITATION
18458,HOUSING / ZONING
18459,HOUSING / ZONING
18460,HOUSING / ZONING
18461,HOUSING / ZONING
18462,TENANT RELOCATION ORDINANCE
18463,CITATION
18464,HOUSING / ZONING
18465,CITATION
18466,CONSTRUCTION
18467,HOUSING / ZONING
18468,CITATION
18469,HOUSING / ZONING
18470,CITATION
18471,CITATION
18472,HOUSING / ZONING
18473,CITATION
18474,CITATION
18475,HOUSING / ZONING
18476,HOUSING / ZONING
18477,CITATION
18478,CITATION
18479,HOUSING / ZONING
18480,CITATION
18481,CITATION
18482,CITATION
18483,CITATION
18484,CITATION
18485,CONSTRUCTION
18486,CITATION
18487,CONSTRUCTION
18488,CITATION
18489,CITATION
18490,TENANT RELOCATION ORDINANCE
18491,CITATION
18492,CITATION
18493,CITATION
18494,HOUSING / ZONING
18495,CITATION
18496,CITATION
18497,CONSTRUCTION
18498,CONSTRUCTION
18499,CITATION
18500,CONSTRUCTION
18501,CONSTRUCTION
18502,CONSTRUCTION
18503,CONSTRUCTION
18504,CITATION
18505,CITATION
18506,CITATION
18507,CONSTRUCTION
18508,CONSTRUCTION
18509,CITATION
18510,CITATION
18511,CITATION
18512,CITATION
18513,CITATION
18514,CITATION
18515,HOUSING / ZONING
18516,CITATION
18517,CITATION
18518,CONSTRUCTION
18519,CONSTRUCTION
18520,TENANT RELOCATION ORDINANCE
18521,HOUSING / ZONING
18522,HOUSING / ZONING
18523,HOUSING / ZONING
18524,CITATION
18525,CITATION
18526,TENANT RELOCATION ORDINANCE
18527,CONSTRUCTION
18528,CITATION
18529,CITATION
18530,HOUSING / ZONING
18531,HOUSING / ZONING
18532,CITATION
18533,CITATION
18534,CITATION
18535,CITATION
18536,CITATION
18537,CITATION
18538,CITATION
18539,CITATION
18540,HOUSING / ZONING
18541,CITATION
18542,CITATION
18543,CITATION
18544,CONSTRUCTION
18545,CONSTRUCTION
18546,CONSTRUCTION
18547,CITATION
18548,CITATION
18549,CONSTRUCTION
18550,HOUSING / ZONING
18551,HOUSING / ZONING
18552,CITATION
18553,CONSTRUCTION
18554,CITATION
18555,CITATION
18556,CITATION
18557,HOUSING / ZONING
18558,CONSTRUCTION
18559,CITATION
18560,CITATION
18561,CITATION
18562,CITATION
18563,CITATION
18564,HOUSING / ZONING
18565,HOUSING / ZONING
18566,TENANT RELOCATION ORDINANCE
18567,HOUSING / ZONING
18568,TENANT RELOCATION ORDINANCE
18569,HOUSING / ZONING
18570,TENANT RELOCATION ORDINANCE
18571,CONSTRUCTION
18572,CONSTRUCTION
18573,CONSTRUCTION
18574,CITATION
18575,TENANT RELOCATION ORDINANCE
18576,TENANT RELOCATION ORDINANCE
18577,TENANT RELOCATION ORDINANCE
18578,CITATION
18579,HOUSING / ZONING
18580,CITATION
18581,HOUSING / ZONING
18582,CITATION
18583,CITATION
18584,CONSTRUCTION
18585,CITATION
18586,CITATION
18587,CITATION
18588,CITATION
18589,CITATION
18590,CITATION
18591,CONSTRUCTION
18592,VACANT BUILDING MONITORING
18593,HOUSING / ZONING
18594,CITATION
18595,HOUSING / ZONING
18596,CITATION
18597,CITATION
18598,CITATION
18599,CONSTRUCTION
18600,CITATION
18601,CITATION
18602,CITATION
18603,CITATION
18604,CITATION
18605,CITATION
18606,HOUSING / ZONING
18607,CITATION
18608,HOUSING / ZONING
18609,CITATION
18610,CITATION
18611,CITATION
18612,CITATION
18613,CITATION
18614,CITATION
18615,HOUSING / ZONING
18616,CITATION
18617,HOUSING / ZONING
18618,HOUSING / ZONING
18619,CITATION
18620,HOUSING / ZONING
18621,CITATION
18622,HOUSING / ZONING
18623,CONSTRUCTION
18624,HOUSING / ZONING
18625,CONSTRUCTION
18626,CONSTRUCTION
18627,HOUSING / ZONING
18628,TENANT RELOCATION ORDINANCE
18629,HOUSING / ZONING
18630,HOUSING / ZONING
18631,HOUSING / ZONING
18632,CITATION
18633,CITATION
18634,CITATION
18635,HOUSING / ZONING
18636,HOUSING / ZONING
18637,CITATION
18638,VACANT BUILDING MONITORING
18639,HOUSING / ZONING
18640,HOUSING / ZONING
18641,CONSTRUCTION
18642,VACANT BUILDING MONITORING
18643,HOUSING / ZONING
18644,CITATION
18645,CITATION
18646,CITATION
18647,HOUSING / ZONING
18648,CITATION
18649,CITATION
18650,CITATION
18651,CONSTRUCTION
18652,HOUSING / ZONING
18653,HOUSING / ZONING
18654,CITATION
18655,CITATION
18656,CITATION
18657,CITATION
18658,CITATION
18659,CITATION
18660,CITATION
18661,CITATION
18662,CITATION
18663,CONSTRUCTION
18664,CONSTRUCTION
18665,CITATION
18666,CITATION
18667,CITATION
18668,HOUSING / ZONING
18669,CITATION
18670,HOUSING / ZONING
18671,CITATION
18672,HOUSING / ZONING
18673,CITATION
18674,CITATION
18675,CITATION
18676,HOUSING / ZONING
18677,CITATION
18678,CITATION
18679,CITATION
18680,CITATION
18681,CITATION
18682,UNFIT BUILDING OR PREMISES
18683,CITATION
18684,CITATION
18685,CITATION
18686,CONSTRUCTION
18687,CITATION
18688,CONSTRUCTION
18689,CITATION
18690,CITATION
18691,CITATION
18692,HOUSING / ZONING
18693,CITATION
18694,CITATION
18695,HOUSING / ZONING
18696,HOUSING / ZONING
18697,HOUSING / ZONING
18698,CITATION
18699,CITATION
18700,HOUSING / ZONING
18701,CONSTRUCTION
18702,CONSTRUCTION
18703,CITATION
18704,CITATION
18705,CITATION
18706,CITATION
18707,CITATION
18708,CITATION
18709,HOUSING / ZONING
18710,CITATION
18711,CITATION
18712,CITATION
18713,CITATION
18714,HOUSING / ZONING
18715,CITATION
18716,HOUSING / ZONING
18717,CITATION
18718,CITATION
18719,CITATION
18720,CITATION
18721,CONSTRUCTION
18722,HOUSING / ZONING
18723,HOUSING / ZONING
18724,HOUSING / ZONING
18725,HOUSING / ZONING
18726,CONSTRUCTION
18727,CITATION
18728,CONSTRUCTION
18729,VACANT BUILDING MONITORING
18730,CONSTRUCTION
18731,CONSTRUCTION
18732,HOUSING / ZONING
18733,CONSTRUCTION
18734,HOUSING / ZONING
18735,CONSTRUCTION
18736,VACANT BUILDING MONITORING
18737,HOUSING / ZONING
18738,HOUSING / ZONING
18739,CITATION
18740,VACANT BUILDING MONITORING
18741,CITATION
18742,CITATION
18743,CITATION
18744,CITATION
18745,HOUSING / ZONING
18746,CITATION
18747,CITATION
18748,CITATION
18749,CITATION
18750,HOUSING / ZONING
18751,CITATION
18752,CITATION
18753,CITATION
18754,CITATION
18755,VACANT BUILDING MONITORING
18756,HOUSING / ZONING
18757,HOUSING / ZONING
18758,HOUSING / ZONING
18759,HOUSING / ZONING
18760,HOUSING / ZONING
18761,HOUSING / ZONING
18762,HOUSING / ZONING
18763,HOUSING / ZONING
18764,HOUSING / ZONING
18765,CONSTRUCTION
18766,HOUSING / ZONING
18767,CITATION
18768,HOUSING / ZONING
18769,CITATION
18770,HOUSING / ZONING
18771,CITATION
18772,CITATION
18773,HOUSING / ZONING
18774,CITATION
18775,CITATION
18776,CITATION
18777,CITATION
18778,HOUSING / ZONING
18779,CITATION
18780,HOUSING / ZONING
18781,CITATION
18782,CONSTRUCTION
18783,HOUSING / ZONING
