CrimeID,Crime_Type,Crime_Description
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Rape,Rape
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Homicide,Homicide
6,Burglary,Burglary
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Rape,Rape
1,Robbery,Robbery
2,Assault,Assault
3,Larceny-Theft,Larceny-Theft
4,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
5,Burglary,Burglary
6,Homicide,Homicide
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
4,Burglary,Burglary
5,Homicide,Homicide
6,Rape,Rape
7,Robbery,Robbery
1,Assault,Assault
2,Larceny-Theft,Larceny-Theft
3,Motor Vehicle Theft,"Vehicle Theft is theft of a car, truck, motorcycle or any motor vehicle."
