id,Application/Permit Number,Address,Permit_Type_ID,Category_ID,Contractor_ID
32221,6410582,1431 E WARD ST,,,
32222,6409487,600 ELLIOTT AVE W,,,
32223,6409485,3428 NE 55TH ST,,,
32224,6409427,7908 35TH AVE SW,,,
32225,6410573,5715 31ST AVE NE,,,
32226,6410572,5715 31ST AVE NE,,,
32227,6410553,4501 54TH AVE SW,,,
32228,6410417,3618 ASHWORTH AVE N,,,
32229,6410516,200 N 47TH ST,,,
32230,6410520,5633 12TH AVE NE,,,
32231,6410518,6220 S PERRY ST,,,
32232,6410521,444 NE RAVENNA BLVD,,,
32233,6410555,210 S LUCILE ST,,,
32234,6410542,12732 DAYTON AVE N,,,
32235,6410541,1746 N 130TH ST,,,
32236,6410540,10616 61ST AVE S,,,
32237,6410517,4000 15TH AVE NE,,,
32238,6410503,13530 LINDEN AVE N,,,
32239,6410365,8108 11TH AVE SW,,,
32240,6410462,3947 SW KENYON ST,,,
32241,6410457,3951 SW KENYON ST,,,
32242,6407473,5503 M L KING JR WAY S,,,
32243,6409563,4422 CASCADIA AVE S,,,
32244,6406216,4003 AIRPORT WAY S,,,
32245,6410401,9002 12TH AVE NE,,,
32246,6410394,9002 12TH AVE NE,,,
32247,6410446,4915 25TH AVE NE,,,
32248,6407073,13001 AURORA AVE N,,,
32249,6410438,606 20TH AVE E,,,
32250,6410437,515 14TH AVE E,,,
32251,6410426,2601 ELLIOTT AVE,,,
32252,6410428,5635 NE AMBLESIDE RD,,,
32253,6410427,2601 ELLIOTT AVE,,,
32254,6410416,807 N 40TH ST,,,
32255,6410403,3011 SW CAMBRIDGE ST,,,
32256,6410391,1615 29TH AVE,,,
32257,6410386,255 NEWELL ST,,,
32258,6410050,12001 LAKE CITY WAY NE,,,
32259,6410382,1718 NW MARKET ST,,,
32260,6410075,1942 WESTLAKE AVE,,,
32261,6410074,1942 WESTLAKE AVE,,,
32262,6410073,1942 WESTLAKE AVE,,,
32263,6410072,1942 WESTLAKE AVE,,,
32264,6410380,1518 1ST AVE S,,,
32265,6410379,5203 S ANGELINE ST,,,
32266,6410301,3901 7TH AVE S,,,
32267,6410358,1100 5TH AVE,,,
32268,6410359,1100 5TH AVE,,,
32269,6410372,4114 52ND AVE SW,,,
32270,6410370,1413 3RD AVE,,,
32271,6410367,8108 11TH AVE SW,,,
32272,6410300,2217 3RD AVE,,,
32273,6410299,2217 3RD AVE,,,
32274,6410298,2217 3RD AVE,,,
32275,6410297,2217 3RD AVE,,,
32276,6410295,3115 W BERTONA ST,,,
32277,6410296,2217 3RD AVE,,,
32278,6410294,3115 W BERTONA ST,,,
32279,6410304,6551 18TH AVE NE,,,
32280,6410293,3731 E PROSPECT ST,,,
32281,6410292,3731 E PROSPECT ST,,,
32282,6410280,829 NE 125TH ST,,,
32283,6410038,121 NW 85TH ST,,,
32284,6410246,133 14TH AVE E,,,
32285,6410217,1222 E MADISON ST,,,
32286,6410071,3309 6TH AVE W,,,
32287,6410216,1222 E MADISON ST,,,
32288,6410214,940 S HARNEY ST,,,
32289,6410347,7138 32ND AVE SW,,,
32290,6410346,612 NW 47TH ST,,,
32291,6410205,6349 23RD AVE SW,,,
32292,6410204,10814 VALMAY AVE NW,,,
32293,6410203,6349 23RD AVE SW,,,
32294,6410345,915 36TH AVE,,,
32295,6410202,10814 VALMAY AVE NW,,,
32296,6410120,1111 3RD AVE,,,
32297,6410119,1111 3RD AVE,,,
32298,6410118,1111 3RD AVE,,,
32299,6410279,4001 S HOLDEN ST,,,
32300,6410232,3800 MONTLAKE BLVD NE,,,
32301,6410257,2706 30TH AVE S,,,
32302,6410255,420 N 39TH ST,,,
32303,6410254,819 34TH AVE,,,
32304,6410250,2116 N 44TH ST,,,
32305,6410249,5252 17TH AVE SW,,,
32306,6410233,3533 SW 98TH ST,,,
32307,6410226,6842 35TH AVE NE,,,
32308,6410224,5311 24TH AVE S,,,
32309,6410211,2842 SW DAKOTA ST,,,
32310,6410223,3712 S THISTLE ST,,,
32311,6410206,318 NW 44TH ST,,,
32312,6410094,954 E UNION ST,,,
32313,6410092,954 E UNION ST,,,
32314,6410209,4021 52ND AVE SW,,,
32315,6410089,14027 LAKE CITY WAY NE,,,
32316,6410090,14027 LAKE CITY WAY NE,,,
32317,6410088,14027 LAKE CITY WAY NE,,,
32318,6410208,6618 38TH AVE SW,,,
32319,6410087,14027 LAKE CITY WAY NE,,,
32320,6410086,14027 LAKE CITY WAY NE,,,
32321,6410085,14027 LAKE CITY WAY NE,,,
32322,6410198,3420 WOODLAWN AVE N,,,
32323,6410181,531 HOWE ST,,,
32324,6410177,1548 NW 63RD ST,,,
32325,6410176,3909 SW ROSE ST,,,
32326,6410169,5510 38TH AVE NE,,,
32327,6410163,4631 S AUSTIN ST,,,
32328,6410146,5106 24TH AVE NE,,,
32329,6410145,2448 30TH AVE W,,,
32330,6410133,2218 BROADWAY E,,,
32331,6410128,10047 61ST AVE S,,,
32332,6410123,2931 10TH PL W,,,
32333,6410103,3808 19TH AVE SW,,,
32334,6410113,2101 N 40TH ST,,,
32335,6410129,535 16TH AVE E,,,
32336,6410062,6536 20TH AVE NE,,,
32337,6410121,523 N 84TH ST,,,
32338,6410106,104 19TH AVE E,,,
32339,6410111,3115 W BERTONA ST,,,
32340,6410109,1108 10TH AVE E,,,
32341,6410114,3106 30TH AVE S,,,
32342,6409436,525 25TH AVE S,,,
32343,6410099,10540 VALMAY AVE NW,,,
32344,6410091,1209 NE 107TH ST,,,
32345,6410040,3513 NE 45TH ST,,,
32346,6410057,86 PINE ST,,,
32347,6410043,7908 35TH AVE SW,,,
32348,6410046,4803 NE 70TH ST,,,
32349,6408688,13715 WALLINGFORD AVE N,,,
32350,6408687,12200 STONE AVE N,,,
32351,6408686,8841 36TH AVE SW,,,
32352,6408685,1200 NE 123RD ST,,,
32353,6408684,8841 36TH AVE SW,,,
32354,6410056,5423 31ST AVE SW,,,
32355,6410055,5052 SW WAITE ST,,,
32356,6410053,3805 E PIKE ST,,,
32357,6406842,11900 BEACON AVE S,,,
32358,6405533,5240 UNIVERSITY WAY NE,,,
32359,6409909,9823 44TH AVE SW,,,
32360,6409991,4031 39TH AVE SW,,,
32361,6409989,161 20TH AVE,,,
32362,6409982,7546 21ST AVE NE,,,
32363,6409977,1530 11TH AVE,,,
32364,6409981,3304 NE 80TH ST,,,
32365,6409978,6515 ROOSEVELT WAY NE,,,
32366,6409967,12705 37TH AVE NE,,,
32367,6409582,2832 NW 74TH ST,,,
32368,6409974,11835 9TH AVE NW,,,
32369,6409962,8448 SEWARD PARK AVE S,,,
32370,6409961,865 20TH AVE S,,,
32371,6409960,6022 5TH AVE NW,,,
32372,6409959,11028 40TH AVE NE,,,
32373,6409955,4919 NE PRINCETON WAY,,,
32374,6409945,940 S HARNEY ST,,,
32375,6409939,1767 17TH AVE S,,,
32376,6409580,513 33RD AVE E,,,
32377,6409078,517 N 48TH ST,,,
32378,6409927,7810 EAST GREEN LAKE DR N,,,
32379,6409084,4312 S MYRTLE ST,,,
32380,6409096,4407 2ND AVE NW,,,
32381,6408625,10241 VALMAY AVE NW,,,
32382,6409138,6814 LINDEN AVE N,,,
32383,6409913,9005 9TH AVE NW,,,
32384,6409923,5047 45TH AVE S,,,
32385,6409924,325 9TH AVE,,,
32386,6409903,927 N 128TH ST,,,
32387,6409905,5370 S WALLACE ST,,,
32388,6409892,4555 UNIVERSITY WAY NE,,,
32389,6409895,2837 NW 65TH ST,,,
32390,6409889,12001 LAKE CITY WAY NE,,,
32391,6409884,1223 E CHERRY ST,,,
32392,6409894,1140 18TH AVE,,,
32393,6409893,5455 48TH AVE SW,,,
32394,6409891,4318 DAYTON AVE N,,,
32395,6409890,3218 62ND AVE SW,,,
32396,6409885,758 N 101ST ST,,,
32397,6409882,6728 41ST AVE SW,,,
32398,6409878,7045 12TH AVE NW,,,
32399,6409880,1735 NW 97TH ST,,,
32400,6409876,2503 28TH AVE W,,,
32401,6409866,510 N 80TH ST,,,
32402,6409863,2716 NE 106TH PL,,,
32403,6409865,2716 NE 106TH PL,,,
32404,6409861,9259 26TH AVE NW,,,
32405,6409851,9259 26TH AVE NW,,,
32406,6409853,5051 50TH AVE NE,,,
32407,6409857,600 GALER ST,,,
32408,6409858,600 GALER ST,,,
32409,6409859,150 NICKERSON ST,,,
32410,6409854,600 GALER ST,,,
32411,6409848,619 S NEVADA ST,,,
32412,6409842,1550 N 34TH ST,,,
32413,6409844,4819 S FINDLAY ST,,,
32414,6409828,2101 N 34TH ST,,,
32415,6409833,744 N 34TH ST,,,
32416,6409818,3722 35TH AVE SW,,,
32417,6409814,3722 35TH AVE SW,,,
32418,6409805,12720 DAYTON AVE N,,,
32419,6409798,2126 N 51ST ST,,,
32420,6409579,7515 9TH AVE NW,,,
32421,6408452,401 BROADWAY E,,,
32422,6408379,202 WESTLAKE AVE N,,,
32423,6409182,1222 E MADISON ST,,,
32424,6409187,1222 E MADISON ST,,,
32425,6409581,2217 3RD AVE,,,
32426,6409741,2000 2ND AVE,,,
32427,6409733,5240 UNIVERSITY WAY NE,,,
32428,6409730,1250 1ST AVE S,,,
32429,6409688,7707 31ST AVE NE,,,
32430,6404479,4055 8TH AVE NE,,,
32431,6409697,98 UNION ST,,,
32432,6409691,1321 SENECA ST,,,
32433,6409679,2747 NE 90TH ST,,,
32434,6409678,5436 41ST AVE SW,,,
32435,6409677,5436 41ST AVE SW,,,
32436,6409676,1607 NE 77TH ST,,,
32437,6409675,1607 NE 77TH ST,,,
32438,6409672,802 NE 69TH ST,,,
32439,6409667,4241 21ST AVE W,,,
32440,6409663,4812 NE 40TH ST,,,
32441,6409654,616 NE NORTHLAKE PL,,,
32442,6409658,1700 7TH AVE,,,
32443,6409661,1915 TERRY AVE,,,
32444,6409650,1200 3RD AVE,,,
32445,6409571,2424 SW ANDOVER ST,,,
32446,6409056,126 NW 40TH ST,,,
32447,6409511,4523 52ND AVE S,,,
32448,6409150,4811 RUTAN PL SW,,,
32449,6409414,1818 E PROSPECT ST,,,
32450,6400806,1483 ALASKAN WAY,,,
32451,6409569,306 23RD AVE E,,,
32452,6409568,1528 7TH AVE W,,,
32453,6409567,10011 LAKE SHORE BLVD NE,,,
32454,6408418,2401 UTAH AVE S,,,
32455,6409554,1600 7TH AVE,,,
32456,6409547,3323 WEST LAURELHURST DR NE,,,
32457,6409556,4216 26TH AVE SW,,,
32458,6409555,4520 2ND AVE NE,,,
32459,6409545,5563 29TH AVE NE,,,
32460,6409542,1916 E MCGRAW ST,,,
32461,6409541,2501 30TH AVE W,,,
32462,6409536,8338 MARY AVE NW,,,
32463,6409533,1424 SW DONOVAN ST,,,
32464,6409514,1116 NE 47TH ST,,,
32465,6409512,12526 PHINNEY AVE N,,,
32466,6409494,1805B 25TH AVE,,,
32467,6409492,1805A 25TH AVE,,,
32468,6409490,1807 25TH AVE,,,
32469,6409500,2311 48TH AVE SW,,,
32470,6409488,2311 48TH AVE SW,,,
32471,6409498,2311 48TH AVE SW,,,
32472,6409499,2311 48TH AVE SW,,,
32473,6409506,4137 55TH AVE SW,,,
32474,6409503,4137 55TH AVE SW,,,
32475,6409505,2842 32ND AVE S,,,
32476,6409504,4423 48TH AVE SW,,,
32477,6409502,816 33RD AVE S,,,
32478,6409383,8475 42ND AVE SW,,,
32479,6409381,8475 42ND AVE SW,,,
32480,6409089,701 5TH AVE,,,
32481,6406569,5990 1ST AVE S,,,
32482,6409228,8639 FAUNTLEE CREST SW,,,
32483,6409396,6017 19TH AVE S,,,
32484,6409394,6017 19TH AVE S,,,
32485,6409395,2001 MCGILVRA BLVD E,,,
32486,6409476,720 N 72ND ST,,,
32487,6409392,2001 MCGILVRA BLVD E,,,
32488,6409473,600 E PIKE ST,,,
32489,6405186,1966 THORNDYKE AVE W,,,
32490,6409403,319 29TH AVE S,,,
32491,6409404,8244 2ND AVE NE,,,
32492,6409469,10415 WATERS AVE S,,,
32493,6409463,9059 3RD AVE S,,,
32494,6409458,2601 ELLIOTT AVE,,,
32495,6409444,505 1ST AVE S,,,
32496,6409441,1200 6TH AVE,,,
32497,6409445,1821 BOREN AVE,,,
32498,6409349,4116 37TH AVE SW,,,
32499,6409206,1012 BELMONT AVE E,,,
32500,6409434,5149 S FINDLAY ST,,,
32501,6409432,1122 24TH AVE,,,
32502,6409429,4821 NE 85TH ST,,,
32503,6409398,1227 NW 120TH ST,,,
32504,6409379,2721 17TH AVE S,,,
32505,6408750,2800 MONTLAKE BLVD E,,,
32506,6409347,10219 57TH AVE S,,,
32507,6408420,4545 15TH AVE NE,,,
32508,6409401,3720 MONTLAKE BLVD NE,,,
32509,6409393,4840 46TH AVE SW,,,
32510,6409377,814 33RD AVE E,,,
32511,6409376,7557 33RD AVE NE,,,
32512,6409375,2850 21ST AVE W,,,
32513,6409374,730 19TH AVE,,,
32514,6409373,517 23RD AVE,,,
32515,6409372,7738 JONES AVE NW,,,
32516,6409255,5803 1ST AVE NE,,,
32517,6405535,3617 STONE WAY N,,,
32518,6409070,1823 E ALDER ST,,,
32519,6409325,4456 47TH AVE SW,,,
32520,6409298,1107 38TH AVE,,,
32521,6409295,7802 DAYTON AVE N,,,
32522,6409294,1107 38TH AVE,,,
32523,6409292,2220 NE 46TH ST,,,
32524,6409300,1500 6TH AVE S,,,
32525,6409287,1100 MADISON ST,,,
32526,6409302,1423 10TH AVE,,,
32527,6409297,265 NE 45TH ST,,,
32528,6409293,6900 EAST GREEN LAKE WAY N,,,
32529,6409290,6900 EAST GREEN LAKE WAY N,,,
32530,6409291,920 19TH AVE E,,,
32531,6409289,8134 8TH AVE SW,,,
32532,6409278,7104 WOODLAWN AVE NE,,,
32533,6409268,,,,
32534,6409254,3517 SW THISTLE ST,,,
32535,6409249,2324 NE 103RD ST,,,
32536,6409248,5803 1ST AVE NE,,,
32537,6409245,3517 SW THISTLE ST,,,
32538,6409263,5511 2ND AVE NW,,,
32539,6409264,8845 DENSMORE AVE N,,,
32540,6409259,5507 2ND AVE NW,,,
32541,6409266,1700 15TH AVE,,,
32542,6406428,915 6TH AVE N,,,
32543,6409247,515 WESTLAKE AVE N,,,
32544,6409236,7503 JONES AVE NW,,,
32545,6409235,5770 63RD AVE NE,,,
32546,6401247,2157 N NORTHLAKE WAY,,,
32547,6409223,2562 THORNDYKE AVE W,,,
32548,6409210,2301 6TH AVE,,,
32549,6409202,1100 E UNION ST,,,
32550,6409201,1100 9TH AVE,,,
32551,6409208,832 NE 102ND ST,,,
32552,6409203,9040 RAINIER AVE S,,,
32553,6409194,103 12TH AVE,,,
32554,6409141,4005 W DRAVUS ST,,,
32555,6409140,4005 W DRAVUS ST,,,
32556,6409149,1705 34TH AVE,,,
32557,6409148,1212 NW 77TH ST,,,
32558,6408679,9412 8TH AVE SW,,,
32559,6408678,9412 8TH AVE SW,,,
32560,6409183,6515 ROOSEVELT WAY NE,,,
32561,6409147,1825 NE 58TH ST,,,
32562,6409146,1411 1ST AVE,,,
32563,6407936,60 ETRURIA ST,,,
32564,6409132,416 NE 43RD ST,,,
32565,6409126,7317 14TH AVE NW,,,
32566,6409125,122 19TH AVE E,,,
32567,6409116,2338 NE 94TH ST,,,
32568,6409091,2200 6TH AVE S,,,
32569,6409088,3741 33RD AVE SW,,,
32570,6406214,1601 13TH AVE,,,
32571,6409019,3915 SW ORCHARD ST,,,
32572,6409050,1420 S TRENTON ST,,,
32573,6409064,2604 W LYNN ST,,,
32574,6409055,2908 S JACKSON ST,,,
32575,6409045,1009 8TH AVE N,,,
32576,6409041,714 E PIKE ST,,,
32577,6408954,2857 MAGNOLIA BLVD W,,,
32578,6408952,2857 MAGNOLIA BLVD W,,,
32579,6408972,4810 UNIVERSITY VIEW PL NE,,,
32580,6408971,4810 UNIVERSITY VIEW PL NE,,,
32581,6408969,3866 34TH AVE SW,,,
32582,6408967,2580 CRESTMONT PL W,,,
32583,6408618,2215 45TH AVE SW,,,
32584,6408527,10618 DURLAND AVE NE,,,
32585,6408961,98 UNION ST,,,
32586,6408999,6575 NE WINDERMERE RD,,,
32587,6408993,5051 50TH AVE NE,,,
32588,6408957,10055 65TH AVE S,,,
32589,6408956,1417 N 53RD ST,,,
32590,6408955,2129 NE 100TH ST,,,
32591,6408987,212 NE 43RD ST,,,
32592,6408986,5230 39TH AVE S,,,
32593,6408984,2121 WESTLAKE AVE,,,
32594,6408983,2325 30TH AVE S,,,
32595,6408982,4117 E GARFIELD ST,,,
32596,6408981,3611 28TH AVE W,,,
32597,6408980,8072 27TH AVE NW,,,
32598,6408979,319 N 80TH ST,,,
32599,6408811,1509 NW 90TH ST,,,
32600,6408816,1507 NW 90TH ST,,,
32601,6408818,1209 NE 88TH ST,,,
32602,6408841,1209 NE 88TH ST,,,
32603,6408821,1207 NE 88TH ST,,,
32604,6408844,1207 NE 88TH ST,,,
32605,6408826,1205 NE 88TH ST,,,
32606,6408853,1205 NE 88TH ST,,,
32607,6408839,1201 NE 88TH ST,,,
32608,6408856,1201 NE 88TH ST,,,
32609,6408741,7426 CALIFORNIA AVE SW,,,
32610,6408898,606 N 138TH ST,,,
32611,6408894,608 N 138TH ST,,,
32612,6408907,8237 16TH AVE NE,,,
32613,6408813,1250 1ST AVE S,,,
32614,6408881,3500 W COMMODORE WAY,,,
32615,6408877,7308 52ND AVE NE,,,
32616,6408872,2932 MAYFAIR AVE N,,,
32617,6408871,2440 29TH AVE W,,,
32618,6408869,840 NW 61ST ST,,,
32619,6408862,3207 S BYRON ST,,,
32620,6408861,2324 EASTLAKE AVE E,,,
32621,6408859,3013 18TH AVE S,,,
32622,6408857,1700 S DEARBORN ST,,,
32623,6408855,1700 S DEARBORN ST,,,
32624,6408837,3400 STONE WAY N,,,
32625,6408836,3400 STONE WAY N,,,
32626,6408835,3400 STONE WAY N,,,
32627,6408834,3400 STONE WAY N,,,
32628,6408833,3400 STONE WAY N,,,
32629,6408832,3400 STONE WAY N,,,
32630,6408854,902 N 109TH ST,,,
32631,6408830,3400 STONE WAY N,,,
32632,6408831,3400 STONE WAY N,,,
32633,6408850,910 N 109TH ST,,,
32634,6408829,3400 STONE WAY N,,,
32635,6408827,3400 STONE WAY N,,,
32636,6408828,3400 STONE WAY N,,,
32637,6408825,3400 STONE WAY N,,,
32638,6408815,1420 HARVARD AVE,,,
32639,6408812,411 UNION ST,,,
32640,6408810,5929 BEACON AVE S,,,
32641,6408806,2240 NW 62ND ST,,,
32642,6408805,2240 NW 62ND ST,,,
32643,6408804,2242 NW 62ND ST,,,
32644,6408802,2242 NW 62ND ST,,,
32645,6408760,2104 38TH AVE E,,,
32646,6408795,8018 AURORA AVE N,,,
32647,6408786,4721 47TH AVE NE,,,
32648,6408780,8740 DAYTON AVE N,,,
32649,6408770,11135 LUTHER AVE S,,,
32650,6408635,829 NE NORTHGATE WAY,,,
32651,6408627,4755 FAUNTLEROY WAY SW,,,
32652,6408428,3653 FRANCIS AVE N,,,
32653,6408427,3653 FRANCIS AVE N,,,
32654,6408411,3653 FRANCIS AVE N,,,
32655,6408429,3653 FRANCIS AVE N,,,
32656,6408408,9731 WOODLAWN AVE N,,,
32657,6408398,9729 WOODLAWN AVE N,,,
32658,6408396,9727 WOODLAWN AVE N,,,
32659,6408389,9725 WOODLAWN AVE N,,,
32660,6408385,9727 WOODLAWN AVE N,,,
32661,6408377,2708 45TH AVE SW,,,
32662,6408372,12206 DENSMORE AVE N,,,
32663,6408689,2233 15TH AVE W,,,
32664,6408683,6502 22ND AVE NW,,,
32665,6408682,2861 S ORCAS ST,,,
32666,6408680,14315 26TH AVE NE,,,
32667,6408595,5544 39TH AVE NE,,,
32668,6408588,13820 DAYTON AVE N,,,
32669,6408602,13820 DAYTON AVE N,,,
32670,6408739,2042 15TH AVE W,,,
32671,6408633,1617 SW TRENTON ST,,,
32672,6408639,514 S KING ST,,,
32673,6408737,1720 S FOREST ST,,,
32674,6408642,1818 E PROSPECT ST,,,
32675,6408644,518 32ND AVE S,,,
32676,6408641,3400 STONE WAY N,,,
32677,6408650,120 HARVARD AVE E,,,
32678,6408662,724 N 72ND ST,,,
32679,6408636,2830 NW 65TH ST,,,
32680,6408630,2832 NW 65TH ST,,,
32681,6408628,1735 25TH AVE,,,
32682,6408624,1205 SPRING ST,,,
32683,6408619,1000 2ND AVE,,,
32684,6408622,200 BELL ST,,,
32685,6408610,9259 57TH AVE S,,,
32686,6408604,1809 7TH AVE,,,
32687,6408597,118 NW 50TH ST,,,
32688,6408591,1535 42ND AVE E,,,
32689,6408590,1717 NW 80TH ST,,,
32690,6408573,8341 14TH AVE NW,,,
32691,6408557,4104 47TH AVE S,,,
32692,6408549,4501 54TH AVE SW,,,
32693,6405803,651 N 34TH ST,,,
32694,6408529,10709 39TH AVE NE,,,
32695,6408528,8855 ASHWORTH AVE N,,,
32696,6408522,6849 34TH AVE NE,,,
32697,6408519,1760 NW 56TH ST,,,
32698,6408193,110 PREFONTAINE PL S,,,
32699,6408363,730 BELLEVUE AVE E,,,
32700,6408255,9812 32ND AVE SW,,,
32701,6408253,9812 32ND AVE SW,,,
32702,6408448,6749 13TH AVE SW,,,
32703,6408509,7353 16TH AVE NW,,,
32704,6408458,306 QUEEN ANNE AVE N,,,
32705,6408465,306 QUEEN ANNE AVE N,,,
32706,6408451,1802 N 137TH ST,,,
32707,6408438,8821 12TH AVE SW,,,
32708,6408407,4545 15TH AVE NE,,,
32709,6408324,3801 NE 77TH ST,,,
32710,6401775,222 DEXTER AVE N,,,
32711,6408500,915 E PINE ST,,,
32712,6408455,7307 47TH AVE SW,,,
32713,6408453,1018 W BLAINE ST,,,
32714,6408410,7000 EAST MARGINAL WAY S,,,
32715,6408224,4409 CALIFORNIA AVE SW,,,
32716,6408375,1423 3RD AVE,,,
32717,6408367,1221 QUEEN ANNE AVE N,,,
32718,6408443,117 NW 49TH ST,,,
32719,6408435,1116 BIGELOW AVE N,,,
32720,6408434,808 LAKE WASHINGTON BLVD S,,,
32721,6408432,1108 NW 61ST ST,,,
32722,6408406,1515 E CALHOUN ST,,,
32723,6408395,633 36TH AVE E,,,
32724,6408388,8414 5TH AVE NE,,,
32725,6408325,123 NW 36TH ST,,,
32726,6408335,87 VIRGINIA ST,,,
32727,6408005,4552 51ST PL SW,,,
32728,6407997,549 N 67TH ST,,,
32729,6408083,2930 1ST AVE N,,,
32730,6408370,5343 TALLMAN AVE NW,,,
32731,6408366,2563 NE 107TH ST,,,
32732,6408365,2501 WESTLAKE AVE N,,,
32733,6407881,4021 NE 56TH ST,,,
32734,6408338,2200 6TH AVE S,,,
32735,6408347,2613 19TH AVE S,,,
32736,6408340,5718 64TH AVE NE,,,
32737,6408344,2808 E MADISON ST,,,
32738,6408342,802 NE 69TH ST,,,
32739,6408326,1401 BROADWAY,,,
32740,6408331,2518 E MILLER ST,,,
32741,6407886,1106 29TH AVE,,,
32742,6408330,2020 PARKSIDE DR E,,,
32743,6408264,1900 9TH AVE,,,
32744,6408263,1900 9TH AVE,,,
32745,6408262,1900 9TH AVE,,,
32746,6408261,1900 9TH AVE,,,
32747,6408256,308 E REPUBLICAN ST,,,
32748,6408322,5807 4TH AVE S,,,
32749,6408252,308 E REPUBLICAN ST,,,
32750,6408257,301 2ND AV ET S,,,
32751,6408245,313 S FINDLAY ST,,,
32752,6408243,313 S FINDLAY ST,,,
32753,6408318,6544 54TH AVE NE,,,
32754,6408317,2515 DEXTER AVE N,,,
32755,6408315,7347 KEEN WAY N,,,
32756,6408251,2411 NW NEPTUNE PL,,,
32757,6408248,7051 8TH AVE NW,,,
32758,6408250,10315 38TH AVE NE,,,
32759,6405683,605 1ST AVE,,,
32760,6405905,1144 NW 53RD ST,,,
32761,6408207,7501 ROOSEVELT WAY NE,,,
32762,6408260,2103 11TH AVE W,,,
32763,6408246,3720 MONTLAKE BLVD NE,,,
32764,6408221,1501 LAKE WASHINGTON BLVD S,,,
32765,6408211,4544 S FINDLAY ST,,,
32766,6408212,1640 18TH AVE,,,
32767,6408206,3857 WILLIAMS AVE W,,,
32768,6408208,1425 10TH AVE W,,,
32769,6407896,100 W KINNEAR PL,,,
32770,6407891,100 W KINNEAR PL,,,
32771,6408201,615 19TH AVE E,,,
32772,6408090,1222 E PINE ST,,,
32773,6408194,2811 34TH AVE S,,,
32774,6408164,7701 14TH AVE S,,,
32775,6408094,4802 S MEAD ST,,,
32776,6407853,1050 NE 114TH ST,,,
32777,6408071,2244 FAIRVIEW AVE E,,,
32778,6408180,2300 26TH AVE S,,,
32779,6408176,908 JEFFERSON ST,,,
32780,6404040,1310 N 131ST ST,,,
32781,6408132,10014 32ND AVE SW,,,
32782,6408053,2921 12TH AVE S,,,
32783,6408173,527 BROADWAY E,,,
32784,6408168,1120 34TH AVE,,,
32785,6408166,409 MAYNARD AVE S,,,
32786,6406871,2001 6TH AVE,,,
32787,6408163,8609 24TH AVE SW,,,
32788,6408162,1202 NE 117TH ST,,,
32789,6408160,7047 8TH AVE NW,,,
32790,6408155,2221 N 140TH ST,,,
32791,6408063,1937 3RD AVE W,,,
32792,6407975,1937 3RD AVE W,,,
32793,6408148,4514 36TH AVE W,,,
32794,6408144,1535 42ND AVE E,,,
32795,6408143,1140 ALKI AVE SW,,,
32796,6408141,1140 ALKI AVE SW,,,
32797,6408130,719 2ND AVE,,,
32798,6408136,2601 ELLIOTT AVE,,,
32799,6408125,4723 18TH AVE NE,,,
32800,6408121,2429 NW 61ST ST,,,
32801,6408118,7104 WOODLAWN AVE NE,,,
32802,6408117,1620 12TH AVE,,,
32803,6408115,7104 WOODLAWN AVE NE,,,
32804,6408116,7104 WOODLAWN AVE NE,,,
32805,6408114,3038 39TH AVE W,,,
32806,6408108,6509 36TH AVE NE,,,
32807,6408107,6509 36TH AVE NE,,,
32808,6408106,608 N 90TH ST,,,
32809,6408086,11717 9TH AVE NW,,,
32810,6408084,8532 PHINNEY AVE N,,,
32811,6408079,7553 14TH AVE NW,,,
32812,6408067,449 26TH AVE E,,,
32813,6408065,5052 36TH AVE SW,,,
32814,6407989,9702 35TH AVE NE,,,
32815,6408059,330 35TH AVE E,,,
32816,6407967,9201 9TH AVE SW,,,
32817,6408047,834 NE 90TH ST,,,
32818,6406148,719 2ND AVE,,,
32819,6408006,7502 BEACON AVE S,,,
32820,6408008,7502 BEACON AVE S,,,
32821,6408002,509 OLIVE WAY,,,
32822,6408001,4222 S BOZEMAN ST,,,
32823,6407988,4721 UNIVERSITY VIEW PL NE,,,
32824,6407982,2536 30TH AVE W,,,
32825,6407986,5610 56TH AVE NE,,,
32826,6407956,5610 56TH AVE NE,,,
32827,6407474,13735 WAYNE PL N,,,
32828,6407970,3520 NE 93RD ST,,,
32829,6407968,301 E PINE ST,,,
32830,6407966,8208 18TH AVE NE,,,
32831,6407958,2141 6TH AVE W,,,
32832,6407839,3400 STONE WAY N,,,
32833,6407838,3400 STONE WAY N,,,
32834,6407837,3400 STONE WAY N,,,
32835,6407952,5919A 24TH AVE S,,,
32836,6407950,5636 25TH AVE SW,,,
32837,6407947,114 N 81ST ST,,,
32838,6407946,4003 50TH AVE SW,,,
32839,6407945,741 FEDERAL AVE E,,,
32840,6407943,3039 20TH AVE S,,,
32841,6407638,416 RAINIER AVE S,,,
32842,6406512,300 9TH AVE,,,
32843,6407605,533 NE 84TH ST,,,
32844,6407519,6100 4TH AVE S,,,
32845,6407930,2424 LORENTZ PL N,,,
32846,6407856,3307 3RD AVE W,,,
32847,6407922,3247 21ST AVE W,,,
32848,6407927,8111 DAYTON AVE N,,,
32849,6407926,6050 SEWARD PARK AVE S,,,
32850,6407910,1912 10TH AVE W,,,
32851,6407916,1914 10TH AVE W,,,
32852,6407909,6029 BEACON AVE S,,,
32853,6407915,1401 NE 106TH ST,,,
32854,6407912,1401 NE 106TH ST,,,
