id,Application/Permit Number,Address,Permit_Type_ID,Category_ID,Contractor_ID
653,6530394,1020 NE 89TH ST,,,
654,6530370,5418 BEACH DR SW,,,
655,6523803,1417 3RD AVE,,,
656,6520889,511 QUEEN ANNE AVE N,,,
657,6530319,3238 S EDMUNDS ST,,,
658,6530317,3236 S EDMUNDS ST,,,
659,6530311,300 BOREN AVE N,,,
660,6524458,612 STEWART ST,,,
661,6529284,5601 24TH AVE NW,,,
662,6530304,5751 65TH AVE NE,,,
663,6530301,4323 NE 55TH ST,,,
664,6530300,3815 43RD AVE NE,,,
665,6530297,7925 16TH AVE SW,,,
666,6530296,8220 40TH AVE NE,,,
667,6530296,8220 40TH AVE NE,,,
668,6530295,5223 40TH AVE SW,,,
669,6530294,14316 25TH AVE NE,,,
670,6524066,6737 CORSON AVE S,,,
671,6530246,918 E PIKE ST,,,
672,6530231,3923 EASTERN AVE N,,,
673,6530227,3114 NE 80TH ST,,,
674,6530227,3114 NE 80TH ST,,,
675,6530220,114 16TH AVE,,,
676,6530215,112 16TH AVE,,,
677,6530146,1100 UNIVERSITY ST,,,
678,6530154,1210 N 45TH ST,,,
679,6530204,3618 COURTLAND PL S,,,
680,6530202,1415 2ND AVE,,,
681,6530193,1415 2ND AVE,,,
682,6529801,1523 15TH AVE W,,,
683,6530174,2028 BOYER AVE E,,,
684,6530174,2028 BOYER AVE E,,,
685,6530176,4422 6TH AVE NW,,,
686,6530172,7711 16TH AVE NW,,,
687,6530161,5959 CORSON AVE S,,,
688,6530163,3815 43RD AVE NE,,,
689,6530140,1524 S FERDINAND ST,,,
690,6530139,2120 NE PARK RD,,,
691,6530138,4015 SW CONCORD ST,,,
692,6530129,3616 36TH AVE W,,,
693,6530128,2219 W HALLADAY ST,,,
694,6530124,7530 33RD AVE NE,,,
695,6530121,11828 55TH AVE S,,,
696,6530118,410 NE NORTHGATE WAY,,,
697,6530109,2855 NW 66TH ST,,,
698,6530113,1700 E MARION ST,,,
699,6530106,1002 36TH AVE E,,,
700,6530103,1002 36TH AVE E,,,
701,6530102,4715 NE 39TH ST,,,
702,6530097,2533 NE 94TH ST,,,
703,6530099,800 NE 67TH ST,,,
704,6530098,800 NE 67TH ST,,,
705,6530083,999 3RD AVE,,,
706,6530084,2505 2ND AVE,,,
707,6530081,2220 NW MARKET ST,,,
708,6529517,5055 38TH AVE NE,,,
709,6525954,1560 N 115TH ST,,,
710,6526804,472 1ST AVE N,,,
711,6526839,207 BOREN AVE N,,,
712,6526717,1011 WESTERN AVE,,,
713,6523999,4901 RAINIER AVE S,,,
714,6529959,7017 16TH AVE NE,,,
715,6529456,8840 INTERLAKE AVE N,,,
716,6529455,8840 INTERLAKE AVE N,,,
717,6529957,1704 3RD AVE N,,,
718,6529453,2901 UTAH AVE S,,,
719,6529388,5300 RAINIER AVE S,,,
720,6529387,8421 GREENWOOD AVE N,,,
721,6529947,5142 46TH AVE NE,,,
722,6529935,2245 1ST AVE S,,,
723,6529444,105 5TH AVE S,,,
724,6527940,4706 42ND AVE SW,,,
725,6528025,2200 6TH AVE,,,
726,6527942,1700 E UNION ST,,,
727,6529942,4507 UNIVERSITY WAY NE,,,
728,6529683,920B 18TH AVE,,,
729,6529691,920B 18TH AVE,,,
730,6529628,2453 S JUDKINS ST,,,
731,6529628,2453 S JUDKINS ST,,,
732,6529848,814 37TH AVE,,,
733,6529924,3835 E MCGRAW ST,,,
734,6529873,3835 E MCGRAW ST,,,
735,6529865,2020 S JACKSON ST,,,
736,6512546,1501 7TH AVE,,,
737,6529916,1155 NE 55TH ST,,,
738,6529914,9824 59TH AVE S,,,
739,6529915,1153 NE 55TH ST,,,
740,6529910,3268 37TH AVE SW,,,
741,6529905,12242 PALATINE AVE N,,,
742,6529905,12242 PALATINE AVE N,,,
743,6529907,12242 PALATINE AVE N,,,
744,6529907,12242 PALATINE AVE N,,,
745,6525703,221 E SHELBY ST,,,
746,6525700,4325 WOODLAND PARK AVE N,,,
747,6525704,2865 FRANKLIN AVE E,,,
748,6529906,2219 E ALDER ST,,,
749,6529903,7130 32ND AVE S,,,
750,6529885,913 N 85TH ST,,,
751,6529757,8421 GREENWOOD AVE N,,,
752,6529889,14295 35TH AVE NE,,,
753,6526422,6285 AIRPORT WAY S,,,
754,6529883,1520 2ND AVE,,,
755,6529880,9804 LAKE CITY WAY NE,,,
756,6529876,1201 WESTERN AVE,,,
757,6529543,9809 FREMONT AVE N,,,
758,6529544,8854 12TH AVE SW,,,
759,6529545,5256 37TH AVE SW,,,
760,6529450,3121 NW 92ND ST,,,
761,6529549,1324 E MARION ST,,,
762,6529288,8820 DENSMORE AVE N,,,
763,6529851,12235 DAYTON AVE N,,,
764,6529849,939 N 89TH ST,,,
765,6529850,943 N 89TH ST,,,
766,6529870,1010 NW 83RD ST,,,
767,6529857,4926 52ND AVE S,,,
768,6529856,6537 51ST AVE NE,,,
769,6529559,4416 4TH AVE NW,,,
770,6529826,3234 NW MARKET ST,,,
771,6529673,7727 EARL AVE NW,,,
772,6529263,6411 S 112TH ST,,,
773,6529263,6411 S 112TH ST,,,
774,6529262,6411 S 112TH ST,,,
775,6529262,6411 S 112TH ST,,,
776,6529458,4055 38TH AVE S,,,
777,6529460,546 N 75TH ST,,,
778,6529461,546 N 75TH ST,,,
779,6529268,10226 CALIFORNIA AVE SW,,,
780,6529268,10226 CALIFORNIA AVE SW,,,
781,6529646,5503 33RD AVE NE,,,
782,6529667,4157 46TH AVE SW,,,
783,6528903,1600 E JEFFERSON ST,,,
784,6528287,10330 MERIDIAN AVE N,,,
785,6528547,11049 SAND POINT WAY NE,,,
786,6529777,4504 46TH AVE S,,,
787,6518812,1099 STEWART ST,,,
788,6529708,2138 DEXTER AVE N,,,
789,6529687,4411 49TH AVE SW,,,
790,6529686,2425 11TH AVE E,,,
791,6529689,1101 DEXTER AVE N,,,
792,6529693,1101 DEXTER AVE N,,,
793,6529685,3715 SW ALASKA ST,,,
794,6529640,2101 7TH AVE,,,
795,6529639,2101 7TH AVE,,,
796,6529638,2101 7TH AVE,,,
797,6529637,2101 7TH AVE,,,
798,6529680,7309 48TH AVE NE,,,
799,6529603,2101 7TH AVE,,,
800,6529602,2101 7TH AVE,,,
801,6529601,2101 7TH AVE,,,
802,6529600,2101 7TH AVE,,,
803,6529599,2101 7TH AVE,,,
804,6529598,2101 7TH AVE,,,
805,6529597,2101 7TH AVE,,,
806,6529674,3436 13TH AVE W,,,
807,6529596,2101 7TH AVE,,,
808,6529595,2101 7TH AVE,,,
809,6529594,2101 7TH AVE,,,
810,6529593,2101 7TH AVE,,,
811,6529592,2101 7TH AVE,,,
812,6529591,2101 7TH AVE,,,
813,6529668,516 NE 90TH ST,,,
814,6529668,516 NE 90TH ST,,,
815,6529590,2101 7TH AVE,,,
816,6529589,2101 7TH AVE,,,
817,6529664,2332 44TH AVE SW,,,
818,6529588,2101 7TH AVE,,,
819,6529587,2101 7TH AVE,,,
820,6529586,2101 7TH AVE,,,
821,6529585,2101 7TH AVE,,,
822,6529584,2101 7TH AVE,,,
823,6529583,2101 7TH AVE,,,
824,6529582,2101 7TH AVE,,,
825,6529581,2101 7TH AVE,,,
826,6529654,507 15TH AVE E,,,
827,6529631,411 UNIVERSITY ST,,,
828,6529580,2101 7TH AVE,,,
829,6529579,2101 7TH AVE,,,
830,6529570,2101 7TH AVE,,,
831,6529612,8511 15TH AVE NE,,,
832,6529609,1212 HARRISON ST,,,
833,6529608,1232 HARRISON ST,,,
834,6529577,1900 5TH AVE,,,
835,6529537,400 ALOHA ST,,,
836,6529537,400 ALOHA ST,,,
837,6529320,617 19TH AVE E,,,
838,6529273,8514 31ST AVE NW,,,
839,6529317,12531 FREMONT AVE N,,,
840,6529322,2264 N 56TH ST,,,
841,6529316,10328 DENSMORE AVE N,,,
842,6529532,1001 4TH AVE,,,
843,6528873,100 MERCER ST,,,
844,6529274,719 N MOTOR PL,,,
845,6529279,6556 CLEOPATRA PL NW,,,
846,6529276,3811 41ST AVE NE,,,
847,6529417,5019 ROOSEVELT WAY NE,,,
848,6529260,1222 SW WEBSTER ST,,,
849,6529397,512 1ST AVE N,,,
850,6529520,8832 24TH AVE SW,,,
851,6525981,5018 RAINIER AVE S,,,
852,6528799,901 RAINIER AVE S,,,
853,6528556,1001 FAIRVIEW AVE N,,,
854,6529481,8329 30TH AVE NW,,,
855,6529470,4123 NE 41ST ST,,,
856,6529471,4123 NE 41ST ST,,,
857,6529472,9230 31ST AVE SW,,,
858,6529477,2714 QUEEN ANNE AVE N,,,
859,6529459,617 W MERCER PL,,,
860,6524701,600 UNIVERSITY ST,,,
861,6524471,4545 ROOSEVELT WAY NE,,,
862,6526244,1501 4TH AVE,,,
863,6525999,1501 4TH AVE,,,
864,6525624,1911 25TH AVE S,,,
865,6526861,3400 E HARRISON ST,,,
866,6529433,3143 WEST LAURELHURST DR NE,,,
867,6529431,3143 WEST LAURELHURST DR NE,,,
868,6529435,4921 NE 70TH ST,,,
869,6529429,13733 19TH AVE NE,,,
870,6529426,2301 S JACKSON ST,,,
871,6529423,610 TERRY AVE,,,
872,6529283,5433 57TH AVE S,,,
873,6529281,5433 57TH AVE S,,,
874,6529415,8022 22ND AVE NW,,,
875,6529408,6043 45TH AVE SW,,,
876,6529408,6043 45TH AVE SW,,,
877,6529411,186 35TH AVE E,,,
878,6529272,10226 CALIFORNIA AVE SW,,,
879,6529272,10226 CALIFORNIA AVE SW,,,
880,6529269,512 S TRENTON ST,,,
881,6529269,512 S TRENTON ST,,,
882,6529270,512 S TRENTON ST,,,
883,6529270,512 S TRENTON ST,,,
884,6529406,1431 MINOR AVE,,,
885,6529404,5719 S BANGOR ST,,,
886,6529402,9017 46TH AVE S,,,
887,6529031,1427 33RD AVE,,,
888,6529380,4245 24TH AVE W,,,
889,6529034,1427 33RD AVE,,,
890,6529040,9232 WALLINGFORD AVE N,,,
891,6529377,999 3RD AVE,,,
892,6529038,218B 12TH AVE E,,,
893,6529373,2559 26TH AVE W,,,
894,6529372,2559 26TH AVE W,,,
895,6529369,4023 4TH AVE NE,,,
896,6526498,4519 14TH AVE S,,,
897,6529366,315 NW 78TH ST,,,
898,6529366,315 NW 78TH ST,,,
899,6529358,6406 28TH AVE NW,,,
900,6529155,104 E ROANOKE ST,,,
901,6529342,3823 NE 110TH ST,,,
902,6529339,3823 NE 110TH ST,,,
903,6529338,7728 18TH AVE NE,,,
904,6529337,12703 11TH AVE NW,,,
905,6529330,730 N 84TH ST,,,
906,6529329,5046 CALIFORNIA AVE SW,,,
907,6529327,1400 E SPRUCE ST,,,
908,6529326,3302 S WASHINGTON ST,,,
909,6529325,3158 NE 82ND ST,,,
910,6529325,3158 NE 82ND ST,,,
911,6524390,1700 23RD AVE,,,
912,6524491,3131 ELLIOTT AVE,,,
913,6529203,707A 18TH AVE S,,,
914,6529206,707A 18TH AVE S,,,
915,6522712,821 2ND AVE,,,
916,6528742,9346 23RD AVE NW,,,
917,6528742,9346 23RD AVE NW,,,
918,6528742,9346 23RD AVE NW,,,
919,6529132,10717 17TH AVE NE,,,
920,6529225,3402 NW MARKET ST,,,
921,6529227,3402 NW MARKET ST,,,
922,6528753,3414 33RD AVE SW,,,
923,6528747,3414 33RD AVE SW,,,
924,6528748,9431 45TH AVE SW,,,
925,6528754,9431 45TH AVE SW,,,
926,6528828,314 NW 54TH ST,,,
927,6529102,3210 36TH AVE S,,,
928,6529091,5334 BEACON AVE S,,,
929,6529037,5334 BEACON AVE S,,,
930,6529054,3217 S EDMUNDS ST,,,
931,6528827,722 3RD AVE N,,,
932,6528825,722 3RD AVE N,,,
933,6529129,240 2ND AVE S,,,
934,6529228,435 DEXTER AVE N,,,
935,6529230,435 DEXTER AVE N,,,
936,6529232,435 DEXTER AVE N,,,
937,6529231,435 DEXTER AVE N,,,
938,6529215,2608 NE 62ND ST,,,
939,6529212,2818 NW 69TH ST,,,
940,6529212,2818 NW 69TH ST,,,
941,6529200,8339 28TH AVE NW,,,
942,6529191,9020 26TH AVE NW,,,
943,6529165,2011 NW 60TH ST,,,
944,6529166,7756 29TH AVE NW,,,
945,6529161,5801 OAKHURST RD S,,,
946,6529160,3348 E TERRACE ST,,,
947,6529157,13016 19TH AVE NE,,,
948,6529150,2422 NW 64TH ST,,,
949,6516287,220 W HARRISON ST,,,
950,6529149,1910 17TH AVE S,,,
951,6529148,1916 17TH AVE S,,,
952,6529151,8416 17TH AVE SW,,,
953,6519715,515 MAYNARD AVE S,,,
954,6525623,1901 25TH AVE S,,,
955,6525621,1909 25TH AVE S,,,
956,6525620,2423 S HOLGATE ST,,,
957,6527673,3913 W BRIARCLIFF LN,,,
958,6526714,8019 SUNNYSIDE AVE N,,,
959,6528005,6249 43RD AVE NE,,,
960,6527997,6249 43RD AVE NE,,,
961,6529122,9245 RAINIER AVE S,,,
962,6529121,10717 17TH AVE NE,,,
963,6528426,921B N 36TH ST,,,
964,6528423,921A N 36TH ST,,,
965,6528421,921A N 36TH ST,,,
966,6528424,921B N 36TH ST,,,
967,6529108,2844 21ST AVE W,,,
968,6528429,4206 SW DAKOTA ST,,,
969,6529106,9021 15TH AVE SW,,,
970,6528814,3436 S MOUNT BAKER BLVD,,,
971,6529096,510 N 41ST ST,,,
972,6529090,6251 60TH AVE NE,,,
973,6502697,1900 1ST AVE,,,
974,6529089,6253 60TH AVE NE,,,
975,6529089,6253 60TH AVE NE,,,
976,6529088,6257 60TH AVE NE,,,
977,6529088,6257 60TH AVE NE,,,
978,6529087,6255 60TH AVE NE,,,
979,6529087,6255 60TH AVE NE,,,
980,6529081,6259 60TH AVE NE,,,
981,6529081,6259 60TH AVE NE,,,
982,6528840,920C 2ND AVE W,,,
983,6528844,920C 2ND AVE W,,,
984,6529085,7939 WALLINGFORD AVE N,,,
985,6528975,325 NE THORNTON PL,,,
986,6528975,325 NE THORNTON PL,,,
987,6528975,325 NE THORNTON PL,,,
988,6528974,1017 E UNION ST,,,
989,6528973,812 3RD AVE,,,
990,6528973,812 3RD AVE,,,
991,6528976,545 36TH AVE E,,,
992,6529049,10420 40TH AVE SW,,,
993,6529030,1204 N ALLEN PL,,,
994,6529030,1204 N ALLEN PL,,,
995,6529025,1010 NW 83RD ST,,,
996,6529022,1516 N 36TH ST,,,
997,6529022,1516 N 36TH ST,,,
998,6528957,400 DEXTER AVE N,,,
999,6528948,10249 34TH AVE SW,,,
1000,6528948,10249 34TH AVE SW,,,
1001,6528948,10249 34TH AVE SW,,,
1002,6521658,450 3RD AVE W,,,
1003,6528938,501 FAIRVIEW AVE N,,,
1004,6528939,501 FAIRVIEW AVE N,,,
1005,6528936,8034 14TH AVE NE,,,
1006,6521619,2323 AIRPORT WAY S,,,
1007,6528932,7513 11TH AVE SW,,,
1008,6525550,1730 MINOR AVE,,,
1009,6528916,810 DEXTER AVE N,,,
1010,6525323,1417 3RD AVE,,,
1011,6525269,108 5TH AVE S,,,
1012,6528241,4636 EAST MARGINAL WAY S,,,
1013,6528901,1417 3RD AVE,,,
1014,6528877,651 S ALASKA ST,,,
1015,6525619,1906 24TH AVE S,,,
1016,6528886,9550 1ST AVE NE,,,
1017,6528879,620 LAKE WASHINGTON BLVD E,,,
1018,6527580,9796 HOLMAN RD NW,,,
1019,6528001,11319 30TH AVE NE,,,
1020,6528864,426 26TH AVE S,,,
1021,6528861,6330 35TH AVE SW,,,
1022,6528862,420 16TH AVE E,,,
1023,6528859,418 16TH AVE E,,,
1024,6528856,11742 NORTH PARK AVE N,,,
1025,6528857,12311 32ND AVE NE,,,
1026,6528852,2003 NW 57TH ST,,,
1027,6528853,525 W CROCKETT ST,,,
1028,6528559,1707B NW 63RD ST,,,
1029,6528563,1707A NW 63RD ST,,,
1030,6528847,7744 39TH AVE NE,,,
1031,6528562,1707A NW 63RD ST,,,
1032,6528561,1707B NW 63RD ST,,,
1033,6528549,1707B NW 63RD ST,,,
1034,6528551,1707B NW 63RD ST,,,
1035,6528553,1707A NW 63RD ST,,,
1036,6528552,1707A NW 63RD ST,,,
1037,6525394,2301 FAIRVIEW AVE E,,,
1038,6500931,1022 SUMMIT AVE E,,,
1039,6525618,2407 S HOLGATE ST,,,
1040,6528755,502 LEE ST,,,
1041,6525617,1908 24TH AVE S,,,
1042,6528758,502 LEE ST,,,
1043,6528713,2810 E OLIVE ST,,,
1044,6528701,2449 S JUDKINS ST,,,
1045,6528700,2810 E OLIVE ST,,,
1046,6528698,2038 NE 135TH ST,,,
1047,6528797,3501 W LAWTON CIR,,,
1048,6528803,6546 32ND AVE NE,,,
1049,6528805,6546 32ND AVE NE,,,
1050,6528806,6546 32ND AVE NE,,,
1051,6528800,3501 W LAWTON CIR,,,
1052,6528816,3712 SW GRAYSON ST,,,
1053,6528728,2150 N 107TH ST,,,
1054,6528752,7315 LATONA AVE NE,,,
1055,6528751,7315 LATONA AVE NE,,,
1056,6528643,3812 39TH AVE SW,,,
1057,6528640,3812 39TH AVE SW,,,
1058,6528639,628 NW 88TH ST,,,
1059,6528637,628 NW 88TH ST,,,
1060,6528635,3639 22ND AVE W,,,
1061,6528633,3639 22ND AVE W,,,
1062,6528597,3800 34TH AVE SW,,,
1063,6528596,3800 34TH AVE SW,,,
1064,6528594,2816 NW 58TH ST,,,
1065,6528591,2816 NW 58TH ST,,,
1066,6528587,11404 MARINE VIEW DR SW,,,
1067,6528584,6725 37TH AVE SW,,,
1068,6528578,2209 3RD AVE N,,,
1069,6528578,2209 3RD AVE N,,,
1070,6528576,2209 3RD AVE N,,,
1071,6528576,2209 3RD AVE N,,,
1072,6528541,2032C EASTLAKE AVE E,,,
1073,6522678,3617 STONE WAY N,,,
1074,6528743,830 16TH AVE,,,
1075,6528750,1805 NW 65TH ST,,,
1076,6528363,5046 42ND AVE S,,,
1077,6528744,10520 EXETER AVE NE,,,
1078,6528356,727 HARVARD AVE E,,,
1079,6528669,411 PROSPECT ST,,,
1080,6527994,9232 WALLINGFORD AVE N,,,
1081,6527990,218B 12TH AVE E,,,
1082,6528355,727 HARVARD AVE E,,,
1083,6528741,97 S MAIN ST,,,
1084,6528361,5046 42ND AVE S,,,
1085,6527973,1427 33RD AVE,,,
1086,6527989,218B 12TH AVE E,,,
1087,6528735,999 3RD AVE,,,
1088,6528668,411 PROSPECT ST,,,
1089,6528738,6406 29TH AVE S,,,
1090,6528738,6406 29TH AVE S,,,
1091,6528738,6406 29TH AVE S,,,
1092,6528733,7712 17TH AVE SW,,,
1093,6528733,7712 17TH AVE SW,,,
1094,6528733,7712 17TH AVE SW,,,
1095,6528724,1025 S KING ST,,,
1096,6528722,1012 1ST AVE,,,
1097,6528718,822 NW 53RD ST,,,
1098,6528721,8051 12TH AVE NE,,,
1099,6528672,6316 9TH AVE NW,,,
1100,6528536,10057 65TH AVE S,,,
1101,6528535,3623 30TH AVE W,,,
1102,6528686,11048 20TH AVE NE,,,
1103,6528529,10057 65TH AVE S,,,
1104,6528531,3623 30TH AVE W,,,
1105,6528525,3319 S DOSE TER,,,
1106,6528524,3319 S DOSE TER,,,
1107,6528706,901 NE 70TH ST,,,
1108,6528537,3501 NW 60TH ST,,,
1109,6528532,3501 NW 60TH ST,,,
1110,6528697,3302 W DRAVUS ST,,,
1111,6528697,3302 W DRAVUS ST,,,
1112,6528545,929 NW 51ST ST,,,
1113,6528647,228 DEXTER AVE N,,,
1114,6528689,1421 9TH AVE W,,,
1115,6528206,12545 DAYTON AVE N,,,
1116,6528238,12545 DAYTON AVE N,,,
1117,6528377,4109 SW OREGON ST,,,
1118,6527491,8213 RAVENNA AVE NE,,,
1119,6527491,8213 RAVENNA AVE NE,,,
1120,6518263,3223 3RD AVE S,,,
1121,6528197,6025 51ST AVE NE,,,
1122,6528254,13254 42ND AVE NE,,,
1123,6528105,5850 NE PARK POINT DR,,,
1124,6528105,5850 NE PARK POINT DR,,,
1125,6528104,4415 52ND AVE NE,,,
1126,6528671,2837 NW 70TH ST,,,
1127,6528675,2827 NW 65TH ST,,,
1128,6528678,5516 27TH AVE NE,,,
1129,6528678,5516 27TH AVE NE,,,
1130,6527969,3045C 21ST AVE W,,,
1131,6527968,3045B 21ST AVE W,,,
1132,6527966,3045A 21ST AVE W,,,
1133,6527752,11814 8TH AVE NW,,,
1134,6528665,2539 10TH AVE W,,,
1135,6527736,11814 8TH AVE NW,,,
1136,6528664,8210 2ND AVE NE,,,
1137,6528663,4205 50TH AVE NE,,,
1138,6528662,2008 E PROSPECT ST,,,
1139,6485060,2612 50TH AVE SW,,,
1140,6521514,1705 NE PACIFIC ST,,,
1141,6528648,9420 15TH AVE SW,,,
1142,6528651,3932 S JUNEAU ST,,,
1143,6527735,13551 36TH AVE NE,,,
1144,6527732,13551 36TH AVE NE,,,
1145,6481693,4409 RENTON AVE S,,,
1146,6528251,13254 42ND AVE NE,,,
1147,6527446,9008 9TH AVE NW,,,
1148,6526495,4519 14TH AVE S,,,
1149,6528102,4415 52ND AVE NE,,,
1150,6527674,3913 W BRIARCLIFF LN,,,
1151,6526712,8019 SUNNYSIDE AVE N,,,
1152,6528629,2621 32ND AVE W,,,
1153,6528626,5530 S MORGAN ST,,,
1154,6528610,399 FAIRVIEW AVE N,,,
1155,6528611,399 FAIRVIEW AVE N,,,
1156,6528612,399 FAIRVIEW AVE N,,,
1157,6528613,399 FAIRVIEW AVE N,,,
1158,6528614,399 FAIRVIEW AVE N,,,
1159,6528615,399 FAIRVIEW AVE N,,,
1160,6528616,399 FAIRVIEW AVE N,,,
1161,6528617,399 FAIRVIEW AVE N,,,
1162,6528618,399 FAIRVIEW AVE N,,,
1163,6528619,399 FAIRVIEW AVE N,,,
1164,6528620,399 FAIRVIEW AVE N,,,
1165,6528621,399 FAIRVIEW AVE N,,,
1166,6528029,3910 NE BELVOIR PL,,,
1167,6528609,13318 LAKE CITY WAY NE,,,
1168,6528437,2601 46TH AVE SW,,,
1169,6528437,2601 46TH AVE SW,,,
1170,6528437,2601 46TH AVE SW,,,
1171,6528435,4720 47TH AVE SW,,,
1172,6528435,4720 47TH AVE SW,,,
1173,6528435,4720 47TH AVE SW,,,
1174,6528575,2022 26TH AVE E,,,
1175,6526199,520 2ND AVE,,,
1176,6528571,1812 18TH AVE S,,,
1177,6528567,5312 ROOSEVELT WAY NE,,,
1178,6528567,5312 ROOSEVELT WAY NE,,,
1179,6527318,4136 54TH AVE SW,,,
1180,6527317,4136 54TH AVE SW,,,
1181,6527314,342 17TH AVE,,,
1182,6525011,7900 EAST GREEN LAKE DR N,,,
1183,6528530,605 15TH AVE E,,,
1184,6528528,2525 6TH AVE,,,
1185,6528527,2810 W JAMESON ST,,,
1186,6528527,2810 W JAMESON ST,,,
1187,6528076,1800 EASTLAKE AVE E,,,
1188,6528526,1111 N 50TH ST,,,
1189,6528523,2804 NW 93RD ST,,,
1190,6527242,5269 CALIFORNIA AVE SW,,,
1191,6528522,6529 NE 61ST ST,,,
1192,6528521,1621 N 40TH ST,,,
1193,6528520,215 PONTIUS AVE N,,,
1194,6528517,3814 DENSMORE AVE N,,,
1195,6528255,728 21ST AVE E,,,
1196,6527205,712 N 34TH ST,,,
1197,6528443,435 DEXTER AVE N,,,
1198,6528448,4501 46TH AVE NE,,,
1199,6528447,932 NW 54TH ST,,,
1200,6528438,3202 S DEARBORN ST,,,
1201,6528015,1119 1ST AVE,,,
1202,6528010,1826 AMHERST PL W,,,
1203,6528418,907 N 88TH ST,,,
1204,6528418,907 N 88TH ST,,,
1205,6528409,705 5TH AVE S,,,
1206,6528411,2627 29TH AVE W,,,
1207,6528410,11516 32ND AVE NE,,,
1208,6482974,200 6TH AVE N,,,
1209,6528404,1539 NW 61ST ST,,,
1210,6528399,11502 GREENWOOD AVE N,,,
1211,6528387,2245 1ST AVE S,,,
1212,6528190,8101 12TH AVE SW,,,
1213,6528389,999 3RD AVE,,,
1214,6528032,1313 5TH AVE W,,,
1215,6528039,547 N 68TH ST,,,
1216,6528038,2442 30TH AVE W,,,
1217,6528036,1122B 29TH AVE S,,,
1218,6528035,547 N 68TH ST,,,
1219,6528034,2442 30TH AVE W,,,
1220,6528033,2457 WESTMONT WAY W,,,
1221,6528030,1122B 29TH AVE S,,,
1222,6527493,6722 42ND AVE SW,,,
1223,6528367,4017 LATONA AVE NE,,,
1224,6528367,4017 LATONA AVE NE,,,
1225,6528202,2611 10TH AVE W,,,
1226,6528372,6001 BEACH DR SW,,,
1227,6528369,4019 LATONA AVE NE,,,
1228,6528369,4019 LATONA AVE NE,,,
1229,6527802,200 OCCIDENTAL AVE S,,,
1230,6527812,200 OCCIDENTAL AVE S,,,
1231,6527811,200 OCCIDENTAL AVE S,,,
1232,6527810,200 OCCIDENTAL AVE S,,,
1233,6528362,2806 NW 68TH ST,,,
1234,6527593,2006 41ST AVE E,,,
1235,6527594,12023 PALATINE AVE N,,,
1236,6527594,12023 PALATINE AVE N,,,
1237,6527905,14330 LAKE CITY WAY NE,,,
1238,6527512,2502 E MCGRAW ST,,,
1239,6527512,2502 E MCGRAW ST,,,
1240,6527723,3939 NE SURBER DR,,,
1241,6528326,5917 FAUNTLEROY WAY SW,,,
1242,6528329,5917 FAUNTLEROY WAY SW,,,
1243,6528327,5917 FAUNTLEROY WAY SW,,,
1244,6528328,5917 FAUNTLEROY WAY SW,,,
1245,6528321,5917 FAUNTLEROY WAY SW,,,
1246,6528318,3017 S BYRON ST,,,
1247,6528303,1350 N 34TH ST,,,
1248,6525898,2716 ALKI AVE SW,,,
1249,6528262,7453 GATEWOOD RD SW,,,
1250,6528256,9632 MARY AVE NW,,,
1251,6518224,530 FAIRVIEW AVE N,,,
1252,6522814,714 LAKESIDE AVE S,,,
1253,6528250,9239 17TH AVE SW,,,
1254,6528249,5612 7TH AVE NW,,,
1255,6528236,1900 5TH AVE,,,
1256,6528235,1900 5TH AVE,,,
1257,6528203,19 W HARRISON ST,,,
1258,6528231,1900 5TH AVE,,,
1259,6528234,1900 5TH AVE,,,
1260,6528229,7048 33RD AVE NE,,,
1261,6528229,7048 33RD AVE NE,,,
1262,6528107,3854 45TH AVE SW,,,
1263,6528107,3854 45TH AVE SW,,,
1264,6521032,1321 N 45TH ST,,,
1265,6528109,3854 45TH AVE SW,,,
1266,6528109,3854 45TH AVE SW,,,
1267,6528222,220 2ND AVE S,,,
1268,6526781,4540 8TH AVE NE,,,
1269,6526783,4540 8TH AVE NE,,,
1270,6525489,722 PINE ST,,,
1271,6525470,7301 DELRIDGE WAY SW,,,
1272,6525230,301 E PINE ST,,,
1273,6528205,2611 10TH AVE W,,,
1274,6528207,1508 36TH AVE,,,
1275,6526958,811 5TH AVE,,,
1276,6528196,3641 W COMMODORE WAY,,,
1277,6528194,8216 14TH AVE NE,,,
1278,6528195,6819 48TH AVE NE,,,
1279,6527822,2322 N 62ND ST,,,
1280,6527820,1547 NW 62ND ST,,,
1281,6528186,600 5TH AVE S,,,
1282,6522596,766 GARFIELD ST,,,
1283,6528164,4645 26TH AVE NE,,,
1284,6528166,2101 7TH AVE,,,
1285,6528165,1801 24TH AVE S,,,
1286,6528148,5505 16TH AVE NE,,,
1287,6528150,1831 S BENNETT ST,,,
1288,6528152,1833 S BENNETT ST,,,
1289,6528146,2356 W COMMODORE WAY,,,
1290,6528149,5199 S SPENCER ST,,,
1291,6528125,538 29TH AVE S,,,
1292,6528144,1422 20TH AVE,,,
1293,6526957,811 5TH AVE,,,
1294,6528129,538 29TH AVE S,,,
1295,6528133,2940 S FONTANELLE ST,,,
1296,6528133,2940 S FONTANELLE ST,,,
1297,6528134,2940 S FONTANELLE ST,,,
1298,6528134,2940 S FONTANELLE ST,,,
1299,6528139,1420 BROADMOOR DR E,,,
1300,6528143,1420 BROADMOOR DR E,,,
1301,6522683,1400 1ST AVE,,,
