id,Application Permit,Address,Location_id,Project_Information_id,Application_Information_id
46467,6518845,4541 49TH AVE NE,46467,46467,46467
1392,6518853,2508 56TH AVE SW,1392,1392,1392
2346,6518860,2400 3RD AVE,2346,2346,2346
49809,6518863,925 SENECA ST,49809,49809,49809
2323,6518869,1200 12TH AVE S,2323,2323,2323
2283,6518873,3932 S BRANDON ST,2283,2283,2283
2339,6518876,812 12TH AVE,2339,2339,2339
1231,6518884,1145 PARKSIDE DR E,1231,1231,1231
2322,6518888,701 5TH AVE,2322,2322,2322
1931,6518894,7717 HIGHLAND PARK WAY SW,1931,1931,1931
917,6518895,341 NE 89TH ST,917,917,917
2343,6518898,1109 2ND AVE,2343,2343,2343
2342,6518899,1109 2ND AVE,2342,2342,2342
2327,6518904,10206 RAINIER AVE S,2327,2327,2327
2333,6518908,1936 S LANDER ST,2333,2333,2333
39986,6518909,3431 E SUPERIOR ST,39986,39986,39986
2331,6518915,4033 EVANSTON AVE N,2331,2331,2331
2330,6518919,1424 4TH AVE,2330,2330,2330
1693,6518924,2441 QUEEN ANNE AVE N,1693,1693,1693
1971,6518931,2001 E YESLER WAY,1971,1971,1971
44771,6518932,2807 NW 68TH ST,44771,44771,44771
2324,6518933,2652 36TH AVE W,2324,2324,2324
266,6518940,5005 OHIO AVE S,266,266,266
41640,6518941,4803 S MAYFLOWER ST,41640,41640,41640
41356,6518943,4747 34TH AVE NE,41356,41356,41356
138,6518944,6742 18TH AVE SW,138,138,138
233,6518945,6983 24TH AVE SW,233,233,233
48130,6518960,1419 35TH AVE,48130,48130,48130
924,6518963,7900 35TH AVE SW,924,924,924
49545,6518970,307 WESTLAKE AVE N,49545,49545,49545
443,6518986,4225 2ND AVE S,443,443,443
40641,6518988,4150 DELRIDGE WAY SW,40641,40641,40641
1120,6519006,6638 57TH AVE NE,1120,1120,1120
47141,6519007,1100 LAKE WASHINGTON BLVD S,47141,47141,47141
79,6519012,4150 DELRIDGE WAY SW,79,79,79
1944,6519015,501 NE RAVENNA BLVD,1944,1944,1944
1722,6519017,6520 17TH AVE NE,1722,1722,1722
850,6519024,2513 34TH AVE W,850,850,850
41375,6519028,4023 WOODLAWN AVE N,41375,41375,41375
1733,6519031,9309 38TH AVE S,1733,1733,1733
2253,6519035,3033 23RD AVE W,2253,2253,2253
1907,6519039,4745 40TH AVE SW,1907,1907,1907
41293,6519047,10436 67TH AVE S,41293,41293,41293
2275,6519076,2821 W JAMESON ST,2275,2275,2275
2296,6519077,1706 ALKI AVE SW,2296,2296,2296
2297,6519078,1708 ALKI AVE SW,2297,2297,2297
44909,6519089,1945 AURORA AVE N,44909,44909,44909
1793,6519108,1700 23RD AVE,1793,1793,1793
2320,6519116,500 BOREN AVE N,2320,2320,2320
2319,6519129,345 BOREN AVE N,2319,2319,2319
16,6519152,7737 EARL AVE NW,16,16,16
39831,6519164,2620 NW NORTH BEACH DR,39831,39831,39831
1452,6519179,901 BOREN AVE,1452,1452,1452
2313,6519180,5404 35TH AVE SW,2313,2313,2313
2312,6519183,13758 41ST AVE NE,2312,2312,2312
40054,6519185,6706 42ND AVE SW,40054,40054,40054
2309,6519193,4103 37TH AVE SW,2309,2309,2309
2310,6519195,1229 MADISON ST,2310,2310,2310
2303,6519202,2714 NOB HILL AVE N,2303,2303,2303
1919,6519216,2830 NW 72ND ST,1919,1919,1919
2308,6519220,520 PIKE ST,2308,2308,2308
2301,6519225,200 ROY ST,2301,2301,2301
1058,6519226,8300 MILITARY RD S,1058,1058,1058
48536,6519228,2031 FAIRVIEW AVE E,48536,48536,48536
42248,6519229,4825 S ORCHARD ST,42248,42248,42248
41254,6519232,2208 NW 60TH ST,41254,41254,41254
41163,6519235,2716 20TH AVE S,41163,41163,41163
48102,6519238,10504 AURORA AVE N,48102,48102,48102
1863,6519274,2505 2ND AVE,1863,1863,1863
42270,6519276,1489 S COLUMBIAN WAY,42270,42270,42270
48850,6519277,9420 RAINIER AVE S,48850,48850,48850
232,6519285,14034 2ND AVE NW,232,232,232
2280,6519309,3218 W BARRETT ST,2280,2280,2280
41574,6519326,2822 FAIRVIEW AVE E,41574,41574,41574
1688,6519342,345 NW 49TH ST,1688,1688,1688
48498,6519348,1017 W RUFFNER ST,48498,48498,48498
46511,6519349,13052 GREENWOOD AVE N,46511,46511,46511
44499,6519352,4201 22ND AVE W,44499,44499,44499
2212,6519355,6203 BROOKLYN AVE NE,2212,2212,2212
2276,6519356,227 NW 50TH ST,2276,2276,2276
40151,6519360,3647 DAYTON AVE N,40151,40151,40151
1076,6519362,1701 18TH AVE S,1076,1076,1076
2267,6519366,2213 8TH AVE,2267,2267,2267
42147,6519368,527 N 67TH ST,42147,42147,42147
1731,6519370,3615 2ND AVE NW,1731,1731,1731
2274,6519374,404 30TH AVE E,2274,2274,2274
1962,6519378,6532 DIVISION AVE NW,1962,1962,1962
1954,6519380,12 WARD ST,1954,1954,1954
1729,6519381,3611 2ND AVE NW,1729,1729,1729
2265,6519386,339 22ND AVE E,2265,2265,2265
1000,6519393,10113 RADFORD AVE NW,1000,1000,1000
41294,6519394,6045 51ST PL S,41294,41294,41294
41232,6519397,848 NE 56TH ST,41232,41232,41232
38058,6519403,10048 41ST AVE SW,38058,38058,38058
420,6519407,4312 26TH AVE SW,420,420,420
2268,6519419,2217 42ND AVE SW,2268,2268,2268
436,6519420,1913 7TH AVE,436,436,436
2270,6519428,5601 6TH AVE S,2270,2270,2270
43364,6519435,6445 NE WINDERMERE RD,43364,43364,43364
23911,6519438,1451 22ND AVE,23911,23911,23911
42085,6519440,3925 SW 107TH ST,42085,42085,42085
1732,6519457,1415 WESTERN AVE,1732,1732,1732
2006,6519458,115 N 105TH ST,2006,2006,2006
40468,6519461,9841 51ST AVE SW,40468,40468,40468
2261,6519468,2342 41ST AVE E,2261,2261,2261
2262,6519470,626 NW 75TH ST,2262,2262,2262
39996,6519471,2549 35TH AVE W,39996,39996,39996
45170,6519474,7103 FREMONT AVE N,45170,45170,45170
821,6519494,715 E PINE ST,821,821,821
1845,6519495,13514 RIVIERA PL NE,1845,1845,1845
323,6519501,4711 SW HUDSON ST,323,323,323
41006,6519507,7021 26TH AVE NW,41006,41006,41006
41526,6519509,11741 40TH AVE NE,41526,41526,41526
49240,6519527,2414 13TH AVE S,49240,49240,49240
2246,6519533,175 LAKE WASHINGTON BLVD,2246,2246,2246
40068,6519542,5722 S GAZELLE ST,40068,40068,40068
1937,6519543,621 NW 86TH ST,1937,1937,1937
1191,6519545,10233 44TH AVE SW,1191,1191,1191
1387,6519548,1954 1ST AVE S,1387,1387,1387
298,6519550,104 PIKE ST,298,298,298
1055,6519555,5510 AIRPORT WAY S,1055,1055,1055
1394,6519557,830 DEXTER AVE N,1394,1394,1394
761,6519560,2101 7TH AVE,761,761,761
2243,6519573,8324 JONES AVE NW,2243,2243,2243
47260,6519578,504 TERRY AVE,47260,47260,47260
2251,6519593,8827 32ND AVE SW,2251,2251,2251
2257,6519594,2401 UTAH AVE S,2257,2257,2257
140,6519599,927 NW 60TH ST,140,140,140
2256,6519606,215 6TH AVE N,2256,2256,2256
2254,6519609,4608 NE 40TH ST,2254,2254,2254
199,6519610,1229 MADISON ST,199,199,199
1327,6519616,101 STEWART ST,1327,1327,1327
40087,6519618,3545 S PORTLAND ST,40087,40087,40087
735,6519628,2409 E PROSPECT ST,735,735,735
42232,6519630,6056 41ST AVE NE,42232,42232,42232
44516,6519632,1914 14TH AVE W,44516,44516,44516
2240,6519639,6316 9TH AVE NW,2240,2240,2240
2242,6519658,6245 CHATHAM DR S,2242,2242,2242
1768,6519669,6123 BROOKLYN AVE NE,1768,1768,1768
2236,6519686,4820 S MORGAN ST,2236,2236,2236
1509,6519692,4853 37TH AVE SW,1509,1509,1509
40905,6519729,4227 NE 94TH ST,40905,40905,40905
40330,6519730,5512 NE WINDERMERE RD,40330,40330,40330
43183,6519734,3733 47TH PL NE,43183,43183,43183
2028,6519749,546 N 75TH ST,2028,2028,2028
1832,6519761,10 RAYE ST,1832,1832,1832
42774,6519775,8818 30TH AVE NW,42774,42774,42774
2217,6519794,201 QUEEN ANNE AVE N,2217,2217,2217
1286,6519801,3938 BURKE AVE N,1286,1286,1286
2214,6519812,3521 S BRANDON ST,2214,2214,2214
2213,6519834,2400 3RD AVE,2213,2213,2213
46941,6519835,2363 WEST VIEWMONT WAY W,46941,46941,46941
2211,6519836,1414 20TH AVE,2211,2211,2211
2206,6519843,1111 E PIKE ST,2206,2206,2206
1777,6519850,13080 8TH CT NE,1777,1777,1777
47115,6519858,14337 32ND AVE NE,47115,47115,47115
2209,6519870,4225 28TH AVE W,2209,2209,2209
487,6519877,400 FAIRVIEW AVE N,487,487,487
2207,6519879,1420 5TH AVE,2207,2207,2207
68,6519881,4801 FAUNTLEROY WAY SW,68,68,68
2204,6519890,947 26TH AVE,2204,2204,2204
45511,6519892,8715 29TH AVE NW,45511,45511,45511
41622,6519894,4004 13TH AVE S,41622,41622,41622
45185,6519898,3295 SW AVALON WAY,45185,45185,45185
41286,6519907,4031 S WILLOW ST,41286,41286,41286
2157,6519912,1030 NE 125TH ST,2157,2157,2157
49158,6519915,7740 34TH AVE SW,49158,49158,49158
2125,6519930,1944 1ST AVE S,2125,2125,2125
1929,6519933,601 BROADWAY,1929,1929,1929
2202,6519941,6545 SUNNYSIDE AVE N,2202,2202,2202
48292,6519953,1521 NW 50TH ST,48292,48292,48292
1584,6519955,622 OLIVE WAY,1584,1584,1584
2200,6519957,16 VALLEY ST,2200,2200,2200
2201,6519961,1521 NW 50TH ST,2201,2201,2201
45824,6519965,2716 21ST AVE S,45824,45824,45824
47403,6519966,3019 HARRIS PL S,47403,47403,47403
927,6519970,3405 LAFAYETTE AVE S,927,927,927
2160,6519971,2319 FRANKLIN AVE E,2160,2160,2160
2162,6519972,2321 FRANKLIN AVE E,2162,2162,2162
53,6519980,9502 42ND AVE NE,53,53,53
2171,6519981,6630 CARLETON AVE S,2171,2171,2171
2169,6519982,6630 CARLETON AVE S,2169,2169,2169
45349,6519983,2136 N 87TH ST,45349,45349,45349
1903,6519984,8639 8TH AVE SW,1903,1903,1903
2165,6519985,6626 CARLETON AVE S,2165,2165,2165
2164,6519986,6628 CARLETON AVE S,2164,2164,2164
1874,6519993,3520 NE 89TH ST,1874,1874,1874
2185,6520006,5057 BOWEN PL S,2185,2185,2185
1515,6520047,1606 33RD AVE,1515,1515,1515
44558,6520051,2750 NE 92ND ST,44558,44558,44558
2182,6520063,500 LAKESIDE AVE S,2182,2182,2182
44840,6520081,753 9TH AVE N,44840,44840,44840
2180,6520085,6304 19TH AVE NE,2180,2180,2180
39963,6520098,7141 44TH AVE SW,39963,39963,39963
1652,6520112,1817 NW 89TH ST,1652,1652,1652
47441,6520116,717 N 64TH ST,47441,47441,47441
45756,6520128,3503 45TH AVE NE,45756,45756,45756
2134,6520131,8521 ROOSEVELT WAY NE,2134,2134,2134
42492,6520134,1418 N 54TH ST,42492,42492,42492
45986,6520138,312 NE LONGWOOD PL,45986,45986,45986
1324,6520139,217 NE 42ND ST,1324,1324,1324
45992,6520140,3670 SW OTHELLO ST,45992,45992,45992
2177,6520144,4456 46TH AVE SW,2177,2177,2177
2152,6520154,3641 S FINDLAY ST,2152,2152,2152
1461,6520160,325 9TH AVE,1461,1461,1461
913,6520168,5901 SW STEVENS ST,913,913,913
48163,6520171,2540 WESTLAKE AVE N,48163,48163,48163
45647,6520180,2429 3RD AVE W,45647,45647,45647
1532,6520184,5219 SW CHARLESTOWN ST,1532,1532,1532
2158,6520200,3516 W HOWE ST,2158,2158,2158
1009,6520201,5510 AIRPORT WAY S,1009,1009,1009
42333,6520208,6217 SW ADMIRAL WAY,42333,42333,42333
41446,6520217,6929 42ND AVE S,41446,41446,41446
1583,6520231,9369 8TH AVE S,1583,1583,1583
1792,6520236,506 2ND AVE,1792,1792,1792
42708,6520251,1101 36TH AVE,42708,42708,42708
754,6520258,3406 FREMONT AVE N,754,754,754
2056,6520259,514 N 102ND ST,2056,2056,2056
40056,6520270,4025 BURTON PL W,40056,40056,40056
8800,6520272,1724 NW 96TH ST,8800,8800,8800
2023,6520278,7351 40TH AVE NE,2023,2023,2023
45027,6520287,1628 DEXTER AVE N,45027,45027,45027
39917,6520291,4508 S ORCAS ST,39917,39917,39917
1283,6520310,3207 45TH AVE SW,1283,1283,1283
1966,6520311,747 BROADWAY,1966,1966,1966
1085,6520315,1550 N 115TH ST,1085,1085,1085
587,6520317,7353 16TH AVE NW,587,587,587
42005,6520340,6736 CORSON AVE S,42005,42005,42005
46675,6520342,1019 STURGUS AVE S,46675,46675,46675
2149,6520345,6044 SEWARD PARK AVE S,2149,2149,2149
49343,6520350,11 W ALOHA ST,49343,49343,49343
1717,6520363,472 1ST AVE N,1717,1717,1717
40205,6520369,6105 22ND AVE NW,40205,40205,40205
2143,6520374,1550 N 36TH ST,2143,2143,2143
2147,6520375,323 N 74TH ST,2147,2147,2147
2148,6520377,600 UNIVERSITY ST,2148,2148,2148
2145,6520384,2001 W GARFIELD ST,2145,2145,2145
2146,6520392,4819 52ND AVE S,2146,2146,2146
84,6520393,1603 NE RAVENNA BLVD,84,84,84
2144,6520402,2001 W GARFIELD ST,2144,2144,2144
2138,6520407,11725 14TH AVE NE,2138,2138,2138
2082,6520417,4723 35TH AVE S,2082,2082,2082
2083,6520418,4723 35TH AVE S,2083,2083,2083
609,6520422,2010 NE NORTHGATE WAY,609,609,609
2141,6520428,514 NE 112TH ST,2141,2141,2141
2139,6520429,2505 2ND AVE,2139,2139,2139
2137,6520433,6231 32ND AVE NE,2137,2137,2137
42712,6520435,8507 18TH AVE NW,42712,42712,42712
47965,6520440,2227 4TH AVE S,47965,47965,47965
46404,6520441,2430 MONTAVISTA PL W,46404,46404,46404
2126,6520443,4809 DELRIDGE WAY SW,2126,2126,2126
47229,6520445,6650 CORSON AVE S,47229,47229,47229
1645,6520457,8038B 35TH AVE NE,1645,1645,1645
39979,6520461,5241 LAKE WASHINGTON BLVD S,39979,39979,39979
1426,6520476,1909 S STATE ST,1426,1426,1426
33919,6520481,4016 48TH AVE S,33919,33919,33919
46316,6520483,1750 19TH AVE S,46316,46316,46316
1543,6520489,4700 SW ADMIRAL WAY,1543,1543,1543
1138,6520511,216 M L KING JR WAY E,1138,1138,1138
891,6520517,8026 11TH AVE NW,891,891,891
74,6520524,5138 S RUGGLES ST,74,74,74
40306,6520531,4229 1ST AVE NW,40306,40306,40306
40040,6520539,9046 3RD AVE SW,40040,40040,40040
2119,6520544,3131 ELLIOTT AVE,2119,2119,2119
43749,6520545,1220 SW MASSACHUSETTS ST,43749,43749,43749
546,6520546,3300 W MCGRAW ST,546,546,546
2117,6520548,5657 37TH AVE SW,2117,2117,2117
47640,6520554,2424 SW ANDOVER ST,47640,47640,47640
47641,6520561,2424 SW ANDOVER ST,47641,47641,47641
2116,6520563,10815 VALMAY AVE NW,2116,2116,2116
41967,6520564,925 E THOMAS ST,41967,41967,41967
335,6520566,3623 E TERRACE ST,335,335,335
2091,6520568,622 BROADWAY,2091,2091,2091
2115,6520569,500 5TH AVE N,2115,2115,2115
643,6520577,2400 3RD AVE,643,643,643
36837,6520588,11257 PALATINE AVE N,36837,36837,36837
750,6520592,1718 22ND AVE S,750,750,750
2098,6520601,6907 57TH AVE NE,2098,2098,2098
370,6520608,2807 3RD AVE W,370,370,370
568,6520609,2813 3RD AVE W,568,568,568
614,6520610,2825 3RD AVE W,614,614,614
656,6520611,2819 3RD AVE W,656,656,656
2109,6520612,2346 NW 96TH ST,2109,2109,2109
2108,6520617,6231 LAKE SHORE DR S,2108,2108,2108
1852,6520619,10326 15TH AVE NW,1852,1852,1852
1789,6520628,9852 RAINIER AVE S,1789,1789,1789
2001,6520630,1315 E SPRING ST,2001,2001,2001
2104,6520635,1220 HOWELL ST,2104,2104,2104
1029,6520641,6536 25TH AVE NW,1029,1029,1029
45723,6520645,3866 43RD AVE NE,45723,45723,45723
1266,6520646,8301 GREENWOOD AVE N,1266,1266,1266
535,6520648,2716 S DEARBORN ST,535,535,535
2086,6520650,3111 E JEFFERSON ST,2086,2086,2086
2020,6520667,1201 AMGEN CT W,2020,2020,2020
43324,6520668,5900 WEST GREEN LAKE WAY N,43324,43324,43324
2021,6520670,3528 S FERDINAND ST,2021,2021,2021
2101,6520675,710 2ND AVE,2101,2101,2101
2100,6520683,1630 N 53RD ST,2100,2100,2100
92,6520684,2337 NW 100TH ST,92,92,92
42003,6520694,12357 14TH AVE NE,42003,42003,42003
2095,6520697,8112 29TH AVE SW,2095,2095,2095
2096,6520708,308 N 47TH ST,2096,2096,2096
1322,6520709,5725 25TH AVE NE,1322,1322,1322
1252,6520710,5727 25TH AVE NE,1252,1252,1252
40719,6520720,9852 43RD PL NE,40719,40719,40719
40150,6520724,6508 44TH AVE SW,40150,40150,40150
40266,6520730,1509 STURGUS AVE S,40266,40266,40266
42332,6520731,1416 SW ROXBURY ST,42332,42332,42332
658,6520734,4039 FAUNTLEROY WAY SW,658,658,658
1994,6520746,1224 5TH AVE N,1994,1994,1994
492,6520755,4004 WHITMAN AVE N,492,492,492
41148,6520763,2825 W JAMESON ST,41148,41148,41148
46742,6520764,4706 CALIFORNIA AVE SW,46742,46742,46742
40912,6520767,4715 42ND AVE SW,40912,40912,40912
42237,6520768,300 N 70TH ST,42237,42237,42237
42425,6520769,2025 4TH AVE,42425,42425,42425
40257,6520787,7010 ROOSEVELT WAY NE,40257,40257,40257
120,6520794,747 BROADWAY,120,120,120
121,6520800,747 BROADWAY,121,121,121
929,6520801,747 BROADWAY,929,929,929
1423,6520810,3601 WEST MARGINAL WAY SW,1423,1423,1423
45911,6520812,2418 NE 75TH ST,45911,45911,45911
1862,6520818,3747 WEST STEVENS WAY NE,1862,1862,1862
1238,6520823,5226 12TH AVE NE,1238,1238,1238
43412,6520824,3200 NE 45TH ST,43412,43412,43412
43815,6520829,1551 W ARMORY WAY,43815,43815,43815
119,6520832,801 BROADWAY,119,119,119
1253,6520840,3715 WEST STEVENS WAY NE,1253,1253,1253
1381,6520847,11043 PALATINE AVE N,1381,1381,1381
2059,6520850,601 UNION ST,2059,2059,2059
303,6520854,1001 4TH AVE,303,303,303
2078,6520855,701 5TH AVE,2078,2078,2078
2077,6520863,821 2ND AVE,2077,2077,2077
2076,6520868,300 PINE ST,2076,2076,2076
2017,6520875,9105 LAKE CITY WAY NE,2017,2017,2017
1413,6520879,2711 ALASKAN WAY,1413,1413,1413
2075,6520888,434 35TH AVE,2075,2075,2075
2072,6520901,5300 TALLMAN AVE NW,2072,2072,2072
2071,6520907,700 5TH AVE,2071,2071,2071
1090,6520912,7135 FAUNTLEROY WAY SW,1090,1090,1090
43225,6520914,3034 44TH AVE SW,43225,43225,43225
1016,6520916,833 36TH AVE E,1016,1016,1016
409,6520919,400 DEXTER AVE N,409,409,409
42777,6520935,1532 15TH AVE E,42777,42777,42777
1527,6520936,1904 21ST AVE E,1527,1527,1527
2048,6520937,3029 NW 56TH ST,2048,2048,2048
2061,6520943,2212 14TH AVE S,2061,2061,2061
47963,6520944,10 BROAD ST,47963,47963,47963
42199,6520949,4567 35TH AVE S,42199,42199,42199
42244,6520957,7140 55TH AVE S,42244,42244,42244
40115,6520975,6810 51ST AVE NE,40115,40115,40115
173,6520976,1718 NW 60TH ST,173,173,173
47508,6521005,4002 NE 135TH ST,47508,47508,47508
2055,6521012,2309 42ND AVE SW,2055,2055,2055
2054,6521017,355 NW 48TH ST,2054,2054,2054
1979,6521024,4122 36TH AVE SW,1979,1979,1979
2053,6521025,1440 N 128TH ST,2053,2053,2053
1180,6521031,708 RAINIER AVE S,1180,1180,1180
48790,6521033,1526 ALKI AVE SW,48790,48790,48790
1631,6521037,14070 HILL TOP LN NW,1631,1631,1631
1831,6521047,9221 VIEW AVE NW,1831,1831,1831
48046,6521050,2904 S HUDSON ST,48046,48046,48046
2052,6521054,2245 1ST AVE S,2052,2052,2052
40116,6521059,2612 14TH AVE W,40116,40116,40116
1489,6521060,1702 WARREN AVE N,1489,1489,1489
2051,6521063,1501 4TH AVE,2051,2051,2051
45991,6521071,3670 SW OTHELLO ST,45991,45991,45991
1477,6521090,3206 16TH AVE W,1477,1477,1477
2045,6521101,2002 BROADMOOR DR E,2045,2045,2045
44373,6521108,2611 SW NEVADA ST,44373,44373,44373
189,6521116,2020 E MADISON ST,189,189,189
2043,6521129,2021 7TH AVE,2043,2043,2043
34807,6521141,7507 25TH AVE NE,34807,34807,34807
2035,6521146,3606 NE 41ST ST,2035,2035,2035
40211,6521148,9010 26TH AVE NW,40211,40211,40211
34777,6521149,7505 25TH AVE NE,34777,34777,34777
34326,6521153,7503 25TH AVE NE,34326,34326,34326
2032,6521161,2755 E YESLER WAY,2032,2032,2032
45142,6521167,4226 SUNNYSIDE AVE N,45142,45142,45142
50391,6521169,,50391,50391,50391
1523,6521170,1959 NE PACIFIC ST,1523,1523,1523
1292,6521174,3700P S WEBSTER ST,1292,1292,1292
2031,6521175,4668 EASTERN AVE N,2031,2031,2031
1798,6521178,4228 FREMONT AVE N,1798,1798,1798
139,6521180,516 W HIGHLAND DR,139,139,139
2024,6521181,6252 26TH AVE NE,2024,2024,2024
40132,6521193,2546 QUEEN ANNE AVE N,40132,40132,40132
1833,6521196,2171 SUNSET AVE SW,1833,1833,1833
871,6521204,1326 5TH AVE,871,871,871
50058,6521205,1326 5TH AVE,50058,50058,50058
1067,6521208,3011 31ST AVE W,1067,1067,1067
5477,6521212,3204 SW HOLLY ST,5477,5477,5477
41573,6521213,4104 37TH AVE S,41573,41573,41573
43229,6521216,311 12TH AVE E,43229,43229,43229
42908,6521217,9510 3RD AVE NW,42908,42908,42908
930,6521218,2201 E UNION ST,930,930,930
42790,6521220,4003 20TH AVE SW,42790,42790,42790
24302,6521230,8732 SAND POINT WAY NE,24302,24302,24302
49554,6521239,6228 PALATINE AVE N,49554,49554,49554
41271,6521243,351 N 143RD ST,41271,41271,41271
46143,6521255,5105 PHINNEY AVE N,46143,46143,46143
2010,6521287,4555 S LUCILE ST,2010,2010,2010
40619,6521299,355 N 76TH ST,40619,40619,40619
2016,6521303,3038 39TH AVE SW,2016,2016,2016
987,6521308,5740 30TH AVE NE,987,987,987
45737,6521310,1816 N 57TH ST,45737,45737,45737
2015,6521314,506 2ND AVE,2015,2015,2015
1513,6521315,921 E JEFFERSON ST,1513,1513,1513
1544,6521317,7006 2ND AVE NW,1544,1544,1544
2013,6521320,715 2ND AVE,2013,2013,2013
2011,6521324,1201 WESTERN AVE,2011,2011,2011
40246,6521326,400R N 34TH ST,40246,40246,40246
1980,6521330,3747 WEST STEVENS WAY NE,1980,1980,1980
988,6521332,956 20TH AVE,988,988,988
2009,6521334,6305 49TH AVE SW,2009,2009,2009
762,6521336,3720 59TH AVE SW,762,762,762
1856,6521346,227 29TH AVE E,1856,1856,1856
1469,6521347,3209 S LANE ST,1469,1469,1469
40547,6521348,2558 26TH AVE W,40547,40547,40547
2007,6521349,202 WESTLAKE AVE N,2007,2007,2007
1986,6521351,9407B 35TH AVE SW,1986,1986,1986
48774,6521360,1829 25TH AVE,48774,48774,48774
41212,6521367,8221 21ST AVE NE,41212,41212,41212
1999,6521372,321 N 81ST ST,1999,1999,1999
1987,6521373,9407A 35TH AVE SW,1987,1987,1987
981,6521377,3201 MAGNOLIA BLVD W,981,981,981
47836,6521382,4617 SW STEVENS ST,47836,47836,47836
2004,6521386,6706 40TH AVE SW,2004,2004,2004
28767,6521389,2347 N 140TH ST,28767,28767,28767
1531,6521390,5252 SW CHARLESTOWN ST,1531,1531,1531
1879,6521392,737 N 100TH ST,1879,1879,1879
41760,6521405,5209 PULLMAN AVE NE,41760,41760,41760
45582,6521411,5247 21ST AVE NE,45582,45582,45582
588,6521417,12613 8TH AVE NE,588,588,588
47602,6521422,3933 S PEARL ST,47602,47602,47602
1271,6521426,1712 18TH AVE S,1271,1271,1271
755,6521433,2119 29TH AVE S,755,755,755
48473,6521439,2321 FAIRVIEW AVE E,48473,48473,48473
94,6521449,3949 15TH AVE NE,94,94,94
1718,6521458,4111 SW MONROE ST,1718,1718,1718
369,6521464,301 NE NORTHGATE WAY,369,369,369
41746,6521468,2157 N NORTHLAKE WAY,41746,41746,41746
577,6521470,303 S JACKSON ST,577,577,577
41519,6521473,1925 NE 143RD ST,41519,41519,41519
39836,6521505,7606 8TH AVE SW,39836,39836,39836
39874,6521518,7729 8TH AVE SW,39874,39874,39874
1500,6521525,6220 36TH AVE NE,1500,1500,1500
1176,6521526,1931 43RD AVE E,1176,1176,1176
363,6521539,7062 7TH AVE NW,363,363,363
44817,6521545,5222 SW ADMIRAL WAY,44817,44817,44817
1977,6521558,1301 4TH AVE,1977,1977,1977
1145,6521562,3502 W LAWTON ST,1145,1145,1145
39938,6521563,14010 3RD AVE NW,39938,39938,39938
1976,6521567,6501 47TH AVE NE,1976,1976,1976
46062,6521578,2520 E MCGRAW ST,46062,46062,46062
43757,6521580,9720 15TH AVE NW,43757,43757,43757
1973,6521585,6808 37TH AVE NE,1973,1973,1973
1972,6521586,3956 2ND AVE NW,1972,1972,1972
1741,6521596,111 27TH AVE S,1741,1741,1741
40160,6521625,10719 AURORA AVE N,40160,40160,40160
1968,6521628,4327 FRANCIS AVE N,1968,1968,1968
44786,6521643,3522 W LAWTON ST,44786,44786,44786
864,6521657,750 S MICHIGAN ST,864,864,864
561,6521674,5500 35TH AVE NE,561,561,561
878,6521678,3415 32ND AVE W,878,878,878
44766,6521696,814 20TH AVE S,44766,44766,44766
47920,6521702,1341 N NORTHLAKE WAY,47920,47920,47920
1570,6521704,1600 E JEFFERSON ST,1570,1570,1570
47682,6521705,12001 AURORA AVE N,47682,47682,47682
1465,6521714,1315 E JEFFERSON ST,1465,1465,1465
444,6521715,322 21ST AVE E,444,444,444
1591,6521720,6819 PHINNEY AVE N,1591,1591,1591
43716,6521721,14004 17TH AVE NE,43716,43716,43716
1946,6521747,2211 41ST AVE SW,1946,1946,1946
308,6521751,14045 25TH AVE NE,308,308,308
1904,6521754,924 HOWELL ST,1904,1904,1904
1891,6521755,6203 44TH AVE NE,1891,1891,1891
1956,6521777,9736 EVANSTON AVE N,1956,1956,1956
1939,6521789,401 ELLIOTT AVE W,1939,1939,1939
60,6521806,1911 N 44TH ST,60,60,60
1882,6521810,3031 NW 65TH ST,1882,1882,1882
39910,6521828,4103 56TH AVE SW,39910,39910,39910
1953,6521841,7337 52ND AVE NE,1953,1953,1953
1259,6521842,4607 SW THISTLE ST,1259,1259,1259
1719,6521854,714 E PIKE ST,1719,1719,1719
40235,6521856,3222 8TH AVE W,40235,40235,40235
41935,6521866,3810 NE 100TH ST,41935,41935,41935
45276,6521874,726 N 90TH ST,45276,45276,45276
1787,6521878,2747 NE 95TH ST,1787,1787,1787
1748,6521879,1616 EASTLAKE AVE E,1748,1748,1748
49126,6521907,500 UNION ST,49126,49126,49126
1943,6521933,333 BOREN AVE N,1943,1943,1943
44150,6521956,200 OCCIDENTAL AVE S,44150,44150,44150
683,6521970,5408 26TH AVE NE,683,683,683
1942,6521980,7211 GREENWOOD AVE N,1942,1942,1942
48246,6521992,10323 9TH AVE NW,48246,48246,48246
47949,6521993,8037 15TH AVE NW,47949,47949,47949
47254,6521998,10033 29TH AVE NE,47254,47254,47254
1590,6522007,741 N 66TH ST,1590,1590,1590
48427,6522011,502 29TH AVE,48427,48427,48427
1604,6522014,2403 30TH AVE W,1604,1604,1604
46714,6522029,1607 11TH AVE W,46714,46714,46714
40239,6522035,2011 24TH AVE E,40239,40239,40239
48,6522058,6015 47TH AVE S,48,48,48
1927,6522061,1729 34TH AVE,1927,1927,1927
41113,6522067,1111 E UNION ST,41113,41113,41113
