id,Application Permit,Action Type,Work Type,Value,Location_id
23232,6371301,ADD/ALT,Plan Review,$12000.00,0
18905,6371304,ADD/ALT,No plan review,$42993.00,0
23307,6371307,ADD/ALT,No plan review,$5000.00,0
22759,6371314,NEW,Plan Review,$283447.00,0
20004,6371318,NEW,Plan Review,$446170.00,0
22260,6371319,NEW,Plan Review,$217144.00,0
23770,6371320,DEMOLITION,No plan review,$0.00,0
22899,6371324,ADD/ALT,Plan Review,$100000.00,0
23854,6371331,ADD/ALT,No plan review,$15000.00,0
23035,6371343,ADD/ALT,Plan Review,$121347.00,0
23409,6371351,ADD/ALT,Plan Review,$12000.00,0
23852,6371352,ADD/ALT,No plan review,$85000.00,0
23853,6371356,NEW,No plan review,$11767.00,0
23004,6371361,ADD/ALT,No plan review,$50000.00,0
21531,6371382,ADD/ALT,Plan Review,$8252.00,0
22965,6371389,ADD/ALT,Plan Review,$908594.00,0
23851,6371390,ALTER,Plan Review,$237570.00,0
23849,6371395,ALTER,Plan Review,$349020.00,0
22666,6371399,ADD/ALT,Plan Review,$13400000.00,0
23848,6371401,ADD/ALT,No plan review,$196954.00,0
18784,6371413,NEW,Plan Review,$523042.00,0
23777,6371420,ADD/ALT,No plan review,$7000.00,0
43338,6371429,NEW,Plan Review,$0.00,0
23842,6371436,DEMOLITION,No plan review,$0.00,0
20088,6371438,NEW,Plan Review,$553817.00,0
23839,6371454,ALTER,Plan Review,$111000.00,0
22426,6371455,DEMOLITION,No plan review,$0.00,0
17761,6371460,NEW,Plan Review,$7665353.00,0
21937,6371463,NEW,Plan Review,$334067.00,0
21920,6371470,NEW,Plan Review,$288319.00,0
23837,6371472,ADD/ALT,No plan review,$5000.00,0
19521,6371475,ADD/ALT,Plan Review,$15000.00,0
21575,6371481,ADD/ALT,Plan Review,$190344.00,0
50132,6371503,ADD/ALT,Plan Review,$0.00,0
22208,6371509,NEW,Plan Review,$266682.00,0
21663,6371520,NEW,Plan Review,$508088.00,0
23652,6371522,ADD/ALT,Plan Review,$183957.00,0
23825,6371536,ADD/ALT,No plan review,$4000.00,0
22721,6371554,ADD/ALT,No plan review,$100000.00,0
23758,6371567,ADD/ALT,No plan review,$18019.00,0
18589,6371572,NEW,Plan Review,$440842.00,0
23821,6371580,ALTER,Plan Review,$84322.00,0
23820,6371583,ALTER,Plan Review,$30000.00,0
23405,6371586,ADD/ALT,No plan review,$10000.00,0
22930,6371592,ADD/ALT,Plan Review,$20000.00,0
23817,6371593,ADD/ALT,Plan Review,$80000.00,0
23819,6371594,ADD/ALT,No plan review,$16500.00,0
23818,6371595,ADD/ALT,No plan review,$6000.00,0
23768,6371598,ADD/ALT,No plan review,$1.00,0
23812,6371607,ADD/ALT,No plan review,$45000.00,0
23810,6371608,ADD/ALT,No plan review,$4500.00,0
23813,6371611,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
21298,6371613,ADD/ALT,Plan Review,$136000.00,0
23814,6371615,ALTER,Plan Review,$1250000.00,0
23808,6371619,DEMOLITION,No plan review,$0.00,0
23811,6371620,ALTER,Plan Review,$100000.00,0
23762,6371622,DEMOLITION,No plan review,$0.00,0
23807,6371626,ADD/ALT,No plan review,$25000.00,0
23803,6371639,ADD/ALT,No plan review,$58496.00,0
22805,6371647,ADD/ALT,No plan review,$32000.00,0
40328,6371650,NEW,Plan Review,$0.00,0
23798,6371664,ADD/ALT,No plan review,$50000.00,0
23115,6371685,ADD/ALT,Plan Review,$35000.00,0
23781,6371687,DEMOLITION,No plan review,$0.00,0
41694,6371690,ADD/ALT,Plan Review,$0.00,0
23715,6371699,ADD/ALT,Plan Review,$500000.00,0
15543,6371702,NEW,Plan Review,$218825.00,0
23796,6371704,ADD/ALT,No plan review,$25000.00,0
50404,6371712,,Plan Review,$0.00,0
23793,6371713,DEMOLITION,No plan review,$0.00,0
14129,6371715,NEW,Plan Review,$262218.00,0
23696,6371731,NEW,Plan Review,$1000000.00,0
19348,6371734,DEMOLITION,No plan review,$0.00,0
23789,6371746,ADD/ALT,No plan review,$5000.00,0
23790,6371750,ADD/ALT,No plan review,$60000.00,0
21676,6371758,DEMOLITION,Plan Review,$0.00,0
22367,6371769,ADD/ALT,Plan Review,$119625.00,0
17414,6371770,DEMOLITION,No plan review,$0.00,0
22761,6371774,ADD/ALT,Plan Review,$3000.00,0
23784,6371777,ADD/ALT,No plan review,$12000.00,0
23065,6371787,ADD/ALT,Plan Review,$30000.00,0
46607,6371789,ADD/ALT,Plan Review,$0.00,0
23606,6371800,ADD/ALT,Plan Review,$5000.00,0
22529,6371813,NEW,Plan Review,$362676.00,0
19366,6371817,ADD/ALT,Plan Review,$10000.00,0
18783,6371822,NEW,Plan Review,$349923.00,0
49865,6371827,ADD/ALT,Plan Review,$0.00,0
23473,6371829,ADD/ALT,Plan Review,$10000.00,0
23766,6371830,ADD/ALT,No plan review,$80000.00,0
23778,6371832,ALTER,Plan Review,$43000.00,0
18685,6371833,DEMOLITION,No plan review,$0.00,0
22973,6371836,ADD/ALT,Plan Review,$156925.00,0
23776,6371837,ALTER,Plan Review,$148960.00,0
22224,6371845,ADD/ALT,Plan Review,$300000.00,0
22484,6371858,ADD/ALT,Plan Review,$27625.00,0
23543,6371860,ADD/ALT,Plan Review,$25000.00,0
43849,6371865,NEW,Plan Review,$0.00,0
22793,6371866,ADD/ALT,Plan Review,$313732.00,0
22002,6371867,NEW,Plan Review,$302443.00,0
11766,6371868,NEW,Plan Review,$3968038.00,0
22869,6371869,NEW,Plan Review,$477449.00,0
23506,6371871,ADD/ALT,Plan Review,$60044.00,0
22839,6371872,ADD/ALT,Plan Review,$50000.00,0
21242,6371873,NEW,Plan Review,$433963.00,0
22916,6371874,ADD/ALT,Plan Review,$32953.00,0
15904,6371876,ADD/ALT,Plan Review,$17090.00,0
22969,6371882,ADD/ALT,Plan Review,$60000.00,0
21989,6371883,ADD/ALT,No plan review,$30000.00,0
43714,6371909,DEMOLITION,No plan review,$0.00,0
23181,6371928,ADD/ALT,Plan Review,$75000.00,0
21783,6371939,ADD/ALT,Plan Review,$82307.00,0
23450,6371940,ADD/ALT,Plan Review,$6500.00,0
48753,6371957,ADD/ALT,Plan Review,$0.00,0
23437,6371958,ADD/ALT,No plan review,$50000.00,0
18736,6371961,ADD/ALT,Plan Review,$24209.00,0
23749,6371964,ADD/ALT,Plan Review,$10000.00,0
23726,6371969,ADD/ALT,No plan review,$5000.00,0
23754,6371973,ADD/ALT,No plan review,$30000.00,0
2373,6371977,NEW,Plan Review,$7726129.00,0
23435,6371983,ADD/ALT,Plan Review,$10600.00,0
23750,6371985,ADD/ALT,Plan Review,$10000.00,0
23168,6371990,ADD/ALT,Plan Review,$8500.00,0
23752,6371995,ADD/ALT,No plan review,$1000.00,0
22692,6371996,ADD/ALT,Plan Review,$118935.00,0
23108,6372013,ADD/ALT,Plan Review,$50000.00,0
23747,6372023,ADD/ALT,No plan review,$45000.00,0
23636,6372025,ADD/ALT,Plan Review,$30000.00,0
23744,6372036,ADD/ALT,No plan review,$20000.00,0
14213,6372042,ADD/ALT,Plan Review,$140851.00,0
23741,6372046,ADD/ALT,No plan review,$8000.00,0
23708,6372059,ADD/ALT,Plan Review,$6200.00,0
23739,6372076,ADD/ALT,No plan review,$60000.00,0
22741,6372087,ADD/ALT,Plan Review,$35000.00,0
20745,6372090,ADD/ALT,Plan Review,$250000.00,0
42576,6372099,ADD/ALT,Plan Review,$0.00,0
23614,6372117,DEMOLITION,No plan review,$0.00,0
22857,6372132,ADD/ALT,No plan review,$5000.00,0
22328,6372145,NEW,Plan Review,$419061.00,0
22327,6372146,NEW,Plan Review,$407553.00,0
22791,6372152,ADD/ALT,No plan review,$51135.00,0
23668,6372161,ADD/ALT,No plan review,$60000.00,0
22798,6372168,ADD/ALT,Plan Review,$157000.00,0
40391,6372179,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
23733,6372186,ADD/ALT,No plan review,$75000.00,0
21210,6372187,ADD/ALT,No plan review,$170000.00,0
47815,6372202,NEW,Plan Review,$0.00,0
19337,6372203,NEW,Plan Review,$411596.00,0
23730,6372206,ADD/ALT,No plan review,$9000.00,0
23728,6372212,ADD/ALT,No plan review,$43000.00,0
23520,6372219,ADD/ALT,No plan review,$10000.00,0
23262,6372222,DEMOLITION,No plan review,$0.00,0
22929,6372225,ADD/ALT,Plan Review,$26100.00,0
50308,6372231,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
23724,6372232,ADD/ALT,No plan review,$157000.00,0
23722,6372234,NEW,Plan Review,$352432.00,0
23720,6372235,DEMOLITION,No plan review,$0.00,0
22156,6372246,ADD/ALT,Plan Review,$132798.00,0
23719,6372248,ADD/ALT,No plan review,$212000.00,0
22480,6372256,ADD/ALT,Plan Review,$57367.00,0
23659,6372261,NEW,Plan Review,$208533.00,0
23660,6372262,NEW,Plan Review,$208688.00,0
23657,6372263,DEMOLITION,No plan review,$0.00,0
23718,6372265,ADD/ALT,No plan review,$220000.00,0
23717,6372273,ADD/ALT,No plan review,$35000.00,0
23601,6372276,ADD/ALT,No plan review,$25000.00,0
23109,6372300,NEW,Plan Review,$208639.00,0
23571,6372304,ADD/ALT,No plan review,$3500.00,0
22667,6372305,NEW,Plan Review,$414292.00,0
19401,6372306,NEW,Plan Review,$172833.00,0
19297,6372307,NEW,Plan Review,$171262.00,0
23169,6372315,ADD/ALT,Plan Review,$35000.00,0
21789,6372323,ADD/ALT,Plan Review,$216396.00,0
23217,6372327,ADD/ALT,Plan Review,$93767.00,0
23184,6372329,ADD/ALT,Plan Review,$260000.00,0
45323,6372330,ADD/ALT,Plan Review,$0.00,0
23703,6372341,ADD/ALT,Plan Review,$1.00,0
23704,6372342,ADD/ALT,Plan Review,$1.00,0
23707,6372346,ADD/ALT,No plan review,$90000.00,0
20892,6372351,ADD/ALT,Plan Review,$600000.00,0
23593,6372352,DEMOLITION,No plan review,$0.00,0
23706,6372353,ADD/ALT,No plan review,$50000.00,0
22427,6372354,ADD/ALT,No plan review,$15000.00,0
23695,6372355,ADD/ALT,No plan review,$28000.00,0
9548,6372356,ADD/ALT,Plan Review,$141194.00,0
23705,6372358,ADD/ALT,No plan review,$90000.00,0
23001,6372363,ADD/ALT,Plan Review,$8000.00,0
23280,6372375,ADD/ALT,No plan review,$25000.00,0
23700,6372393,ADD/ALT,No plan review,$3500.00,0
17219,6372401,NEW,Plan Review,$240653.00,0
46885,6372404,NEW,Plan Review,$0.00,0
23701,6372408,ADD/ALT,No plan review,$50000.00,0
23642,6372415,NEW,Plan Review,$257382.00,0
23643,6372416,NEW,Plan Review,$257382.00,0
23359,6372423,TEMP,Plan Review,$0.00,0
22254,6372434,NEW,Plan Review,$1040125.00,0
15140,6372444,ADD/ALT,Plan Review,$25000.00,0
23697,6372448,ADD/ALT,No plan review,$48000.00,0
19374,6372450,NEW,Plan Review,$260784.00,0
21557,6372462,NEW,Plan Review,$353207.00,0
49006,6372464,ADD/ALT,Plan Review,$0.00,0
45508,6372476,,Plan Review,$0.00,0
23626,6372480,NEW,Plan Review,$188362.00,0
23625,6372481,NEW,Plan Review,$188362.00,0
14187,6372483,ADD/ALT,No plan review,$13200.00,0
23692,6372484,ADD/ALT,No plan review,$175000.00,0
23641,6372486,DEMOLITION,No plan review,$0.00,0
23691,6372491,DEMOLITION,No plan review,$0.00,0
49981,6372492,ADD/ALT,Plan Review,$2000.00,0
23688,6372503,ALTER,Plan Review,$4000.00,0
23685,6372506,ADD/ALT,No plan review,$4000.00,0
22713,6372508,NEW,Plan Review,$3193802.00,0
21822,6372514,ADD/ALT,Plan Review,$50000.00,0
23686,6372515,ADD/ALT,No plan review,$55000.00,0
15669,6372520,NEW,Plan Review,$290991.00,0
23177,6372521,ADD/ALT,Plan Review,$73093.00,0
20906,6372525,ADD/ALT,No plan review,$20000.00,0
23620,6372537,NEW,Plan Review,$208530.00,0
23619,6372538,NEW,Plan Review,$208685.00,0
23618,6372539,DEMOLITION,No plan review,$0.00,0
23622,6372560,DEMOLITION,No plan review,$0.00,0
23368,6372563,RELOCATION,No plan review,$0.00,0
23680,6372566,ADD/ALT,No plan review,$6000.00,0
21484,6372571,ADD/ALT,Plan Review,$1750000.00,0
23638,6372574,DEMOLITION,No plan review,$0.00,0
20433,6372594,ADD/ALT,Plan Review,$41000.00,0
23671,6372595,ADD/ALT,No plan review,$1000.00,0
23192,6372596,NEW,Plan Review,$603297.00,0
23191,6372597,DEMOLITION,No plan review,$0.00,0
23598,6372604,NEW,Plan Review,$252151.00,0
23552,6372605,DEMOLITION,No plan review,$0.00,0
19727,6372608,ADD/ALT,No plan review,$6700.00,0
23561,6372612,ADD/ALT,Plan Review,$100000.00,0
40465,6372613,ADD/ALT,Plan Review,$0.00,0
46360,6372614,ADD/ALT,Plan Review,$0.00,0
23253,6372622,ADD/ALT,No plan review,$69282.00,0
22453,6372629,NEW,Plan Review,$384070.00,0
22951,6372631,ADD/ALT,Plan Review,$3452.00,0
22865,6372638,ADD/ALT,Plan Review,$162500.00,0
19117,6372642,NEW,Plan Review,$531930.00,0
23631,6372647,GRADING,Plan Review,$0.00,0
41629,6372648,ADD/ALT,Plan Review,$0.00,0
22634,6372651,ADD/ALT,No plan review,$100000.00,0
20368,6372653,NEW,Plan Review,$313914.00,0
9254,6372656,NO CONSTRUCTION,Plan Review,$0.00,0
21807,6372658,NO CONSTRUCTION,Plan Review,$0.00,0
23629,6372659,DEMOLITION,No plan review,$0.00,0
18833,6372668,ADD/ALT,No plan review,$10000.00,0
16663,6372670,ADD/ALT,Plan Review,$100000.00,0
23607,6372693,ADD/ALT,Plan Review,$4800.00,0
22866,6372694,ADD/ALT,Plan Review,$96000.00,0
23611,6372695,ADD/ALT,No plan review,$86602.00,0
23603,6372707,DEMOLITION,No plan review,$0.00,0
23608,6372729,ALTER,Plan Review,$125000.00,0
23582,6372731,ADD/ALT,Plan Review,$65000.00,0
19533,6372738,ADD/ALT,Plan Review,$18250.00,0
43994,6372741,ADD/ALT,Plan Review,$1.00,0
18463,6372751,NEW,Plan Review,$631854.00,0
23602,6372760,ADD/ALT,No plan review,$10000.00,0
42494,6372764,ADD/ALT,Plan Review,$0.00,0
19937,6372768,NEW,Plan Review,$516722.00,0
20953,6372773,ADD/ALT,Plan Review,$1750000.00,0
23600,6372774,ADD/ALT,No plan review,$40000.00,0
18496,6372776,NEW,Plan Review,$373862.00,0
48376,6372779,NEW,Plan Review,$0.00,0
40524,6372782,NEW,Plan Review,$0.00,0
49009,6372787,NO CONSTRUCTION,Plan Review,$0.00,0
22430,6372796,ADD/ALT,Plan Review,$64900.00,0
23588,6372802,ADD/ALT,No plan review,$30000.00,0
23587,6372803,ADD/ALT,No plan review,$25000.00,0
23545,6372810,ADD/ALT,No plan review,$9000.00,0
23585,6372816,ADD/ALT,No plan review,$10000.00,0
22049,6372823,ADD/ALT,Plan Review,$150000.00,0
22120,6372830,ADD/ALT,Plan Review,$400000.00,0
23581,6372831,DEMOLITION,No plan review,$0.00,0
22803,6372834,ADD/ALT,Plan Review,$96305.00,0
40556,6372835,ADD/ALT,Plan Review,$0.00,0
22168,6372836,ADD/ALT,Plan Review,$44800.00,0
22350,6372841,ADD/ALT,Plan Review,$228000.00,0
22068,6372854,NEW,Plan Review,$342369.00,0
23367,6372871,TEMP,Plan Review,$0.00,0
23111,6372874,ADD/ALT,Plan Review,$600000.00,0
23455,6372880,ADD/ALT,No plan review,$175000.00,0
23573,6372887,ADD/ALT,No plan review,$6000.00,0
23576,6372888,ADD/ALT,No plan review,$20000.00,0
22306,6372889,DEMOLITION,No plan review,$0.00,0
23578,6372890,ADD/ALT,No plan review,$2500.00,0
23577,6372891,ADD/ALT,No plan review,$10000.00,0
23575,6372895,ADD/ALT,No plan review,$1000.00,0
23431,6372905,NEW,Plan Review,$223441.00,0
23429,6372906,NEW,Plan Review,$223441.00,0
23428,6372907,DEMOLITION,No plan review,$0.00,0
23572,6372908,ADD/ALT,No plan review,$15000.00,0
19458,6372913,ADD/ALT,Plan Review,$1000.00,0
23529,6372921,DEMOLITION,No plan review,$0.00,0
23569,6372936,ALTER,Plan Review,$34148.00,0
23568,6372937,ADD/ALT,No plan review,$1500.00,0
17823,6372944,DEMOLITION,Plan Review,$0.00,0
23567,6372948,ADD/ALT,No plan review,$7000.00,0
47434,6372950,ADD/ALT,Plan Review,$0.00,0
42042,6372951,,Plan Review,$0.00,0
22405,6372953,ADD/ALT,Plan Review,$90000.00,0
23566,6372955,ADD/ALT,No plan review,$2000.00,0
22258,6372962,NEW,Plan Review,$689500.00,0
23564,6372964,ADD/ALT,No plan review,$20000.00,0
41250,6372965,ADD/ALT,No plan review,$0.00,0
22654,6372966,NEW,Plan Review,$280392.00,0
20359,6372980,ADD/ALT,Plan Review,$92376.00,0
22834,6372982,NEW,Plan Review,$314011.00,0
15523,6372985,ADD/ALT,No plan review,$100000.00,0
23559,6372988,ADD/ALT,No plan review,$35000.00,0
22671,6372992,ADD/ALT,Plan Review,$50000.00,0
23556,6373004,DEMOLITION,No plan review,$0.00,0
19883,6373026,NEW,Plan Review,$495682.00,0
22490,6373029,NEW,Plan Review,$280720.00,0
23029,6373037,DEMOLITION,No plan review,$0.00,0
23190,6373053,ADD/ALT,No plan review,$75000.00,0
22847,6373058,ADD/ALT,Plan Review,$150000.00,0
23308,6373063,ADD/ALT,No plan review,$17500.00,0
22947,6373069,ADD/ALT,Plan Review,$56580.00,0
23176,6373081,ADD/ALT,Plan Review,$40000.00,0
23555,6373084,ADD/ALT,No plan review,$15000.00,0
13391,6373086,ADD/ALT,Plan Review,$880000.00,0
23301,6373092,ADD/ALT,Plan Review,$109641.00,0
42046,6373095,,Plan Review,$0.00,0
23553,6373098,ADD/ALT,No plan review,$6500.00,0
22722,6373103,ADD/ALT,Plan Review,$20000.00,0
23149,6373104,ADD/ALT,Plan Review,$350000.00,0
21143,6373109,NEW,Plan Review,$364963.00,0
22971,6373115,ADD/ALT,Plan Review,$350000.00,0
22650,6373121,ADD/ALT,Plan Review,$101000.00,0
22838,6373123,ADD/ALT,Plan Review,$2000000.00,0
46042,6373125,ADD/ALT,Plan Review,$15000.00,0
23551,6373129,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
23548,6373140,ADD/ALT,No plan review,$65000.00,0
23550,6373153,ADD/ALT,No plan review,$2000.00,0
23549,6373158,ADD/ALT,No plan review,$20000.00,0
23430,6373178,DEMOLITION,No plan review,$0.00,0
22723,6373179,ADD/ALT,Plan Review,$20000.00,0
22779,6373180,NEW,Plan Review,$199513.00,0
23173,6373186,TEMP,Plan Review,$0.00,0
22642,6373187,ADD/ALT,No plan review,$19999.00,0
22708,6373188,NEW,Plan Review,$240952.00,0
23542,6373190,ADD/ALT,No plan review,$20000.00,0
20027,6373193,ADD/ALT,Plan Review,$15791945.00,0
23541,6373201,ADD/ALT,No plan review,$3500.00,0
23539,6373205,ADD/ALT,No plan review,$9352.00,0
22607,6373210,ADD/ALT,Plan Review,$300000.00,0
23496,6373220,ADD/ALT,No plan review,$6000.00,0
22629,6373233,ADD/ALT,No plan review,$10000.00,0
23537,6373235,ADD/ALT,No plan review,$10000.00,0
23263,6373244,ADD/ALT,Plan Review,$13417.00,0
21748,6373247,ADD/ALT,Plan Review,$40000.00,0
23174,6373248,ADD/ALT,Plan Review,$30000.00,0
43842,6373251,ADD/ALT,Plan Review,$0.00,0
22578,6373255,ADD/ALT,Plan Review,$275000.00,0
22742,6373259,ADD/ALT,Plan Review,$250.00,0
22685,6373261,ADD/ALT,Plan Review,$4000.00,0
22697,6373262,ADD/ALT,Plan Review,$5000.00,0
22716,6373263,ADD/ALT,Plan Review,$3500.00,0
18590,6373278,ADD/ALT,Plan Review,$1926173.00,0
22273,6373279,NEW,Plan Review,$298633.00,0
22498,6373284,ADD/ALT,Plan Review,$45000.00,0
22660,6373305,NO CONSTRUCTION,Plan Review,$25000.00,0
23519,6373325,ADD/ALT,No plan review,$80000.00,0
20893,6373336,ADD/ALT,Plan Review,$171600.00,0
22837,6373340,ADD/ALT,Plan Review,$243000.00,0
41497,6373342,ADD/ALT,Plan Review,$0.00,0
9956,6373343,ADD/ALT,No plan review,$20000.00,0
23517,6373349,ADD/ALT,No plan review,$500.00,0
42841,6373355,ADD/ALT,Plan Review,$0.00,0
22235,6373361,GRADING,Plan Review,$0.00,0
45518,6373367,ADD/ALT,Plan Review,$40232.00,0
23439,6373371,DEMOLITION,No plan review,$0.00,0
22309,6373374,ADD/ALT,Plan Review,$420000.00,0
23321,6373377,ADD/ALT,No plan review,$10000.00,0
18705,6373382,NEW,Plan Review,$693673.00,0
23511,6373392,ADD/ALT,No plan review,$20000.00,0
23490,6373396,ADD/ALT,No plan review,$20000.00,0
22445,6373399,ADD/ALT,Plan Review,$8000.00,0
22924,6373404,ADD/ALT,Plan Review,$64454.00,0
22389,6373405,NEW,Plan Review,$357543.00,0
23059,6373411,ADD/ALT,No plan review,$35000.00,0
23509,6373412,ADD/ALT,No plan review,$30000.00,0
23394,6373416,ADD/ALT,No plan review,$300000.00,0
46417,6373419,NEW,Plan Review,$0.00,0
22731,6373425,ADD/ALT,No plan review,$7500.00,0
22349,6373427,ADD/ALT,Plan Review,$40000.00,0
23114,6373428,NEW,Plan Review,$445647.00,0
23419,6373430,NEW,Plan Review,$190817.00,0
22745,6373431,ADD/ALT,Plan Review,$250000.00,0
45821,6373433,ADD/ALT,Plan Review,$0.00,0
23417,6373436,DEMOLITION,No plan review,$0.00,0
21135,6373437,ADD/ALT,Plan Review,$75000.00,0
22512,6373448,ADD/ALT,Plan Review,$210733.00,0
21929,6373460,ADD/ALT,Plan Review,$500000.00,0
20485,6373461,NEW,Plan Review,$323726.00,0
23503,6373464,ADD/ALT,No plan review,$2000.00,0
23502,6373466,ALTER,Plan Review,$200000.00,0
23501,6373467,ADD/ALT,No plan review,$60000.00,0
23500,6373469,ADD/ALT,No plan review,$9000.00,0
23499,6373470,ADD/ALT,No plan review,$10000.00,0
44994,6373477,NEW,Plan Review,$0.00,0
21741,6373478,ADD/ALT,Plan Review,$112127.00,0
20837,6373481,NEW,Plan Review,$1252863.00,0
22333,6373482,ADD/ALT,Plan Review,$50000.00,0
23498,6373486,ADD/ALT,No plan review,$8000.00,0
23497,6373492,ADD/ALT,No plan review,$50000.00,0
23412,6373505,NEW,No plan review,$5950.00,0
22220,6373513,ADD/ALT,Plan Review,$410000.00,0
23495,6373515,ALTER,Plan Review,$950000.00,0
23360,6373520,NO CONSTRUCTION,Plan Review,$0.00,0
48662,6373527,NEW,Plan Review,$0.00,0
22894,6373552,ADD/ALT,Plan Review,$82000.00,0
21063,6373556,ADD/ALT,Plan Review,$620000.00,0
19148,6373565,ADD/ALT,Plan Review,$291744.00,0
22226,6373566,ADD/ALT,Plan Review,$153000.00,0
49060,6373568,ADD/ALT,Plan Review,$0.00,0
18472,6373570,NEW,Plan Review,$485437.00,0
7376,6373573,,Plan Review,$0.00,0
23121,6373578,NEW,Plan Review,$467454.00,0
43119,6373579,ADD/ALT,Plan Review,$0.00,0
23141,6373584,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
21585,6373585,ADD/ALT,Plan Review,$75000.00,0
21706,6373587,ADD/ALT,No plan review,$100000.00,0
23380,6373588,ADD/ALT,No plan review,$36495.00,0
23485,6373590,ADD/ALT,No plan review,$74808.00,0
23284,6373591,ADD/ALT,Plan Review,$10000.00,0
23484,6373599,ADD/ALT,No plan review,$3000.00,0
23483,6373600,ADD/ALT,No plan review,$5500.00,0
22819,6373602,NEW,Plan Review,$537080.00,0
21685,6373603,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
22818,6373614,ADD/ALT,Plan Review,$70000.00,0
22154,6373615,ADD/ALT,Plan Review,$80000.00,0
22489,6373636,DEMOLITION,Plan Review,$0.00,0
22584,6373638,ADD/ALT,Plan Review,$15000.00,0
23286,6373640,ADD/ALT,No plan review,$106000.00,0
43497,6373648,NEW,Plan Review,$0.00,0
14729,6373654,ADD/ALT,Plan Review,$8400.00,0
23476,6373658,ALTER,Plan Review,$700000.00,0
23475,6373662,ADD/ALT,No plan review,$1000.00,0
23124,6373691,ADD/ALT,No plan review,$15000.00,0
21844,6373701,ADD/ALT,No plan review,$25000.00,0
23471,6373715,ADD/ALT,No plan review,$5000.00,0
23469,6373722,ADD/ALT,No plan review,$20000.00,0
22743,6373740,ADD/ALT,Plan Review,$25000.00,0
23464,6373741,DEMOLITION,No plan review,$0.00,0
23465,6373744,ADD/ALT,No plan review,$5000.00,0
22826,6373756,ADD/ALT,Plan Review,$75000.00,0
23462,6373761,DEMOLITION,No plan review,$0.00,0
23456,6373763,ADD/ALT,No plan review,$45750.00,0
20790,6373764,NEW,Plan Review,$368109.00,0
23459,6373769,ADD/ALT,No plan review,$39850.00,0
23460,6373772,ADD/ALT,No plan review,$8336.00,0
23457,6373773,ADD/ALT,No plan review,$57500.00,0
22887,6373774,ADD/ALT,No plan review,$85000.00,0
20887,6373776,NEW,Plan Review,$367070.00,0
20520,6373778,ADD/ALT,Plan Review,$175848.00,0
23411,6373799,ADD/ALT,No plan review,$7500.00,0
21852,6373802,ADD/ALT,No plan review,$8100.00,0
22835,6373808,ADD/ALT,Plan Review,$75000.00,0
23451,6373816,ADD/ALT,No plan review,$1000.00,0
23407,6373826,ADD/ALT,No plan review,$1500.00,0
22284,6373838,ADD/ALT,Plan Review,$9100.00,0
17417,6373861,ADD/ALT,Plan Review,$340000.00,0
20100,6373881,ADD/ALT,No plan review,$15000.00,0
43277,6373897,NEW,Plan Review,$0.00,0
23416,6373899,ADD/ALT,No plan review,$20000.00,0
40411,6373901,ADD/ALT,Plan Review,$0.00,0
23415,6373902,ADD/ALT,No plan review,$6000.00,0
20357,6373903,NEW,Plan Review,$339085.00,0
23399,6373906,ADD/ALT,Plan Review,$35000.00,0
23057,6373909,ADD/ALT,No plan review,$100.00,0
23186,6373919,ADD/ALT,No plan review,$102500.00,0
21930,6373926,ADD/ALT,Plan Review,$12000.00,0
23256,6373945,ADD/ALT,No plan review,$10000.00,0
22790,6373948,TEMP,Plan Review,$0.00,0
21847,6373962,ADD/ALT,Plan Review,$90000.00,0
22859,6373966,ADD/ALT,No plan review,$15000.00,0
45397,6373970,NEW,Plan Review,$0.00,0
20419,6373974,NEW,Plan Review,$377812.00,0
15126,6373985,NEW,Plan Review,$608396.00,0
40383,6373988,ADD/ALT,Plan Review,$0.00,0
23402,6373997,ADD/ALT,No plan review,$12000.00,0
21962,6374006,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
17489,6374013,NEW,Plan Review,$221255.00,0
23403,6374016,NEW,Plan Review,$4000.00,0
40329,6374028,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
23188,6374031,ADD/ALT,No plan review,$600.00,0
23352,6374035,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
42382,6374038,ADD/ALT,Plan Review,$0.00,0
18098,6374048,NEW,Plan Review,$97619.00,0
45694,6374051,NO CONSTRUCTION,No plan review,$0.00,0
20592,6374052,ADD/ALT,No plan review,$53924.00,0
23400,6374067,ADD/ALT,No plan review,$27000.00,0
23086,6374069,ADD/ALT,No plan review,$25000.00,0
22786,6374070,ADD/ALT,No plan review,$40000.00,0
23398,6374092,ADD/ALT,No plan review,$8000.00,0
23390,6374105,ADD/ALT,No plan review,$1500.00,0
23314,6374112,ADD/ALT,No plan review,$5000.00,0
22966,6374121,ADD/ALT,Plan Review,$80000.00,0
23388,6374157,ADD/ALT,No plan review,$3000.00,0
23387,6374160,ADD/ALT,No plan review,$15000.00,0
23384,6374194,DEMOLITION,No plan review,$0.00,0
21790,6374197,ADD/ALT,Plan Review,$91451.00,0
