id,Application Permit,Action Type,Work Type,Value,Location_id
2284,6481801,NEW,Plan Review,$461999.00,0
7559,6481814,ADD/ALT,No plan review,$35000.00,0
7330,6481815,DEMOLITION,No plan review,$0.00,0
40456,6481821,NEW,Plan Review,$0.00,0
7434,6481824,TEMP,Plan Review,$0.00,0
5942,6481828,ADD/ALT,Plan Review,$150000.00,0
4057,6481834,NEW,Plan Review,$27615347.00,0
40240,6481846,NEW,Plan Review,$0.00,0
5901,6481848,ADD/ALT,Plan Review,$38500.00,0
5193,6481855,DEMOLITION,No plan review,$0.00,0
6119,6481860,ADD/ALT,Plan Review,$355302.00,0
7556,6481869,ADD/ALT,No plan review,$5000.00,0
4206,6481872,ADD/ALT,Plan Review,$500000.00,0
5030,6481873,ADD/ALT,Plan Review,$2300.00,0
41851,6481892,NEW,Plan Review,$0.00,0
7538,6481894,ADD/ALT,No plan review,$7500.00,0
7089,6481895,ADD/ALT,Plan Review,$350000.00,0
5589,6481896,ADD/ALT,Plan Review,$201000.00,0
3653,6481897,ADD/ALT,Plan Review,$10000.00,0
5049,6481902,NEW,Plan Review,$615166.00,0
5184,6481903,NEW,Plan Review,$692408.00,0
4994,6481913,NEW,Plan Review,$191259.00,0
7398,6481925,ADD/ALT,No plan review,$55000.00,0
6635,6481926,ADD/ALT,Plan Review,$1500.00,0
5353,6481929,NEW,Plan Review,$413300.00,0
6505,6481930,ADD/ALT,Plan Review,$9679.00,0
46285,6481932,,Plan Review,$0.00,0
44677,6481934,,Plan Review,$0.00,0
41807,6481937,,Plan Review,$0.00,0
46382,6481938,ADD/ALT,Plan Review,$0.00,0
4948,6481940,NEW,Plan Review,$228706.00,0
7470,6481947,DEMOLITION,No plan review,$0.00,0
7552,6481960,ADD/ALT,No plan review,$13500.00,0
7372,6481961,ADD/ALT,Plan Review,$12730.00,0
7551,6481963,ADD/ALT,No plan review,$15000.00,0
4173,6481966,NEW,Plan Review,$377148.00,0
7545,6481971,ADD/ALT,No plan review,$48000.00,0
7550,6481977,ADD/ALT,No plan review,$50000.00,0
39843,6481981,NEW,Plan Review,$0.00,0
7547,6481992,ALTER,Plan Review,$5000.00,0
40282,6481993,NEW,Plan Review,$0.00,0
5828,6481995,ADD/ALT,Plan Review,$41800.00,0
5066,6481996,NEW,Plan Review,$201122.00,0
7546,6481998,ADD/ALT,No plan review,$12000.00,0
5002,6482004,NEW,Plan Review,$374975.00,0
7162,6482007,ADD/ALT,No plan review,$10000.00,0
5494,6482009,NEW,Plan Review,$374929.00,0
7544,6482010,ADD/ALT,No plan review,$25000.00,0
5576,6482014,NEW,Plan Review,$377570.00,0
7071,6482033,ADD/ALT,Plan Review,$35000.00,0
7499,6482036,ADD/ALT,Plan Review,$128641.00,0
3714,6482037,NEW,Plan Review,$760801.00,0
6719,6482039,ADD/ALT,Plan Review,$14000.00,0
7542,6482046,ADD/ALT,No plan review,$30000.00,0
7541,6482051,ALTER,Plan Review,$500000.00,0
4982,6482052,ADD/ALT,No plan review,$1000.00,0
5588,6482064,ADD/ALT,Plan Review,$350000.00,0
7535,6482073,DEMOLITION,No plan review,$0.00,0
6352,6482074,ADD/ALT,Plan Review,$50000.00,0
7020,6482078,ADD/ALT,Plan Review,$60000.00,0
7532,6482080,ADD/ALT,No plan review,$50000.00,0
7297,6482081,ADD/ALT,No plan review,$25000.00,0
5962,6482084,ADD/ALT,No plan review,$40000.00,0
6633,6482089,ADD/ALT,No plan review,$175000.00,0
6925,6482092,ADD/ALT,Plan Review,$15000.00,0
7342,6482101,ADD/ALT,No plan review,$7500.00,0
6485,6482124,ADD/ALT,Plan Review,$90129.00,0
7504,6482126,ADD/ALT,No plan review,$50000.00,0
6057,6482143,NEW,Plan Review,$337386.00,0
6876,6482145,ADD/ALT,Plan Review,$175000.00,0
7507,6482174,ADD/ALT,No plan review,$50000.00,0
7286,6482187,ADD/ALT,No plan review,$20000.00,0
7134,6482192,ADD/ALT,Plan Review,$475000.00,0
7392,6482193,ADD/ALT,No plan review,$168900.00,0
6309,6482194,ADD/ALT,No plan review,$75000.00,0
40220,6482198,NEW,Plan Review,$0.00,0
42770,6482200,NEW,Plan Review,$0.00,0
5580,6482213,NEW,Plan Review,$248163.00,0
6271,6482219,DEMOLITION,Plan Review,$0.00,0
4522,6482228,ADD/ALT,No plan review,$250000.00,0
7503,6482231,ADD/ALT,No plan review,$15000.00,0
6899,6482233,ADD/ALT,Plan Review,$7318.00,0
7468,6482237,DEMOLITION,No plan review,$0.00,0
3701,6482245,NEW,Plan Review,$396792.00,0
3804,6482256,ADD/ALT,Plan Review,$20000.00,0
4843,6482258,ADD/ALT,Plan Review,$78316.00,0
6126,6482261,ADD/ALT,No plan review,$2000.00,0
7502,6482266,ADD/ALT,No plan review,$2000.00,0
7065,6482267,ADD/ALT,No plan review,$15000.00,0
44873,6482292,ADD/ALT,Plan Review,$0.00,0
7498,6482294,ADD/ALT,No plan review,$40000.00,0
7496,6482296,ADD/ALT,No plan review,$55000.00,0
6221,6482304,ADD/ALT,No plan review,$375000.00,0
7495,6482305,ADD/ALT,No plan review,$2000.00,0
7493,6482308,ADD/ALT,No plan review,$12000.00,0
6886,6482309,ADD/ALT,No plan review,$61064.00,0
7494,6482311,ADD/ALT,No plan review,$2000.00,0
47425,6482317,NEW,Plan Review,$0.00,0
7469,6482320,DEMOLITION,No plan review,$0.00,0
7149,6482321,NEW,Plan Review,$96262.00,0
7403,6482327,DEMOLITION,No plan review,$0.00,0
44571,6482337,ADD/ALT,Plan Review,$0.00,0
42101,6482347,NEW,Plan Review,$0.00,0
7489,6482350,ADD/ALT,No plan review,$15000.00,0
6664,6482366,NEW,Plan Review,$308223.00,0
2636,6482370,ADD/ALT,Plan Review,$15000.00,0
7426,6482372,DEMOLITION,No plan review,$0.00,0
7294,6482385,ADD/ALT,No plan review,$25000.00,0
40086,6482397,ADD/ALT,Plan Review,$0.00,0
5831,6482398,ADD/ALT,Plan Review,$137020.00,0
6625,6482400,ADD/ALT,Plan Review,$35000.00,0
6687,6482401,ADD/ALT,Plan Review,$25000.00,0
5359,6482402,ADD/ALT,No plan review,$120000.00,0
5603,6482404,ADD/ALT,Plan Review,$162518.00,0
5515,6482405,ADD/ALT,Plan Review,$30000.00,0
7405,6482406,DEMOLITION,No plan review,$0.00,0
3986,6482407,NEW,Plan Review,$68108.00,0
5753,6482415,ADD/ALT,Plan Review,$211238.00,0
5220,6482430,ADD/ALT,Plan Review,$121772.00,0
7402,6482451,ADD/ALT,Plan Review,$1000.00,0
6354,6482456,ADD/ALT,Plan Review,$55750.00,0
7073,6482462,ADD/ALT,Plan Review,$73000.00,0
5972,6482466,ADD/ALT,Plan Review,$300000.00,0
7465,6482474,ADD/ALT,No plan review,$70000.00,0
7467,6482476,ALTER,Plan Review,$474000.00,0
1010,6482483,ADD/ALT,Plan Review,$8500.00,0
7135,6482490,TEMP,Plan Review,$0.00,0
7464,6482497,ADD/ALT,No plan review,$25000.00,0
6976,6482500,ADD/ALT,No plan review,$70000.00,0
5858,6482503,ADD/ALT,Plan Review,$120000.00,0
7462,6482504,ADD/ALT,No plan review,$13000.00,0
7463,6482510,ALTER,Plan Review,$62500.00,0
7460,6482517,ADD/ALT,No plan review,$113500.00,0
7461,6482519,ADD/ALT,No plan review,$2000.00,0
2234,6482530,ADD/ALT,Plan Review,$35000.00,0
7457,6482538,ADD/ALT,No plan review,$5000.00,0
4237,6482539,ADD/ALT,Plan Review,$96000.00,0
3729,6482551,ADD/ALT,Plan Review,$488332.00,0
46762,6482552,NEW,Plan Review,$0.00,0
7450,6482554,ADD/ALT,No plan review,$3000.00,0
6570,6482557,NEW,Plan Review,$423706.00,0
4714,6482559,NEW,Plan Review,$168457.00,0
7451,6482560,ALTER,Plan Review,$275000.00,0
6048,6482563,ADD/ALT,Plan Review,$80000.00,0
6002,6482566,ADD/ALT,Plan Review,$200000.00,0
49397,6482569,NEW,Plan Review,$0.00,0
5461,6482575,NEW,Plan Review,$427306.00,0
49415,6482576,ADD/ALT,Plan Review,$0.00,0
7309,6482581,ADD/ALT,No plan review,$21000.00,0
6509,6482587,NEW,Plan Review,$250284.00,0
5180,6482588,NEW,Plan Review,$251172.00,0
5047,6482589,ADD/ALT,Plan Review,$300000.00,0
6323,6482590,NEW,Plan Review,$240265.00,0
5594,6482597,NEW,Plan Review,$285229.00,0
5752,6482599,ADD/ALT,Plan Review,$41515.00,0
39854,6482640,NEW,Plan Review,$0.00,0
5990,6482657,ADD/ALT,Plan Review,$100000.00,0
7445,6482658,ADD/ALT,No plan review,$3000.00,0
43067,6482659,ADD/ALT,No plan review,$126993.00,0
7444,6482662,ADD/ALT,No plan review,$52500.00,0
45018,6482663,,Plan Review,$0.00,0
7435,6482673,ADD/ALT,Plan Review,$10300.00,0
7442,6482674,ADD/ALT,No plan review,$20000.00,0
5750,6482687,ADD/ALT,Plan Review,$570000.00,0
4361,6482690,ADD/ALT,Plan Review,$13000.00,0
48723,6482694,NEW,Plan Review,$0.00,0
41753,6482700,ADD/ALT,Plan Review,$0.00,0
5924,6482701,ADD/ALT,Plan Review,$130000.00,0
5734,6482703,NEW,Plan Review,$906368.00,0
7440,6482725,ADD/ALT,No plan review,$5000.00,0
6016,6482726,NEW,Plan Review,$2100000.00,0
7343,6482736,DEMOLITION,No plan review,$0.00,0
48915,6482738,ADD/ALT,Plan Review,$0.00,0
7439,6482739,ALTER,Plan Review,$15000.00,0
7436,6482751,ALTER,Plan Review,$75000.00,0
7433,6482753,ALTER,Plan Review,$125000.00,0
7379,6482763,ADD/ALT,Plan Review,$10300.00,0
6103,6482772,ADD/ALT,Plan Review,$23618.00,0
7431,6482796,ADD/ALT,No plan review,$5000.00,0
7430,6482804,ADD/ALT,No plan review,$200000.00,0
7007,6482805,ADD/ALT,No plan review,$164848.00,0
7084,6482831,ADD/ALT,No plan review,$55000.00,0
7173,6482837,ADD/ALT,Plan Review,$9000.00,0
5483,6482856,ADD/ALT,Plan Review,$879838.00,0
47778,6482858,ADD/ALT,Plan Review,$0.00,0
5774,6482860,DEMOLITION,No plan review,$0.00,0
6437,6482872,ADD/ALT,No plan review,$390000.00,0
32472,6482874,NEW,Plan Review,$0.00,0
5729,6482876,ADD/ALT,Plan Review,$39220.00,0
5292,6482879,ADD/ALT,Plan Review,$300000.00,0
44957,6482885,NEW,Plan Review,$0.00,0
45211,6482888,NEW,Plan Review,$0.00,0
7395,6482890,ADD/ALT,No plan review,$30000.00,0
4748,6482894,NEW,Plan Review,$520589.00,0
45955,6482903,ADD/ALT,No plan review,$500.00,0
5003,6482905,NEW,Plan Review,$354022.00,0
20539,6482912,ADD/ALT,Plan Review,$0.00,0
47446,6482916,NEW,Plan Review,$0.00,0
7005,6482917,ADD/ALT,Plan Review,$45000.00,0
7399,6482922,ADD/ALT,No plan review,$0.00,0
4695,6482924,NEW,Plan Review,$562452.00,0
7397,6482935,ADD/ALT,No plan review,$0.00,0
7396,6482945,ADD/ALT,No plan review,$0.00,0
31676,6482949,ADD/ALT,Plan Review,$0.00,0
41000,6482954,,Plan Review,$0.00,0
41281,6482956,,Plan Review,$0.00,0
7394,6482957,ALTER,Plan Review,$375000.00,0
7393,6482958,ADD/ALT,No plan review,$25000.00,0
7210,6482973,ADD/ALT,No plan review,$10000.00,0
7389,6482981,ADD/ALT,No plan review,$29000.00,0
6109,6482982,ADD/ALT,Plan Review,$20000.00,0
40664,6482986,ADD/ALT,Plan Review,$0.00,0
7047,6482990,ADD/ALT,No plan review,$30000.00,0
48061,6483002,ADD/ALT,Plan Review,$35000.00,0
50316,6483008,TEMP,Plan Review,$0.00,0
2817,6483012,ADD/ALT,Plan Review,$1583000.00,0
7390,6483014,ADD/ALT,No plan review,$3800.00,0
40507,6483046,ADD/ALT,Plan Review,$0.00,0
7080,6483050,NO CONSTRUCTION,Plan Review,$0.00,0
5491,6483057,GRADING,Plan Review,$0.00,0
49637,6483066,ALTER,Plan Review,$1034009.00,0
49636,6483067,ALTER,Plan Review,$1034009.00,0
7388,6483068,ALTER,Plan Review,$488116.88,0
7382,6483072,NEW,Plan Review,$212660.00,0
7381,6483073,NEW,Plan Review,$222735.00,0
7383,6483093,DEMOLITION,No plan review,$0.00,0
7290,6483095,ADD/ALT,No plan review,$180000.00,0
6617,6483097,ADD/ALT,No plan review,$3000.00,0
5021,6483100,ADD/ALT,Plan Review,$448515.00,0
5591,6483111,ADD/ALT,Plan Review,$5000.00,0
6191,6483117,ADD/ALT,Plan Review,$110000.00,0
47177,6483121,ADD/ALT,Plan Review,$45000.00,0
7371,6483131,ADD/ALT,No plan review,$10000.00,0
5481,6483137,ADD/ALT,Plan Review,$383961.00,0
7285,6483150,ADD/ALT,No plan review,$13645.00,0
7357,6483152,ALTER,Plan Review,$0.00,0
7368,6483154,ADD/ALT,No plan review,$72560.00,0
2781,6483156,ADD/ALT,Plan Review,$1000.00,0
43972,6483173,DEMOLITION,No plan review,$0.00,0
6906,6483181,ADD/ALT,No plan review,$45000.00,0
6246,6483187,ADD/ALT,Plan Review,$35000.00,0
7365,6483192,ADD/ALT,No plan review,$30000.00,0
7355,6483198,ADD/ALT,No plan review,$109000.00,0
7366,6483199,ADD/ALT,No plan review,$2000.00,0
7364,6483208,ALTER,Plan Review,$175000.00,0
7361,6483221,ADD/ALT,No plan review,$8000.00,0
7360,6483233,ADD/ALT,No plan review,$60000.00,0
7359,6483239,ALTER,Plan Review,$100000.00,0
7356,6483250,ADD/ALT,No plan review,$150000.00,0
5748,6483256,ADD/ALT,Plan Review,$50000.00,0
40085,6483269,ADD/ALT,Plan Review,$0.00,0
6185,6483276,ADD/ALT,Plan Review,$245000.00,0
7352,6483281,ADD/ALT,No plan review,$9000.00,0
5105,6483315,ADD/ALT,Plan Review,$821000.00,0
7331,6483318,DEMOLITION,No plan review,$0.00,0
7351,6483324,ADD/ALT,No plan review,$20000.00,0
7339,6483335,ADD/ALT,No plan review,$2500.00,0
7346,6483341,ADD/ALT,No plan review,$3000.00,0
4112,6483350,ADD/ALT,Plan Review,$96141.00,0
6730,6483373,NEW,Plan Review,$387938.00,0
6789,6483374,NEW,Plan Review,$176653.00,0
6507,6483381,ADD/ALT,No plan review,$12000.00,0
5611,6483391,NEW,Plan Review,$473421.00,0
7222,6483393,ADD/ALT,No plan review,$25000.00,0
50300,6483419,NO CONSTRUCTION,Plan Review,$0.00,0
6425,6483443,ADD/ALT,Plan Review,$5100.00,0
7272,6483446,NEW,Plan Review,$246890.00,0
7270,6483447,NEW,Plan Review,$246890.00,0
6487,6483453,ADD/ALT,Plan Review,$4350.00,0
6813,6483457,ADD/ALT,Plan Review,$35000.00,0
7240,6483458,DEMOLITION,No plan review,$0.00,0
7241,6483460,DEMOLITION,No plan review,$0.00,0
5415,6483470,ADD/ALT,Plan Review,$117229.00,0
7327,6483472,ADD/ALT,No plan review,$8000.00,0
7322,6483484,ADD/ALT,No plan review,$4045.00,0
4992,6483486,ADD/ALT,Plan Review,$65151.00,0
7016,6483494,ADD/ALT,Plan Review,$3350.00,0
3821,6483496,ADD/ALT,No plan review,$10000.00,0
6796,6483497,ADD/ALT,No plan review,$45000.00,0
7324,6483498,ADD/ALT,No plan review,$15000.00,0
7325,6483505,ADD/ALT,No plan review,$65000.00,0
4681,6483511,ADD/ALT,Plan Review,$250000.00,0
13777,6483512,NEW,Plan Review,$0.00,0
4691,6483517,ADD/ALT,Plan Review,$250000.00,0
7323,6483518,ADD/ALT,No plan review,$13000.00,0
7319,6483528,ADD/ALT,No plan review,$26575.00,0
5685,6483533,ADD/ALT,No plan review,$25000.00,0
7320,6483539,DEMOLITION,No plan review,$0.00,0
42196,6483542,NEW,Plan Review,$0.00,0
7318,6483548,ADD/ALT,No plan review,$47000.00,0
7192,6483552,ADD/ALT,Plan Review,$35500.00,0
5252,6483560,NEW,Plan Review,$507756.00,0
45223,6483566,ADD/ALT,Plan Review,$0.00,0
5699,6483568,ADD/ALT,Plan Review,$78000.00,0
7313,6483569,ADD/ALT,No plan review,$25000.00,0
7310,6483570,ALTER,Plan Review,$350000.00,0
48853,6483573,ADD/ALT,Plan Review,$0.00,0
5805,6483576,ADD/ALT,Plan Review,$338585.00,0
7338,6483579,ADD/ALT,Plan Review,$15000.00,0
7308,6483599,NEW,Plan Review,$227423.00,0
7307,6483600,NEW,Plan Review,$227423.00,0
7306,6483601,NEW,Plan Review,$227423.00,0
49154,6483602,ADD/ALT,Plan Review,$0.00,0
7304,6483604,DEMOLITION,No plan review,$0.00,0
3847,6483608,NEW,Plan Review,$1117164.00,0
5027,6483616,NEW,Plan Review,$228202.00,0
7271,6483620,NEW,Plan Review,$451248.00,0
43575,6483625,ADD/ALT,Plan Review,$0.00,0
43576,6483627,ADD/ALT,Plan Review,$0.00,0
6001,6483631,NEW,Plan Review,$412503.00,0
6808,6483642,ADD/ALT,Plan Review,$10000.00,0
5219,6483645,NEW,Plan Review,$385341.00,0
5506,6483646,ADD/ALT,Plan Review,$115879.00,0
7303,6483650,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7301,6483669,ALTER,Plan Review,$236000.00,0
7299,6483685,ADD/ALT,No plan review,$5000.00,0
7239,6483686,DEMOLITION,No plan review,$0.00,0
7238,6483687,DEMOLITION,No plan review,$0.00,0
7300,6483698,ADD/ALT,No plan review,$4100.00,0
44409,6483700,ADD/ALT,Plan Review,$0.00,0
7295,6483704,ADD/ALT,No plan review,$15000.00,0
4735,6483712,DEMOLITION,No plan review,$0.00,0
6143,6483730,ADD/ALT,Plan Review,$25000.00,0
7291,6483731,ADD/ALT,No plan review,$23000.00,0
7292,6483735,ALTER,Plan Review,$142280.00,0
4777,6483742,NEW,Plan Review,$110222.00,0
1485,6483743,NEW,Plan Review,$4507378.00,0
6321,6483763,ADD/ALT,Plan Review,$4700.00,0
6755,6483765,ADD/ALT,No plan review,$6000.00,0
7289,6483766,ALTER,Plan Review,$469200.00,0
2445,6483772,NEW,Plan Review,$487683.00,0
48564,6483775,ADD/ALT,Plan Review,$0.00,0
4749,6483776,ADD/ALT,Plan Review,$250000.00,0
7275,6483791,NEW,Plan Review,$370417.00,0
7274,6483792,NEW,Plan Review,$185329.00,0
7273,6483793,NEW,Plan Review,$224887.00,0
26,6483796,DEMOLITION,No plan review,$0.00,0
6894,6483809,ADD/ALT,Plan Review,$190000.00,0
4826,6483810,NEW,Plan Review,$347850.00,0
4242,6483812,ADD/ALT,Plan Review,$28800.00,0
4245,6483817,DEMOLITION,No plan review,$0.00,0
6416,6483831,DEMOLITION,No plan review,$0.00,0
6893,6483833,ADD/ALT,Plan Review,$190000.00,0
3615,6483834,NEW,Plan Review,$191672.00,0
7125,6483839,DEMOLITION,No plan review,$0.00,0
42285,6483844,NEW,Plan Review,$0.00,0
5839,6483854,NEW,Plan Review,$242950.00,0
7242,6483855,DEMOLITION,No plan review,$0.00,0
7244,6483857,DEMOLITION,No plan review,$0.00,0
6678,6483858,NEW,Plan Review,$445809.00,0
4993,6483861,ADD/ALT,Plan Review,$3500000.00,0
7202,6483862,NEW,Plan Review,$251594.00,0
7204,6483863,NEW,Plan Review,$264945.00,0
7230,6483864,NEW,Plan Review,$285998.00,0
7228,6483865,NEW,Plan Review,$285998.00,0
7195,6483866,DEMOLITION,No plan review,$0.00,0
7223,6483867,DEMOLITION,No plan review,$0.00,0
46657,6483876,NEW,Plan Review,$0.00,0
7279,6483880,DEMOLITION,No plan review,$0.00,0
26055,6483891,ADD/ALT,Plan Review,$0.00,0
1416,6483893,ADD/ALT,Plan Review,$15000.00,0
7220,6483904,DEMOLITION,No plan review,$0.00,0
7262,6483923,ADD/ALT,Plan Review,$885000.00,0
7043,6483945,ADD/ALT,No plan review,$12000.00,0
3132,6483947,ADD/ALT,Plan Review,$187642.00,0
7077,6483951,ADD/ALT,Plan Review,$212114.00,0
4428,6483953,NEW,Plan Review,$290719.00,0
4952,6483955,NEW,Plan Review,$407066.00,0
7259,6483964,ADD/ALT,No plan review,$4000.00,0
7237,6483971,ADD/ALT,No plan review,$0.00,0
7251,6483973,ADD/ALT,No plan review,$30000.00,0
7248,6483975,ALTER,Plan Review,$194220.00,0
4419,6483988,ADD/ALT,Plan Review,$65000.00,0
4877,6483989,NEW,Plan Review,$328391.00,0
6362,6483993,ADD/ALT,No plan review,$50000.00,0
5029,6483996,NEW,Plan Review,$328391.00,0
6499,6484016,ADD/ALT,No plan review,$2700.00,0
7105,6484025,ADD/ALT,No plan review,$81000.00,0
4704,6484028,ADD/ALT,Plan Review,$75000.00,0
49357,6484039,ADD/ALT,Plan Review,$0.00,0
3785,6484048,ADD/ALT,Plan Review,$442432.00,0
6388,6484051,ADD/ALT,No plan review,$3300.00,0
7128,6484060,NEW,Plan Review,$211242.00,0
7233,6484072,ADD/ALT,No plan review,$50000.00,0
40019,6484076,NEW,Plan Review,$0.00,0
1540,6484079,ADD/ALT,Plan Review,$346857.00,0
6710,6484099,NEW,Plan Review,$354130.00,0
46798,6484102,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
7219,6484110,ADD/ALT,No plan review,$3000.00,0
7066,6484114,ADD/ALT,No plan review,$80000.00,0
7209,6484116,TEMP,No plan review,$20000.00,0
5325,6484119,NEW,Plan Review,$247605.00,0
2245,6484120,NEW,Plan Review,$628193.00,0
5767,6484122,ADD/ALT,Plan Review,$50000.00,0
5271,6484123,NEW,Plan Review,$584875.00,0
4170,6484124,NEW,Plan Review,$498427.00,0
5550,6484132,ADD/ALT,Plan Review,$200000.00,0
7041,6484135,ADD/ALT,No plan review,$12000.00,0
4154,6484157,NEW,Plan Review,$660000.00,0
3196,6484158,ADD/ALT,Plan Review,$444630.00,0
46781,6484172,NEW,Plan Review,$0.00,0
4761,6484192,NEW,Plan Review,$316187.00,0
4876,6484193,NEW,Plan Review,$477704.00,0
5760,6484198,ADD/ALT,Plan Review,$30000.00,0
5761,6484199,ADD/ALT,Plan Review,$47500.00,0
5253,6484201,ADD/ALT,Plan Review,$195084.00,0
7104,6484204,ADD/ALT,No plan review,$20000.00,0
6819,6484207,ADD/ALT,No plan review,$26000.00,0
5643,6484213,ADD/ALT,No plan review,$300000.00,0
6916,6484220,ADD/ALT,No plan review,$23000.00,0
6532,6484246,ADD/ALT,No plan review,$4494.00,0
7208,6484252,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
3101,6484269,DEMOLITION,No plan review,$0.00,0
1478,6484272,ADD/ALT,Plan Review,$116883.00,0
4733,6484273,ADD/ALT,Plan Review,$80000.00,0
7157,6484279,ADD/ALT,No plan review,$20000.00,0
4912,6484286,NEW,Plan Review,$1134112.00,0
152,6484290,NEW,Plan Review,$353773.00,0
2841,6484292,ADD/ALT,Plan Review,$128000.00,0
7191,6484296,ADD/ALT,Plan Review,$35500.00,0
464,6484299,ADD/ALT,No plan review,$75000.00,0
5549,6484308,ADD/ALT,Plan Review,$110000.00,0
7118,6484312,ADD/ALT,No plan review,$9500.00,0
40313,6484323,,Plan Review,$0.00,0
41078,6484343,NEW,Plan Review,$0.00,0
7186,6484350,DEMOLITION,No plan review,$0.00,0
7184,6484368,NEW,Plan Review,$204036.00,0
6474,6484371,ADD/ALT,No plan review,$10000.00,0
1992,6484373,ADD/ALT,Plan Review,$105472.00,0
43594,6484376,ADD/ALT,Plan Review,$0.00,0
7161,6484378,ADD/ALT,No plan review,$20000.00,0
5647,6484383,ADD/ALT,Plan Review,$205080.00,0
5157,6484385,NEW,Plan Review,$405429.00,0
4779,6484390,ADD/ALT,Plan Review,$180000.00,0
40207,6484391,NEW,Plan Review,$0.00,0
6493,6484392,ADD/ALT,No plan review,$105000.00,0
3247,6484393,ADD/ALT,Plan Review,$82000.00,0
5418,6484396,ADD/ALT,Plan Review,$110000.00,0
5079,6484398,ADD/ALT,Plan Review,$5000.00,0
7179,6484421,ADD/ALT,No plan review,$76044.00,0
7160,6484430,TEMP,No plan review,$1850.00,0
7177,6484436,ALTER,Plan Review,$85000.00,0
7174,6484437,ALTER,Plan Review,$85000.00,0
7165,6484438,ALTER,Plan Review,$85000.00,0
7172,6484439,ALTER,Plan Review,$85000.00,0
7170,6484440,ALTER,Plan Review,$85000.00,0
7168,6484441,ALTER,Plan Review,$85000.00,0
7166,6484442,ALTER,Plan Review,$85000.00,0
7085,6484444,ADD/ALT,No plan review,$0.00,0
3134,6484451,NEW,Plan Review,$406212.00,0
6903,6484466,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,0
5489,6484475,ADD/ALT,Plan Review,$200000.00,0
7107,6484479,DEMOLITION,No plan review,$0.00,0
48909,6484482,ADD/ALT,Plan Review,$0.00,0
7164,6484489,ADD/ALT,No plan review,$15000.00,0
7163,6484496,ADD/ALT,No plan review,$36000.00,0
45833,6484504,ADD/ALT,Plan Review,$0.00,0
6229,6484505,ADD/ALT,Plan Review,$1.00,0
42826,6484513,NEW,Plan Review,$0.00,0
5324,6484520,ADD/ALT,Plan Review,$84935.00,0
44750,6484530,DEMOLITION,No plan review,$254136.00,0
7158,6484532,ADD/ALT,No plan review,$39339.00,0
7159,6484535,ADD/ALT,No plan review,$7000.00,0
7150,6484543,DEMOLITION,No plan review,$0.00,0
7148,6484546,ADD/ALT,No plan review,$3000.00,0
7145,6484547,DEMOLITION,No plan review,$0.00,0
7124,6484580,DEMOLITION,No plan review,$0.00,0
7146,6484585,ADD/ALT,No plan review,$10000.00,0
3858,6484586,ADD/ALT,Plan Review,$21165000.00,0
6503,6484589,ADD/ALT,Plan Review,$75000.00,0
4723,6484590,ADD/ALT,No plan review,$24000.00,0
49623,6484595,ADD/ALT,Plan Review,$0.00,0
