id,application_permit,action_type,work_type,value,location_id 
26592,6353671,DEMOLITION,No plan review,$0.00,26592
26550,6353759,ADD/ALT,Plan Review,$6000.00,48801
25226,6353779,ADD/ALT,Plan Review,$685000.00,25226
26578,6353798,ADD/ALT,No plan review,$35000.00,26578
26254,6353822,ADD/ALT,Plan Review,$27000.00,47626
25829,6353860,NEW,Plan Review,$23912.00,45539
25167,6354052,ADD/ALT,Plan Review,$350000.00,25167
25534,6354061,ADD/ALT,Plan Review,$46000.00,25534
26527,6354173,DEMOLITION,No plan review,$0.00,26527
25584,6354239,NEW,Plan Review,$300292.00,40361
26357,6354273,ADD/ALT,No plan review,$15000.00,26357
26058,6354362,NEW,Plan Review,$143913.00,26058
24922,6354391,ADD/ALT,Plan Review,$35404.00,26674
23523,6354398,NEW,Plan Review,$389781.00,23523
26211,6354438,ADD/ALT,Plan Review,$24016.00,26334
26475,6354447,DEMOLITION,No plan review,$0.00,26475
24422,6354524,ADD/ALT,Plan Review,$20167.00,49328
26078,6354586,ADD/ALT,No plan review,$15304.00,26078
24247,6354626,ADD/ALT,Plan Review,$12679.00,45408
26463,6354654,ADD/ALT,No plan review,$10500.00,26463
45874,6354676,ADD/ALT,Plan Review,$0.00,45874
46326,6354746,ADD/ALT,Plan Review,$0.00,46326
26426,6354777,ADD/ALT,Plan Review,$8000.00,26426
45108,6354883,ADD/ALT,Plan Review,$0.00,45108
22298,6354888,NEW,Plan Review,$58032408.00,50206
12756,6354902,NEW,Plan Review,$2825161.00,47320
48164,6354914,,Plan Review,$0.00,48164
24518,6354941,ADD/ALT,Plan Review,$334000.00,24518
49672,6354959,ADD/ALT,Plan Review,$0.00,49672
26419,6355004,ADD/ALT,No plan review,$102600.00,26419
26413,6355058,ADD/ALT,No plan review,$75000.00,34236
26405,6355091,DEMOLITION,No plan review,$0.00,26405
25003,6355122,NEW,Plan Review,$279432.00,25003
25526,6355123,ADD/ALT,Plan Review,$2000.00,25526
25703,6355142,ADD/ALT,Plan Review,$15000.00,46277
25298,6355188,ADD/ALT,Plan Review,$1155210.00,41830
26383,6355203,NEW,Plan Review,$30726.00,46267
26372,6355206,ADD/ALT,Plan Review,$574009.00,46267
25073,6355229,ADD/ALT,Plan Review,$15000.00,41135
25396,6355271,ADD/ALT,Plan Review,$75000.00,25396
26220,6355300,NEW,Plan Review,$371802.00,26220
24703,6355345,ADD/ALT,Plan Review,$200000.00,24703
26361,6355346,DEMOLITION,No plan review,$0.00,46165
22280,6355354,NEW,Plan Review,$286462.00,22280
25505,6355365,ADD/ALT,Plan Review,$150000.00,31348
23299,6355410,ADD/ALT,Plan Review,$45000.00,23300
23300,6355413,ADD/ALT,Plan Review,$125000.00,23300
10234,6355450,ADD/ALT,Plan Review,$0.00,24971
26331,6355499,ADD/ALT,No plan review,$20000.00,26331
26334,6355613,ADD/ALT,Plan Review,$3400.00,26334
24655,6355807,ADD/ALT,Plan Review,$85000.00,24655
24076,6355859,DEMOLITION,Plan Review,$0.00,25777
25515,6355905,ADD/ALT,Plan Review,$108515.00,25515
24859,6355907,NEW,Plan Review,$471415.00,24860
26243,6355933,NEW,Plan Review,$192942.00,26244
25719,6355964,ADD/ALT,Plan Review,$15000.00,43108
26299,6356016,ADD/ALT,No plan review,$80000.00,28229
25115,6356030,NEW,Plan Review,$445543.00,25115
41839,6356095,NEW,Plan Review,$0.00,41840
31316,6356260,,Plan Review,$0.00,42303
31074,6356262,,Plan Review,$0.00,42303
31058,6356263,,Plan Review,$0.00,42303
42300,6356267,,Plan Review,$0.00,42303
25164,6356422,NEW,Plan Review,$209716.00,25194
26116,6356461,ADD/ALT,No plan review,$125000.00,26116
23316,6356625,ADD/ALT,Plan Review,$50000.00,23316
25429,6356807,ADD/ALT,Plan Review,$40000.00,42567
24429,6356816,ADD/ALT,Plan Review,$350000.00,24429
26169,6356836,ADD/ALT,No plan review,$25000.00,26169
26157,6356888,ADD/ALT,No plan review,$3000.00,40773
21868,6356901,DEMOLITION,No plan review,$0.00,21868
26128,6356958,DEMOLITION,No plan review,$0.00,27102
26149,6356990,ADD/ALT,No plan review,$4200.00,26149
25899,6356992,ADD/ALT,Plan Review,$1000.00,25899
19940,6357057,ADD/ALT,Plan Review,$101000.00,45119
25781,6357091,ADD/ALT,No plan review,$15000.00,25781
25119,6357271,ADD/ALT,Plan Review,$40000.00,47286
43526,6357304,ADD/ALT,Plan Review,$0.00,43526
25153,6357420,ADD/ALT,Plan Review,$30000.00,25153
24596,6357446,ADD/ALT,Plan Review,$99683.00,24596
26081,6357448,ADD/ALT,No plan review,$35000.00,26081
25699,6357525,ADD/ALT,Plan Review,$15000.00,25699
23245,6357548,ADD/ALT,Plan Review,$107503.00,23245
26019,6357570,ADD/ALT,Plan Review,$4350.00,26019
26017,6357585,ADD/ALT,Plan Review,$5050.00,26017
25647,6357607,ADD/ALT,Plan Review,$20000.00,25647
25990,6357619,NEW,Plan Review,$343899.00,25990
40528,6357660,NEW,Plan Review,$0.00,40528
24037,6357707,ADD/ALT,Plan Review,$55577.00,32659
24616,6357834,DEMOLITION,No plan review,$0.00,25979
15281,6357843,NEW,Plan Review,$446818.00,15287
26006,6357854,ADD/ALT,No plan review,$42333.00,26006
25878,6357885,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,41994
25999,6357892,ADD/ALT,No plan review,$10000.00,26019
24951,6357959,NEW,Plan Review,$224630.00,24951
24946,6357963,NEW,Plan Review,$224630.00,24946
25918,6357986,DEMOLITION,No plan review,$0.00,25918
24945,6357994,NEW,Plan Review,$224630.00,24945
25964,6358031,NEW,Plan Review,$10500.00,49994
47858,6358046,ADD/ALT,No plan review,$0.00,47858
25974,6358052,ADD/ALT,No plan review,$39750.00,25974
25968,6358086,ADD/ALT,No plan review,$30000.00,25968
25722,6358210,ADD/ALT,Plan Review,$1000.00,25722
25388,6358219,ADD/ALT,Plan Review,$75000.00,48756
24563,6358227,ADD/ALT,Plan Review,$70000.00,24563
24628,6358230,ADD/ALT,Plan Review,$150000.00,30406
22459,6358237,ADD/ALT,Plan Review,$25000.00,22459
24615,6358253,ADD/ALT,No plan review,$65000.00,24615
25930,6358259,DEMOLITION,Plan Review,$0.00,25930
25944,6358287,ADD/ALT,No plan review,$35000.00,25944
41909,6358313,NEW,Plan Review,$0.00,41909
25938,6358326,ADD/ALT,No plan review,$36810.00,25938
25218,6358339,ADD/ALT,Plan Review,$65000.00,32077
21574,6358695,NEW,Plan Review,$659635.00,21574
23292,6358712,DEMOLITION,No plan review,$0.00,25830
24122,6358746,NEW,Plan Review,$352082.00,24122
24888,6358782,ADD/ALT,Plan Review,$50000.00,24888
44280,6358806,ADD/ALT,Plan Review,$0.00,44280
22797,6358875,NEW,Plan Review,$628496.00,40573
50260,6359090,ADD/ALT,Plan Review,$0.00,50261
24881,6359134,ADD/ALT,Plan Review,$325000.00,24881
25834,6359152,ADD/ALT,No plan review,$18000.00,25834
23209,6359195,ADD/ALT,No plan review,$11000.00,23209
25673,6359198,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,25814
25786,6359201,ADD/ALT,No plan review,$11000.00,25786
25812,6359216,ALTER,Plan Review,$266240.00,37387
25459,6359228,ADD/ALT,No plan review,$60000.00,33644
25697,6359300,ADD/ALT,Plan Review,$13300.00,25697
24107,6359301,ADD/ALT,Plan Review,$95000.00,24107
20347,6359336,ADD/ALT,Plan Review,$750000.00,23232
20197,6359455,NEW,Plan Review,$2020841.00,20197
23677,6359479,NEW,Plan Review,$421629.00,23677
25772,6359515,NEW,Plan Review,$322157.00,40838
25770,6359524,DEMOLITION,No plan review,$0.00,40838
25760,6359575,ADD/ALT,No plan review,$11200.00,25760
25385,6359581,ADD/ALT,No plan review,$3000.00,36945
25546,6359634,ADD/ALT,Plan Review,$20000.00,46639
24039,6359647,ADD/ALT,Plan Review,$250150.00,24039
25706,6359696,ADD/ALT,Plan Review,$3500.00,25892
23243,6359722,ADD/ALT,Plan Review,$252000.00,23243
25465,6359742,ADD/ALT,No plan review,$35000.00,28584
25347,6359783,DEMOLITION,No plan review,$0.00,26682
25744,6359786,ADD/ALT,No plan review,$1000.00,42207
25735,6359813,ADD/ALT,No plan review,$17850.00,25735
25714,6359936,ADD/ALT,No plan review,$85000.00,25714
25624,6360124,ADD/ALT,No plan review,$7506.00,44280
22398,6360180,ADD/ALT,Plan Review,$60000.00,36645
25374,6360193,ADD/ALT,Plan Review,$51000.00,48207
25671,6360222,ADD/ALT,No plan review,$6000.00,28205
44062,6360266,GRADING,Plan Review,$0.00,44062
25660,6360285,ADD/ALT,No plan review,$12285.00,25660
23136,6360320,ADD/ALT,Plan Review,$200000.00,50034
25602,6360346,ADD/ALT,No plan review,$8000.00,25717
40866,6360365,,Plan Review,$0.00,40866
23105,6360451,ADD/ALT,No plan review,$40000.00,23105
22751,6360551,DEMOLITION,No plan review,$0.00,22751
25026,6360556,NEW,Plan Review,$5865970.00,42472
21915,6360594,ADD/ALT,Plan Review,$425000.00,21915
25612,6360617,ADD/ALT,No plan review,$10000.00,25612
25529,6360644,DEMOLITION,No plan review,$0.00,27316
24731,6360751,NEW,Plan Review,$300000.00,24731
24157,6360817,ADD/ALT,Plan Review,$80000.00,24157
24127,6360880,ADD/ALT,Plan Review,$48000.00,24127
23557,6361059,NEW,Plan Review,$337656.00,23557
21813,6361120,ADD/ALT,Plan Review,$129555.00,21813
22890,6361123,ADD/ALT,No plan review,$12000.00,46931
24203,6361131,ADD/ALT,Plan Review,$30000.00,24203
22626,6361140,NEW,Plan Review,$237704.00,22626
24277,6361149,ADD/ALT,Plan Review,$26000.00,24277
46074,6361155,GRADING,Plan Review,$0.00,46074
23421,6361226,ADD/ALT,Plan Review,$629000.00,23421
46253,6361332,ADD/ALT,Plan Review,$0.00,46253
25270,6361338,ADD/ALT,No plan review,$46020.00,33885
22647,6361423,DEMOLITION,No plan review,$0.00,44518
25489,6361426,ADD/ALT,No plan review,$16000.00,49445
10783,6361435,CURB CUT,No plan review,$11000.00,28271
25483,6361444,ADD/ALT,No plan review,$20000.00,25483
21938,6361552,ADD/ALT,Plan Review,$10000.00,45410
25439,6361557,NEW,Plan Review,$257686.00,25439
21801,6361628,ADD/ALT,Plan Review,$40000.00,21801
24023,6361630,DEMOLITION,No plan review,$0.00,24023
21223,6361646,ADD/ALT,No plan review,$300000.00,48164
24771,6361859,ADD/ALT,Plan Review,$130000.00,35403
46023,6361911,ADD/ALT,Plan Review,$0.00,46023
23792,6361926,GRADING,Plan Review,$0.00,48359
19999,6361965,NEW,Plan Review,$677600.00,42369
23584,6361992,NEW,Plan Review,$330047.00,23584
22189,6362001,ADD/ALT,No plan review,$18000.00,44814
44844,6362061,NEW,Plan Review,$0.00,44844
17356,6362067,NEW,Plan Review,$1924615.00,46937
20816,6362071,NEW,Plan Review,$546505.00,20816
25379,6362076,DEMOLITION,No plan review,$162000.00,42303
25324,6362172,ADD/ALT,No plan review,$30000.00,25324
42207,6362224,ADD/ALT,Plan Review,$0.00,42207
25331,6362231,ADD/ALT,No plan review,$7500.00,25697
25068,6362324,ADD/ALT,Plan Review,$5000.00,25068
40928,6362338,ADD/ALT,Plan Review,$0.00,40928
25215,6362382,ADD/ALT,Plan Review,$31262.00,25215
25348,6362401,ADD/ALT,No plan review,$4000.00,25348
23452,6362473,NO CONSTRUCTION,Plan Review,$20000.00,23452
24525,6362508,NEW,Plan Review,$315993.00,24525
25320,6362556,ADD/ALT,No plan review,$65000.00,25320
42206,6362577,ADD/ALT,Plan Review,$0.00,42206
23738,6362740,ADD/ALT,Plan Review,$37000.00,25691
24963,6362752,ADD/ALT,No plan review,$26080.00,24963
24958,6362765,ADD/ALT,No plan review,$32572.00,24958
21880,6362780,DEMOLITION,Plan Review,$0.00,25263
24598,6362798,ADD/ALT,Plan Review,$80000.00,24598
24619,6362892,DEMOLITION,No plan review,$0.00,25203
23640,6363197,NO CONSTRUCTION,Plan Review,$1000.00,23640
25180,6363263,ADD/ALT,No plan review,$56000.00,25180
25194,6363270,NEW,Plan Review,$209716.00,25194
24973,6363362,ADD/ALT,Plan Review,$110000.00,48626
25176,6363431,ADD/ALT,No plan review,$17500.00,25176
25174,6363444,ALTER,Plan Review,$680000.00,41303
25168,6363459,ADD/ALT,No plan review,$50000.00,25168
22058,6363629,DEMOLITION,No plan review,$0.00,22058
25137,6363644,DEMOLITION,No plan review,$0.00,25138
16695,6363666,ADD/ALT,Plan Review,$400000.00,37758
23385,6363763,ADD/ALT,Plan Review,$600000.00,34451
40595,6363777,ADD/ALT,Plan Review,$30000.00,40595
25108,6363778,ADD/ALT,Plan Review,$6900.00,25108
24167,6363888,ADD/ALT,Plan Review,$5000.00,25104
25087,6364059,ADD/ALT,Plan Review,$5000.00,25087
24565,6364070,ADD/ALT,Plan Review,$35000.00,24565
25082,6364075,ADD/ALT,No plan review,$7000.00,25082
25025,6364163,ADD/ALT,Plan Review,$10000.00,25025
46510,6364170,NEW,Plan Review,$0.00,46513
24916,6364273,ADD/ALT,No plan review,$50650.00,24916
24913,6364293,ADD/ALT,No plan review,$39950.00,24913
22946,6364411,ADD/ALT,Plan Review,$110000.00,22946
23966,6364461,ADD/ALT,Plan Review,$10000.00,24856
23892,6364490,ADD/ALT,No plan review,$40000.00,23892
23558,6364621,ADD/ALT,Plan Review,$150000.00,23558
24289,6364625,ADD/ALT,Plan Review,$50000.00,47292
19104,6364639,NEW,Plan Review,$396974.00,19105
24979,6364683,CURB CUT,No plan review,$0.00,24979
24605,6364711,ADD/ALT,Plan Review,$49407.00,24605
24966,6364740,DEMOLITION,No plan review,$0.00,34962
150,6364770,ADD/ALT,Plan Review,$50000.00,150
24961,6364782,ADD/ALT,No plan review,$4300.00,24961
24522,6364793,ADD/ALT,Plan Review,$350000.00,35143
24889,6364962,DEMOLITION,No plan review,$0.00,30770
23736,6365081,NEW,Plan Review,$10222562.00,24777
20712,6365115,ADD/ALT,Plan Review,$261755.00,45988
23287,6365122,ADD/ALT,No plan review,$22000.00,32609
24814,6365140,ADD/ALT,Plan Review,$25000.00,24814
24512,6365210,ADD/ALT,No plan review,$200000.00,49607
24764,6365269,ADD/ALT,No plan review,$46000.00,49194
24850,6365272,ADD/ALT,No plan review,$39000.00,24850
23835,6365287,ADD/ALT,Plan Review,$175000.00,23835
23627,6365477,NEW,Plan Review,$430000.00,23627
18652,6365541,NEW,Plan Review,$231180.00,18652
24811,6365565,ADD/ALT,No plan review,$5623.00,24811
24506,6365581,ADD/ALT,No plan review,$42515.00,24506
24800,6365588,DEMOLITION,No plan review,$0.00,24801
24802,6365613,ADD/ALT,No plan review,$8000.00,24802
23518,6365755,ADD/ALT,Plan Review,$30000.00,23518
24770,6365857,ALTER,Plan Review,$725000.00,39661
23127,6365891,ADD/ALT,Plan Review,$2318913.00,42472
44212,6365893,ADD/ALT,Plan Review,$0.00,44212
24612,6365894,ADD/ALT,No plan review,$3000.00,24612
21721,6365912,NEW,Plan Review,$969128.00,21736
21757,6365940,DEMOLITION,No plan review,$0.00,24727
21827,6366146,ADD/ALT,Plan Review,$132646.00,21827
40368,6366202,ADD/ALT,Plan Review,$0.00,40368
12623,6366317,ADD/ALT,Plan Review,$80000.00,12623
19838,6366369,NEW,Plan Review,$735189.00,19838
24678,6366414,ADD/ALT,No plan review,$18000.00,24678
23949,6366437,NEW,Plan Review,$393594.00,23949
39439,6366446,,Plan Review,$0.00,39439
11777,6366478,ADD/ALT,Plan Review,$9443.00,11777
42210,6366483,ADD/ALT,Plan Review,$0.00,42210
23444,6366507,ADD/ALT,Plan Review,$98000.00,23444
23682,6366585,ADD/ALT,Plan Review,$50000.00,23682
24652,6366707,ADD/ALT,No plan review,$30000.00,31446
23935,6366812,ADD/ALT,Plan Review,$120000.00,23935
11372,6366834,ADD/ALT,Plan Review,$75000.00,11372
23467,6366876,ADD/ALT,No plan review,$20000.00,23467
10486,6367009,NEW,Plan Review,$18152329.00,11260
24577,6367052,ADD/ALT,No plan review,$75000.00,24577
19385,6367089,DEMOLITION,No plan review,$0.00,24567
21202,6367251,ADD/ALT,Plan Review,$150000.00,30056
24533,6367299,ADD/ALT,Plan Review,$12000.00,48600
23491,6367301,ADD/ALT,Plan Review,$176637.00,23491
22553,6367304,ADD/ALT,Plan Review,$20000.00,29834
16818,6367398,DEMOLITION,No plan review,$0.00,48939
23670,6367472,ADD/ALT,Plan Review,$50000.00,48798
21343,6367525,ADD/ALT,Plan Review,$600000.00,21343
23645,6367539,ADD/ALT,Plan Review,$135000.00,23645
12849,6367585,NEW,Plan Review,$645000.00,12849
24195,6367605,DEMOLITION,No plan review,$0.00,25115
47458,6367705,NEW,Plan Review,$0.00,47458
24109,6367725,ADD/ALT,No plan review,$15519.00,24109
20792,6367738,ADD/ALT,Plan Review,$427000.00,20792
46727,6367760,ADD/ALT,Plan Review,$0.00,46727
23828,6367850,NEW,Plan Review,$468430.00,23829
45522,6367887,ADD/ALT,Plan Review,$0.00,45522
24430,6367986,ADD/ALT,No plan review,$35000.00,24430
24432,6367987,ADD/ALT,No plan review,$5000.00,24432
23304,6368008,NEW,Plan Review,$134733.00,40707
22413,6368022,ADD/ALT,No plan review,$25000.00,22413
23335,6368154,NEW,Plan Review,$351754.00,23335
24403,6368225,ADD/ALT,Plan Review,$3000.00,24403
20227,6368254,DEMOLITION,Plan Review,$0.00,24246
21845,6368351,DEMOLITION,No plan review,$0.00,38502
18405,6368358,ADD/ALT,No plan review,$7000.00,18405
49254,6368359,ADD/ALT,Plan Review,$0.00,49254
24369,6368461,ADD/ALT,No plan review,$45000.00,24369
23532,6368497,ADD/ALT,Plan Review,$20000.00,23532
22928,6368538,NEW,Plan Review,$18000.00,26862
19826,6368561,NEW,Plan Review,$349874.00,19826
22918,6368629,NEW,Plan Review,$784478.00,22918
24282,6368638,DEMOLITION,No plan review,$0.00,24282
23285,6368683,ADD/ALT,Plan Review,$283324.00,23285
22846,6368712,NO CONSTRUCTION,Plan Review,$300.00,36181
24314,6368713,ADD/ALT,No plan review,$16000.00,24314
24262,6368772,ADD/ALT,No plan review,$45000.00,24262
14431,6368775,ADD/ALT,Plan Review,$5000.00,14431
24300,6368812,ADD/ALT,No plan review,$7500.00,24300
24160,6368841,ADD/ALT,No plan review,$30000.00,24160
24267,6368891,ADD/ALT,No plan review,$25000.00,43195
18948,6368949,ADD/ALT,Plan Review,$78105.00,48474
24252,6369012,CURB CUT,No plan review,$77659.00,24252
21082,6369066,ADD/ALT,Plan Review,$250000.00,21082
22451,6369077,ADD/ALT,Plan Review,$60000.00,22451
24099,6369079,DEMOLITION,No plan review,$0.00,44361
15754,6369092,ADD/ALT,Plan Review,$17000.00,15754
24231,6369114,ADD/ALT,No plan review,$10230.00,24231
22893,6369126,ADD/ALT,Plan Review,$285000.00,22893
23514,6369132,ADD/ALT,No plan review,$1600.00,23514
24223,6369138,DEMOLITION,No plan review,$0.00,47732
24131,6369199,NEW,Plan Review,$217759.00,24131
21516,6369326,DEMOLITION,Plan Review,$0.00,21516
21513,6369329,DEMOLITION,Plan Review,$0.00,21513
23154,6369451,NEW,Plan Review,$414100.00,23154
18121,6369485,ADD/ALT,Plan Review,$0.00,18121
21957,6369498,ADD/ALT,Plan Review,$25000.00,21957
21650,6369645,NEW,Plan Review,$319236.00,21650
23347,6369659,DEMOLITION,Plan Review,$0.00,24561
24148,6369697,ADD/ALT,No plan review,$52000.00,49202
24147,6369707,ADD/ALT,No plan review,$120000.00,24147
22985,6369958,NEW,Plan Review,$336150.00,22985
24103,6370051,ADD/ALT,No plan review,$32000.00,24103
19450,6370068,ADD/ALT,Plan Review,$2100000.00,19450
48159,6370082,ADD/ALT,Plan Review,$0.00,48161
24068,6370218,ADD/ALT,No plan review,$60000.00,24068
22325,6370239,ADD/ALT,Plan Review,$5800000.00,40507
24059,6370273,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,36676
23984,6370288,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,23984
24041,6370292,ADD/ALT,No plan review,$25000.00,24041
22253,6370309,ADD/ALT,Plan Review,$122050.00,22253
20146,6370325,ADD/ALT,Plan Review,$50000.00,20146
22705,6370337,ADD/ALT,Plan Review,$355000.00,22705
24053,6370338,ADD/ALT,No plan review,$7000.00,27003
21035,6370377,ADD/ALT,No plan review,$3600.00,21035
24049,6370389,ADD/ALT,No plan review,$56118.00,24049
21970,6370543,ADD/ALT,Plan Review,$83000.00,21970
46844,6370570,ADD/ALT,Plan Review,$0.00,46844
24012,6370594,DEMOLITION,No plan review,$0.00,42721
22103,6370623,NEW,Plan Review,$4446557.00,22103
23950,6370633,ADD/ALT,Plan Review,$24000.00,33126
23975,6370689,ADD/ALT,No plan review,$40000.00,23975
23952,6370795,ADD/ALT,No plan review,$85000.00,47581
19050,6370854,NEW,Plan Review,$419828.00,19050
23932,6370894,NEW,Plan Review,$207311.00,23932
23893,6370895,DEMOLITION,No plan review,$0.00,23926
23934,6370929,ADD/ALT,No plan review,$50000.00,34558
22844,6370941,ADD/ALT,Plan Review,$100000.00,22844
23922,6370963,ADD/ALT,No plan review,$5000.00,23922
23916,6371006,ADD/ALT,No plan review,$4500.00,23916
23826,6371056,DEMOLITION,No plan review,$0.00,23832
22525,6371075,ADD/ALT,Plan Review,$22000.00,43108
41015,6371185,ADD/ALT,Plan Review,$0.00,41015
23801,6371281,DEMOLITION,No plan review,$0.00,23802
22899,6371324,ADD/ALT,Plan Review,$100000.00,33103
