id,application_permit,action_type,work_type,value,location_id 
29525,6327448,ADD/ALT,No plan review,$30000.00,29525
41097,6327493,ADD/ALT,Plan Review,$0.00,41098
30224,6327539,ADD/ALT,Plan Review,$185000.00,37047
30243,6327573,ADD/ALT,No plan review,$30000.00,47107
29742,6327595,ADD/ALT,Plan Review,$25000.00,29742
29694,6327599,ADD/ALT,No plan review,$14000.00,29694
30240,6327611,ALTER,Plan Review,$8000.00,36180
29816,6327614,NO CONSTRUCTION,No plan review,$0.00,29816
30046,6327630,NO CONSTRUCTION,No plan review,$1.00,30046
28871,6327631,ADD/ALT,No plan review,$150000.00,28871
29515,6327687,NEW,Plan Review,$255605.00,29515
30208,6327772,DEMOLITION,No plan review,$0.00,30211
47401,6327788,,Plan Review,$0.00,47401
40741,6327815,,Plan Review,$0.00,40859
29807,6328029,NEW,Plan Review,$262105.00,29837
27262,6328037,DEMOLITION,No plan review,$0.00,29837
30156,6328122,ADD/ALT,No plan review,$154162.00,30156
30161,6328124,ADD/ALT,No plan review,$15000.00,30161
29376,6328241,NEW,Plan Review,$375401.00,47061
30073,6328267,ADD/ALT,No plan review,$15000.00,30073
30128,6328310,DEMOLITION,No plan review,$0.00,30131
30126,6328324,ADD/ALT,No plan review,$30000.00,30126
29906,6328402,ADD/ALT,No plan review,$42176.00,29906
28987,6328422,DEMOLITION,No plan review,$0.00,30053
29997,6328473,GRADING,Plan Review,$0.00,43121
28278,6328492,ADD/ALT,Plan Review,$137408.00,28278
30094,6328498,ADD/ALT,Plan Review,$300000.00,49724
29550,6328568,ADD/ALT,Plan Review,$34039.00,41963
29504,6328641,ADD/ALT,Plan Review,$4000.00,29504
28859,6328691,NEW,Plan Review,$513018.00,28859
29062,6328717,ADD/ALT,Plan Review,$15000.00,49210
29290,6328780,NEW,Plan Review,$257199.00,29290
29498,6328835,NEW,Plan Review,$489510.00,29498
27389,6328888,DEMOLITION,No plan review,$0.00,30040
40968,6329070,NEW,Plan Review,$0.00,40968
29999,6329096,ADD/ALT,No plan review,$30000.00,29999
29385,6329130,ADD/ALT,Plan Review,$110000.00,29540
29993,6329140,DEMOLITION,No plan review,$0.00,48749
29415,6329211,ADD/ALT,No plan review,$7000.00,29415
29958,6329381,DEMOLITION,Plan Review,$0.00,30285
29425,6329382,ADD/ALT,Plan Review,$275226.00,29425
29954,6329404,ADD/ALT,No plan review,$30000.00,29954
29946,6329455,ADD/ALT,No plan review,$24000.00,30735
29472,6329476,ADD/ALT,Plan Review,$215150.00,29472
29373,6329511,ADD/ALT,Plan Review,$60000.00,49222
26513,6329529,ADD/ALT,Plan Review,$3000.00,44853
28458,6329576,ADD/ALT,Plan Review,$275000.00,45752
29916,6329676,ADD/ALT,Plan Review,$1000.00,29916
28949,6329679,NEW,Plan Review,$229585.00,28949
26574,6329722,NEW,Plan Review,$205760.00,26574
41026,6329749,ADD/ALT,Plan Review,$0.00,41026
29785,6329764,ADD/ALT,Plan Review,$4300.00,48410
29890,6329840,ADD/ALT,No plan review,$15000.00,34236
29857,6329846,DEMOLITION,No plan review,$0.00,29858
28725,6329851,ADD/ALT,Plan Review,$428000.00,28725
29873,6329918,ADD/ALT,No plan review,$1.00,29873
26452,6329926,ADD/ALT,Plan Review,$14500.00,26452
22739,6329934,NEW,Plan Review,$250000.00,22739
28988,6329975,ADD/ALT,No plan review,$50000.00,28988
28720,6330017,NEW,Plan Review,$359019.00,28720
29849,6330036,ADD/ALT,No plan review,$50000.00,29849
42052,6330150,ADD/ALT,Plan Review,$7500.00,42052
49568,6330241,,Plan Review,$0.00,49573
41205,6330277,NEW,Plan Review,$0.00,41205
29521,6330292,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,29521
29607,6330352,ADD/ALT,No plan review,$23351.00,29607
29606,6330355,ADD/ALT,No plan review,$21792.00,29606
29604,6330365,ADD/ALT,No plan review,$17469.00,29604
29797,6330400,ADD/ALT,No plan review,$7373.00,29797
29792,6330426,ADD/ALT,No plan review,$45000.00,41029
29767,6330436,ADD/ALT,No plan review,$1500.00,30596
29790,6330448,ADD/ALT,No plan review,$500.00,31872
43369,6330517,NEW,Plan Review,$0.00,43370
28589,6330644,DEMOLITION,No plan review,$0.00,41060
29743,6330692,ADD/ALT,No plan review,$10000.00,29743
29538,6330693,ADD/ALT,Plan Review,$1000.00,29538
29728,6330742,ADD/ALT,No plan review,$96000.00,29728
29575,6330766,ADD/ALT,No plan review,$13000.00,29575
40805,6330798,ADD/ALT,Plan Review,$0.00,40806
27929,6330814,ADD/ALT,Plan Review,$15000.00,49700
28646,6330815,ADD/ALT,Plan Review,$1000.00,28646
29272,6330884,NEW,Plan Review,$34318592.00,46165
29188,6330924,ADD/ALT,Plan Review,$36000.00,29188
29154,6330966,ADD/ALT,Plan Review,$4000.00,45401
29487,6331031,ADD/ALT,Plan Review,$550000.00,29487
29213,6331049,ADD/ALT,Plan Review,$200000.00,29213
29688,6331060,ADD/ALT,No plan review,$75000.00,29688
29680,6331066,DEMOLITION,No plan review,$0.00,31638
29679,6331118,DEMOLITION,No plan review,$0.00,40922
29669,6331166,ADD/ALT,No plan review,$30000.00,29669
29665,6331189,ADD/ALT,No plan review,$80000.00,33292
28511,6331275,NEW,Plan Review,$314663.00,28511
29141,6331409,ADD/ALT,Plan Review,$100000.00,38692
29582,6331607,ADD/ALT,No plan review,$12000.00,38650
29580,6331610,ADD/ALT,No plan review,$500.00,31118
29177,6331619,ADD/ALT,Plan Review,$22500.00,44542
45037,6331648,NEW,Plan Review,$0.00,45037
29136,6331663,ADD/ALT,Plan Review,$9000.00,29136
7449,6331683,ADD/ALT,Plan Review,$22586635.00,44151
29354,6331700,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,29354
29574,6331721,ADD/ALT,No plan review,$30000.00,29574
29064,6331722,ADD/ALT,Plan Review,$40445.00,29064
28603,6331773,ADD/ALT,Plan Review,$8000.00,28603
29567,6331779,DEMOLITION,No plan review,$0.00,29567
29113,6331795,ADD/ALT,Plan Review,$43021.00,29113
29560,6331830,DEMOLITION,No plan review,$0.00,29561
29215,6331899,DEMOLITION,No plan review,$0.00,32397
29553,6331930,ADD/ALT,No plan review,$9400.00,29553
29549,6331934,ADD/ALT,No plan review,$10000.00,49307
29104,6331973,ADD/ALT,Plan Review,$234668.00,43115
29237,6332188,ADD/ALT,Plan Review,$120000.00,29237
47356,6332225,ADD/ALT,Plan Review,$0.00,47356
29516,6332226,ALTER,Plan Review,$615755.00,49428
27704,6332261,ADD/ALT,Plan Review,$56396.00,27704
29491,6332326,ADD/ALT,No plan review,$25000.00,29491
7572,6332444,NEW,Plan Review,$27746273.00,40942
24455,6332481,ADD/ALT,Plan Review,$15000.00,49620
24406,6332483,ADD/ALT,Plan Review,$19500.00,24406
24459,6332488,ADD/ALT,Plan Review,$23500.00,24459
29465,6332545,ADD/ALT,No plan review,$13000.00,29465
29167,6332564,ADD/ALT,Plan Review,$200000.00,29167
29453,6332582,ADD/ALT,No plan review,$27500.00,29453
29034,6332592,ADD/ALT,Plan Review,$19500.00,29034
29168,6332733,ADD/ALT,Plan Review,$95000.00,32077
29433,6332786,ADD/ALT,No plan review,$25000.00,33276
29166,6332819,ADD/ALT,Plan Review,$35000.00,37413
28765,6332859,ADD/ALT,Plan Review,$25000.00,43763
28982,6332893,ADD/ALT,Plan Review,$625000.00,35825
13798,6332910,ADD/ALT,Plan Review,$2500.00,13798
21310,6332998,NEW,Plan Review,$10000000.00,21310
29283,6333093,NEW,Plan Review,$272627.00,29283
29402,6333095,ADD/ALT,No plan review,$50000.00,29402
27447,6333100,DEMOLITION,No plan review,$0.00,42344
28813,6333197,ADD/ALT,Plan Review,$15000.00,36946
27355,6333549,ADD/ALT,Plan Review,$1000.00,32167
28722,6333604,NEW,Plan Review,$340576.00,28722
28889,6333613,ADD/ALT,Plan Review,$150000.00,28889
29328,6333678,ADD/ALT,Plan Review,$140000.00,29328
29326,6333688,ADD/ALT,No plan review,$35000.00,29326
29308,6333794,ADD/ALT,No plan review,$7500.00,29308
29306,6333800,ADD/ALT,No plan review,$12159.00,29306
47523,6333839,ADD/ALT,Plan Review,$0.00,47523
28527,6333946,ADD/ALT,Plan Review,$1449732.00,28527
29057,6333971,ADD/ALT,Plan Review,$274730.00,48758
47084,6334054,,Plan Review,$0.00,47084
27714,6334278,ADD/ALT,Plan Review,$28000.00,47082
44874,6334312,NEW,Plan Review,$0.00,44874
29214,6334446,GRADING,Plan Review,$0.00,32241
29130,6334448,ADD/ALT,No plan review,$79273.00,29130
28999,6334493,ADD/ALT,Plan Review,$18000.00,28999
27461,6334680,ADD/ALT,Plan Review,$110000.00,27461
27715,6334711,ADD/ALT,Plan Review,$20000.00,27715
28443,6334822,ADD/ALT,Plan Review,$450000.00,28443
27490,6334852,ADD/ALT,Plan Review,$100000.00,36783
29142,6334914,ADD/ALT,No plan review,$30000.00,29142
28326,6334967,NEW,Plan Review,$377042.00,35106
29134,6334976,ADD/ALT,No plan review,$5000.00,29134
28970,6334996,ADD/ALT,Plan Review,$8000.00,43322
29126,6335051,ADD/ALT,No plan review,$65000.00,29126
29029,6335116,ADD/ALT,No plan review,$5000.00,29029
27316,6335155,NEW,Plan Review,$804634.00,27316
28844,6335157,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,28844
28740,6335174,ADD/ALT,No plan review,$116000.00,28740
29101,6335237,ADD/ALT,No plan review,$125000.00,29101
24155,6335352,NEW,Plan Review,$418989.00,40528
29008,6335454,ADD/ALT,No plan review,$37375.00,29008
28526,6335457,ADD/ALT,Plan Review,$26000.00,45751
28863,6335498,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,28863
27201,6335501,ADD/ALT,Plan Review,$20000.00,49301
29063,6335621,ADD/ALT,No plan review,$37500.00,29063
28911,6335631,TEMP,Plan Review,$1400.00,28911
29059,6335641,ADD/ALT,No plan review,$100000.00,29059
27938,6335644,ADD/ALT,Plan Review,$25000.00,37002
29046,6335708,ADD/ALT,No plan review,$19300.00,29046
27116,6335710,ADD/ALT,Plan Review,$42000.00,27116
40975,6335712,,Plan Review,$0.00,40975
46930,6335724,,Plan Review,$0.00,46931
28939,6335823,ADD/ALT,Plan Review,$4725.00,28939
28521,6335844,DEMOLITION,No plan review,$0.00,29019
28453,6335943,ADD/ALT,Plan Review,$20000.00,46453
28543,6336002,ADD/ALT,Plan Review,$140000.00,45057
18610,6336012,ADD/ALT,Plan Review,$0.00,18610
28990,6336023,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,34404
26993,6336109,NEW,Plan Review,$294951.00,26993
28972,6336128,ADD/ALT,No plan review,$25000.00,28972
28966,6336216,ADD/ALT,No plan review,$500.00,28966
28509,6336281,ADD/ALT,Plan Review,$600000.00,49520
28683,6336374,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,28683
28454,6336401,ADD/ALT,Plan Review,$1500.00,28454
28561,6336425,ADD/ALT,Plan Review,$500000.00,49630
28916,6336534,ALTER,Plan Review,$117000.00,39424
28877,6336619,ADD/ALT,No plan review,$46611.00,37766
42290,6336632,DEMOLITION,No plan review,$0.00,42290
28825,6336767,DEMOLITION,No plan review,$0.00,41207
28843,6336774,NEW,Plan Review,$197679.00,28843
28866,6336840,ADD/ALT,No plan review,$15000.00,28866
28170,6336935,NEW,Plan Review,$271324.00,28170
28440,6336998,ADD/ALT,Plan Review,$110000.00,28440
45071,6337011,ADD/ALT,Plan Review,$0.00,45071
28487,6337135,ADD/ALT,Plan Review,$50000.00,28487
26623,6337152,NEW,Plan Review,$4000000.00,46620
28687,6337219,ADD/ALT,No plan review,$14492.00,28687
28779,6337294,NEW,Plan Review,$134143.00,28779
28747,6337420,DEMOLITION,Plan Review,$0.00,28747
28744,6337422,DEMOLITION,Plan Review,$0.00,28744
28741,6337434,ADD/ALT,No plan review,$2500.00,47182
28742,6337443,DEMOLITION,No plan review,$0.00,28743
44055,6337474,NEW,Plan Review,$0.00,44056
27742,6337531,NEW,Plan Review,$362615.00,43888
27752,6337566,ADD/ALT,Plan Review,$23447.00,27752
28673,6337592,ADD/ALT,No plan review,$490000.00,28673
48882,6337835,ADD/ALT,No plan review,$1.00,48882
28051,6337857,NEW,Plan Review,$386459.00,28053
27770,6337999,NEW,Plan Review,$383433.00,46454
28605,6338008,ADD/ALT,Plan Review,$3480.00,28605
28621,6338012,ADD/ALT,Plan Review,$4100.00,28621
28645,6338148,ADD/ALT,No plan review,$60000.00,28645
28650,6338202,ADD/ALT,No plan review,$18874.00,28650
28165,6338294,ADD/ALT,No plan review,$12000.00,28165
28472,6338336,ADD/ALT,Plan Review,$150000.00,28673
28571,6338346,ADD/ALT,No plan review,$522000.00,28571
28566,6338394,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,28566
28210,6338398,ADD/ALT,Plan Review,$10000.00,47034
28102,6338675,ADD/ALT,Plan Review,$340000.00,28102
28318,6338709,ADD/ALT,Plan Review,$5000.00,28318
27793,6338712,NEW,Plan Review,$368885.00,27793
23372,6338888,NEW,Plan Review,$423646.00,23372
27754,6338944,ADD/ALT,Plan Review,$30000.00,27754
28417,6339071,ADD/ALT,No plan review,$40000.00,28417
28516,6339182,ADD/ALT,No plan review,$32700.00,49764
28512,6339188,ADD/ALT,No plan review,$20000.00,28512
41349,6339201,ADD/ALT,Plan Review,$0.00,41349
20300,6339203,NO CONSTRUCTION,Plan Review,$0.00,20300
27984,6339322,ADD/ALT,Plan Review,$30000.00,27984
28309,6339553,ADD/ALT,Plan Review,$12000.00,42048
20824,6339555,NEW,Plan Review,$1508254.00,22269
28376,6339573,ADD/ALT,No plan review,$18000.00,28376
28307,6339607,ADD/ALT,Plan Review,$2000.00,41471
27603,6339710,ADD/ALT,Plan Review,$300000.00,29071
28447,6339745,ADD/ALT,No plan review,$43000.00,49207
28406,6339831,DEMOLITION,No plan review,$0.00,28424
27934,6339877,ADD/ALT,Plan Review,$20000.00,27934
27035,6339947,DEMOLITION,No plan review,$0.00,27035
27270,6340122,DEMOLITION,No plan review,$0.00,28865
28172,6340172,ADD/ALT,Plan Review,$20000.00,46413
28199,6340233,ADD/ALT,Plan Review,$42000.00,28199
28292,6340394,ADD/ALT,No plan review,$4000.00,28292
28354,6340484,ALTER,Plan Review,$270000.00,48250
48513,6340666,,Plan Review,$0.00,48514
25917,6340748,NEW,Plan Review,$804142.00,25918
28071,6340808,ADD/ALT,Plan Review,$5000.00,41816
22001,6340885,ADD/ALT,Plan Review,$55000.00,22001
28293,6340930,ADD/ALT,No plan review,$7500.00,28293
25441,6340960,ADD/ALT,Plan Review,$35000.00,46371
26961,6340976,NEW,Plan Review,$889699.00,47381
27623,6341005,ADD/ALT,Plan Review,$100000.00,27623
27374,6341062,NEW,Plan Review,$261767.00,40779
28181,6341234,ADD/ALT,No plan review,$35000.00,28181
28253,6341247,DEMOLITION,No plan review,$0.00,28253
22778,6341278,NEW,Plan Review,$419526.00,40872
26174,6341308,NEW,Plan Review,$350609.00,26174
27838,6341312,NEW,Plan Review,$217655.00,27838
28200,6341477,ADD/ALT,Plan Review,$4020.00,28200
28205,6341479,ADD/ALT,Plan Review,$3910.00,28205
28223,6341481,ADD/ALT,No plan review,$60000.00,28223
28135,6341485,ADD/ALT,No plan review,$2500.00,28135
27678,6341539,ADD/ALT,No plan review,$31154.00,27678
27667,6341571,ADD/ALT,No plan review,$30516.00,27667
28134,6341582,ADD/ALT,Plan Review,$16000.00,28134
28208,6341644,DEMOLITION,No plan review,$0.00,28208
28197,6341728,ADD/ALT,No plan review,$40000.00,49163
25294,6341802,ADD/ALT,Plan Review,$20000.00,47280
28156,6341898,DEMOLITION,No plan review,$0.00,28488
27459,6341935,TEMP,Plan Review,$0.00,50085
28139,6341956,ADD/ALT,No plan review,$8000.00,28139
40970,6341965,ADD/ALT,No plan review,$0.00,40970
17873,6342035,ADD/ALT,Plan Review,$1100000.00,17873
28079,6342156,ADD/ALT,No plan review,$69200.00,28079
11376,6342366,NEW,Plan Review,$643777.00,45591
27193,6342436,ADD/ALT,Plan Review,$17368.00,27193
27525,6342452,ADD/ALT,Plan Review,$51000.00,27525
27168,6342535,NEW,Plan Review,$189141.00,27168
27907,6342576,ADD/ALT,No plan review,$1500.00,27907
28089,6342592,ALTER,Plan Review,$30000.00,36180
27410,6342749,ADD/ALT,Plan Review,$1400000.00,49596
27310,6342907,ADD/ALT,Plan Review,$10000.00,27310
26997,6342972,ADD/ALT,Plan Review,$243869.00,26997
27430,6343011,ADD/ALT,Plan Review,$152020.00,27430
42810,6343095,,Plan Review,$0.00,42810
28003,6343175,DEMOLITION,No plan review,$0.00,28004
27664,6343280,ADD/ALT,No plan review,$19182.00,27664
27218,6343314,ADD/ALT,Plan Review,$50000.00,27218
27953,6343342,NEW,Plan Review,$190197.00,27953
27974,6343372,ADD/ALT,No plan review,$45000.00,27974
27805,6343401,ADD/ALT,Plan Review,$30000.00,27805
42335,6343424,NEW,Plan Review,$0.00,42335
27951,6343466,ADD/ALT,No plan review,$80000.00,27951
27050,6343550,NEW,Plan Review,$1200000.00,44189
27884,6343581,ADD/ALT,No plan review,$1000.00,44348
48067,6343603,ADD/ALT,Plan Review,$0.00,48067
27556,6343644,ADD/ALT,Plan Review,$50000.00,27556
27391,6343661,ADD/ALT,Plan Review,$106000.00,33194
26444,6343712,NEW,Plan Review,$304312.00,40925
27828,6343930,NEW,Plan Review,$248457.00,27828
26193,6343941,NEW,Plan Review,$316736.00,26193
27897,6343973,ADD/ALT,Plan Review,$3190.00,28392
27511,6344007,ADD/ALT,No plan review,$19000.00,27511
23333,6344031,NEW,Plan Review,$456909.00,23384
49682,6344052,,Plan Review,$0.00,49685
27861,6344149,NEW,Plan Review,$183746.00,27861
40988,6344230,NEW,Plan Review,$0.00,40988
27877,6344232,ADD/ALT,No plan review,$50000.00,27877
27348,6344261,DEMOLITION,No plan review,$0.00,27833
26499,6344318,ADD/ALT,No plan review,$105000.00,28796
27855,6344343,ADD/ALT,No plan review,$8000.00,27855
27750,6344357,ADD/ALT,No plan review,$15000.00,27750
27844,6344361,ADD/ALT,Plan Review,$1000.00,27844
26726,6344366,ADD/ALT,Plan Review,$10000.00,34181
26581,6344464,ADD/ALT,Plan Review,$250000.00,26581
22775,6344497,ADD/ALT,Plan Review,$315018.00,41143
27305,6344552,ADD/ALT,Plan Review,$750000.00,49207
26265,6344563,NEW,Plan Review,$189584.00,26265
24564,6344618,NEW,Plan Review,$238116.00,24564
27797,6344717,ADD/ALT,No plan review,$90000.00,27797
27800,6344723,ADD/ALT,No plan review,$99658.00,27800
27285,6344763,ADD/ALT,Plan Review,$27000.00,27285
27774,6344823,NO CONSTRUCTION,No plan review,$0.00,27774
43888,6344849,NEW,Plan Review,$0.00,43888
26302,6344850,DEMOLITION,No plan review,$0.00,43888
27163,6344861,ADD/ALT,No plan review,$7164.00,38318
26761,6344968,ADD/ALT,Plan Review,$0.00,32407
27768,6345068,ADD/ALT,No plan review,$20000.00,41898
27757,6345101,DEMOLITION,No plan review,$0.00,27757
27567,6345107,ADD/ALT,Plan Review,$10000.00,36767
26872,6345150,NEW,Plan Review,$334825.00,26872
26983,6345153,NEW,Plan Review,$334735.00,26983
27744,6345198,DEMOLITION,No plan review,$0.00,27744
3357,6345205,ADD/ALT,No plan review,$16000.00,44443
27303,6345219,ADD/ALT,Plan Review,$30000.00,50195
27507,6345251,ADD/ALT,Plan Review,$18000.00,42716
46505,6345311,,Plan Review,$0.00,46505
27614,6345323,ADD/ALT,No plan review,$100000.00,27614
27014,6345328,ADD/ALT,Plan Review,$80000.00,27014
24890,6345389,NEW,Plan Review,$383011.00,30770
27673,6345428,ADD/ALT,No plan review,$12000.00,27673
26777,6345438,ADD/ALT,Plan Review,$35000.00,47557
48789,6345443,,Plan Review,$0.00,48789
24009,6345467,NEW,Plan Review,$185622.00,42721
27318,6345599,ADD/ALT,Plan Review,$25000.00,27318
47121,6345685,ADD/ALT,Plan Review,$0.00,47121
45725,6345707,ADD/ALT,Plan Review,$0.00,45725
26572,6345748,ADD/ALT,Plan Review,$15000.00,47457
27072,6345761,ADD/ALT,Plan Review,$15000.00,49860
26724,6345766,ADD/ALT,No plan review,$53547.00,26724
27097,6345803,ADD/ALT,Plan Review,$289620.00,27097
27646,6345861,ADD/ALT,No plan review,$500.00,27646
27549,6345926,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,27549
23875,6345955,NEW,Plan Review,$1447765.00,23875
27636,6345975,ADD/ALT,No plan review,$10000.00,47318
26800,6346032,ADD/ALT,No plan review,$75000.00,37611
27138,6346052,ADD/ALT,Plan Review,$15000.00,37380
26629,6346206,ADD/ALT,Plan Review,$132789.00,26629
27583,6346359,ALTER,Plan Review,$275000.00,36180
27541,6346540,DEMOLITION,No plan review,$0.00,27542
27542,6346541,DEMOLITION,No plan review,$0.00,27542
27352,6346559,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,27352
26539,6346679,NEW,Plan Review,$560316.00,26539
47608,6346697,,Plan Review,$0.00,47608
27526,6346716,ADD/ALT,No plan review,$50000.00,27526
26743,6346754,ADD/ALT,No plan review,$52366.00,26743
23765,6346760,ADD/ALT,Plan Review,$42000.00,23765
27151,6346872,ADD/ALT,Plan Review,$25000.00,50428
26347,6346982,DEMOLITION,No plan review,$0.00,47381
27493,6346992,ADD/ALT,Plan Review,$4000.00,27493
26660,6347011,ADD/ALT,Plan Review,$28000.00,26660
27491,6347044,ADD/ALT,No plan review,$500.00,27584
20150,6347059,NEW,Plan Review,$377146.00,20150
26712,6347061,ADD/ALT,Plan Review,$175000.00,49979
26791,6347095,NEW,Plan Review,$256827.00,26791
27469,6347127,NEW,Plan Review,$1875624.00,27469
27409,6347211,ADD/ALT,No plan review,$25000.00,36246
25368,6347244,ADD/ALT,Plan Review,$75000.00,46345
26812,6347251,ADD/ALT,Plan Review,$45000.00,49866
27362,6347304,ADD/ALT,No plan review,$13373.00,27362
24504,6347344,ADD/ALT,Plan Review,$1433444.00,49328
25494,6347360,ADD/ALT,No plan review,$40000.00,25494
20896,6347363,DEMOLITION,Plan Review,$0.00,44189
26884,6347396,ADD/ALT,Plan Review,$40000.00,26884
26563,6347444,NEW,Plan Review,$454977.00,26563
27306,6347601,ADD/ALT,Plan Review,$54112.00,35553
25263,6347680,NEW,Plan Review,$933811.00,25263
27370,6347692,ADD/ALT,Plan Review,$8000.00,27371
26476,6347766,ADD/ALT,Plan Review,$120000.00,26476
22160,6347891,NEW,Plan Review,$204095.00,22160
26506,6347895,ADD/ALT,Plan Review,$170870.00,46730
41070,6347926,,Plan Review,$0.00,41070
27345,6347948,DEMOLITION,No plan review,$0.00,27916
27299,6347967,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,30095
27328,6348045,ADD/ALT,No plan review,$31000.00,50195
26603,6348084,NEW,Plan Review,$287630.00,26603
27271,6348609,DEMOLITION,No plan review,$0.00,27277
26425,6348783,ADD/ALT,Plan Review,$20000.00,36714
26788,6348784,ADD/ALT,No plan review,$25000.00,26788
26144,6348839,ADD/ALT,Plan Review,$37065.00,26144
26567,6348948,ADD/ALT,Plan Review,$112000.00,48359
26001,6348961,ADD/ALT,Plan Review,$50000.00,26001
26718,6349038,ADD/ALT,Plan Review,$100000.00,32077
27208,6349097,ADD/ALT,No plan review,$75000.00,27208
25639,6349185,TEMP,Plan Review,$10000.00,26862
25618,6349186,TEMP,Plan Review,$16000.00,26862
27087,6349194,ADD/ALT,No plan review,$15000.00,28485
25523,6349230,NEW,Plan Review,$10500.00,25524
49755,6349238,ADD/ALT,Plan Review,$0.00,49755
27192,6349239,ADD/ALT,No plan review,$40000.00,27192
25797,6349360,ADD/ALT,No plan review,$15000.00,25797
43514,6349503,GRADING,Plan Review,$0.00,43515
25830,6349505,NEW,Plan Review,$236665.00,25830
23118,6349532,NEW,Plan Review,$277270.00,23118
27100,6349576,GRADING,Plan Review,$0.00,43515
26230,6349591,NEW,Plan Review,$219474.00,26232
25705,6349614,NEW,Plan Review,$464955.00,25705
27009,6349658,ADD/ALT,No plan review,$1000000.00,27009
27032,6349660,DEMOLITION,No plan review,$0.00,27135
26360,6349677,NEW,Plan Review,$259848.00,26360
27123,6349783,ADD/ALT,No plan review,$30000.00,34706
27115,6349853,ADD/ALT,No plan review,$120000.00,28586
26100,6349900,ADD/ALT,Plan Review,$23000.00,26100
27081,6350153,ADD/ALT,No plan review,$2000.00,48514
47077,6350272,NEW,Plan Review,$0.00,47080
27059,6350330,DEMOLITION,No plan review,$0.00,45691
49642,6350385,ADD/ALT,Plan Review,$0.00,49643
26282,6350496,ADD/ALT,Plan Review,$30000.00,26282
25622,6350498,ADD/ALT,Plan Review,$500000.00,47742
26698,6350567,ADD/ALT,Plan Review,$25000.00,49643
25818,6350577,NEW,Plan Review,$179581.00,25818
25630,6350620,NEW,Plan Review,$200760.00,25630
26355,6350666,ADD/ALT,Plan Review,$150000.00,26355
26719,6350685,ADD/ALT,Plan Review,$2000000.00,26719
46364,6350745,ADD/ALT,Plan Review,$0.00,46364
27004,6350816,ADD/ALT,No plan review,$10000.00,27004
26836,6350872,ADD/ALT,No plan review,$10800.00,26836
26995,6350890,NEW,Plan Review,$201181.00,26995
18298,6350951,ADD/ALT,Plan Review,$183040.00,18298
24337,6351134,NEW,Plan Review,$378328.00,24337
26854,6351163,ADD/ALT,No plan review,$1500.00,26854
45418,6351169,ADD/ALT,Plan Review,$0.00,45419
25769,6351193,ADD/ALT,No plan review,$10000.00,25769
42918,6351284,ADD/ALT,Plan Review,$0.00,42918
47655,6351337,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,47655
26912,6351412,ADD/ALT,No plan review,$12000.00,32542
26914,6351424,ADD/ALT,No plan review,$18000.00,26914
26891,6351438,NO CONSTRUCTION,No plan review,$1.00,26891
26895,6351523,ADD/ALT,No plan review,$12500.00,36387
26888,6351561,ADD/ALT,No plan review,$10000.00,26888
25975,6351640,NEW,Plan Review,$14300.00,49992
17879,6351669,ADD/ALT,Plan Review,$60000.00,44976
26866,6351679,ADD/ALT,No plan review,$26000.00,26866
26657,6351837,ADD/ALT,No plan review,$50000.00,41324
25981,6351838,ADD/ALT,Plan Review,$209927.00,25981
26605,6351867,ADD/ALT,Plan Review,$5000.00,26605
25955,6351919,NEW,Plan Review,$341814.00,25955
25845,6352080,NEW,Plan Review,$637543.00,25845
26373,6352197,ADD/ALT,Plan Review,$95000.00,26373
26757,6352280,NEW,Plan Review,$121000.00,40959
23090,6352335,ADD/ALT,Plan Review,$90000.00,23090
21809,6352411,NEW,Plan Review,$10000.00,21809
25795,6352501,ADD/ALT,No plan review,$200000.00,25795
24683,6352526,ADD/ALT,Plan Review,$200000.00,24683
40740,6352655,,Plan Review,$0.00,40859
24795,6352802,ADD/ALT,Plan Review,$114250.00,24795
26594,6352959,DEMOLITION,No plan review,$0.00,46010
47732,6353033,ADD/ALT,Plan Review,$0.00,47732
25723,6353060,ADD/ALT,Plan Review,$1000.00,25723
43609,6353076,ADD/ALT,Plan Review,$0.00,43609
26184,6353078,ADD/ALT,No plan review,$3000.00,26184
24591,6353086,ADD/ALT,Plan Review,$45171.00,24591
26659,6353088,NEW,Plan Review,$319985.00,26659
48069,6353140,,Plan Review,$0.00,48071
47017,6353185,,Plan Review,$0.00,47017
26638,6353332,ADD/ALT,No plan review,$5000.00,26638
20261,6353465,DEMOLITION,No plan review,$0.00,24088
25902,6353484,ADD/ALT,Plan Review,$50000.00,25902
40911,6353497,ADD/ALT,Plan Review,$0.00,40911
26604,6353505,ADD/ALT,No plan review,$22000.00,37284
22494,6353535,NEW,Plan Review,$26621027.00,44008
25713,6353541,ADD/ALT,Plan Review,$75000.00,41560
