id,Category 
20146,COMMERCIAL
20147,SINGLE FAMILY / DUPLEX
20148,MULTIFAMILY
20149,SINGLE FAMILY / DUPLEX
20150,SINGLE FAMILY / DUPLEX
20151,COMMERCIAL
20152,COMMERCIAL
20153,SINGLE FAMILY / DUPLEX
20154,SINGLE FAMILY / DUPLEX
20155,COMMERCIAL
20156,COMMERCIAL
20157,SINGLE FAMILY / DUPLEX
20158,COMMERCIAL
20159,MULTIFAMILY
20160,SINGLE FAMILY / DUPLEX
20161,SINGLE FAMILY / DUPLEX
20162,SINGLE FAMILY / DUPLEX
20163,INSTITUTIONAL
20164,SINGLE FAMILY / DUPLEX
20165,COMMERCIAL
20166,INSTITUTIONAL
20167,COMMERCIAL
20168,SINGLE FAMILY / DUPLEX
20169,COMMERCIAL
20170,SINGLE FAMILY / DUPLEX
20171,COMMERCIAL
20172,SINGLE FAMILY / DUPLEX
20173,COMMERCIAL
20174,SINGLE FAMILY / DUPLEX
20175,COMMERCIAL
20176,SINGLE FAMILY / DUPLEX
20177,SINGLE FAMILY / DUPLEX
20178,COMMERCIAL
20179,COMMERCIAL
20180,SINGLE FAMILY / DUPLEX
20181,SINGLE FAMILY / DUPLEX
20182,
20183,SINGLE FAMILY / DUPLEX
20184,SINGLE FAMILY / DUPLEX
20185,COMMERCIAL
20186,COMMERCIAL
20187,SINGLE FAMILY / DUPLEX
20188,SINGLE FAMILY / DUPLEX
20189,SINGLE FAMILY / DUPLEX
20190,SINGLE FAMILY / DUPLEX
20191,SINGLE FAMILY / DUPLEX
20192,MULTIFAMILY
20193,SINGLE FAMILY / DUPLEX
20194,SINGLE FAMILY / DUPLEX
20195,COMMERCIAL
20196,COMMERCIAL
20197,COMMERCIAL
20198,
20199,COMMERCIAL
20200,COMMERCIAL
20201,COMMERCIAL
20202,COMMERCIAL
20203,COMMERCIAL
20204,MULTIFAMILY
20205,MULTIFAMILY
20206,SINGLE FAMILY / DUPLEX
20207,COMMERCIAL
20208,MULTIFAMILY
20209,MULTIFAMILY
20210,MULTIFAMILY
20211,MULTIFAMILY
20212,MULTIFAMILY
20213,MULTIFAMILY
20214,MULTIFAMILY
20215,MULTIFAMILY
20216,MULTIFAMILY
20217,MULTIFAMILY
20218,MULTIFAMILY
20219,MULTIFAMILY
20220,MULTIFAMILY
20221,MULTIFAMILY
20222,MULTIFAMILY
20223,MULTIFAMILY
20224,MULTIFAMILY
20225,MULTIFAMILY
20226,MULTIFAMILY
20227,MULTIFAMILY
20228,COMMERCIAL
20229,COMMERCIAL
20230,MULTIFAMILY
20231,COMMERCIAL
20232,MULTIFAMILY
20233,MULTIFAMILY
20234,MULTIFAMILY
20235,MULTIFAMILY
20236,MULTIFAMILY
20237,MULTIFAMILY
20238,MULTIFAMILY
20239,MULTIFAMILY
20240,MULTIFAMILY
20241,MULTIFAMILY
20242,MULTIFAMILY
20243,MULTIFAMILY
20244,MULTIFAMILY
20245,SINGLE FAMILY / DUPLEX
20246,COMMERCIAL
20247,SINGLE FAMILY / DUPLEX
20248,SINGLE FAMILY / DUPLEX
20249,MULTIFAMILY
20250,MULTIFAMILY
20251,MULTIFAMILY
20252,MULTIFAMILY
20253,MULTIFAMILY
20254,MULTIFAMILY
20255,COMMERCIAL
20256,MULTIFAMILY
20257,MULTIFAMILY
20258,MULTIFAMILY
20259,MULTIFAMILY
20260,SINGLE FAMILY / DUPLEX
20261,SINGLE FAMILY / DUPLEX
20262,COMMERCIAL
20263,COMMERCIAL
20264,SINGLE FAMILY / DUPLEX
20265,COMMERCIAL
20266,COMMERCIAL
20267,SINGLE FAMILY / DUPLEX
20268,SINGLE FAMILY / DUPLEX
20269,MULTIFAMILY
20270,SINGLE FAMILY / DUPLEX
20271,MULTIFAMILY
20272,INDUSTRIAL
20273,SINGLE FAMILY / DUPLEX
20274,SINGLE FAMILY / DUPLEX
20275,INSTITUTIONAL
20276,MULTIFAMILY
20277,SINGLE FAMILY / DUPLEX
20278,SINGLE FAMILY / DUPLEX
20279,COMMERCIAL
20280,SINGLE FAMILY / DUPLEX
20281,SINGLE FAMILY / DUPLEX
20282,COMMERCIAL
20283,SINGLE FAMILY / DUPLEX
20284,SINGLE FAMILY / DUPLEX
20285,COMMERCIAL
20286,COMMERCIAL
20287,SINGLE FAMILY / DUPLEX
20288,MULTIFAMILY
20289,COMMERCIAL
20290,MULTIFAMILY
20291,SINGLE FAMILY / DUPLEX
20292,SINGLE FAMILY / DUPLEX
20293,SINGLE FAMILY / DUPLEX
20294,COMMERCIAL
20295,COMMERCIAL
20296,SINGLE FAMILY / DUPLEX
20297,SINGLE FAMILY / DUPLEX
20298,SINGLE FAMILY / DUPLEX
20299,SINGLE FAMILY / DUPLEX
20300,SINGLE FAMILY / DUPLEX
20301,COMMERCIAL
20302,MULTIFAMILY
20303,SINGLE FAMILY / DUPLEX
20304,MULTIFAMILY
20305,COMMERCIAL
20306,SINGLE FAMILY / DUPLEX
20307,SINGLE FAMILY / DUPLEX
20308,MULTIFAMILY
20309,SINGLE FAMILY / DUPLEX
20310,SINGLE FAMILY / DUPLEX
20311,SINGLE FAMILY / DUPLEX
20312,COMMERCIAL
20313,COMMERCIAL
20314,INDUSTRIAL
20315,MULTIFAMILY
20316,SINGLE FAMILY / DUPLEX
20317,COMMERCIAL
20318,SINGLE FAMILY / DUPLEX
20319,COMMERCIAL
20320,COMMERCIAL
20321,COMMERCIAL
20322,SINGLE FAMILY / DUPLEX
20323,SINGLE FAMILY / DUPLEX
20324,SINGLE FAMILY / DUPLEX
20325,SINGLE FAMILY / DUPLEX
20326,SINGLE FAMILY / DUPLEX
20327,SINGLE FAMILY / DUPLEX
20328,SINGLE FAMILY / DUPLEX
20329,SINGLE FAMILY / DUPLEX
20330,SINGLE FAMILY / DUPLEX
20331,COMMERCIAL
20332,COMMERCIAL
20333,SINGLE FAMILY / DUPLEX
20334,COMMERCIAL
20335,SINGLE FAMILY / DUPLEX
20336,MULTIFAMILY
20337,INSTITUTIONAL
20338,COMMERCIAL
20339,INDUSTRIAL
20340,INDUSTRIAL
20341,SINGLE FAMILY / DUPLEX
20342,SINGLE FAMILY / DUPLEX
20343,MULTIFAMILY
20344,INSTITUTIONAL
20345,SINGLE FAMILY / DUPLEX
20346,SINGLE FAMILY / DUPLEX
20347,COMMERCIAL
20348,COMMERCIAL
20349,INSTITUTIONAL
20350,COMMERCIAL
20351,MULTIFAMILY
20352,SINGLE FAMILY / DUPLEX
20353,COMMERCIAL
20354,SINGLE FAMILY / DUPLEX
20355,SINGLE FAMILY / DUPLEX
20356,COMMERCIAL
20357,SINGLE FAMILY / DUPLEX
20358,COMMERCIAL
20359,MULTIFAMILY
20360,COMMERCIAL
20361,SINGLE FAMILY / DUPLEX
20362,SINGLE FAMILY / DUPLEX
20363,COMMERCIAL
20364,SINGLE FAMILY / DUPLEX
20365,SINGLE FAMILY / DUPLEX
20366,COMMERCIAL
20367,SINGLE FAMILY / DUPLEX
20368,MULTIFAMILY
20369,SINGLE FAMILY / DUPLEX
20370,SINGLE FAMILY / DUPLEX
20371,SINGLE FAMILY / DUPLEX
20372,SINGLE FAMILY / DUPLEX
20373,SINGLE FAMILY / DUPLEX
20374,COMMERCIAL
20375,MULTIFAMILY
20376,MULTIFAMILY
20377,INSTITUTIONAL
20378,COMMERCIAL
20379,SINGLE FAMILY / DUPLEX
20380,SINGLE FAMILY / DUPLEX
20381,SINGLE FAMILY / DUPLEX
20382,SINGLE FAMILY / DUPLEX
20383,SINGLE FAMILY / DUPLEX
20384,SINGLE FAMILY / DUPLEX
20385,MULTIFAMILY
20386,SINGLE FAMILY / DUPLEX
20387,SINGLE FAMILY / DUPLEX
20388,COMMERCIAL
20389,MULTIFAMILY
20390,MULTIFAMILY
20391,SINGLE FAMILY / DUPLEX
20392,MULTIFAMILY
20393,MULTIFAMILY
20394,MULTIFAMILY
20395,MULTIFAMILY
20396,MULTIFAMILY
20397,COMMERCIAL
20398,MULTIFAMILY
20399,SINGLE FAMILY / DUPLEX
20400,SINGLE FAMILY / DUPLEX
20401,SINGLE FAMILY / DUPLEX
20402,SINGLE FAMILY / DUPLEX
20403,SINGLE FAMILY / DUPLEX
20404,SINGLE FAMILY / DUPLEX
20405,SINGLE FAMILY / DUPLEX
20406,COMMERCIAL
20407,SINGLE FAMILY / DUPLEX
20408,COMMERCIAL
20409,SINGLE FAMILY / DUPLEX
20410,SINGLE FAMILY / DUPLEX
20411,SINGLE FAMILY / DUPLEX
20412,SINGLE FAMILY / DUPLEX
20413,SINGLE FAMILY / DUPLEX
20414,COMMERCIAL
20415,COMMERCIAL
20416,COMMERCIAL
20417,SINGLE FAMILY / DUPLEX
20418,MULTIFAMILY
20419,COMMERCIAL
20420,COMMERCIAL
20421,SINGLE FAMILY / DUPLEX
20422,SINGLE FAMILY / DUPLEX
20423,SINGLE FAMILY / DUPLEX
20424,SINGLE FAMILY / DUPLEX
20425,SINGLE FAMILY / DUPLEX
20426,SINGLE FAMILY / DUPLEX
20427,SINGLE FAMILY / DUPLEX
20428,SINGLE FAMILY / DUPLEX
20429,COMMERCIAL
20430,SINGLE FAMILY / DUPLEX
20431,SINGLE FAMILY / DUPLEX
20432,SINGLE FAMILY / DUPLEX
20433,COMMERCIAL
20434,
20435,COMMERCIAL
20436,MULTIFAMILY
20437,SINGLE FAMILY / DUPLEX
20438,SINGLE FAMILY / DUPLEX
20439,SINGLE FAMILY / DUPLEX
20440,SINGLE FAMILY / DUPLEX
20441,SINGLE FAMILY / DUPLEX
20442,MULTIFAMILY
20443,MULTIFAMILY
20444,SINGLE FAMILY / DUPLEX
20445,INDUSTRIAL
20446,MULTIFAMILY
20447,SINGLE FAMILY / DUPLEX
20448,SINGLE FAMILY / DUPLEX
20449,COMMERCIAL
20450,MULTIFAMILY
20451,SINGLE FAMILY / DUPLEX
20452,SINGLE FAMILY / DUPLEX
20453,SINGLE FAMILY / DUPLEX
20454,SINGLE FAMILY / DUPLEX
20455,SINGLE FAMILY / DUPLEX
20456,SINGLE FAMILY / DUPLEX
20457,SINGLE FAMILY / DUPLEX
20458,MULTIFAMILY
20459,MULTIFAMILY
20460,SINGLE FAMILY / DUPLEX
20461,COMMERCIAL
20462,SINGLE FAMILY / DUPLEX
20463,SINGLE FAMILY / DUPLEX
20464,SINGLE FAMILY / DUPLEX
20465,COMMERCIAL
20466,SINGLE FAMILY / DUPLEX
20467,SINGLE FAMILY / DUPLEX
20468,MULTIFAMILY
20469,SINGLE FAMILY / DUPLEX
20470,SINGLE FAMILY / DUPLEX
20471,SINGLE FAMILY / DUPLEX
20472,COMMERCIAL
20473,SINGLE FAMILY / DUPLEX
20474,COMMERCIAL
20475,SINGLE FAMILY / DUPLEX
20476,MULTIFAMILY
20477,SINGLE FAMILY / DUPLEX
20478,COMMERCIAL
20479,SINGLE FAMILY / DUPLEX
20480,COMMERCIAL
20481,MULTIFAMILY
20482,SINGLE FAMILY / DUPLEX
20483,COMMERCIAL
20484,SINGLE FAMILY / DUPLEX
20485,INDUSTRIAL
20486,SINGLE FAMILY / DUPLEX
20487,SINGLE FAMILY / DUPLEX
20488,SINGLE FAMILY / DUPLEX
20489,SINGLE FAMILY / DUPLEX
20490,MULTIFAMILY
20491,COMMERCIAL
20492,SINGLE FAMILY / DUPLEX
20493,SINGLE FAMILY / DUPLEX
20494,COMMERCIAL
20495,COMMERCIAL
20496,SINGLE FAMILY / DUPLEX
20497,COMMERCIAL
20498,COMMERCIAL
20499,SINGLE FAMILY / DUPLEX
20500,SINGLE FAMILY / DUPLEX
20501,SINGLE FAMILY / DUPLEX
20502,MULTIFAMILY
20503,SINGLE FAMILY / DUPLEX
20504,SINGLE FAMILY / DUPLEX
20505,SINGLE FAMILY / DUPLEX
20506,SINGLE FAMILY / DUPLEX
20507,SINGLE FAMILY / DUPLEX
20508,COMMERCIAL
20509,SINGLE FAMILY / DUPLEX
20510,COMMERCIAL
20511,INSTITUTIONAL
20512,INSTITUTIONAL
20513,SINGLE FAMILY / DUPLEX
20514,INSTITUTIONAL
20515,INSTITUTIONAL
20516,SINGLE FAMILY / DUPLEX
20517,COMMERCIAL
20518,SINGLE FAMILY / DUPLEX
20519,SINGLE FAMILY / DUPLEX
20520,SINGLE FAMILY / DUPLEX
20521,SINGLE FAMILY / DUPLEX
20522,COMMERCIAL
20523,
20524,SINGLE FAMILY / DUPLEX
20525,SINGLE FAMILY / DUPLEX
20526,MULTIFAMILY
20527,MULTIFAMILY
20528,MULTIFAMILY
20529,MULTIFAMILY
20530,MULTIFAMILY
20531,MULTIFAMILY
20532,MULTIFAMILY
20533,MULTIFAMILY
20534,MULTIFAMILY
20535,MULTIFAMILY
20536,MULTIFAMILY
20537,MULTIFAMILY
20538,
20539,MULTIFAMILY
20540,MULTIFAMILY
20541,MULTIFAMILY
20542,MULTIFAMILY
20543,MULTIFAMILY
20544,SINGLE FAMILY / DUPLEX
20545,SINGLE FAMILY / DUPLEX
20546,SINGLE FAMILY / DUPLEX
20547,COMMERCIAL
20548,SINGLE FAMILY / DUPLEX
20549,SINGLE FAMILY / DUPLEX
20550,MULTIFAMILY
20551,COMMERCIAL
20552,MULTIFAMILY
20553,
20554,COMMERCIAL
20555,SINGLE FAMILY / DUPLEX
20556,SINGLE FAMILY / DUPLEX
20557,SINGLE FAMILY / DUPLEX
20558,SINGLE FAMILY / DUPLEX
20559,INSTITUTIONAL
20560,SINGLE FAMILY / DUPLEX
20561,SINGLE FAMILY / DUPLEX
20562,COMMERCIAL
20563,COMMERCIAL
20564,INDUSTRIAL
20565,COMMERCIAL
20566,SINGLE FAMILY / DUPLEX
20567,COMMERCIAL
20568,SINGLE FAMILY / DUPLEX
20569,COMMERCIAL
20570,MULTIFAMILY
20571,MULTIFAMILY
20572,SINGLE FAMILY / DUPLEX
20573,COMMERCIAL
20574,SINGLE FAMILY / DUPLEX
20575,COMMERCIAL
20576,MULTIFAMILY
20577,SINGLE FAMILY / DUPLEX
20578,INSTITUTIONAL
20579,COMMERCIAL
20580,INSTITUTIONAL
20581,COMMERCIAL
20582,COMMERCIAL
20583,SINGLE FAMILY / DUPLEX
20584,COMMERCIAL
20585,SINGLE FAMILY / DUPLEX
20586,SINGLE FAMILY / DUPLEX
20587,SINGLE FAMILY / DUPLEX
20588,SINGLE FAMILY / DUPLEX
20589,SINGLE FAMILY / DUPLEX
20590,MULTIFAMILY
20591,SINGLE FAMILY / DUPLEX
20592,SINGLE FAMILY / DUPLEX
20593,COMMERCIAL
20594,COMMERCIAL
20595,SINGLE FAMILY / DUPLEX
20596,COMMERCIAL
20597,COMMERCIAL
20598,SINGLE FAMILY / DUPLEX
20599,SINGLE FAMILY / DUPLEX
20600,
20601,SINGLE FAMILY / DUPLEX
20602,SINGLE FAMILY / DUPLEX
20603,COMMERCIAL
20604,SINGLE FAMILY / DUPLEX
20605,SINGLE FAMILY / DUPLEX
20606,SINGLE FAMILY / DUPLEX
20607,COMMERCIAL
20608,SINGLE FAMILY / DUPLEX
20609,SINGLE FAMILY / DUPLEX
20610,MULTIFAMILY
20611,SINGLE FAMILY / DUPLEX
20612,COMMERCIAL
20613,SINGLE FAMILY / DUPLEX
20614,INSTITUTIONAL
20615,SINGLE FAMILY / DUPLEX
20616,SINGLE FAMILY / DUPLEX
20617,COMMERCIAL
20618,COMMERCIAL
20619,INSTITUTIONAL
20620,SINGLE FAMILY / DUPLEX
20621,SINGLE FAMILY / DUPLEX
20622,SINGLE FAMILY / DUPLEX
20623,COMMERCIAL
20624,SINGLE FAMILY / DUPLEX
20625,MULTIFAMILY
20626,MULTIFAMILY
20627,COMMERCIAL
20628,SINGLE FAMILY / DUPLEX
20629,COMMERCIAL
20630,COMMERCIAL
20631,SINGLE FAMILY / DUPLEX
20632,MULTIFAMILY
20633,MULTIFAMILY
20634,SINGLE FAMILY / DUPLEX
20635,SINGLE FAMILY / DUPLEX
20636,SINGLE FAMILY / DUPLEX
20637,SINGLE FAMILY / DUPLEX
20638,MULTIFAMILY
20639,SINGLE FAMILY / DUPLEX
20640,SINGLE FAMILY / DUPLEX
20641,COMMERCIAL
20642,SINGLE FAMILY / DUPLEX
20643,COMMERCIAL
20644,COMMERCIAL
20645,COMMERCIAL
20646,SINGLE FAMILY / DUPLEX
20647,
20648,INSTITUTIONAL
20649,SINGLE FAMILY / DUPLEX
20650,COMMERCIAL
20651,SINGLE FAMILY / DUPLEX
20652,SINGLE FAMILY / DUPLEX
20653,SINGLE FAMILY / DUPLEX
20654,SINGLE FAMILY / DUPLEX
20655,MULTIFAMILY
20656,SINGLE FAMILY / DUPLEX
20657,MULTIFAMILY
20658,COMMERCIAL
20659,MULTIFAMILY
20660,SINGLE FAMILY / DUPLEX
20661,SINGLE FAMILY / DUPLEX
20662,MULTIFAMILY
20663,SINGLE FAMILY / DUPLEX
20664,SINGLE FAMILY / DUPLEX
20665,MULTIFAMILY
20666,SINGLE FAMILY / DUPLEX
20667,SINGLE FAMILY / DUPLEX
20668,SINGLE FAMILY / DUPLEX
20669,COMMERCIAL
20670,SINGLE FAMILY / DUPLEX
20671,COMMERCIAL
20672,SINGLE FAMILY / DUPLEX
20673,SINGLE FAMILY / DUPLEX
20674,SINGLE FAMILY / DUPLEX
20675,SINGLE FAMILY / DUPLEX
20676,COMMERCIAL
20677,MULTIFAMILY
20678,SINGLE FAMILY / DUPLEX
20679,SINGLE FAMILY / DUPLEX
20680,SINGLE FAMILY / DUPLEX
20681,SINGLE FAMILY / DUPLEX
20682,COMMERCIAL
20683,SINGLE FAMILY / DUPLEX
20684,INDUSTRIAL
20685,SINGLE FAMILY / DUPLEX
20686,SINGLE FAMILY / DUPLEX
20687,SINGLE FAMILY / DUPLEX
20688,COMMERCIAL
20689,SINGLE FAMILY / DUPLEX
20690,COMMERCIAL
20691,SINGLE FAMILY / DUPLEX
20692,SINGLE FAMILY / DUPLEX
20693,SINGLE FAMILY / DUPLEX
20694,SINGLE FAMILY / DUPLEX
20695,SINGLE FAMILY / DUPLEX
20696,COMMERCIAL
20697,SINGLE FAMILY / DUPLEX
20698,COMMERCIAL
20699,COMMERCIAL
20700,SINGLE FAMILY / DUPLEX
20701,COMMERCIAL
20702,SINGLE FAMILY / DUPLEX
20703,SINGLE FAMILY / DUPLEX
20704,COMMERCIAL
20705,COMMERCIAL
20706,COMMERCIAL
20707,COMMERCIAL
20708,COMMERCIAL
20709,SINGLE FAMILY / DUPLEX
20710,SINGLE FAMILY / DUPLEX
20711,MULTIFAMILY
20712,SINGLE FAMILY / DUPLEX
20713,COMMERCIAL
20714,COMMERCIAL
20715,COMMERCIAL
20716,COMMERCIAL
20717,COMMERCIAL
20718,COMMERCIAL
20719,COMMERCIAL
20720,SINGLE FAMILY / DUPLEX
20721,SINGLE FAMILY / DUPLEX
20722,COMMERCIAL
20723,COMMERCIAL
20724,SINGLE FAMILY / DUPLEX
20725,COMMERCIAL
20726,SINGLE FAMILY / DUPLEX
20727,SINGLE FAMILY / DUPLEX
20728,COMMERCIAL
20729,COMMERCIAL
20730,SINGLE FAMILY / DUPLEX
20731,SINGLE FAMILY / DUPLEX
20732,SINGLE FAMILY / DUPLEX
20733,SINGLE FAMILY / DUPLEX
20734,SINGLE FAMILY / DUPLEX
20735,SINGLE FAMILY / DUPLEX
20736,
20737,SINGLE FAMILY / DUPLEX
20738,COMMERCIAL
20739,SINGLE FAMILY / DUPLEX
20740,COMMERCIAL
20741,SINGLE FAMILY / DUPLEX
20742,SINGLE FAMILY / DUPLEX
20743,SINGLE FAMILY / DUPLEX
20744,SINGLE FAMILY / DUPLEX
20745,SINGLE FAMILY / DUPLEX
20746,COMMERCIAL
20747,COMMERCIAL
20748,COMMERCIAL
20749,SINGLE FAMILY / DUPLEX
20750,SINGLE FAMILY / DUPLEX
20751,COMMERCIAL
20752,
20753,MULTIFAMILY
20754,SINGLE FAMILY / DUPLEX
20755,COMMERCIAL
20756,SINGLE FAMILY / DUPLEX
20757,SINGLE FAMILY / DUPLEX
20758,SINGLE FAMILY / DUPLEX
20759,SINGLE FAMILY / DUPLEX
20760,SINGLE FAMILY / DUPLEX
20761,SINGLE FAMILY / DUPLEX
20762,SINGLE FAMILY / DUPLEX
20763,MULTIFAMILY
20764,SINGLE FAMILY / DUPLEX
20765,COMMERCIAL
20766,SINGLE FAMILY / DUPLEX
20767,SINGLE FAMILY / DUPLEX
20768,MULTIFAMILY
20769,SINGLE FAMILY / DUPLEX
20770,COMMERCIAL
20771,COMMERCIAL
20772,COMMERCIAL
20773,INDUSTRIAL
20774,COMMERCIAL
20775,COMMERCIAL
20776,SINGLE FAMILY / DUPLEX
20777,SINGLE FAMILY / DUPLEX
20778,COMMERCIAL
20779,INSTITUTIONAL
20780,COMMERCIAL
20781,COMMERCIAL
20782,SINGLE FAMILY / DUPLEX
20783,COMMERCIAL
20784,COMMERCIAL
20785,SINGLE FAMILY / DUPLEX
20786,SINGLE FAMILY / DUPLEX
20787,COMMERCIAL
20788,SINGLE FAMILY / DUPLEX
20789,SINGLE FAMILY / DUPLEX
20790,SINGLE FAMILY / DUPLEX
20791,SINGLE FAMILY / DUPLEX
20792,COMMERCIAL
20793,COMMERCIAL
20794,SINGLE FAMILY / DUPLEX
20795,COMMERCIAL
20796,SINGLE FAMILY / DUPLEX
20797,COMMERCIAL
20798,SINGLE FAMILY / DUPLEX
20799,MULTIFAMILY
20800,MULTIFAMILY
20801,MULTIFAMILY
20802,COMMERCIAL
20803,SINGLE FAMILY / DUPLEX
20804,SINGLE FAMILY / DUPLEX
20805,SINGLE FAMILY / DUPLEX
20806,SINGLE FAMILY / DUPLEX
20807,SINGLE FAMILY / DUPLEX
20808,SINGLE FAMILY / DUPLEX
20809,SINGLE FAMILY / DUPLEX
20810,SINGLE FAMILY / DUPLEX
20811,SINGLE FAMILY / DUPLEX
20812,SINGLE FAMILY / DUPLEX
20813,SINGLE FAMILY / DUPLEX
20814,SINGLE FAMILY / DUPLEX
20815,SINGLE FAMILY / DUPLEX
20816,SINGLE FAMILY / DUPLEX
20817,SINGLE FAMILY / DUPLEX
20818,SINGLE FAMILY / DUPLEX
20819,SINGLE FAMILY / DUPLEX
20820,SINGLE FAMILY / DUPLEX
20821,COMMERCIAL
20822,SINGLE FAMILY / DUPLEX
20823,COMMERCIAL
20824,SINGLE FAMILY / DUPLEX
20825,SINGLE FAMILY / DUPLEX
20826,SINGLE FAMILY / DUPLEX
20827,COMMERCIAL
20828,COMMERCIAL
20829,SINGLE FAMILY / DUPLEX
20830,MULTIFAMILY
20831,SINGLE FAMILY / DUPLEX
20832,SINGLE FAMILY / DUPLEX
20833,SINGLE FAMILY / DUPLEX
20834,SINGLE FAMILY / DUPLEX
20835,SINGLE FAMILY / DUPLEX
20836,COMMERCIAL
20837,SINGLE FAMILY / DUPLEX
20838,SINGLE FAMILY / DUPLEX
20839,SINGLE FAMILY / DUPLEX
20840,COMMERCIAL
20841,SINGLE FAMILY / DUPLEX
20842,SINGLE FAMILY / DUPLEX
20843,SINGLE FAMILY / DUPLEX
20844,COMMERCIAL
20845,COMMERCIAL
20846,COMMERCIAL
20847,SINGLE FAMILY / DUPLEX
20848,SINGLE FAMILY / DUPLEX
20849,SINGLE FAMILY / DUPLEX
20850,COMMERCIAL
20851,SINGLE FAMILY / DUPLEX
20852,MULTIFAMILY
20853,MULTIFAMILY
20854,MULTIFAMILY
20855,MULTIFAMILY
20856,COMMERCIAL
20857,SINGLE FAMILY / DUPLEX
20858,SINGLE FAMILY / DUPLEX
20859,MULTIFAMILY
20860,INDUSTRIAL
20861,COMMERCIAL
20862,COMMERCIAL
20863,SINGLE FAMILY / DUPLEX
20864,COMMERCIAL
20865,SINGLE FAMILY / DUPLEX
20866,SINGLE FAMILY / DUPLEX
20867,SINGLE FAMILY / DUPLEX
20868,INDUSTRIAL
20869,SINGLE FAMILY / DUPLEX
20870,SINGLE FAMILY / DUPLEX
20871,SINGLE FAMILY / DUPLEX
20872,SINGLE FAMILY / DUPLEX
20873,SINGLE FAMILY / DUPLEX
20874,SINGLE FAMILY / DUPLEX
20875,SINGLE FAMILY / DUPLEX
20876,SINGLE FAMILY / DUPLEX
20877,SINGLE FAMILY / DUPLEX
20878,COMMERCIAL
20879,SINGLE FAMILY / DUPLEX
20880,MULTIFAMILY
20881,SINGLE FAMILY / DUPLEX
20882,MULTIFAMILY
20883,COMMERCIAL
20884,COMMERCIAL
20885,MULTIFAMILY
20886,SINGLE FAMILY / DUPLEX
20887,SINGLE FAMILY / DUPLEX
20888,SINGLE FAMILY / DUPLEX
20889,SINGLE FAMILY / DUPLEX
20890,SINGLE FAMILY / DUPLEX
20891,SINGLE FAMILY / DUPLEX
20892,SINGLE FAMILY / DUPLEX
20893,SINGLE FAMILY / DUPLEX
20894,SINGLE FAMILY / DUPLEX
20895,SINGLE FAMILY / DUPLEX
20896,SINGLE FAMILY / DUPLEX
20897,COMMERCIAL
20898,SINGLE FAMILY / DUPLEX
20899,COMMERCIAL
20900,COMMERCIAL
20901,COMMERCIAL
20902,SINGLE FAMILY / DUPLEX
20903,COMMERCIAL
20904,COMMERCIAL
20905,COMMERCIAL
20906,COMMERCIAL
20907,COMMERCIAL
20908,SINGLE FAMILY / DUPLEX
20909,MULTIFAMILY
20910,SINGLE FAMILY / DUPLEX
20911,SINGLE FAMILY / DUPLEX
20912,SINGLE FAMILY / DUPLEX
20913,SINGLE FAMILY / DUPLEX
20914,COMMERCIAL
20915,SINGLE FAMILY / DUPLEX
20916,SINGLE FAMILY / DUPLEX
20917,SINGLE FAMILY / DUPLEX
20918,SINGLE FAMILY / DUPLEX
20919,SINGLE FAMILY / DUPLEX
20920,SINGLE FAMILY / DUPLEX
20921,COMMERCIAL
20922,SINGLE FAMILY / DUPLEX
20923,MULTIFAMILY
20924,MULTIFAMILY
20925,MULTIFAMILY
20926,MULTIFAMILY
20927,MULTIFAMILY
20928,MULTIFAMILY
20929,SINGLE FAMILY / DUPLEX
20930,SINGLE FAMILY / DUPLEX
20931,SINGLE FAMILY / DUPLEX
20932,SINGLE FAMILY / DUPLEX
20933,SINGLE FAMILY / DUPLEX
20934,SINGLE FAMILY / DUPLEX
20935,SINGLE FAMILY / DUPLEX
20936,SINGLE FAMILY / DUPLEX
20937,SINGLE FAMILY / DUPLEX
20938,SINGLE FAMILY / DUPLEX
20939,MULTIFAMILY
20940,SINGLE FAMILY / DUPLEX
20941,SINGLE FAMILY / DUPLEX
20942,SINGLE FAMILY / DUPLEX
20943,SINGLE FAMILY / DUPLEX
20944,SINGLE FAMILY / DUPLEX
20945,COMMERCIAL
20946,SINGLE FAMILY / DUPLEX
20947,SINGLE FAMILY / DUPLEX
20948,INSTITUTIONAL
20949,SINGLE FAMILY / DUPLEX
20950,SINGLE FAMILY / DUPLEX
20951,SINGLE FAMILY / DUPLEX
20952,SINGLE FAMILY / DUPLEX
20953,COMMERCIAL
20954,COMMERCIAL
20955,MULTIFAMILY
20956,SINGLE FAMILY / DUPLEX
20957,SINGLE FAMILY / DUPLEX
20958,SINGLE FAMILY / DUPLEX
20959,SINGLE FAMILY / DUPLEX
20960,COMMERCIAL
20961,SINGLE FAMILY / DUPLEX
20962,COMMERCIAL
20963,SINGLE FAMILY / DUPLEX
20964,COMMERCIAL
20965,SINGLE FAMILY / DUPLEX
20966,SINGLE FAMILY / DUPLEX
20967,COMMERCIAL
20968,COMMERCIAL
20969,SINGLE FAMILY / DUPLEX
20970,COMMERCIAL
20971,SINGLE FAMILY / DUPLEX
20972,SINGLE FAMILY / DUPLEX
20973,SINGLE FAMILY / DUPLEX
20974,MULTIFAMILY
20975,SINGLE FAMILY / DUPLEX
20976,COMMERCIAL
20977,SINGLE FAMILY / DUPLEX
20978,COMMERCIAL
