id,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME
575,DIAMOND,0,,,,['DATETIME']
576,DIAMOND,0,,,,['DATETIME']
577,CPS - ALCOA BLDG,0,,,,['DATETIME']
578,DIAMOND,0,,,,['DATETIME']
579,DIAMOND,0,,,,['DATETIME']
580,DIAMOND,0,,,,['DATETIME']
581,DIAMOND,0,,,,['DATETIME']
582,DIAMOND,0,,,,['DATETIME']
583,U-PARK,0,,,,['DATETIME']
584,IMPARK,0,,,,['DATETIME']
585,REPUBLIC,0,,,,['DATETIME']
586,TOTAL TERMINALS INTERNATIONAL LLC,0,,,,['DATETIME']
587,U-PARK,0,,,,['DATETIME']
588,AMPCO,0,,,,['DATETIME']
589,DIAMOND,0,,,,['DATETIME']
590,REPUBLIC,0,,,,['DATETIME']
591,DIAMOND,0,,,,['DATETIME']
592,DIAMOND,0,,,,['DATETIME']
593,REPUBLIC,0,,,,['DATETIME']
594,OTHELLO STATION,0,,,,['DATETIME']
595,CROWNE PLAZA HOTEL,0,,,,['DATETIME']
596,DIAMOND,0,,,,['DATETIME']
597,DIAMOND,0,,,,['DATETIME']
598,FIRST CONVENANT CHURCH,0,,,,['DATETIME']
599,DIAMOND,0,,,,['DATETIME']
600,DIAMOND,0,,,,['DATETIME']
601,U-PARK,0,,,,['DATETIME']
602,DIAMOND,0,,,,['DATETIME']
603,U-PARK,0,,,,['DATETIME']
604,UNITED,0,,,,['DATETIME']
605,DIAMOND,0,,,,['DATETIME']
606,BOBS BIKE & BOARD,0,,,,['DATETIME']
607,DIAMOND,0,,,,['DATETIME']
608,DIAMOND,0,,,,['DATETIME']
609,U-PARK,0,,,,['DATETIME']
610,SEATTLE HILTON,0,,,,['DATETIME']
611,U-PARK,0,,,,['DATETIME']
612,DIAMOND,0,,,,['DATETIME']
613,DALMASSO PROPERTIES LLC,0,,,,['DATETIME']
614,U-PARK,0,,,,['DATETIME']
615,SECOND & SENECA GARAGE,0,,,,['DATETIME']
616,PSP-COBB,8,N,473,473,['DATETIME']
617,UNITED,0,,,,['DATETIME']
618,KEY PARK NORTHWEST,0,,,,['DATETIME']
619,UNION STATION PARKING GARAGE NORTH,0,,,,['DATETIME']
620,U-PARK,0,,,,['DATETIME']
621,DIAMOND,0,,,,['DATETIME']
622,DIAMOND,0,,,,['DATETIME']
623,DOME,0,,,,['DATETIME']
624,STANDARD,0,,,,['DATETIME']
625,UNITED,0,,,,['DATETIME']
626,MONTLAKE TEXACO,0,,,,['DATETIME']
627,ALLEY 24 GARAGE,0,,,,['DATETIME']
628,DIAMOND,0,,,,['DATETIME']
629,REPUBLIC,0,,,,['DATETIME']
630,DIAMOND,0,,,,['DATETIME']
631,REPUBLIC - US BANK CENTRE,0,,,,['DATETIME']
632,U-PARK,0,,,,['DATETIME']
633,UNITED,0,,,,['DATETIME']
634,REPUBLIC,0,,,,['DATETIME']
635,DIAMOND,0,,,,['DATETIME']
636,DIAMOND,0,,,,['DATETIME']
637,DIAMOND,0,,,,['DATETIME']
638,IMPARK,0,,,,['DATETIME']
639,REPUBLIC,0,,,,['DATETIME']
640,KEY PARK NORTHWEST,0,,,,['DATETIME']
641,2ND & SPRING GARAGE,0,,,,['DATETIME']
642,DIAMOND,0,,,,['DATETIME']
643,U-DISTRICT PARKING LOT,0,,,,['DATETIME']
644,DIAMOND,0,,,,['DATETIME']
645,DIAMOND,0,,,,['DATETIME']
646,DIAMOND,0,,,,['DATETIME']
647,,0,,,,['DATETIME']
648,PEMCO LOT,0,,,,['DATETIME']
649,DIAMOND,0,,,,['DATETIME']
650,REPUBLIC,0,,,,['DATETIME']
651,CPS - MARKET PLACE,0,,,,['DATETIME']
652,DIAMOND,0,,,,['DATETIME']
653,DEJA VU LOT (MURATA LOT),0,,,,['DATETIME']
654,DIAMOND,0,,,,['DATETIME']
655,INTER*IM,0,,,,['DATETIME']
656,CASCADE,0,,,,['DATETIME']
657,U-DISTRICT PARKING LOT,0,,,,['DATETIME']
658,MERCHANTS PARKING ASSOC,0,,,,['DATETIME']
659,SEATTLE CENTER 1ST AVE N GARAGE,0,,,,['DATETIME']
660,EMERALD CITY AUTO REPAIR INC,0,,,,['DATETIME']
661,REPUBLIC - BALLARD LANDMARK,0,,,,['DATETIME']
662,DIAMOND,0,,,,['DATETIME']
663,DIAMOND,0,,,,['DATETIME']
664,IMPARK - MILENNIUM BUILDING,0,,,,['DATETIME']
665,ACE PARKING - PARK PLACE BUILDING,0,,,,['DATETIME']
666,REPUBLIC,0,,,,['DATETIME']
667,DIAMOND,0,,,,['DATETIME']
668,IMPARK,0,,,,['DATETIME']
669,DIAMOND,0,,,,['DATETIME']
670,INTER*IM,0,,,,['DATETIME']
671,2200 WESTLAKE GARAGE,0,,,,['DATETIME']
672,DIAMOND,0,,,,['DATETIME']
673,DIAMOND,0,,,,['DATETIME']
674,U-PARK,0,,,,['DATETIME']
675,IMPARK,0,,,,['DATETIME']
676,9TH & JOHN LOT,0,,,,['DATETIME']
677,U-PARK,0,,,,['DATETIME']
678,U-PARK,0,,,,['DATETIME']
679,DIAMOND,0,,,,['DATETIME']
680,IMPARK,0,,,,['DATETIME']
681,KEY PARK NORTHWEST,0,,,,['DATETIME']
682,,0,,,,['DATETIME']
683,3RD & STEWART,6,N,754,754,['DATETIME']
684,U-PARK,0,,,,['DATETIME']
685,WATERFRONT PLACE GARAGE,0,,,,['DATETIME']
686,WATERFRONT PLACE GARAGE,22,N,175,155,['DATETIME']
