id,street,longitude,latitude,applicant_id
5465,3909 S OTHELLO ST,-122.28295339,47.53683561,
5466,3514 W GOVERNMENT WAY,-122.40302472,47.65857978,
5467,624 YALE AVE N,-122.33063459,47.62489222,
5468,6400 SYLVAN WAY SW,-122.37216011,47.54487248,
5469,5935 FAUNTLEROY WAY SW,-122.38332764,47.54926097,
5470,1314 LAKESIDE AVE S,-122.28703003,47.59181213,
5471,2350 W COMMODORE WAY,-122.38659398,47.66103428,
5472,2117 BONAIR DR SW,-122.39811603,47.5851085,
5473,539 M L KING JR WAY S,-122.29778119,47.59686637,
5474,808 NW 54TH ST,-122.36676908,47.66813751,
5475,1110 M L KING JR WAY S,-122.29731277,47.59300091,
5476,3911 1ST AVE NE,-122.328346,47.65402635,
5477,114 FLORENTIA ST,-122.35494507,47.64706071,
5478,3611 S GENESEE ST,-122.28641111,47.56391449,
5479,1943 4TH AVE S,-122.32964369,47.58467225,
5480,7517 AURORA AVE N,-122.34484046,47.68383777,
5481,4015 M L KING JR WAY S,-122.29722421,47.56765645,
5482,1827 BROADWAY,-122.32120601,47.61840992,
5483,100 BROADWAY E,-122.32060988,47.61887683,
5484,3038 BEACON AVE S,-122.30921501,47.5758903,
5485,1830 BROADWAY,-122.32060047,47.61857794,
5486,9349 7TH AVE S,-122.32569248,47.51916633,
5487,500 BELMONT AVE E,-122.32378557,47.62328531,
5488,7914 ASHWORTH AVE N,-122.33887234,47.68667802,
5489,6315 23RD AVE SW,-122.36284407,47.54592919,
5490,8511 STONE AVE N,-122.3418112,47.69092944,
5491,2416 SW CLOVERDALE ST,-122.36412225,47.52682891,
5492,6400 SYLVAN WAY SW,-122.37216011,47.54487248,
5493,4210 8TH AVE NE,-122.31956773,47.65792057,
5494,1341 N NORTHLAKE WAY,-122.34087877,47.64747091,
5495,1101 WESTLAKE AVE N,-122.34141349,47.62893599,
5496,2101 W RUFFNER ST,-122.38362959,47.65203575,
5497,5036 M L KING JR WAY S,-122.29009552,47.55605521,
5498,2260 W COMMODORE WAY,-122.38523314,47.66049962,
5499,2810 ALKI AVE SW,-122.41255852,47.57836601,
5500,9916 17TH AVE NW,-122.37793701,47.7012232,
5501,3044 BEACON AVE S,-122.30920028,47.57579425,
5502,4333 BROOKLYN AVE NE,-122.31467156,47.66072301,
5503,2350 MINOR AVE E,-122.32811281,47.6412083,
5504,505 YALE AVE N,-122.3306378,47.62331569,
5505,624 YALE AVE N,-122.33063459,47.62489222,
5506,6320 34TH AVE SW,-122.37480433,47.54606385,
5507,7200 AURORA AVE N,-122.34401084,47.68178734,
5508,7555 25TH AVE NE,-122.3010748,47.68469649,
5509,1830 BROADMOOR DR E,-122.28788453,47.63609883,
5510,2649 NW 59TH ST,-122.39210872,47.67135657,
5511,1616 W BERTONA ST,-122.37832507,47.65068108,
5512,4501 12TH AVE NE,-122.31570458,47.66148571,
5513,504 YALE AVE N,-122.33030508,47.62334853,
5514,3237 S CHICAGO ST,-122.28926101,47.53222939,
5515,802 SENECA ST,-122.32978561,47.60967965,
5516,3655 WHITMAN AVE N,-122.34635261,47.65230831,
5517,8455 STONE AVE N,-122.34202651,47.69024217,
5518,1531 UTAH AVE S,-122.33567914,47.58924534,
5519,8524 8TH AVE NE,-122.32012897,47.69112641,
5520,3443 21ST AVE W,-122.38369412,47.65155991,
5521,2120 S STATE ST,-122.30453217,47.58785699,
5522,2217 2ND AVE W,-122.35993154,47.63895128,
5523,2113 S MASSACHUSETTS ST,-122.30448173,47.5881386,
5524,2814 NW 56TH ST,-122.39361732,47.66970898,
5525,902 13TH AVE,-122.31521658,47.61056769,
5526,3006 NE 55TH ST,-122.29466605,47.66872205,
5527,401 N 45TH ST,-122.35416575,47.66128074,
5528,901 POPLAR PL S,-122.31171931,47.59372161,
5529,9052 17TH AVE SW,-122.35622275,47.5212837,
5530,900 POPLAR PL S,-122.31125661,47.59388804,
5531,36 FLORENTIA ST,-122.35618149,47.64729311,
5532,2521 30TH AVE S,-122.29500614,47.58049671,
5533,701 34TH AVE,-122.28963406,47.60806279,
5534,1724 HOWELL PL,-122.28032877,47.61703966,
5535,7411 4TH AVE NE,-122.3256929,47.68208838,
5536,1218 E CHERRY ST,-122.31587598,47.60841811,
5537,1614 S MAIN ST,-122.310883,47.6001717,
5538,502 21ST AVE,-122.30479056,47.60638202,
5539,240 2ND AVE S,-122.33128396,47.60022466,
5540,2040 34TH AVE S,-122.28955939,47.58398754,
5541,2302 SW BRANDON ST,-122.36195856,47.55392069,
5542,6536 42ND AVE SW,-122.38552055,47.54375842,
5543,4215 SW HOLLY ST,-122.38656754,47.54274492,
5544,4009 CALIFORNIA AVE SW,-122.3871602,47.56798489,
5545,1924 RAINIER AVE S,-122.3034464,47.58588372,
5546,1110 DEXTER AVE N,-122.34195105,47.62929639,
5547,4837 25TH AVE SW,-122.36447861,47.55816489,
5548,2617 BOYLSTON AVE E,-122.32365251,47.64373856,
5549,6712 MARY AVE NW,-122.37594116,47.67820832,
5550,4020 14TH AVE S,-122.31428265,47.56741872,
5551,812 S ORCAS ST,-122.32230904,47.55042396,
5552,1451 NW 46TH ST,-122.37549231,47.66208073,
5553,1401 NW 46TH ST,-122.37402888,47.6617059,
5554,4108 25TH AVE SW,-122.36411441,47.56621932,
5555,500 17TH AVE,-122.30967102,47.6070606,
5556,912 29TH AVE S,-122.2951857,47.59401884,
5557,927 29TH AVE S,-122.2957446,47.59371666,
5558,911 29TH AVE S,-122.29571421,47.59398569,
5559,3805 NE 92ND ST,-122.28753391,47.69506905,
5560,12583 DENSMORE AVE N,-122.33773455,47.72187131,
5561,5803 24TH AVE NW,-122.3879939,47.67109472,
5562,11325 ROOSEVELT WAY NE,-122.31819559,47.71124872,
5563,214 26TH AVE E,-122.29805613,47.62066159,
5564,11020 1ST AVE NW,-122.35783087,47.70931795,
5565,9400 RAINIER AVE S,-122.26505777,47.52009207,
5566,1752 S FERDINAND ST,-122.30811211,47.55920136,
5567,9513 4TH AVE NW,-122.36255757,47.6983183,
5568,5905 SEAVIEW AVE NW,-122.40611104,47.67151249,
5569,5159 42ND AVE S,-122.28100819,47.555578,
5570,2137 4TH AVE W,-122.36272131,47.63888674,
5571,3608 COURTLAND PL S,-122.28678295,47.57129493,
5572,1548 NW 61ST ST,-122.37840424,47.67332573,
5573,1153 N 85TH ST,-122.34218729,47.6903624,
5574,13717 GREENWOOD AVE N,-122.35592931,47.72933154,
5575,6121 24TH AVE NE,-122.30208374,47.67356811,
5576,4539 S HENDERSON ST,-122.27485842,47.52293572,
5577,227 23RD AVE E,-122.30297461,47.62099306,
5578,168 DENNY WAY,-122.35341898,47.61877008,
5579,119 PINE ST,-122.33998397,47.60994519,
5580,2328 HARBOR AVE SW,-122.37331131,47.58266988,
5581,6735 24TH AVE NW,-122.38809779,47.67883395,
5582,150 DENNY WAY,-122.35392638,47.61878962,
5583,3210 CALIFORNIA AVE SW,-122.38656414,47.57517064,
5584,600 WESTLAKE AVE N,-122.33797695,47.62490866,
5585,2416 SW CLOVERDALE ST,-122.36412225,47.52682891,
5586,5012 S FLETCHER ST,-122.27085946,47.51920404,
5587,3416 E MARION ST,-122.2885994,47.61058811,
5588,3647 13TH AVE W,-122.37390721,47.65356493,
5589,109 19TH AVE,-122.30785189,47.6019909,
5590,2316 N 128TH ST,-122.33012151,47.72257152,
5591,10503 INTERLAKE AVE N,-122.34090125,47.70523952,
5592,5900 AIRPORT WAY S,-122.31659536,47.54957629,
5593,224 WESTLAKE AVE N,-122.33808386,47.62054631,
5594,114 PIKE ST,-122.33956246,47.60935526,
5595,4509 LINDEN AVE N,-122.34884277,47.66171175,
5596,3315 WETMORE AVE S,-122.29370142,47.57372674,
5597,12345 14TH AVE NE,-122.3144435,47.71890366,
5598,3500 TROLL AVE N,-122.34703602,47.65027243,
5599,7316 4TH AVE NE,-122.325956,47.68149511,
5600,1409 NW 63RD ST,-122.3740789,47.67435829,
5601,1451 NW 46TH ST,-122.37549231,47.66208073,
5602,1111 SW HOLDEN ST,-122.34979497,47.53382943,
5603,2835 SW ADAMS ST,-122.36962693,47.56599966,
5604,7727 BAGLEY AVE N,-122.33218293,47.685784,
5605,8815 SEWARD PARK AVE S,-122.26587356,47.52407659,
5606,314 25TH AVE S,-122.29939827,47.59993638,
5607,7321 35TH AVE NE,-122.29066664,47.68192386,
5608,1711 44TH AVE SW,-122.38795096,47.58762873,
5609,1920 E JOHN ST,-122.3066064,47.61979378,
5610,7321 35TH AVE NE,-122.29066664,47.68192386,
5611,12023 36TH AVE NE,-122.29011679,47.71626669,
5612,312 NW 89TH ST,-122.36132242,47.69373099,
5613,5004 BAKER AVE NW,-122.35942279,47.66525768,
5614,1911 E PINE ST,-122.30693049,47.6151291,
5615,539 N 104TH ST,-122.35110372,47.70411374,
5616,825 NW 97TH ST,-122.36720621,47.69996689,
5617,736 S CLOVERDALE ST,-122.32388907,47.52671609,
5618,4608 S FONTANELLE ST,-122.27479858,47.53615286,
5619,10552 GREENWOOD AVE N,-122.35522959,47.70656401,
5620,424 N 130TH ST,-122.35345521,47.72362082,
5621,2415 S NORMAN ST,-122.30035906,47.59271717,
5622,4758 23RD AVE SW,-122.36121115,47.55938932,
5623,5241 16TH AVE SW,-122.3550748,47.55486304,
5624,909 NW 51ST ST,-122.36909811,47.66554194,
5625,13816 GREENWOOD AVE N,-122.35504584,47.7302346,
5626,7538 24TH AVE NW,-122.38732504,47.68427048,
5627,7542 24TH AVE NW,-122.38710141,47.68439197,
5628,1522 12TH AVE S,-122.31694541,47.58930418,
5629,13128 PALATINE AVE N,-122.35730425,47.72489818,
5630,4519 4TH AVE NE,-122.3244986,47.66206668,
5631,4511 4TH AVE NE,-122.32429508,47.66189939,
5632,2012 15TH AVE S,-122.31286131,47.58511347,
5633,1506 12TH AVE S,-122.31686905,47.58972729,
5634,2257 NW 63RD ST,-122.38715881,47.67426484,
5635,1551 W ARMORY WAY,-122.37706709,47.63797305,
5636,9212 FREMONT AVE N,-122.34953108,47.69613396,
5637,3215 NE 143RD ST,-122.29323781,47.73182552,
5638,9273 FAUNTLEROY WAY SW,-122.39455888,47.52020825,
5639,12222 GREENWOOD AVE N,-122.35498606,47.71853359,
5640,5227 38TH AVE SW,-122.3805648,47.55482037,
5641,965 VALLEY ST,-122.33791713,47.62540049,
5642,1406 NW 59TH ST,-122.37404429,47.67182197,
5643,6517 34TH AVE SW,-122.37539533,47.54414649,
5644,3638 COURTLAND PL S,-122.28695676,47.57035529,
5645,9439 49TH AVE S,-122.27240063,47.51710754,
5646,8622 3RD AVE NW,-122.36015458,47.69220558,
5647,3636 BEACH DR SW,-122.41141961,47.57183463,
5648,7951 9TH AVE SW,-122.34711437,47.5304992,
5649,1212 QUEEN ANNE AVE N,-122.35625997,47.63019657,
5650,304 E THOMAS ST,-122.32748741,47.62100277,
5651,2437 S MORGAN ST,-122.30062625,47.54413543,
5652,2112 10TH AVE W,-122.37002039,47.63822578,
5653,2800 S JUDKINS ST,-122.29593476,47.59230494,
5654,2506 SW GRAHAM ST,-122.36477017,47.54675306,
5655,3054 24TH AVE W,-122.386826,47.64825355,
5656,1050 NE 50TH ST,-122.31657132,47.66506151,
5657,3944 SW OTHELLO ST,-122.38389601,47.53797407,
5658,7935 DENSMORE AVE N,-122.3381683,47.68664603,
5659,927 N 85TH ST,-122.34600685,47.69028221,
5660,925 N 85TH ST,-122.34619768,47.69029825,
5661,2300 S MASSACHUSETTS ST,-122.30186872,47.5887465,
5662,4729 42ND AVE SW,-122.38584215,47.56016649,
5663,1823 MINOR AVE,-122.33152395,47.61712077,
5664,1200 MADISON ST,-122.32401318,47.61022901,
5665,8318 RAINIER AVE S,-122.26962843,47.52888252,
5666,7120 18TH AVE SW,-122.35699921,47.5385345,
5667,1768 16TH AVE S,-122.31243459,47.58725151,
5668,7901 9TH AVE SW,-122.34699305,47.53180043,
5669,4048 NE 56TH ST,-122.28269402,47.66971599,
5670,1302 N 88TH ST,-122.34104054,47.69253134,
5671,13004 8TH AVE NW,-122.36597236,47.72360443,
5672,1818 E YESLER WAY,-122.30810231,47.60180693,
5673,2350 YALE AVE E,-122.32680636,47.64113328,
5674,3613 S SPOKANE ST,-122.2876391,47.57145468,
5675,13 S NEVADA ST,-122.34135422,47.56542426,
5676,1903 5TH AVE,-122.33841355,47.61292353,
5677,1515 MELROSE AVE,-122.32816276,47.61461737,
5678,11041 23RD AVE NE,-122.30484345,47.70964143,
5679,1214 6TH AVE N,-122.34474632,47.63019709,
5680,939 M L KING JR WAY S,-122.29849258,47.59341262,
5681,2721 14TH AVE S,-122.31487587,47.57885517,
5682,5507 13TH AVE S,-122.31662999,47.55320196,
5683,14349 15TH AVE NE,-122.31370845,47.73325379,
5684,2619 WARREN AVE N,-122.35491119,47.64385558,
5685,739 HARVARD AVE E,-122.3226153,47.6261189,
5686,5224 FAUNTLEROY WAY SW,-122.3812249,47.55491873,
5687,5415 BAKER AVE NW,-122.36053249,47.6683025,
5688,1750 24TH AVE S,-122.30110907,47.58703355,
5689,559 NE 80TH ST,-122.32042828,47.68662496,
5690,9247 ASHWORTH AVE N,-122.34011852,47.69733462,
5691,9241 ASHWORTH AVE N,-122.33992854,47.69720716,
5692,5900 AIRPORT WAY S,-122.31659536,47.54957629,
5693,2000 30TH AVE S,-122.29382599,47.5850437,
5694,1524 STURGUS AVE S,-122.31142194,47.58923741,
5695,8512 20TH AVE NE,-122.30660372,47.69088591,
5696,1215 AURORA AVE N,-122.34385164,47.63020213,
5697,8316 12TH AVE NW,-122.37120671,47.68930105,
5698,1016 1ST AVE S,-122.33372637,47.59363838,
5699,3720 59TH AVE SW,-122.4080401,47.57047257,
5700,12745 10TH AVE NE,-122.31849229,47.72252743,
5701,10715 DENSMORE AVE N,-122.33791,47.7073479,
5702,4318 GREENWOOD AVE N,-122.35502079,47.65951454,
5703,5801 2ND AVE S,-122.33303615,47.55078641,
5704,201 S MEAD ST,-122.33180057,47.55083198,
5705,3801 W GOVERNMENT WAY,-122.40555572,47.65796562,
5706,7901 35TH AVE SW,-122.37725804,47.53156762,
5707,1617 S KING ST,-122.3107311,47.59799456,
5708,8014 15TH AVE NW,-122.37648163,47.68740602,
5709,807 HILLSIDE DR E,-122.28469869,47.62638589,
5710,9412 FREMONT AVE N,-122.34951866,47.69733114,
5711,1807 N 36TH ST,-122.33577878,47.65030857,
5712,8022 15TH AVE NW,-122.37652192,47.68757517,
5713,12301 SAND POINT WAY NE,-122.28427512,47.71754233,
5714,306 NW 54TH ST,-122.36133784,47.66804818,
5715,2203 NW 60TH ST,-122.38521647,47.67207662,
5716,161 10TH AVE,-122.31991233,47.60296549,
5717,8729 12TH AVE NW,-122.37198746,47.69294088,
5718,6315 BEACON AVE S,-122.3008349,47.54590127,
5719,12014 31ST AVE NE,-122.29479254,47.71595111,
5720,6002 SW ADMIRAL WAY,-122.40975576,47.57606223,
5721,725 N 95TH ST,-122.34889574,47.69759391,
5722,924 SW HOLDEN ST,-122.34844116,47.53424984,
5723,1305 S HILL ST,-122.31580629,47.58436043,
5724,2320 E MADISON ST,-122.3018776,47.61989847,
5725,516 N 46TH ST,-122.35195155,47.66235164,
5726,7001 24TH AVE NW,-122.38780222,47.67964459,
5727,3944 S BRANDON ST,-122.28157623,47.55363231,
5728,1546 STURGUS AVE S,-122.31137023,47.58864636,
5729,4748 47TH AVE SW,-122.39188181,47.55973634,
5730,7140 18TH AVE SW,-122.35704984,47.53787552,
5731,3400 21ST AVE W,-122.38299919,47.65061956,
5732,3411 W LAWTON ST,-122.40233386,47.66329512,
5733,3815 S THISTLE ST,-122.28414798,47.52766849,
5734,3014 NE 137TH ST,-122.29566299,47.72825623,
5735,4341 8TH AVE NE,-122.31998998,47.66066126,
5736,11557 19TH AVE NE,-122.30884711,47.71377426,
5737,12548 35TH AVE NE,-122.28995523,47.72059391,
5738,1312 N 41ST ST,-122.34155413,47.65706158,
5739,5629 KIRKWOOD PL N,-122.33249036,47.66971546,
5740,4310 36TH AVE W,-122.40333698,47.65882398,
5741,5001 NE 50TH ST,-122.27325494,47.66368613,
5742,9010 ASHWORTH AVE N,-122.33887669,47.69457649,
5743,605 1ST AVE,-122.33438296,47.60197119,
5744,3629 DAYTON AVE N,-122.35257157,47.65277232,
5745,2215 32ND AVE W,-122.39861814,47.63892985,
5746,1205 E PINE ST,-122.31646265,47.6150756,
5747,812 W BOTHWELL ST,-122.36819304,47.64378328,
5748,2841 SW ADAMS ST,-122.36987565,47.56602769,
5749,1958 THORNDYKE AVE W,-122.38896295,47.63652873,
5750,6706 CORSON AVE S,-122.32259674,47.54232587,
5751,3446 23RD AVE W,-122.38568901,47.65172669,
5752,9438 37TH AVE S,-122.28576777,47.51714347,
5753,6116 26TH AVE NW,-122.38991668,47.67364791,
5754,10326 46TH AVE NE,-122.27853895,47.70375864,
5755,6870 WOODLAWN AVE NE,-122.32641363,47.67765885,
5756,6811 30TH AVE NE,-122.2954483,47.67816143,
5757,8111 STONE AVE N,-122.3419996,47.68805261,
5758,7309 WINONA AVE N,-122.34599277,47.68228655,
5759,9619 ROOSEVELT WAY NE,-122.31792851,47.699241,
5760,2203 NW 60TH ST,-122.38521647,47.67207662,
5761,6850 WOODLAWN AVE NE,-122.32689619,47.67747634,
5762,8016 ASHWORTH AVE N,-122.3385304,47.68735433,
5763,5224 FAUNTLEROY WAY SW,-122.3812249,47.55491873,
5764,3833 ASHWORTH AVE N,-122.34060698,47.65364122,
5765,4324 GREENWOOD AVE N,-122.35500567,47.6597054,
5766,541 S SULLIVAN ST,-122.32656856,47.5271778,
5767,821 S CLOVERDALE ST,-122.32193877,47.52630804,
5768,3948 S BRANDON ST,-122.28143042,47.55363287,
5769,126 NW 53RD ST,-122.35847593,47.66766522,
5770,2280 W COMMODORE WAY,-122.38448378,47.66103766,
5771,8620 DELRIDGE WAY SW,-122.36019984,47.52581005,
5772,2304 N 53RD ST,-122.32884636,47.66751722,
5773,2615 NW 59TH ST,-122.39070456,47.67135168,
5774,7531 13TH AVE SW,-122.35189746,47.53461085,
5775,1101 DEXTER AVE N,-122.34260143,47.62906083,
5776,2032 EASTLAKE AVE E,-122.32546139,47.63771236,
5777,12331 28TH AVE NE,-122.29840893,47.71838829,
5778,12325 28TH AVE NE,-122.29813659,47.71821936,
5779,7757 SAND POINT WAY NE,-122.26539114,47.68642863,
5780,8016 ASHWORTH AVE N,-122.3385304,47.68735433,
5781,1600 8TH AVE,-122.33312554,47.61312837,
5782,631 W EWING ST,-122.36553005,47.65248386,
5783,601 W EWING ST,-122.36483589,47.65227215,
5784,701 W EWING ST,-122.36682445,47.65283384,
5785,801 W EWING ST,-122.36754975,47.6531213,
5786,901 W EWING ST,-122.36882327,47.65379544,
5787,1001 W EWING ST,-122.37006974,47.65461822,
5788,1051 W EWING ST,-122.3706261,47.65487169,
5789,1101 DEXTER AVE N,-122.34260143,47.62906083,
5790,2838 SW ADAMS ST,-122.36979335,47.56633027,
5791,4310 36TH AVE W,-122.40333698,47.65882398,
5792,2017 7TH AVE,-122.33807735,47.61508717,
5793,11753 16TH AVE NE,-122.3114834,47.71548374,
5794,4319 S WEBSTER ST,-122.27858859,47.5348335,
5795,1000 1ST AVE S,-122.33368875,47.59403763,
5796,3308 FUHRMAN AVE E,-122.3213986,47.6522212,
5797,4400 42ND AVE SW,-122.38518082,47.56434636,
5798,3926 S BRANDON ST,-122.28241555,47.55379836,
5799,209 1ST AVE S,-122.33459705,47.60050748,
5800,1215 AURORA AVE N,-122.34385164,47.63020213,
5801,3331 S GRAHAM ST,-122.28881578,47.5456371,
5802,10430 LAKE CITY WAY NE,-122.30130005,47.70463108,
5803,914 NW 52ND ST,-122.36933125,47.66673465,
5804,2201 ALASKAN WAY,-122.34948695,47.61137918,
5805,3638 COURTLAND PL S,-122.28695676,47.57035529,
5806,3644 36TH AVE S,-122.28809257,47.57026698,
5807,1631 15TH AVE W,-122.37662047,47.63449213,
5808,411 SUMMIT AVE E,-122.32581998,47.62237685,
5809,801 MADISON ST,-122.3280239,47.60767063,
5810,6300 22ND AVE SW,-122.36084126,47.54640561,
5811,932 NW 52ND ST,-122.37013916,47.6666051,
5812,5260 BROOKLYN AVE NE,-122.31392074,47.66813945,
5813,1123 ELLIOTT AVE W,-122.37307193,47.62975103,
5814,2038 EASTLAKE AVE E,-122.3254295,47.63788487,
5815,1924 N 48TH ST,-122.33398441,47.66377461,
5816,1145 N 91ST ST,-122.34249884,47.69475954,
5817,2648 NW 57TH ST,-122.39211734,47.67048745,
5818,801 5TH AVE,-122.33119077,47.60547767,
5819,4310 LINDEN AVE N,-122.34843383,47.65973215,
5820,2464 ALKI AVE SW,-122.40497897,47.58110255,
5821,6520 34TH AVE SW,-122.37460028,47.54396859,
5822,6524 34TH AVE SW,-122.37459003,47.54382887,
5823,2611 SW NEVADA ST,-122.36604406,47.56527877,
5824,5355 28TH AVE NW,-122.39313791,47.6676777,
5825,621 3RD AVE,-122.33207657,47.60318649,
5826,1919 24TH AVE S,-122.30201561,47.5857601,
5827,1712 NW 58TH ST,-122.37959694,47.67106835,
5828,4502 FREMONT AVE N,-122.34980612,47.66157361,
5829,7745 SAND POINT WAY NE,-122.26525391,47.68613309,
5830,2415 E DENNY WAY,-122.30040115,47.61877173,
5831,5501 15TH AVE NW,-122.37669657,47.66890986,
5832,3926 AURORA AVE N,-122.34698172,47.65487945,
5833,2203 E UNION ST,-122.30289527,47.61273006,
5834,2629 NW 54TH ST,-122.39158309,47.66744969,
5835,6560 LATONA AVE NE,-122.32672813,47.67730003,
5836,9000 45TH AVE SW,-122.38999401,47.52341493,
5837,9412 35TH AVE SW,-122.37649801,47.51883705,
5838,564 WARD ST,-122.34550055,47.62816593,
5839,112 25TH AVE S,-122.29982251,47.60118947,
5840,1918 E SPRUCE ST,-122.30684112,47.60366875,
5841,211 20TH AVE,-122.30664793,47.60394485,
5842,3446 22ND AVE W,-122.38442862,47.65168438,
5843,2027 13TH AVE W,-122.37415644,47.63751199,
5844,1334 TERRY AVE,-122.32858633,47.61186125,
5845,2023 13TH AVE W,-122.37413783,47.63741939,
5846,2217 14TH AVE S,-122.3150286,47.58316907,
5847,6423 33RD AVE S,-122.29068972,47.54447895,
5848,1300 W NICKERSON ST,-122.37479894,47.65567231,
5849,1404 E FIR ST,-122.31378222,47.60279359,
5850,4412 S MYRTLE ST,-122.27735492,47.53912398,
5851,2044 MINOR AVE E,-122.32811264,47.63805041,
5852,4422 SW 101ST ST,-122.38947628,47.51342253,
5853,3107 E HARRISON ST,-122.29153671,47.62231253,
5854,710 S LANDER ST,-122.32401622,47.58037432,
5855,8444 DELRIDGE WAY SW,-122.36026393,47.52695131,
5856,1414 E LYNN ST,-122.31280456,47.63973035,
5857,5214 BALLARD AVE NW,-122.3825391,47.66620212,
5858,12301 SAND POINT WAY NE,-122.28427512,47.71754233,
5859,10134 HOLMAN RD NW,-122.35900081,47.70270884,
5860,1954 1ST AVE S,-122.33378898,47.58440474,
5861,7011 RAVENNA AVE NE,-122.3041465,47.67979074,
5862,7418 RAINIER AVE S,-122.26966819,47.53533556,
5863,6050 24TH AVE S,-122.30202515,47.54699559,
5864,210 W COMSTOCK ST,-122.35985795,47.63070638,
5865,5035 43RD AVE S,-122.27975415,47.55593663,
5866,13023 GREENWOOD AVE N,-122.35600542,47.7242646,
5867,14 ALOHA ST,-122.35593655,47.62743474,
5868,701 NW MARKET ST,-122.36520841,47.66848838,
5869,2333 W CROCKETT ST,-122.38771332,47.63751241,
5870,9421 ROOSEVELT WAY NE,-122.31798782,47.69740804,
5871,3811 CALIFORNIA AVE SW,-122.38721188,47.5696569,
5872,14015 35TH AVE NE,-122.29125173,47.73059385,
5873,14021 35TH AVE NE,-122.29155891,47.73075815,
5874,5405 BALLARD AVE NW,-122.38495241,47.66751649,
5875,3605 34TH AVE S,-122.29017325,47.57134638,
5876,7557 DETROIT AVE SW,-122.33917837,47.53539136,
5877,4045 CALIFORNIA AVE SW,-122.38718655,47.56713281,
5878,938 NW 51ST ST,-122.37028945,47.66597978,
5879,10701 GREENWOOD AVE N,-122.35577579,47.7070317,
5880,13816 GREENWOOD AVE N,-122.35504584,47.7302346,
5881,3613 S SPOKANE ST,-122.2876391,47.57145468,
5882,219 12TH AVE E,-122.31727223,47.6204962,
5883,213 12TH AVE E,-122.31727097,47.62038367,
5884,2253 NW 63RD ST,-122.38696901,47.67437822,
5885,210 BOSTON ST,-122.35266827,47.63853165,
5886,4800 SAND POINT WAY NE,-122.28147251,47.66231885,
5887,2305 NW MARKET ST,-122.38656355,47.66845115,
5888,13823 GREENWOOD AVE N,-122.35592258,47.73027756,
5889,1408 14TH AVE,-122.3140101,47.61334211,
5890,12315 14TH AVE NE,-122.31435176,47.71804398,
5891,2040 FRANKLIN AVE E,-122.32449174,47.63788497,
5892,621 NW 70TH ST,-122.3641171,47.67938844,
5893,615 NW 70TH ST,-122.36411606,47.67944805,
5894,1136 NW 56TH ST,-122.37236496,47.66967623,
5895,9028 18TH AVE SW,-122.3575247,47.52200238,
5896,6017 ROOSEVELT WAY NE,-122.3177532,47.67271144,
5897,2425 33RD AVE W,-122.39993297,47.64036775,
5898,3637 PALATINE AVE N,-122.35688336,47.65382908,
5899,2317 SW ALASKA ST,-122.36236193,47.56094573,
5900,8448 DELRIDGE WAY SW,-122.35990434,47.52673863,
5901,6053 CALIFORNIA AVE SW,-122.38747187,47.54700925,
5902,5004 9TH AVE NW,-122.36843158,47.66529339,
5903,4561 SAND POINT WAY NE,-122.28543506,47.66282321,
5904,5000 S GENESEE ST,-122.27051582,47.56428408,
5905,1918 10TH AVE W,-122.37003279,47.63655075,
5906,7404 LINDEN AVE N,-122.34615124,47.68279629,
5907,1507 S PEARL ST,-122.31303886,47.55656389,
5908,1620 BROADWAY,-122.32040236,47.61592079,
5909,2200 32ND AVE W,-122.39794646,47.63839262,
5910,4754 COTTAGE PL SW,-122.36197938,47.5594479,
5911,5400 WEST MARGINAL WAY SW,-122.34516372,47.55394411,
5912,2311 E JOHN ST,-122.30188543,47.62004559,
5913,2400 3RD AVE,-122.34616655,47.61582105,
5914,422 MALDEN AVE E,-122.31347573,47.62264588,
5915,5961 DELRIDGE WAY SW,-122.36336807,47.54839619,
5916,1207 S LUCILE ST,-122.31678496,47.55310814,
5917,5234 25TH AVE SW,-122.36384736,47.55395263,
5918,5412 6TH AVE NW,-122.36312175,47.66838188,
5919,5201 RAINIER AVE S,-122.28317726,47.55513761,
5920,12311 32ND AVE NE,-122.29447656,47.71787303,
5921,1501 4TH AVE,-122.3374679,47.6102272,
5922,1215 WARREN AVE N,-122.35454477,47.63022406,
5923,1708 26TH AVE,-122.29855711,47.6167821,
5924,6325 42ND AVE SW,-122.38606452,47.54588324,
5925,1506 N 80TH ST,-122.33869687,47.6871067,
5926,125 BOREN AVE N,-122.33652543,47.61907205,
5927,6600 ROOSEVELT WAY NE,-122.31696224,47.67705292,
5928,1205 S LUCILE ST,-122.31690261,47.55317842,
5929,12515 2ND AVE NE,-122.32777357,47.72002331,
5930,13216 42ND AVE NE,-122.28175959,47.72515233,
5931,10501 STONE AVE N,-122.34226257,47.70520365,
5932,3847 WOODLAWN AVE N,-122.33894306,47.65402304,
5933,2604 E CHERRY ST,-122.2984518,47.60817246,
5934,9070 18TH AVE SW,-122.3572849,47.52127259,
5935,9056 18TH AVE SW,-122.35760779,47.5213891,
5936,5301 8TH AVE NE,-122.31991063,47.6672666,
5937,700 26TH AVE,-122.29863626,47.60822766,
5938,12301 5TH AVE NE,-122.32382712,47.71787071,
5939,12301 5TH AVE NE,-122.32382712,47.71787071,
5940,1627 23RD AVE,-122.3031199,47.61617218,
5941,4500 9TH AVE NE,-122.3181394,47.66178717,
