id,case_type 
20481,CITATION
20482,CONSTRUCTION
20483,CITATION
20484,CITATION
20485,HOUSING / ZONING
20486,CITATION
20487,CITATION
20488,CITATION
20489,CITATION
20490,CITATION
20491,HOUSING / ZONING
20492,HOUSING / ZONING
20493,CITATION
20494,HOUSING / ZONING
20495,CITATION
20496,CITATION
20497,CITATION
20498,CITATION
20499,CITATION
20500,HOUSING / ZONING
20501,CITATION
20502,HOUSING / ZONING
20503,CITATION
20504,VACANT BUILDING MONITORING
20505,CITATION
20506,HOUSING / ZONING
20507,HOUSING / ZONING
20508,CITATION
20509,CITATION
20510,HOUSING / ZONING
20511,VACANT BUILDING MONITORING
20512,HOUSING / ZONING
20513,CITATION
20514,HOUSING / ZONING
20515,CITATION
20516,CONSTRUCTION
20517,CITATION
20518,HOUSING / ZONING
20519,HOUSING / ZONING
20520,HOUSING / ZONING
20521,HOUSING / ZONING
20522,CONDO CONVERSION AND PRESALE
20523,CITATION
20524,VACANT BUILDING MONITORING
20525,HOUSING / ZONING
20526,CONSTRUCTION
20527,CITATION
20528,CITATION
20529,CONDO CONVERSION AND PRESALE
20530,CITATION
20531,CITATION
20532,CITATION
20533,CITATION
20534,CITATION
20535,CONSTRUCTION
20536,HOUSING / ZONING
20537,CITATION
20538,CITATION
20539,CITATION
20540,CITATION
20541,CITATION
20542,CITATION
20543,CITATION
20544,CITATION
20545,CITATION
20546,CITATION
20547,CITATION
20548,CITATION
20549,HOUSING / ZONING
20550,CITATION
20551,HOUSING / ZONING
20552,CITATION
20553,HOUSING / ZONING
20554,CITATION
20555,CITATION
20556,CITATION
20557,HOUSING / ZONING
20558,CITATION
20559,CITATION
20560,CITATION
20561,CITATION
20562,HOUSING / ZONING
20563,CITATION
20564,CONSTRUCTION
20565,CITATION
20566,CITATION
20567,CITATION
20568,CITATION
20569,CITATION
20570,CITATION
20571,HOUSING / ZONING
20572,CITATION
20573,HOUSING / ZONING
20574,HOUSING / ZONING
20575,HOUSING / ZONING
20576,CITATION
20577,CITATION
20578,CITATION
20579,CITATION
20580,CONSTRUCTION
20581,HOUSING / ZONING
20582,CITATION
20583,CONSTRUCTION
20584,CITATION
20585,HOUSING / ZONING
20586,CONSTRUCTION
20587,HOUSING / ZONING
20588,CITATION
20589,CITATION
20590,CITATION
20591,HOUSING / ZONING
20592,CITATION
20593,CITATION
20594,CITATION
20595,CITATION
20596,HOUSING / ZONING
20597,HOUSING / ZONING
20598,HOUSING / ZONING
20599,CITATION
20600,CONSTRUCTION
20601,CONSTRUCTION
20602,TENANT RELOCATION ORDINANCE
20603,CITATION
20604,CITATION
20605,CITATION
20606,CITATION
20607,CITATION
20608,CONSTRUCTION
20609,HOUSING / ZONING
20610,CITATION
20611,HOUSING / ZONING
20612,CITATION
20613,CITATION
20614,CITATION
20615,CITATION
20616,CITATION
20617,TENANT RELOCATION ORDINANCE
20618,HOUSING / ZONING
20619,HOUSING / ZONING
20620,CONSTRUCTION
20621,HOUSING / ZONING
20622,CITATION
20623,CITATION
20624,CITATION
20625,CITATION
20626,CITATION
20627,CITATION
20628,CITATION
20629,CONSTRUCTION
20630,CITATION
20631,CITATION
20632,HOUSING / ZONING
20633,HOUSING / ZONING
20634,HOUSING / ZONING
20635,CITATION
20636,HOUSING / ZONING
20637,HOUSING / ZONING
20638,CITATION
20639,CONSTRUCTION
20640,CITATION
20641,CITATION
20642,CITATION
20643,CITATION
20644,CITATION
20645,CITATION
20646,TENANT RELOCATION ORDINANCE
20647,CITATION
20648,TENANT RELOCATION ORDINANCE
20649,CITATION
20650,CITATION
20651,TENANT RELOCATION ORDINANCE
20652,CITATION
20653,HOUSING / ZONING
20654,HOUSING / ZONING
20655,CITATION
20656,CITATION
20657,CITATION
20658,CITATION
20659,TENANT RELOCATION ORDINANCE
20660,CITATION
20661,TENANT RELOCATION ORDINANCE
20662,CITATION
20663,CITATION
20664,CITATION
20665,CONSTRUCTION
20666,CITATION
20667,CITATION
20668,CITATION
20669,CITATION
20670,HOUSING / ZONING
20671,CITATION
20672,HOUSING / ZONING
20673,CITATION
20674,CITATION
20675,CITATION
20676,CITATION
20677,CITATION
20678,CITATION
20679,CITATION
20680,CITATION
20681,CONSTRUCTION
20682,CONSTRUCTION
20683,CONSTRUCTION
20684,HOUSING / ZONING
20685,CONSTRUCTION
20686,CITATION
20687,CITATION
20688,CITATION
20689,CONSTRUCTION
20690,HOUSING / ZONING
20691,CONSTRUCTION
20692,HOUSING / ZONING
20693,CITATION
20694,CITATION
20695,CITATION
20696,CITATION
20697,CITATION
20698,CITATION
20699,CITATION
20700,CITATION
20701,CITATION
20702,CITATION
20703,CITATION
20704,CITATION
20705,CITATION
20706,CITATION
20707,CITATION
20708,CONSTRUCTION
20709,HOUSING / ZONING
20710,CITATION
20711,CONSTRUCTION
20712,CITATION
20713,HOUSING / ZONING
20714,CITATION
20715,HOUSING / ZONING
20716,CITATION
20717,CITATION
20718,CITATION
20719,CITATION
20720,HOUSING / ZONING
20721,HOUSING / ZONING
20722,CITATION
20723,CITATION
20724,CITATION
20725,CITATION
20726,CITATION
20727,CITATION
20728,CONSTRUCTION
20729,HOUSING / ZONING
20730,HOUSING / ZONING
20731,HOUSING / ZONING
20732,CITATION
20733,CONSTRUCTION
20734,CITATION
20735,HOUSING / ZONING
20736,CONSTRUCTION
20737,HOUSING / ZONING
20738,CITATION
20739,CITATION
20740,HOUSING / ZONING
20741,CONSTRUCTION
20742,CITATION
20743,CITATION
20744,CITATION
20745,CITATION
20746,CITATION
20747,CITATION
20748,CITATION
20749,CITATION
20750,CONSTRUCTION
20751,CITATION
20752,CITATION
20753,HOUSING / ZONING
20754,CITATION
20755,CONSTRUCTION
20756,HOUSING / ZONING
20757,CONSTRUCTION
20758,CONSTRUCTION
20759,CITATION
20760,HOUSING / ZONING
20761,CITATION
20762,CITATION
20763,CITATION
20764,CITATION
20765,CITATION
20766,HOUSING / ZONING
20767,CITATION
20768,CITATION
20769,CONSTRUCTION
20770,HOUSING / ZONING
20771,CITATION
20772,CONSTRUCTION
20773,CITATION
20774,CONSTRUCTION
20775,CONSTRUCTION
20776,CITATION
20777,CITATION
20778,CITATION
20779,HOUSING / ZONING
20780,CITATION
20781,CITATION
20782,CITATION
20783,CITATION
20784,CITATION
20785,CITATION
20786,CITATION
20787,CITATION
20788,CITATION
20789,CITATION
20790,CITATION
20791,CITATION
20792,CITATION
20793,VACANT BUILDING MONITORING
20794,CONDO CONVERSION AND PRESALE
20795,CITATION
20796,CITATION
20797,CITATION
20798,CITATION
20799,CITATION
20800,HOUSING / ZONING
20801,CONSTRUCTION
20802,CITATION
20803,CITATION
20804,CITATION
20805,CITATION
20806,TENANT RELOCATION ORDINANCE
20807,CITATION
20808,CITATION
20809,CONSTRUCTION
20810,CONSTRUCTION
20811,CONSTRUCTION
20812,CONSTRUCTION
20813,CITATION
20814,UNFIT BUILDING OR PREMISES
20815,CITATION
20816,CITATION
20817,CONSTRUCTION
20818,CONSTRUCTION
20819,CONSTRUCTION
20820,CITATION
20821,CITATION
20822,CITATION
20823,CITATION
20824,HOUSING / ZONING
20825,CITATION
20826,HOUSING / ZONING
20827,CITATION
20828,CITATION
20829,CONSTRUCTION
20830,HOUSING / ZONING
20831,CONSTRUCTION
20832,CONSTRUCTION
20833,CITATION
20834,CITATION
20835,CITATION
20836,CITATION
20837,CITATION
20838,HOUSING / ZONING
20839,CITATION
20840,HOUSING / ZONING
20841,CONSTRUCTION
20842,CITATION
20843,CITATION
20844,CITATION
20845,CITATION
20846,CITATION
20847,HOUSING / ZONING
20848,HOUSING / ZONING
20849,CITATION
20850,HOUSING / ZONING
20851,HOUSING / ZONING
20852,HOUSING / ZONING
20853,CITATION
20854,HOUSING / ZONING
20855,CITATION
20856,CITATION
20857,CITATION
20858,HOUSING / ZONING
20859,CITATION
20860,CITATION
20861,CITATION
20862,VACANT BUILDING MONITORING
20863,CITATION
20864,CITATION
20865,UNFIT BUILDING OR PREMISES
20866,UNFIT BUILDING OR PREMISES
20867,HOUSING / ZONING
20868,CITATION
20869,CITATION
20870,CITATION
20871,HOUSING / ZONING
20872,CONSTRUCTION
20873,CITATION
20874,HOUSING / ZONING
20875,HOUSING / ZONING
20876,CITATION
20877,HOUSING / ZONING
20878,CITATION
20879,VACANT BUILDING MONITORING
20880,HOUSING / ZONING
20881,TENANT RELOCATION ORDINANCE
20882,TENANT RELOCATION ORDINANCE
20883,CITATION
20884,CITATION
20885,CITATION
20886,CITATION
20887,CITATION
20888,CITATION
20889,CITATION
20890,CITATION
20891,CITATION
20892,CITATION
20893,CITATION
20894,CITATION
20895,CITATION
20896,CITATION
20897,CITATION
20898,HOUSING / ZONING
20899,CONSTRUCTION
20900,CITATION
20901,CITATION
20902,CITATION
20903,CITATION
20904,CITATION
20905,HOUSING / ZONING
20906,HOUSING / ZONING
20907,CITATION
20908,HOUSING / ZONING
20909,CONSTRUCTION
20910,HOUSING / ZONING
20911,HOUSING / ZONING
20912,HOUSING / ZONING
20913,HOUSING / ZONING
20914,CITATION
20915,CITATION
20916,CITATION
20917,TENANT RELOCATION ORDINANCE
20918,HOUSING / ZONING
20919,VACANT BUILDING MONITORING
20920,CITATION
20921,CITATION
20922,CITATION
20923,CITATION
20924,CITATION
20925,UNFIT BUILDING OR PREMISES
20926,CITATION
20927,CITATION
20928,CONSTRUCTION
20929,CONSTRUCTION
20930,CITATION
20931,CITATION
20932,CITATION
20933,CITATION
20934,CONSTRUCTION
20935,CITATION
20936,CITATION
20937,HOUSING / ZONING
20938,CITATION
20939,CITATION
20940,HOUSING / ZONING
20941,HOUSING / ZONING
20942,HOUSING / ZONING
20943,HOUSING / ZONING
20944,CONSTRUCTION
20945,CITATION
20946,CONSTRUCTION
20947,CONDO CONVERSION AND PRESALE
20948,HOUSING / ZONING
20949,HOUSING / ZONING
20950,CONSTRUCTION
20951,HOUSING / ZONING
20952,CONSTRUCTION
20953,CONSTRUCTION
20954,CONSTRUCTION
20955,CITATION
20956,CITATION
20957,HOUSING / ZONING
20958,CITATION
20959,CITATION
20960,CITATION
20961,CITATION
20962,CITATION
20963,CITATION
20964,CITATION
20965,CITATION
20966,CITATION
20967,CITATION
20968,CITATION
20969,CITATION
20970,CITATION
20971,CITATION
20972,CITATION
20973,HOUSING / ZONING
20974,CITATION
20975,CITATION
20976,CITATION
20977,HOUSING / ZONING
20978,CITATION
20979,CITATION
20980,CITATION
20981,CONSTRUCTION
20982,HOUSING / ZONING
20983,HOUSING / ZONING
20984,HOUSING / ZONING
20985,HOUSING / ZONING
20986,CITATION
20987,HOUSING / ZONING
20988,CITATION
20989,CITATION
20990,CITATION
20991,CITATION
20992,CITATION
20993,CITATION
20994,CITATION
20995,CITATION
20996,HOUSING / ZONING
20997,CITATION
20998,UNFIT BUILDING OR PREMISES
20999,CITATION
21000,CITATION
21001,CONSTRUCTION
21002,CITATION
21003,CITATION
21004,CITATION
21005,CITATION
21006,CITATION
21007,CITATION
21008,CITATION
21009,CITATION
21010,CITATION
21011,CITATION
21012,CITATION
21013,CITATION
21014,CITATION
21015,CITATION
21016,CITATION
21017,CITATION
21018,CITATION
21019,CITATION
21020,HOUSING / ZONING
21021,CITATION
21022,CITATION
21023,CONSTRUCTION
21024,CITATION
21025,CITATION
21026,CITATION
21027,HOUSING / ZONING
21028,HOUSING / ZONING
21029,VACANT BUILDING MONITORING
21030,HOUSING / ZONING
21031,VACANT BUILDING MONITORING
21032,CITATION
21033,CITATION
21034,HOUSING / ZONING
21035,CITATION
21036,HOUSING / ZONING
21037,CITATION
21038,HOUSING / ZONING
21039,CITATION
21040,CITATION
21041,CITATION
21042,CITATION
21043,CITATION
21044,HOUSING / ZONING
21045,CITATION
21046,CITATION
21047,CONSTRUCTION
21048,CONSTRUCTION
21049,CITATION
21050,CITATION
21051,HOUSING / ZONING
21052,HOUSING / ZONING
21053,CITATION
21054,CITATION
21055,CITATION
21056,HOUSING / ZONING
21057,CITATION
21058,VACANT BUILDING MONITORING
21059,HOUSING / ZONING
21060,HOUSING / ZONING
21061,CITATION
21062,CITATION
21063,CONSTRUCTION
21064,HOUSING / ZONING
21065,HOUSING / ZONING
21066,CONSTRUCTION
21067,CITATION
21068,CITATION
21069,CITATION
21070,CITATION
21071,CITATION
21072,CITATION
21073,CITATION
21074,UNFIT BUILDING OR PREMISES
21075,CITATION
21076,HOUSING / ZONING
21077,HOUSING / ZONING
21078,HOUSING / ZONING
21079,HOUSING / ZONING
21080,CITATION
21081,HOUSING / ZONING
21082,HOUSING / ZONING
21083,CITATION
21084,CITATION
21085,HOUSING / ZONING
21086,CITATION
21087,HOUSING / ZONING
21088,CITATION
21089,HOUSING / ZONING
21090,UNFIT BUILDING OR PREMISES
21091,HOUSING / ZONING
21092,CITATION
21093,CITATION
21094,CITATION
21095,CONSTRUCTION
21096,HOUSING / ZONING
21097,CONSTRUCTION
21098,CITATION
21099,CITATION
21100,CITATION
21101,CONSTRUCTION
21102,CONSTRUCTION
21103,HOUSING / ZONING
21104,CITATION
21105,CITATION
21106,CITATION
21107,CONSTRUCTION
21108,CITATION
21109,CITATION
21110,CITATION
21111,UNFIT BUILDING OR PREMISES
21112,CITATION
21113,HOUSING / ZONING
21114,CITATION
21115,HOUSING / ZONING
21116,CITATION
21117,CITATION
21118,CITATION
21119,CITATION
21120,HOUSING / ZONING
21121,CITATION
21122,CITATION
21123,CONSTRUCTION
21124,CITATION
21125,CITATION
21126,HOUSING / ZONING
21127,HOUSING / ZONING
21128,CITATION
21129,CITATION
21130,CITATION
21131,HOUSING / ZONING
21132,HOUSING / ZONING
21133,CITATION
21134,CITATION
21135,CITATION
21136,HOUSING / ZONING
21137,HOUSING / ZONING
21138,CITATION
21139,CITATION
21140,CITATION
21141,CITATION
21142,HOUSING / ZONING
21143,HOUSING / ZONING
21144,CITATION
21145,CITATION
21146,CITATION
21147,HOUSING / ZONING
21148,CITATION
21149,HOUSING / ZONING
21150,CITATION
21151,CITATION
21152,CITATION
21153,HOUSING / ZONING
21154,CONSTRUCTION
21155,CITATION
21156,CITATION
21157,CITATION
21158,CONSTRUCTION
21159,CONSTRUCTION
21160,CONSTRUCTION
21161,CONSTRUCTION
21162,CITATION
21163,CITATION
21164,CITATION
21165,CITATION
21166,HOUSING / ZONING
21167,HOUSING / ZONING
21168,VACANT BUILDING MONITORING
21169,VACANT BUILDING MONITORING
21170,HOUSING / ZONING
21171,HOUSING / ZONING
21172,HOUSING / ZONING
21173,HOUSING / ZONING
21174,CITATION
21175,CITATION
21176,CITATION
21177,TENANT RELOCATION ORDINANCE
21178,HOUSING / ZONING
21179,CITATION
21180,TENANT RELOCATION ORDINANCE
21181,TENANT RELOCATION ORDINANCE
21182,TENANT RELOCATION ORDINANCE
21183,CONSTRUCTION
21184,CITATION
21185,HOUSING / ZONING
21186,CITATION
21187,UNFIT BUILDING OR PREMISES
21188,CITATION
21189,CITATION
21190,CITATION
21191,CITATION
21192,CITATION
21193,CITATION
21194,CITATION
21195,CITATION
21196,CITATION
21197,CITATION
21198,CITATION
21199,HOUSING / ZONING
21200,CITATION
21201,CITATION
21202,CITATION
21203,CITATION
21204,TENANT RELOCATION ORDINANCE
21205,CITATION
21206,CITATION
21207,CITATION
21208,CITATION
21209,CITATION
21210,HOUSING / ZONING
21211,CITATION
21212,HOUSING / ZONING
21213,HOUSING / ZONING
21214,HOUSING / ZONING
21215,HOUSING / ZONING
21216,CITATION
21217,CONSTRUCTION
21218,CITATION
21219,HOUSING / ZONING
21220,CITATION
21221,CITATION
21222,CITATION
21223,CITATION
21224,CITATION
21225,CITATION
21226,CITATION
21227,CITATION
21228,CITATION
21229,CONSTRUCTION
21230,CONSTRUCTION
21231,CITATION
21232,CONSTRUCTION
21233,CITATION
21234,CONSTRUCTION
21235,HOUSING / ZONING
21236,HOUSING / ZONING
21237,CITATION
21238,HOUSING / ZONING
21239,CONSTRUCTION
21240,CITATION
21241,HOUSING / ZONING
21242,CITATION
21243,CITATION
21244,HOUSING / ZONING
21245,CITATION
21246,CITATION
21247,CONSTRUCTION
21248,CONSTRUCTION
21249,CITATION
21250,CITATION
21251,CITATION
21252,CITATION
21253,CONSTRUCTION
21254,CONSTRUCTION
21255,CONSTRUCTION
21256,CITATION
21257,CONSTRUCTION
21258,CITATION
21259,CONSTRUCTION
21260,CITATION
21261,CITATION
21262,CITATION
21263,HOUSING / ZONING
21264,CITATION
21265,CITATION
21266,CITATION
21267,TENANT RELOCATION ORDINANCE
21268,CITATION
21269,CITATION
21270,TENANT RELOCATION ORDINANCE
21271,CITATION
21272,CITATION
21273,CITATION
21274,HOUSING / ZONING
21275,CITATION
21276,CITATION
21277,CONSTRUCTION
21278,CITATION
21279,CITATION
21280,CITATION
21281,CITATION
21282,CITATION
21283,CITATION
21284,HOUSING / ZONING
21285,HOUSING / ZONING
21286,TENANT RELOCATION ORDINANCE
21287,CONSTRUCTION
21288,HOUSING / ZONING
21289,HOUSING / ZONING
21290,HOUSING / ZONING
21291,HOUSING / ZONING
21292,CITATION
21293,CONSTRUCTION
21294,HOUSING / ZONING
21295,CONSTRUCTION
21296,CONSTRUCTION
21297,HOUSING / ZONING
21298,CITATION
21299,VACANT BUILDING MONITORING
21300,VACANT BUILDING MONITORING
21301,HOUSING / ZONING
21302,VACANT BUILDING MONITORING
21303,HOUSING / ZONING
21304,HOUSING / ZONING
21305,HOUSING / ZONING
21306,CITATION
21307,CITATION
21308,CITATION
21309,HOUSING / ZONING
21310,HOUSING / ZONING
21311,CITATION
21312,HOUSING / ZONING
21313,CITATION
21314,CITATION
21315,HOUSING / ZONING
21316,CITATION
21317,CITATION
21318,CITATION
21319,CITATION
21320,CITATION
21321,CITATION
21322,CITATION
21323,HOUSING / ZONING
21324,HOUSING / ZONING
21325,CITATION
21326,HOUSING / ZONING
21327,CITATION
21328,VACANT BUILDING MONITORING
21329,HOUSING / ZONING
21330,CITATION
21331,CONSTRUCTION
21332,CITATION
21333,CONSTRUCTION
21334,CITATION
21335,HOUSING / ZONING
21336,HOUSING / ZONING
21337,CITATION
21338,CITATION
21339,CITATION
21340,CITATION
21341,CITATION
21342,CITATION
21343,CITATION
21344,CITATION
21345,CONSTRUCTION
21346,CITATION
21347,HOUSING / ZONING
21348,CITATION
21349,CITATION
21350,TENANT RELOCATION ORDINANCE
21351,HOUSING / ZONING
21352,CITATION
21353,CITATION
21354,CITATION
21355,CITATION
21356,CITATION
21357,CITATION
21358,CITATION
21359,HOUSING / ZONING
21360,HOUSING / ZONING
21361,HOUSING / ZONING
21362,CITATION
21363,CITATION
21364,CITATION
21365,CONSTRUCTION
21366,CONSTRUCTION
21367,CONSTRUCTION
21368,CONSTRUCTION
21369,CONSTRUCTION
21370,CITATION
21371,HOUSING / ZONING
21372,HOUSING / ZONING
21373,CITATION
21374,HOUSING / ZONING
21375,CITATION
21376,CITATION
21377,CITATION
21378,CITATION
21379,CITATION
21380,CITATION
21381,HOUSING / ZONING
21382,CITATION
21383,CITATION
21384,HOUSING / ZONING
21385,HOUSING / ZONING
21386,HOUSING / ZONING
21387,CITATION
21388,CITATION
21389,CITATION
21390,CITATION
21391,CITATION
21392,CITATION
21393,CITATION
21394,CITATION
21395,CITATION
21396,CONSTRUCTION
21397,CITATION
21398,CITATION
21399,CITATION
21400,HOUSING / ZONING
21401,HOUSING / ZONING
21402,CITATION
21403,CONSTRUCTION
21404,HOUSING / ZONING
21405,CONSTRUCTION
21406,CITATION
21407,CITATION
21408,CITATION
21409,CONSTRUCTION
