id,case_type 
19217,CITATION
19218,CITATION
19219,CITATION
19220,CONSTRUCTION
19221,CITATION
19222,CITATION
19223,CONSTRUCTION
19224,CITATION
19225,CONSTRUCTION
19226,CONSTRUCTION
19227,CONSTRUCTION
19228,HOUSING / ZONING
19229,HOUSING / ZONING
19230,CITATION
19231,HOUSING / ZONING
19232,HOUSING / ZONING
19233,CONSTRUCTION
19234,HOUSING / ZONING
19235,CITATION
19236,CITATION
19237,CITATION
19238,CITATION
19239,HOUSING / ZONING
19240,HOUSING / ZONING
19241,CITATION
19242,CITATION
19243,CITATION
19244,CITATION
19245,CITATION
19246,CITATION
19247,HOUSING / ZONING
19248,HOUSING / ZONING
19249,CITATION
19250,TENANT RELOCATION ORDINANCE
19251,HOUSING / ZONING
19252,CITATION
19253,CONSTRUCTION
19254,CITATION
19255,HOUSING / ZONING
19256,CITATION
19257,CITATION
19258,CITATION
19259,HOUSING / ZONING
19260,CITATION
19261,CITATION
19262,CONSTRUCTION
19263,HOUSING / ZONING
19264,HOUSING / ZONING
19265,HOUSING / ZONING
19266,HOUSING / ZONING
19267,HOUSING / ZONING
19268,CITATION
19269,CONSTRUCTION
19270,CITATION
19271,HOUSING / ZONING
19272,CITATION
19273,CONSTRUCTION
19274,CONSTRUCTION
19275,VACANT BUILDING MONITORING
19276,HOUSING / ZONING
19277,CITATION
19278,CONSTRUCTION
19279,CITATION
19280,HOUSING / ZONING
19281,CONSTRUCTION
19282,HOUSING / ZONING
19283,HOUSING / ZONING
19284,CITATION
19285,HOUSING / ZONING
19286,CITATION
19287,HOUSING / ZONING
19288,CONSTRUCTION
19289,CONSTRUCTION
19290,TENANT RELOCATION ORDINANCE
19291,CITATION
19292,HOUSING / ZONING
19293,HOUSING / ZONING
19294,CITATION
19295,CITATION
19296,CITATION
19297,HOUSING / ZONING
19298,HOUSING / ZONING
19299,CITATION
19300,HOUSING / ZONING
19301,CITATION
19302,CITATION
19303,CITATION
19304,HOUSING / ZONING
19305,HOUSING / ZONING
19306,HOUSING / ZONING
19307,HOUSING / ZONING
19308,CITATION
19309,CITATION
19310,CITATION
19311,CITATION
19312,CITATION
19313,CONSTRUCTION
19314,CITATION
19315,CONSTRUCTION
19316,CONSTRUCTION
19317,CITATION
19318,TENANT RELOCATION ORDINANCE
19319,CITATION
19320,CONSTRUCTION
19321,CITATION
19322,HOUSING / ZONING
19323,HOUSING / ZONING
19324,CONSTRUCTION
19325,HOUSING / ZONING
19326,HOUSING / ZONING
19327,VACANT BUILDING MONITORING
19328,CONSTRUCTION
19329,CONSTRUCTION
19330,CONSTRUCTION
19331,CITATION
19332,CITATION
19333,HOUSING / ZONING
19334,CITATION
19335,CITATION
19336,CITATION
19337,CITATION
19338,CONSTRUCTION
19339,CITATION
19340,CITATION
19341,CITATION
19342,HOUSING / ZONING
19343,VACANT BUILDING MONITORING
19344,CONSTRUCTION
19345,CONSTRUCTION
19346,HOUSING / ZONING
19347,HOUSING / ZONING
19348,CITATION
19349,CITATION
19350,CITATION
19351,CITATION
19352,CITATION
19353,CITATION
19354,CITATION
19355,HOUSING / ZONING
19356,CITATION
19357,HOUSING / ZONING
19358,CITATION
19359,HOUSING / ZONING
19360,CITATION
19361,CITATION
19362,CONSTRUCTION
19363,HOUSING / ZONING
19364,HOUSING / ZONING
19365,UNFIT BUILDING OR PREMISES
19366,CONSTRUCTION
19367,HOUSING / ZONING
19368,HOUSING / ZONING
19369,CITATION
19370,VACANT BUILDING MONITORING
19371,HOUSING / ZONING
19372,CONSTRUCTION
19373,CITATION
19374,CITATION
19375,HOUSING / ZONING
19376,HOUSING / ZONING
19377,HOUSING / ZONING
19378,HOUSING / ZONING
19379,CITATION
19380,CITATION
19381,HOUSING / ZONING
19382,HOUSING / ZONING
19383,CITATION
19384,HOUSING / ZONING
19385,HOUSING / ZONING
19386,CONSTRUCTION
19387,CITATION
19388,CITATION
19389,CITATION
19390,HOUSING / ZONING
19391,CITATION
19392,CITATION
19393,CITATION
19394,CITATION
19395,CITATION
19396,CITATION
19397,CITATION
19398,HOUSING / ZONING
19399,CITATION
19400,CITATION
19401,HOUSING / ZONING
19402,CITATION
19403,HOUSING / ZONING
19404,CITATION
19405,CITATION
19406,CITATION
19407,CITATION
19408,CITATION
19409,CITATION
19410,CITATION
19411,UNFIT BUILDING OR PREMISES
19412,HOUSING / ZONING
19413,CITATION
19414,HOUSING / ZONING
19415,CITATION
19416,CITATION
19417,CITATION
19418,CITATION
19419,CITATION
19420,HOUSING / ZONING
19421,CITATION
19422,CONSTRUCTION
19423,TENANT RELOCATION ORDINANCE
19424,HOUSING / ZONING
19425,HOUSING / ZONING
19426,CITATION
19427,HOUSING / ZONING
19428,CITATION
19429,HOUSING / ZONING
19430,CITATION
19431,CITATION
19432,CITATION
19433,HOUSING / ZONING
19434,VACANT BUILDING MONITORING
19435,HOUSING / ZONING
19436,UNFIT BUILDING OR PREMISES
19437,HOUSING / ZONING
19438,HOUSING / ZONING
19439,CITATION
19440,CITATION
19441,CONSTRUCTION
19442,HOUSING / ZONING
19443,HOUSING / ZONING
19444,HOUSING / ZONING
19445,CITATION
19446,CITATION
19447,CONSTRUCTION
19448,CITATION
19449,HOUSING / ZONING
19450,HOUSING / ZONING
19451,CITATION
19452,CITATION
19453,CITATION
19454,CONSTRUCTION
19455,CONSTRUCTION
19456,CITATION
19457,CONSTRUCTION
19458,HOUSING / ZONING
19459,HOUSING / ZONING
19460,HOUSING / ZONING
19461,HOUSING / ZONING
19462,HOUSING / ZONING
19463,CONSTRUCTION
19464,CONSTRUCTION
19465,CITATION
19466,CONSTRUCTION
19467,CONSTRUCTION
19468,TENANT RELOCATION ORDINANCE
19469,HOUSING / ZONING
19470,HOUSING / ZONING
19471,HOUSING / ZONING
19472,CITATION
19473,CITATION
19474,CITATION
19475,CITATION
19476,CONSTRUCTION
19477,CITATION
19478,CITATION
19479,CITATION
19480,CONSTRUCTION
19481,CONSTRUCTION
19482,CONSTRUCTION
19483,CITATION
19484,CITATION
19485,CONSTRUCTION
19486,CITATION
19487,CITATION
19488,HOUSING / ZONING
19489,CITATION
19490,HOUSING / ZONING
19491,HOUSING / ZONING
19492,HOUSING / ZONING
19493,CITATION
19494,HOUSING / ZONING
19495,HOUSING / ZONING
19496,HOUSING / ZONING
19497,CONSTRUCTION
19498,CONSTRUCTION
19499,CONSTRUCTION
19500,HOUSING / ZONING
19501,CONSTRUCTION
19502,HOUSING / ZONING
19503,CITATION
19504,CONDO CONVERSION AND PRESALE
19505,CITATION
19506,HOUSING / ZONING
19507,CITATION
19508,CITATION
19509,CONSTRUCTION
19510,HOUSING / ZONING
19511,CITATION
19512,HOUSING / ZONING
19513,CONSTRUCTION
19514,HOUSING / ZONING
19515,CITATION
19516,CITATION
19517,HOUSING / ZONING
19518,CITATION
19519,HOUSING / ZONING
19520,CITATION
19521,CITATION
19522,CITATION
19523,HOUSING / ZONING
19524,CITATION
19525,CONSTRUCTION
19526,CONSTRUCTION
19527,CONSTRUCTION
19528,HOUSING / ZONING
19529,HOUSING / ZONING
19530,HOUSING / ZONING
19531,HOUSING / ZONING
19532,CITATION
19533,CITATION
19534,CITATION
19535,CITATION
19536,CITATION
19537,CITATION
19538,CITATION
19539,CITATION
19540,UNFIT BUILDING OR PREMISES
19541,CONSTRUCTION
19542,HOUSING / ZONING
19543,CITATION
19544,VACANT BUILDING MONITORING
19545,HOUSING / ZONING
19546,HOUSING / ZONING
19547,CITATION
19548,CITATION
19549,CITATION
19550,CONSTRUCTION
19551,CITATION
19552,CONSTRUCTION
19553,CITATION
19554,VACANT BUILDING MONITORING
19555,CONSTRUCTION
19556,CONSTRUCTION
19557,CITATION
19558,CONSTRUCTION
19559,HOUSING / ZONING
19560,CITATION
19561,HOUSING / ZONING
19562,CONSTRUCTION
19563,CITATION
19564,CITATION
19565,CITATION
19566,HOUSING / ZONING
19567,HOUSING / ZONING
19568,HOUSING / ZONING
19569,TENANT RELOCATION ORDINANCE
19570,CITATION
19571,HOUSING / ZONING
19572,HOUSING / ZONING
19573,CONSTRUCTION
19574,HOUSING / ZONING
19575,CONSTRUCTION
19576,CITATION
19577,CITATION
19578,CITATION
19579,CITATION
19580,CITATION
19581,CITATION
19582,HOUSING / ZONING
19583,CITATION
19584,CITATION
19585,CITATION
19586,CITATION
19587,CITATION
19588,CITATION
19589,CITATION
19590,HOUSING / ZONING
19591,HOUSING / ZONING
19592,CONSTRUCTION
19593,CONSTRUCTION
19594,CITATION
19595,CITATION
19596,CITATION
19597,HOUSING / ZONING
19598,CITATION
19599,CITATION
19600,CITATION
19601,HOUSING / ZONING
19602,CONSTRUCTION
19603,CITATION
19604,HOUSING / ZONING
19605,CITATION
19606,TENANT RELOCATION ORDINANCE
19607,HOUSING / ZONING
19608,TENANT RELOCATION ORDINANCE
19609,CITATION
19610,CITATION
19611,CONSTRUCTION
19612,CITATION
19613,CITATION
19614,CITATION
19615,CITATION
19616,HOUSING / ZONING
19617,HOUSING / ZONING
19618,TENANT RELOCATION ORDINANCE
19619,HOUSING / ZONING
19620,TENANT RELOCATION ORDINANCE
19621,CONSTRUCTION
19622,CITATION
19623,CONSTRUCTION
19624,CONSTRUCTION
19625,CITATION
19626,CITATION
19627,CITATION
19628,CITATION
19629,HOUSING / ZONING
19630,TENANT RELOCATION ORDINANCE
19631,CITATION
19632,CITATION
19633,CITATION
19634,HOUSING / ZONING
19635,CITATION
19636,CONSTRUCTION
19637,CITATION
19638,CITATION
19639,HOUSING / ZONING
19640,CITATION
19641,CITATION
19642,CITATION
19643,CITATION
19644,CITATION
19645,CITATION
19646,CITATION
19647,CITATION
19648,CONSTRUCTION
19649,CITATION
19650,HOUSING / ZONING
19651,HOUSING / ZONING
19652,HOUSING / ZONING
19653,CITATION
19654,CITATION
19655,CITATION
19656,CITATION
19657,CITATION
19658,CITATION
19659,VACANT BUILDING MONITORING
19660,CITATION
19661,HOUSING / ZONING
19662,CITATION
19663,HOUSING / ZONING
19664,CONSTRUCTION
19665,CITATION
19666,CITATION
19667,HOUSING / ZONING
19668,CITATION
19669,CITATION
19670,HOUSING / ZONING
19671,HOUSING / ZONING
19672,CONSTRUCTION
19673,HOUSING / ZONING
19674,CITATION
19675,CITATION
19676,HOUSING / ZONING
19677,CITATION
19678,CITATION
19679,UNFIT BUILDING OR PREMISES
19680,HOUSING / ZONING
19681,CITATION
19682,CONSTRUCTION
19683,HOUSING / ZONING
19684,CONSTRUCTION
19685,CITATION
19686,HOUSING / ZONING
19687,CITATION
19688,HOUSING / ZONING
19689,CITATION
19690,CITATION
19691,HOUSING / ZONING
19692,HOUSING / ZONING
19693,CITATION
19694,HOUSING / ZONING
19695,CITATION
19696,CONSTRUCTION
19697,HOUSING / ZONING
19698,HOUSING / ZONING
19699,CONSTRUCTION
19700,CITATION
19701,HOUSING / ZONING
19702,HOUSING / ZONING
19703,CITATION
19704,CONSTRUCTION
19705,CONSTRUCTION
19706,CITATION
19707,CITATION
19708,HOUSING / ZONING
19709,HOUSING / ZONING
19710,CONSTRUCTION
19711,HOUSING / ZONING
19712,TENANT RELOCATION ORDINANCE
19713,HOUSING / ZONING
19714,CONSTRUCTION
19715,CONSTRUCTION
19716,HOUSING / ZONING
19717,HOUSING / ZONING
19718,HOUSING / ZONING
19719,HOUSING / ZONING
19720,CITATION
19721,HOUSING / ZONING
19722,CONSTRUCTION
19723,CONSTRUCTION
19724,CITATION
19725,CONSTRUCTION
19726,HOUSING / ZONING
19727,CONSTRUCTION
19728,CONSTRUCTION
19729,HOUSING / ZONING
19730,CITATION
19731,CITATION
19732,CITATION
19733,CITATION
19734,CITATION
19735,CONSTRUCTION
19736,CITATION
19737,CITATION
19738,CITATION
19739,CITATION
19740,CITATION
19741,CITATION
19742,HOUSING / ZONING
19743,CONSTRUCTION
19744,HOUSING / ZONING
19745,HOUSING / ZONING
19746,CONSTRUCTION
19747,HOUSING / ZONING
19748,TENANT RELOCATION ORDINANCE
19749,CITATION
19750,CITATION
19751,CITATION
19752,CITATION
19753,CITATION
19754,CITATION
19755,CITATION
19756,CITATION
19757,CITATION
19758,CITATION
19759,HOUSING / ZONING
19760,CITATION
19761,CITATION
19762,CONSTRUCTION
19763,CITATION
19764,CITATION
19765,HOUSING / ZONING
19766,HOUSING / ZONING
19767,CONSTRUCTION
19768,CONSTRUCTION
19769,CITATION
19770,CITATION
19771,HOUSING / ZONING
19772,CITATION
19773,CITATION
19774,HOUSING / ZONING
19775,CITATION
19776,CITATION
19777,CITATION
19778,HOUSING / ZONING
19779,CITATION
19780,CITATION
19781,CITATION
19782,CONSTRUCTION
19783,CITATION
19784,CITATION
19785,CITATION
19786,HOUSING / ZONING
19787,CITATION
19788,CITATION
19789,CONSTRUCTION
19790,CITATION
19791,CITATION
19792,CONSTRUCTION
19793,CITATION
19794,CONSTRUCTION
19795,HOUSING / ZONING
19796,HOUSING / ZONING
19797,HOUSING / ZONING
19798,HOUSING / ZONING
19799,HOUSING / ZONING
19800,CITATION
19801,HOUSING / ZONING
19802,TENANT RELOCATION ORDINANCE
19803,CITATION
19804,HOUSING / ZONING
19805,HOUSING / ZONING
19806,CITATION
19807,HOUSING / ZONING
19808,CONSTRUCTION
19809,CONSTRUCTION
19810,CITATION
19811,CITATION
19812,CONSTRUCTION
19813,CITATION
19814,CITATION
19815,HOUSING / ZONING
19816,CITATION
19817,CITATION
19818,CITATION
19819,CITATION
19820,CITATION
19821,CITATION
19822,CONSTRUCTION
19823,HOUSING / ZONING
19824,CITATION
19825,CITATION
19826,CITATION
19827,CITATION
19828,CITATION
19829,CITATION
19830,CONSTRUCTION
19831,HOUSING / ZONING
19832,CITATION
19833,CITATION
19834,CITATION
19835,CITATION
19836,HOUSING / ZONING
19837,HOUSING / ZONING
19838,CITATION
19839,CITATION
19840,CONSTRUCTION
19841,HOUSING / ZONING
19842,HOUSING / ZONING
19843,TENANT RELOCATION ORDINANCE
19844,HOUSING / ZONING
19845,CITATION
19846,HOUSING / ZONING
19847,HOUSING / ZONING
19848,CITATION
19849,CITATION
19850,HOUSING / ZONING
19851,CITATION
19852,CITATION
19853,CITATION
19854,CITATION
19855,CITATION
19856,CITATION
19857,HOUSING / ZONING
19858,HOUSING / ZONING
19859,CITATION
19860,CONSTRUCTION
19861,CITATION
19862,CONSTRUCTION
19863,CITATION
19864,HOUSING / ZONING
19865,CONSTRUCTION
19866,CITATION
19867,CONSTRUCTION
19868,CITATION
19869,HOUSING / ZONING
19870,HOUSING / ZONING
19871,CITATION
19872,CITATION
19873,HOUSING / ZONING
19874,CITATION
19875,CITATION
19876,CITATION
19877,CITATION
19878,CITATION
19879,HOUSING / ZONING
19880,HOUSING / ZONING
19881,CONSTRUCTION
19882,CONSTRUCTION
19883,CITATION
19884,CITATION
19885,CITATION
19886,CITATION
19887,CITATION
19888,CITATION
19889,CITATION
19890,TENANT RELOCATION ORDINANCE
19891,CONSTRUCTION
19892,CITATION
19893,CITATION
19894,CONSTRUCTION
19895,CONSTRUCTION
19896,CONSTRUCTION
19897,CONSTRUCTION
19898,CITATION
19899,CONSTRUCTION
19900,CITATION
19901,CITATION
19902,CITATION
19903,CITATION
19904,CONSTRUCTION
19905,HOUSING / ZONING
19906,CONSTRUCTION
19907,TENANT RELOCATION ORDINANCE
19908,CONSTRUCTION
19909,HOUSING / ZONING
19910,CONSTRUCTION
19911,CITATION
19912,CITATION
19913,CONSTRUCTION
19914,CITATION
19915,CITATION
19916,CITATION
19917,HOUSING / ZONING
19918,TENANT RELOCATION ORDINANCE
19919,TENANT RELOCATION ORDINANCE
19920,HOUSING / ZONING
19921,CITATION
19922,CITATION
19923,HOUSING / ZONING
19924,CITATION
19925,CONSTRUCTION
19926,CONSTRUCTION
19927,CONSTRUCTION
19928,CITATION
19929,CITATION
19930,CITATION
19931,CITATION
19932,CITATION
19933,CITATION
19934,CITATION
19935,CITATION
19936,CITATION
19937,CONSTRUCTION
19938,CONSTRUCTION
19939,TENANT RELOCATION ORDINANCE
19940,TENANT RELOCATION ORDINANCE
19941,TENANT RELOCATION ORDINANCE
19942,CONSTRUCTION
19943,CONSTRUCTION
19944,CONSTRUCTION
19945,CONSTRUCTION
19946,CONSTRUCTION
19947,CONSTRUCTION
19948,CONSTRUCTION
19949,HOUSING / ZONING
19950,CONSTRUCTION
19951,CITATION
19952,CITATION
19953,CITATION
19954,CITATION
19955,CITATION
19956,HOUSING / ZONING
19957,NOISE/SOUND LEVELS
19958,HOUSING / ZONING
19959,CONSTRUCTION
19960,TENANT RELOCATION ORDINANCE
19961,CITATION
19962,CITATION
19963,HOUSING / ZONING
19964,CITATION
19965,CITATION
19966,HOUSING / ZONING
19967,CONSTRUCTION
19968,CITATION
19969,HOUSING / ZONING
19970,CONSTRUCTION
19971,CITATION
19972,CITATION
19973,CITATION
19974,CITATION
19975,CITATION
19976,HOUSING / ZONING
19977,CITATION
19978,HOUSING / ZONING
19979,CITATION
19980,HOUSING / ZONING
19981,HOUSING / ZONING
19982,CITATION
19983,CITATION
19984,CITATION
19985,CITATION
19986,CITATION
19987,CITATION
19988,CITATION
19989,CITATION
19990,CITATION
19991,CITATION
19992,CITATION
19993,CITATION
19994,HOUSING / ZONING
19995,CITATION
19996,CITATION
19997,HOUSING / ZONING
19998,CITATION
19999,HOUSING / ZONING
20000,CITATION
20001,CITATION
20002,CITATION
20003,CITATION
20004,CITATION
20005,CITATION
20006,HOUSING / ZONING
20007,CITATION
20008,CITATION
20009,CITATION
20010,HOUSING / ZONING
20011,CITATION
20012,CONSTRUCTION
20013,CONSTRUCTION
20014,CONSTRUCTION
20015,TENANT RELOCATION ORDINANCE
20016,CONSTRUCTION
20017,CITATION
20018,CITATION
20019,CITATION
20020,HOUSING / ZONING
20021,HOUSING / ZONING
20022,CONSTRUCTION
20023,HOUSING / ZONING
20024,CITATION
20025,CITATION
20026,UNFIT BUILDING OR PREMISES
20027,UNFIT BUILDING OR PREMISES
20028,HOUSING / ZONING
20029,HOUSING / ZONING
20030,CONSTRUCTION
20031,TENANT RELOCATION ORDINANCE
20032,CITATION
20033,TENANT RELOCATION ORDINANCE
20034,HOUSING / ZONING
20035,HOUSING / ZONING
20036,HOUSING / ZONING
20037,CONSTRUCTION
20038,TENANT RELOCATION ORDINANCE
20039,TENANT RELOCATION ORDINANCE
20040,CITATION
20041,CITATION
20042,CITATION
20043,CITATION
20044,CONSTRUCTION
20045,CITATION
20046,HOUSING / ZONING
20047,CITATION
20048,CITATION
20049,CITATION
20050,CITATION
20051,CITATION
20052,CITATION
20053,CITATION
20054,CITATION
20055,CITATION
20056,HOUSING / ZONING
20057,CITATION
20058,CITATION
20059,CITATION
20060,CITATION
20061,HOUSING / ZONING
20062,HOUSING / ZONING
20063,CONSTRUCTION
20064,CONSTRUCTION
20065,CITATION
20066,CITATION
20067,CONSTRUCTION
20068,HOUSING / ZONING
20069,CITATION
20070,CITATION
20071,CITATION
20072,CITATION
20073,CITATION
20074,CONSTRUCTION
20075,CITATION
20076,CITATION
20077,CONSTRUCTION
20078,CITATION
20079,CITATION
20080,CITATION
20081,HOUSING / ZONING
20082,CITATION
20083,HOUSING / ZONING
20084,HOUSING / ZONING
20085,CITATION
20086,CITATION
20087,CONSTRUCTION
20088,CITATION
20089,CITATION
20090,CONSTRUCTION
20091,CITATION
20092,CITATION
20093,CONSTRUCTION
20094,CITATION
20095,CITATION
20096,HOUSING / ZONING
20097,CITATION
20098,CONSTRUCTION
20099,CONSTRUCTION
20100,CONSTRUCTION
20101,CITATION
20102,CITATION
20103,CITATION
20104,CITATION
20105,TENANT RELOCATION ORDINANCE
20106,TENANT RELOCATION ORDINANCE
20107,CITATION
20108,CITATION
20109,HOUSING / ZONING
20110,CONSTRUCTION
20111,CONSTRUCTION
20112,CITATION
20113,HOUSING / ZONING
20114,HOUSING / ZONING
20115,CITATION
20116,CITATION
20117,HOUSING / ZONING
20118,HOUSING / ZONING
20119,CITATION
20120,CITATION
20121,CITATION
20122,CITATION
20123,CITATION
20124,CONSTRUCTION
20125,CITATION
20126,CITATION
20127,HOUSING / ZONING
20128,CITATION
20129,CITATION
20130,CITATION
20131,CITATION
20132,CITATION
20133,CITATION
20134,CITATION
20135,CITATION
20136,CITATION
20137,CITATION
20138,CITATION
20139,CITATION
20140,CITATION
20141,CITATION
20142,CITATION
20143,CONSTRUCTION
20144,CITATION
20145,HOUSING / ZONING
20146,CITATION
20147,CITATION
20148,HOUSING / ZONING
20149,CITATION
20150,CITATION
20151,CITATION
20152,CITATION
20153,CITATION
20154,CITATION
20155,CITATION
20156,HOUSING / ZONING
20157,HOUSING / ZONING
20158,CONSTRUCTION
20159,HOUSING / ZONING
20160,CITATION
20161,CITATION
20162,CITATION
20163,CITATION
20164,CITATION
20165,CONSTRUCTION
20166,CITATION
20167,HOUSING / ZONING
20168,CITATION
20169,HOUSING / ZONING
20170,CONSTRUCTION
20171,CITATION
20172,CITATION
20173,HOUSING / ZONING
20174,CITATION
20175,CONSTRUCTION
20176,CITATION
20177,CITATION
20178,HOUSING / ZONING
20179,CITATION
20180,HOUSING / ZONING
20181,CONSTRUCTION
20182,CITATION
20183,CITATION
20184,CITATION
20185,CITATION
20186,CITATION
20187,CITATION
20188,CITATION
20189,HOUSING / ZONING
20190,HOUSING / ZONING
20191,CONSTRUCTION
20192,CONSTRUCTION
20193,HOUSING / ZONING
20194,CITATION
20195,CONSTRUCTION
20196,CITATION
20197,CITATION
20198,CONSTRUCTION
20199,HOUSING / ZONING
20200,HOUSING / ZONING
20201,CITATION
20202,CITATION
20203,UNFIT BUILDING OR PREMISES
20204,CONSTRUCTION
20205,CONSTRUCTION
20206,CITATION
20207,CITATION
20208,HOUSING / ZONING
20209,HOUSING / ZONING
20210,CITATION
20211,CONSTRUCTION
20212,CITATION
20213,CONSTRUCTION
20214,CITATION
20215,CITATION
20216,CITATION
20217,CONSTRUCTION
20218,CITATION
20219,HOUSING / ZONING
20220,CITATION
20221,CITATION
20222,HOUSING / ZONING
20223,HOUSING / ZONING
20224,HOUSING / ZONING
20225,CITATION
20226,CITATION
20227,HOUSING / ZONING
20228,CONSTRUCTION
20229,HOUSING / ZONING
20230,HOUSING / ZONING
20231,HOUSING / ZONING
20232,CITATION
20233,HOUSING / ZONING
20234,CONSTRUCTION
20235,CITATION
20236,HOUSING / ZONING
20237,HOUSING / ZONING
20238,HOUSING / ZONING
20239,CONSTRUCTION
20240,TENANT RELOCATION ORDINANCE
20241,HOUSING / ZONING
20242,HOUSING / ZONING
20243,HOUSING / ZONING
20244,HOUSING / ZONING
20245,CONSTRUCTION
20246,CONSTRUCTION
20247,CONSTRUCTION
20248,CITATION
20249,HOUSING / ZONING
20250,TENANT RELOCATION ORDINANCE
20251,CONSTRUCTION
20252,CITATION
20253,HOUSING / ZONING
20254,CONSTRUCTION
20255,CONSTRUCTION
20256,CITATION
20257,HOUSING / ZONING
20258,HOUSING / ZONING
20259,TENANT RELOCATION ORDINANCE
20260,CITATION
20261,CITATION
20262,CONSTRUCTION
20263,HOUSING / ZONING
20264,HOUSING / ZONING
20265,CITATION
20266,HOUSING / ZONING
20267,HOUSING / ZONING
20268,HOUSING / ZONING
20269,CITATION
20270,TENANT RELOCATION ORDINANCE
20271,CITATION
20272,CITATION
20273,HOUSING / ZONING
20274,HOUSING / ZONING
20275,HOUSING / ZONING
20276,CITATION
20277,CONSTRUCTION
20278,CONDO CONVERSION AND PRESALE
20279,CITATION
20280,CONSTRUCTION
20281,HOUSING / ZONING
20282,HOUSING / ZONING
20283,HOUSING / ZONING
20284,CONSTRUCTION
20285,HOUSING / ZONING
20286,HOUSING / ZONING
20287,HOUSING / ZONING
20288,HOUSING / ZONING
20289,CONDO CONVERSION AND PRESALE
20290,CONSTRUCTION
20291,CONSTRUCTION
20292,CONSTRUCTION
20293,HOUSING / ZONING
20294,HOUSING / ZONING
20295,CITATION
20296,CITATION
20297,CITATION
20298,CONSTRUCTION
20299,CONSTRUCTION
20300,CONSTRUCTION
20301,CONSTRUCTION
20302,CITATION
20303,HOUSING / ZONING
20304,CITATION
20305,CITATION
20306,CONSTRUCTION
20307,HOUSING / ZONING
20308,HOUSING / ZONING
20309,HOUSING / ZONING
20310,CITATION
20311,CITATION
20312,CITATION
20313,CITATION
20314,HOUSING / ZONING
20315,HOUSING / ZONING
20316,CITATION
20317,HOUSING / ZONING
20318,CITATION
20319,HOUSING / ZONING
20320,CONSTRUCTION
20321,CITATION
20322,CONSTRUCTION
20323,CONSTRUCTION
20324,CONSTRUCTION
20325,CONSTRUCTION
20326,CITATION
20327,CITATION
20328,TENANT RELOCATION ORDINANCE
20329,CITATION
20330,CONSTRUCTION
20331,CONSTRUCTION
20332,CITATION
20333,CITATION
20334,CITATION
20335,HOUSING / ZONING
20336,HOUSING / ZONING
20337,CITATION
20338,CITATION
20339,CITATION
20340,HOUSING / ZONING
20341,CONSTRUCTION
20342,CONSTRUCTION
20343,CONSTRUCTION
20344,HOUSING / ZONING
20345,CITATION
20346,CONSTRUCTION
20347,HOUSING / ZONING
20348,HOUSING / ZONING
20349,CITATION
20350,CITATION
20351,CITATION
20352,CITATION
20353,CITATION
20354,CITATION
20355,CITATION
20356,CITATION
20357,CITATION
20358,CITATION
20359,CITATION
20360,HOUSING / ZONING
20361,HOUSING / ZONING
20362,CONSTRUCTION
20363,CITATION
20364,CITATION
20365,CITATION
20366,CITATION
20367,CITATION
20368,CITATION
20369,CITATION
20370,HOUSING / ZONING
20371,CITATION
20372,CITATION
20373,HOUSING / ZONING
20374,CITATION
20375,CITATION
20376,HOUSING / ZONING
20377,HOUSING / ZONING
20378,CITATION
20379,HOUSING / ZONING
20380,TENANT RELOCATION ORDINANCE
20381,CITATION
20382,CITATION
20383,CITATION
20384,HOUSING / ZONING
20385,CITATION
20386,CONSTRUCTION
20387,CITATION
20388,HOUSING / ZONING
20389,CITATION
20390,CITATION
20391,CITATION
20392,CITATION
20393,CITATION
20394,CITATION
20395,CITATION
20396,CITATION
20397,CITATION
20398,CITATION
20399,HOUSING / ZONING
20400,CITATION
20401,CITATION
20402,CITATION
20403,HOUSING / ZONING
20404,CONSTRUCTION
20405,CITATION
20406,CITATION
20407,TENANT RELOCATION ORDINANCE
20408,CITATION
20409,CITATION
20410,HOUSING / ZONING
20411,CONSTRUCTION
20412,CONSTRUCTION
20413,CONSTRUCTION
20414,CONSTRUCTION
20415,CONSTRUCTION
20416,HOUSING / ZONING
20417,HOUSING / ZONING
20418,CITATION
20419,CITATION
20420,HOUSING / ZONING
20421,HOUSING / ZONING
20422,HOUSING / ZONING
20423,HOUSING / ZONING
20424,CITATION
20425,HOUSING / ZONING
20426,CITATION
20427,HOUSING / ZONING
20428,CITATION
20429,CITATION
20430,HOUSING / ZONING
20431,HOUSING / ZONING
20432,CITATION
20433,HOUSING / ZONING
20434,CITATION
20435,CITATION
20436,CITATION
20437,CITATION
20438,CITATION
20439,HOUSING / ZONING
20440,HOUSING / ZONING
20441,HOUSING / ZONING
20442,HOUSING / ZONING
20443,CITATION
20444,CITATION
20445,CITATION
20446,CITATION
20447,HOUSING / ZONING
20448,CITATION
20449,CITATION
20450,HOUSING / ZONING
20451,CITATION
20452,CITATION
20453,CONSTRUCTION
20454,CONSTRUCTION
20455,CONSTRUCTION
20456,HOUSING / ZONING
20457,CONSTRUCTION
20458,CITATION
20459,CITATION
20460,CITATION
20461,CITATION
20462,CITATION
20463,CITATION
20464,CITATION
20465,CITATION
20466,CITATION
20467,CITATION
20468,HOUSING / ZONING
20469,CONSTRUCTION
20470,HOUSING / ZONING
20471,CITATION
20472,HOUSING / ZONING
20473,CITATION
20474,HOUSING / ZONING
20475,CITATION
20476,CITATION
20477,CITATION
20478,CITATION
20479,CITATION
20480,CITATION
