id,group 
21933,ZONING
21934,ZONING
21935,ZONING
21936,VACANT BUILDING
21937,HOUSING
21938,WEEDS AND VEGETATION
21939,BUILDING
21940,WEEDS AND VEGETATION
21941,BUILDING
21942,ZONING
21943,ZONING
21944,JUST CAUSE EVICTION
21945,ZONING
21946,HOUSING
21947,HOUSING
21948,VACANT BUILDING
21949,ZONING
21950,WEEDS AND VEGETATION
21951,HOUSING
21952,BUILDING
21953,ZONING
21954,ZONING
21955,WEEDS AND VEGETATION
21956,
21957,BUILDING
21958,ZONING
21959,WEEDS AND VEGETATION
21960,HOUSING
21961,HOUSING
21962,ZONING
21963,ZONING
21964,ZONING
21965,ZONING
21966,ZONING
21967,ZONING
21968,ZONING
21969,ZONING
21970,ZONING
21971,ZONING
21972,HOUSING
21973,ZONING
21974,ZONING
21975,BUILDING
21976,ZONING
21977,ZONING
21978,VACANT BUILDING
21979,ZONING
21980,HOUSING
21981,BUILDING
21982,BUILDING
21983,SITE
21984,HOUSING
21985,VACANT BUILDING
21986,BUILDING
21987,BUILDING
21988,WEEDS AND VEGETATION
21989,WEEDS AND VEGETATION
21990,ZONING
21991,ZONING
21992,WEEDS AND VEGETATION
21993,WEEDS AND VEGETATION
21994,WEEDS AND VEGETATION
21995,WEEDS AND VEGETATION
21996,ZONING
21997,BUILDING
21998,WEEDS AND VEGETATION
21999,WEEDS AND VEGETATION
22000,ZONING
22001,WEEDS AND VEGETATION
22002,JUST CAUSE EVICTION
22003,WEEDS AND VEGETATION
22004,WEEDS AND VEGETATION
22005,WEEDS AND VEGETATION
22006,ZONING
22007,ZONING
22008,ZONING
22009,VACANT BUILDING
22010,ZONING
22011,VACANT BUILDING
22012,ZONING
22013,HOUSING
22014,BUILDING
22015,VACANT BUILDING
22016,HOUSING
22017,VACANT BUILDING
22018,HOUSING
22019,ZONING
22020,WEEDS AND VEGETATION
22021,WEEDS AND VEGETATION
22022,WEEDS AND VEGETATION
22023,HOUSING
22024,HOUSING
22025,BUILDING
22026,CONDO/COOP CONVERSION
22027,ZONING
22028,WEEDS AND VEGETATION
22029,BUILDING
22030,ZONING
22031,ZONING
22032,ZONING
22033,ZONING
22034,ZONING
22035,ZONING
22036,HOUSING
22037,SITE
22038,BUILDING
22039,HOUSING
22040,ZONING
22041,WEEDS AND VEGETATION
22042,HOUSING
22043,WEEDS AND VEGETATION
22044,ZONING
22045,ZONING
22046,ZONING
22047,SITE
22048,
22049,SITE
22050,BUILDING
22051,BUILDING AND PREMISES
22052,ZONING
22053,ZONING
22054,ZONING
22055,JUST CAUSE EVICTION
22056,ZONING
22057,ZONING
22058,
22059,BUILDING
22060,
22061,BUILDING
22062,VACANT BUILDING
22063,HOUSING
22064,VACANT BUILDING
22065,ZONING
22066,VACANT BUILDING
22067,
22068,WEEDS AND VEGETATION
22069,ZONING
22070,WEEDS AND VEGETATION
22071,
22072,BUILDING
22073,WEEDS AND VEGETATION
22074,
22075,BUILDING
22076,VACANT BUILDING
22077,JUST CAUSE EVICTION
22078,SITE
22079,JUST CAUSE EVICTION
22080,BUILDING
22081,ZONING
22082,SITE
22083,SITE
22084,ZONING
22085,ZONING
22086,HOUSING
22087,ZONING
22088,ZONING
22089,HOUSING
22090,WEEDS AND VEGETATION
22091,ZONING
22092,WEEDS AND VEGETATION
22093,HOUSING
22094,WEEDS AND VEGETATION
22095,ZONING
22096,HOUSING
22097,ZONING
22098,BUILDING
22099,SITE
22100,ZONING
22101,WEEDS AND VEGETATION
22102,SITE
22103,ZONING
22104,WEEDS AND VEGETATION
22105,ZONING
22106,ZONING
22107,ZONING
22108,CONDO/COOP CONVERSION
22109,ZONING
22110,ZONING
22111,BUILDING
22112,ZONING
22113,HOUSING
22114,ZONING
22115,WEEDS AND VEGETATION
22116,ZONING
22117,HOUSING
22118,HOUSING
22119,ZONING
22120,BUILDING
22121,BUILDING
22122,VACANT BUILDING
22123,ZONING
22124,VACANT BUILDING
22125,HOUSING
22126,WEEDS AND VEGETATION
22127,BUILDING
22128,
22129,
22130,WEEDS AND VEGETATION
22131,ZONING
22132,WEEDS AND VEGETATION
22133,ZONING
22134,BUILDING
22135,BUILDING
22136,ZONING
22137,WEEDS AND VEGETATION
22138,WEEDS AND VEGETATION
22139,ZONING
22140,ZONING
22141,ZONING
22142,ZONING
22143,HOUSING
22144,ZONING
22145,ZONING
22146,BUILDING
22147,ZONING
22148,WEEDS AND VEGETATION
22149,SITE
22150,ZONING
22151,ZONING
22152,WEEDS AND VEGETATION
22153,WEEDS AND VEGETATION
22154,SITE
22155,ZONING
22156,ZONING
22157,ZONING
22158,HOUSING
22159,ZONING
22160,HOUSING
22161,ZONING
22162,ZONING
22163,JUST CAUSE EVICTION
22164,SIGNS
22165,BUILDING
22166,BUILDING
22167,HOUSING
22168,BUILDING
22169,SITE
22170,ZONING
22171,BUILDING
22172,BUILDING
22173,BUILDING
22174,ZONING
22175,HOUSING
22176,ZONING
22177,HOUSING
22178,ZONING
22179,VACANT BUILDING
22180,HOUSING
22181,ZONING
22182,HOUSING
22183,ZONING
22184,ZONING
22185,VACANT BUILDING
22186,VACANT BUILDING
22187,ZONING
22188,ZONING
22189,ZONING
22190,WEEDS AND VEGETATION
22191,BUILDING
22192,ZONING
22193,ZONING
22194,SITE
22195,HOUSING
22196,ZONING
22197,WEEDS AND VEGETATION
22198,WEEDS AND VEGETATION
22199,ZONING
22200,WEEDS AND VEGETATION
22201,ZONING
22202,WEEDS AND VEGETATION
22203,BUILDING
22204,HOUSING
22205,ZONING
22206,VACANT BUILDING
22207,ZONING
22208,WEEDS AND VEGETATION
22209,WEEDS AND VEGETATION
22210,HOUSING
22211,ZONING
22212,WEEDS AND VEGETATION
22213,ZONING
22214,ZONING
22215,ZONING
22216,ZONING
22217,ZONING
22218,HOUSING
22219,ZONING
22220,ZONING
22221,ZONING
22222,ZONING
22223,ZONING
22224,ZONING
22225,BUILDING
22226,BUILDING
22227,ZONING
22228,WEEDS AND VEGETATION
22229,ZONING
22230,WEEDS AND VEGETATION
22231,BUILDING
22232,BUILDING
22233,HOUSING
22234,VACANT BUILDING
22235,ZONING
22236,VACANT BUILDING
22237,HOUSING
22238,VACANT BUILDING
22239,ZONING
22240,ZONING
22241,BUILDING
22242,ZONING
22243,ZONING
22244,ZONING
22245,VACANT BUILDING
22246,VACANT BUILDING
22247,ZONING
22248,ZONING
22249,WEEDS AND VEGETATION
22250,ZONING
22251,WEEDS AND VEGETATION
22252,WEEDS AND VEGETATION
22253,WEEDS AND VEGETATION
22254,VACANT BUILDING
22255,ZONING
22256,ZONING
22257,WEEDS AND VEGETATION
22258,ZONING
22259,
22260,BUILDING
22261,ZONING
22262,ZONING
22263,ZONING
22264,ZONING
22265,HOUSING
22266,ZONING
22267,ZONING
22268,ZONING
22269,VACANT BUILDING
22270,VACANT BUILDING
22271,ZONING
22272,ZONING
22273,
22274,ZONING
22275,SITE
22276,ZONING
22277,ZONING
22278,HOUSING
22279,SITE
22280,SITE
22281,WEEDS AND VEGETATION
22282,ZONING
22283,HOUSING
22284,ZONING
22285,ZONING
22286,ZONING
22287,BUILDING
22288,VACANT BUILDING
22289,ZONING
22290,ZONING
22291,SIGNS
22292,BUILDING
22293,BUILDING
22294,BUILDING
22295,BUILDING
22296,ZONING
22297,VACANT BUILDING
22298,VACANT BUILDING
22299,
22300,
22301,VACANT BUILDING
22302,BUILDING
22303,ZONING
22304,ZONING
22305,WEEDS AND VEGETATION
22306,ZONING
22307,ZONING
22308,WEEDS AND VEGETATION
22309,VACANT BUILDING
22310,VACANT BUILDING
22311,ZONING
22312,HOUSING
22313,HOUSING
22314,ZONING
22315,ZONING
22316,
22317,BUILDING
22318,BUILDING
22319,VACANT BUILDING
22320,ZONING
22321,WEEDS AND VEGETATION
22322,WEEDS AND VEGETATION
22323,
22324,
22325,
22326,HOUSING
22327,WEEDS AND VEGETATION
22328,ZONING
22329,HOUSING
22330,ZONING
22331,SITE
22332,SITE
22333,ZONING
22334,ZONING
22335,ZONING
22336,WEEDS AND VEGETATION
22337,WEEDS AND VEGETATION
22338,SITE
22339,ZONING
22340,SITE
22341,SITE
22342,WEEDS AND VEGETATION
22343,WEEDS AND VEGETATION
22344,WEEDS AND VEGETATION
22345,WEEDS AND VEGETATION
22346,WEEDS AND VEGETATION
22347,ZONING
22348,SITE
22349,ZONING
22350,ZONING
22351,WEEDS AND VEGETATION
22352,SITE
22353,VACANT BUILDING
22354,HOUSING
22355,VACANT BUILDING
22356,HOUSING
22357,
22358,
22359,
22360,
22361,ZONING
22362,ZONING
22363,ZONING
22364,ZONING
22365,WEEDS AND VEGETATION
22366,BUILDING
22367,BUILDING
22368,SITE
22369,ZONING
22370,ZONING
22371,ZONING
22372,WEEDS AND VEGETATION
22373,ZONING
22374,ZONING
22375,VACANT BUILDING
22376,VACANT BUILDING
22377,
22378,ZONING
22379,SITE
22380,BUILDING
22381,BUILDING
22382,ZONING
22383,ZONING
22384,ZONING
22385,ZONING
22386,VACANT BUILDING
22387,ZONING
22388,VACANT BUILDING
22389,VACANT BUILDING
22390,ZONING
22391,VACANT BUILDING
22392,ZONING
22393,VACANT BUILDING
22394,HOUSING
22395,ZONING
22396,ZONING
22397,ZONING
22398,WEEDS AND VEGETATION
22399,ZONING
22400,ZONING
22401,BUILDING
22402,ZONING
22403,BUILDING
22404,VACANT BUILDING
22405,BUILDING
22406,VACANT BUILDING
22407,WEEDS AND VEGETATION
22408,WEEDS AND VEGETATION
22409,ZONING
22410,ZONING
22411,ZONING
22412,ZONING
22413,VACANT BUILDING
22414,SIGNS
22415,WEEDS AND VEGETATION
22416,WEEDS AND VEGETATION
22417,WEEDS AND VEGETATION
22418,ZONING
22419,BUILDING
22420,WEEDS AND VEGETATION
22421,BUILDING
22422,ZONING
22423,BUILDING
22424,ZONING
22425,ZONING
22426,SIGNS
22427,ZONING
22428,WEEDS AND VEGETATION
22429,SITE
22430,ZONING
22431,ZONING
22432,HOUSING
22433,BUILDING
22434,ZONING
22435,BUILDING
22436,SIGNS
22437,ZONING
22438,ZONING
22439,BUILDING
22440,VACANT BUILDING
22441,WEEDS AND VEGETATION
22442,ZONING
22443,ZONING
22444,ZONING
22445,ZONING
22446,ZONING
22447,ZONING
22448,HOUSING
22449,WEEDS AND VEGETATION
22450,WEEDS AND VEGETATION
22451,
22452,WEEDS AND VEGETATION
22453,WEEDS AND VEGETATION
22454,ZONING
22455,ZONING
22456,ZONING
22457,ZONING
22458,WEEDS AND VEGETATION
22459,ZONING
22460,ZONING
22461,ZONING
22462,ZONING
22463,ZONING
22464,ZONING
22465,WEEDS AND VEGETATION
22466,ZONING
22467,WEEDS AND VEGETATION
22468,ZONING
22469,ZONING
22470,ZONING
22471,BUILDING
22472,ZONING
22473,WEEDS AND VEGETATION
22474,WEEDS AND VEGETATION
22475,WEEDS AND VEGETATION
22476,
22477,WEEDS AND VEGETATION
22478,ZONING
22479,ZONING
22480,BUILDING
22481,ZONING
22482,BUILDING
22483,BUILDING
22484,ZONING
22485,HOUSING
22486,HOUSING
22487,HOUSING
22488,HOUSING
22489,ZONING
22490,BUILDING
22491,ZONING
22492,ZONING
22493,WEEDS AND VEGETATION
22494,ZONING
22495,WEEDS AND VEGETATION
22496,ELECTRICAL
22497,SITE
22498,ZONING
22499,ZONING
22500,VACANT BUILDING
22501,SITE
22502,ZONING
22503,WEEDS AND VEGETATION
22504,SITE
22505,ZONING
22506,VACANT BUILDING
22507,HOUSING
22508,WEEDS AND VEGETATION
22509,SITE
22510,WEEDS AND VEGETATION
22511,VACANT BUILDING
22512,ZONING
22513,VACANT BUILDING
22514,
22515,ZONING
22516,HOUSING
22517,BUILDING
22518,ZONING
22519,BUILDING
22520,SITE
22521,SITE
22522,BUILDING
22523,HOUSING
22524,WEEDS AND VEGETATION
22525,WEEDS AND VEGETATION
22526,WEEDS AND VEGETATION
22527,
22528,ZONING
22529,
22530,ZONING
22531,CONDO/COOP CONVERSION
22532,BUILDING
22533,CONDO/COOP CONVERSION
22534,CONDO/COOP CONVERSION
22535,ZONING
22536,ZONING
22537,ZONING
22538,WEEDS AND VEGETATION
22539,WEEDS AND VEGETATION
22540,WEEDS AND VEGETATION
22541,WEEDS AND VEGETATION
22542,VACANT BUILDING
22543,WEEDS AND VEGETATION
22544,ZONING
22545,JUST CAUSE EVICTION
22546,WEEDS AND VEGETATION
22547,ZONING
22548,WEEDS AND VEGETATION
22549,ZONING
22550,VACANT BUILDING
22551,ZONING
22552,WEEDS AND VEGETATION
22553,WEEDS AND VEGETATION
22554,ZONING
22555,JUST CAUSE EVICTION
22556,SITE
22557,JUST CAUSE EVICTION
22558,ZONING
22559,WEEDS AND VEGETATION
22560,ZONING
22561,WEEDS AND VEGETATION
22562,VACANT BUILDING
22563,
22564,HOUSING
22565,ZONING
22566,ZONING
22567,ZONING
22568,ZONING
22569,ZONING
22570,
22571,ZONING
22572,HOUSING
22573,
22574,
22575,
22576,
22577,
22578,HOUSING
22579,ZONING
22580,BUILDING
22581,BUILDING
22582,ZONING
22583,ZONING
22584,HOUSING
22585,HOUSING
22586,ZONING
22587,BUILDING
22588,HOUSING
22589,SITE
22590,BUILDING
22591,BUILDING
22592,BUILDING
22593,BUILDING
22594,BUILDING
22595,SITE
22596,ZONING
22597,HOUSING
22598,BUILDING
22599,MECHANICAL
22600,ZONING
22601,HOUSING
22602,ZONING
22603,WEEDS AND VEGETATION
22604,
22605,
22606,ZONING
22607,HOUSING
22608,ZONING
22609,MECHANICAL
22610,ZONING
22611,VACANT BUILDING
22612,HOUSING
22613,VACANT BUILDING
22614,ZONING
22615,WEEDS AND VEGETATION
22616,VACANT BUILDING
22617,SITE
22618,ZONING
22619,WEEDS AND VEGETATION
22620,ZONING
22621,ZONING
22622,ZONING
22623,ZONING
22624,ZONING
22625,
22626,HOUSING
22627,ZONING
22628,WEEDS AND VEGETATION
22629,ZONING
22630,ZONING
22631,ZONING
22632,ZONING
22633,BUILDING
22634,ZONING
22635,WEEDS AND VEGETATION
22636,
22637,
22638,SITE
22639,VACANT BUILDING
22640,ZONING
22641,ZONING
22642,ZONING
22643,
22644,ZONING
22645,ZONING
22646,ZONING
22647,ZONING
22648,WEEDS AND VEGETATION
22649,ZONING
22650,ZONING
22651,BUILDING
22652,ZONING
22653,ZONING
22654,ZONING
22655,HOUSING
22656,WEEDS AND VEGETATION
22657,ZONING
22658,VACANT BUILDING
22659,WEEDS AND VEGETATION
22660,ZONING
22661,HOUSING
22662,ZONING
22663,HOUSING
22664,WEEDS AND VEGETATION
22665,BUILDING
22666,WEEDS AND VEGETATION
22667,ZONING
22668,ZONING
22669,WEEDS AND VEGETATION
22670,ZONING
22671,HOUSING
22672,ZONING
22673,ZONING
22674,HOUSING
22675,ZONING
22676,VACANT BUILDING
22677,ZONING
22678,VACANT BUILDING
22679,VACANT BUILDING
22680,ZONING
22681,ZONING
22682,VACANT BUILDING
22683,ZONING
22684,ZONING
22685,HOUSING
22686,SITE
22687,HOUSING
22688,BUILDING
22689,ZONING
22690,ZONING
22691,WEEDS AND VEGETATION
22692,ZONING
22693,ZONING
22694,
22695,ZONING
22696,ZONING
22697,ZONING
22698,ZONING
22699,ZONING
22700,ZONING
22701,WEEDS AND VEGETATION
22702,ZONING
22703,ZONING
22704,ZONING
22705,WEEDS AND VEGETATION
22706,BUILDING
22707,BUILDING
22708,ZONING
22709,VACANT BUILDING
22710,ZONING
22711,HOUSING
22712,ZONING
22713,ZONING
22714,ZONING
22715,VACANT BUILDING
22716,BUILDING
22717,WEEDS AND VEGETATION
22718,ZONING
22719,ZONING
22720,HOUSING
22721,ZONING
22722,ZONING
22723,HOUSING
22724,ZONING
22725,SITE
22726,BUILDING
22727,ZONING
22728,CONDO/COOP CONVERSION
22729,BUILDING
22730,BUILDING
22731,ZONING
22732,BUILDING
22733,ZONING
22734,ZONING
22735,ZONING
22736,WEEDS AND VEGETATION
22737,ZONING
22738,ZONING
22739,ELECTRICAL
22740,ZONING
22741,BUILDING
22742,ZONING
22743,ZONING
22744,ZONING
22745,WEEDS AND VEGETATION
22746,ZONING
22747,WEEDS AND VEGETATION
22748,BUILDING
22749,ZONING
22750,ZONING
22751,BUILDING
22752,WEEDS AND VEGETATION
22753,SITE
22754,ZONING
22755,ZONING
22756,HOUSING
22757,ZONING
22758,ZONING
22759,ZONING
22760,HOUSING
22761,SITE
22762,HOUSING
22763,
22764,HOUSING
22765,JUST CAUSE EVICTION
22766,
22767,JUST CAUSE EVICTION
22768,BUILDING
22769,BUILDING
22770,BUILDING
22771,JUST CAUSE EVICTION
22772,HOUSING
22773,SITE
22774,BUILDING
22775,SITE
22776,ZONING
22777,ZONING
22778,
22779,BUILDING
22780,WEEDS AND VEGETATION
22781,ZONING
22782,HOUSING
22783,HOUSING
22784,ZONING
22785,SITE
22786,ZONING
22787,ZONING
22788,SITE
22789,ZONING
22790,BUILDING
22791,BUILDING
22792,BUILDING
22793,ZONING
22794,ZONING
22795,BUILDING
22796,BUILDING
22797,HOUSING
22798,WEEDS AND VEGETATION
22799,ZONING
22800,ZONING
22801,ZONING
22802,ZONING
22803,ZONING
22804,WEEDS AND VEGETATION
22805,BUILDING
22806,BUILDING
22807,BUILDING
22808,SITE
22809,HOUSING
22810,WEEDS AND VEGETATION
22811,ZONING
22812,ZONING
22813,WEEDS AND VEGETATION
22814,JUST CAUSE EVICTION
22815,
22816,SITE
22817,SITE
22818,HOUSING
22819,SITE
22820,JUST CAUSE EVICTION
22821,HOUSING
22822,
22823,HOUSING
22824,HOUSING
22825,BUILDING
22826,BUILDING
22827,HOUSING
22828,SITE
22829,BUILDING AND PREMISES
22830,
22831,WEEDS AND VEGETATION
22832,ZONING
22833,WEEDS AND VEGETATION
22834,WEEDS AND VEGETATION
22835,ZONING
22836,WEEDS AND VEGETATION
22837,ZONING
22838,ZONING
22839,ZONING
22840,ZONING
22841,BUILDING
22842,HOUSING
22843,BUILDING
22844,BUILDING
22845,WEEDS AND VEGETATION
22846,HOUSING
22847,
22848,HOUSING
22849,BUILDING
22850,ZONING
22851,HOUSING
22852,BUILDING AND PREMISES
22853,ZONING
22854,ZONING
22855,WEEDS AND VEGETATION
22856,ZONING
22857,ZONING
22858,ZONING
22859,ZONING
22860,ZONING
22861,ZONING
22862,ZONING
22863,ZONING
22864,ZONING
22865,ZONING
22866,ZONING
22867,ZONING
22868,WEEDS AND VEGETATION
22869,ZONING
22870,
22871,WEEDS AND VEGETATION
22872,ZONING
22873,VACANT BUILDING
22874,ZONING
22875,ZONING
22876,
22877,
22878,BUILDING
22879,ZONING
22880,
22881,ZONING
22882,
22883,ZONING
22884,HOUSING
22885,ZONING
22886,ZONING
22887,ZONING
22888,WEEDS AND VEGETATION
22889,
22890,HOUSING
22891,HOUSING
22892,ZONING
22893,VACANT BUILDING
22894,HOUSING
22895,BUILDING
22896,ZONING
22897,BUILDING
22898,SITE
22899,ZONING
22900,SITE
22901,ZONING
22902,WEEDS AND VEGETATION
22903,ZONING
22904,WEEDS AND VEGETATION
22905,ZONING
22906,HOUSING
22907,BUILDING
22908,ZONING
22909,ZONING
22910,BUILDING
22911,ELECTRICAL
22912,ZONING
22913,ZONING
22914,BUILDING
22915,ZONING
22916,ZONING
22917,ZONING
22918,ZONING
22919,
22920,BUILDING
22921,ZONING
22922,WEEDS AND VEGETATION
22923,ZONING
22924,ZONING
22925,ZONING
22926,ZONING
22927,ELECTRICAL
22928,HOUSING
22929,ZONING
22930,
22931,SITE
22932,ZONING
22933,HOUSING
22934,ZONING
22935,HOUSING
22936,BUILDING
22937,HOUSING
22938,HOUSING
22939,ZONING
22940,
22941,ZONING
22942,HOUSING
22943,HOUSING
22944,SITE
22945,BUILDING
22946,WEEDS AND VEGETATION
22947,ZONING
22948,ZONING
22949,BUILDING
22950,WEEDS AND VEGETATION
22951,SITE
22952,ZONING
22953,ZONING
22954,ZONING
22955,ZONING
22956,ZONING
22957,SITE
22958,HOUSING
22959,BUILDING
22960,ZONING
22961,VACANT BUILDING
22962,ELECTRICAL
22963,MECHANICAL
22964,WEEDS AND VEGETATION
22965,BUILDING
22966,ZONING
22967,ZONING
22968,WEEDS AND VEGETATION
22969,ZONING
22970,VACANT BUILDING
22971,HOUSING
22972,ZONING
22973,ZONING
22974,ZONING
22975,BUILDING
22976,BUILDING
22977,HOUSING
22978,BUILDING
22979,
22980,BUILDING
22981,BUILDING
22982,NONCONSTRUCTION NOISE
22983,SITE
22984,ELECTRICAL
22985,WEEDS AND VEGETATION
22986,BUILDING
22987,BUILDING
22988,HOUSING
22989,BUILDING
22990,BUILDING
22991,BUILDING
22992,BUILDING
22993,BUILDING
22994,VACANT BUILDING
22995,VACANT BUILDING
22996,HOUSING
22997,ZONING
22998,WEEDS AND VEGETATION
22999,HOUSING
23000,VACANT BUILDING
23001,VACANT BUILDING
23002,VACANT BUILDING
23003,BUILDING
23004,VACANT BUILDING
23005,WEEDS AND VEGETATION
23006,VACANT BUILDING
23007,JUST CAUSE EVICTION
23008,ZONING
23009,ZONING
23010,ZONING
23011,HOUSING
23012,ZONING
23013,HOUSING
23014,ZONING
23015,SITE
23016,WEEDS AND VEGETATION
23017,BUILDING
23018,ZONING
23019,WEEDS AND VEGETATION
23020,VACANT BUILDING
23021,BUILDING
23022,HOUSING
23023,ZONING
23024,ZONING
23025,VACANT BUILDING
23026,BUILDING
23027,BUILDING
23028,BUILDING
23029,WEEDS AND VEGETATION
23030,WEEDS AND VEGETATION
23031,ZONING
23032,ZONING
23033,SITE
23034,SITE
23035,HOUSING
23036,ZONING
23037,VACANT BUILDING
23038,VACANT BUILDING
23039,VACANT BUILDING
23040,ZONING
23041,ZONING
23042,HOUSING
23043,ZONING
23044,VACANT BUILDING
23045,BUILDING
23046,SITE
23047,HOUSING
23048,SIGNS
23049,ZONING
23050,ZONING
23051,BUILDING
23052,SIGNS
23053,ZONING
23054,VACANT BUILDING
23055,ZONING
23056,VACANT BUILDING
23057,ZONING
23058,ZONING
23059,SIGNS
23060,ZONING
23061,VACANT BUILDING
23062,BUILDING
23063,SITE
23064,BUILDING
23065,BUILDING
23066,BUILDING
23067,VACANT BUILDING
23068,VACANT BUILDING
23069,ZONING
23070,HOUSING
23071,HOUSING
23072,BUILDING
23073,
23074,ZONING
23075,JUST CAUSE EVICTION
23076,ZONING
23077,ZONING
23078,WEEDS AND VEGETATION
23079,ZONING
23080,WEEDS AND VEGETATION
23081,ZONING
23082,JUST CAUSE EVICTION
23083,ZONING
23084,HOUSING
23085,ZONING
23086,HOUSING
23087,WEEDS AND VEGETATION
23088,ZONING
23089,ZONING
23090,
23091,HOUSING
23092,WEEDS AND VEGETATION
23093,ZONING
23094,WEEDS AND VEGETATION
23095,WEEDS AND VEGETATION
23096,ZONING
23097,ZONING
23098,WEEDS AND VEGETATION
23099,WEEDS AND VEGETATION
23100,ZONING
23101,ZONING
23102,BUILDING
23103,WEEDS AND VEGETATION
23104,ZONING
23105,ZONING
23106,WEEDS AND VEGETATION
23107,WEEDS AND VEGETATION
23108,ZONING
23109,BUILDING
23110,ZONING
23111,ZONING
23112,WEEDS AND VEGETATION
23113,ZONING
23114,ZONING
23115,BUILDING
23116,SITE
23117,ZONING
23118,ZONING
23119,HOUSING
23120,ZONING
23121,ZONING
23122,BUILDING
23123,ZONING
23124,VACANT BUILDING
23125,ZONING
23126,ZONING
23127,ZONING
23128,WEEDS AND VEGETATION
23129,ZONING
23130,HOUSING
23131,ZONING
23132,HOUSING
23133,ZONING
23134,HOUSING
23135,WEEDS AND VEGETATION
23136,ZONING
23137,BUILDING
23138,
23139,CONDO/COOP CONVERSION
23140,WEEDS AND VEGETATION
23141,ZONING
23142,BUILDING
23143,VACANT BUILDING
23144,ELECTRICAL
23145,ZONING
23146,BUILDING
23147,WEEDS AND VEGETATION
23148,
23149,ZONING
23150,ZONING
23151,WEEDS AND VEGETATION
23152,WEEDS AND VEGETATION
23153,WEEDS AND VEGETATION
23154,WEEDS AND VEGETATION
23155,WEEDS AND VEGETATION
23156,ZONING
23157,ZONING
23158,WEEDS AND VEGETATION
23159,ZONING
23160,
23161,ZONING
23162,ZONING
23163,BUILDING
23164,BUILDING
23165,SITE
23166,ZONING
23167,ZONING
23168,ZONING
23169,ZONING
23170,
23171,WEEDS AND VEGETATION
23172,WEEDS AND VEGETATION
23173,WEEDS AND VEGETATION
23174,
23175,ZONING
23176,ZONING
23177,WEEDS AND VEGETATION
23178,
23179,HOUSING
23180,ZONING
23181,HOUSING
23182,
23183,ZONING
23184,WEEDS AND VEGETATION
23185,WEEDS AND VEGETATION
23186,CONDO/COOP CONVERSION
23187,ZONING
23188,SITE
23189,VACANT BUILDING
23190,SITE
23191,HOUSING
23192,VACANT BUILDING
23193,ZONING
23194,ZONING
23195,ZONING
23196,WEEDS AND VEGETATION
23197,WEEDS AND VEGETATION
23198,WEEDS AND VEGETATION
23199,ZONING
23200,ZONING
23201,ZONING
23202,ZONING
23203,WEEDS AND VEGETATION
23204,
23205,
23206,SIGNS
23207,ZONING
23208,BUILDING
23209,ZONING
23210,BUILDING
23211,SITE
23212,SITE
23213,ZONING
23214,WEEDS AND VEGETATION
23215,HOUSING
23216,ZONING
23217,WEEDS AND VEGETATION
23218,WEEDS AND VEGETATION
23219,SITE
23220,BUILDING
23221,ZONING
23222,VACANT BUILDING
23223,
23224,SIGNS
23225,ZONING
23226,SIGNS
23227,
23228,WEEDS AND VEGETATION
23229,WEEDS AND VEGETATION
23230,MECHANICAL
23231,HOUSING
23232,ZONING
23233,SITE
23234,SITE
23235,
23236,ZONING
23237,ZONING
23238,ZONING
23239,HOUSING
23240,ZONING
23241,ZONING
23242,ZONING
23243,ZONING
23244,VACANT BUILDING
23245,ZONING
23246,HOUSING
23247,HOUSING
23248,ZONING
23249,BUILDING
23250,WEEDS AND VEGETATION
23251,ZONING
23252,ZONING
23253,WEEDS AND VEGETATION
23254,VACANT BUILDING
23255,ZONING
23256,ZONING
23257,WEEDS AND VEGETATION
23258,VACANT BUILDING
23259,ZONING
23260,BUILDING
23261,ZONING
23262,
23263,ZONING
23264,ZONING
23265,SITE
23266,ZONING
23267,ZONING
23268,
23269,ZONING
23270,ZONING
23271,ZONING
23272,BUILDING
23273,BUILDING
23274,ZONING
23275,HOUSING
23276,ZONING
23277,WEEDS AND VEGETATION
23278,ZONING
23279,ZONING
23280,VACANT BUILDING
23281,WEEDS AND VEGETATION
23282,WEEDS AND VEGETATION
23283,ZONING
23284,WEEDS AND VEGETATION
23285,ZONING
23286,HOUSING
23287,WEEDS AND VEGETATION
23288,BUILDING
23289,WEEDS AND VEGETATION
23290,WEEDS AND VEGETATION
23291,BUILDING
23292,WEEDS AND VEGETATION
23293,WEEDS AND VEGETATION
23294,WEEDS AND VEGETATION
23295,ZONING
23296,WEEDS AND VEGETATION
23297,WEEDS AND VEGETATION
23298,WEEDS AND VEGETATION
23299,WEEDS AND VEGETATION
23300,
23301,
23302,
23303,ZONING
23304,ZONING
23305,ZONING
23306,ZONING
23307,VACANT BUILDING
23308,VACANT BUILDING
23309,ZONING
23310,VACANT BUILDING
23311,SITE
23312,ZONING
23313,ZONING
23314,BUILDING
23315,WEEDS AND VEGETATION
23316,ZONING
23317,ZONING
23318,BUILDING
23319,WEEDS AND VEGETATION
23320,WEEDS AND VEGETATION
23321,WEEDS AND VEGETATION
23322,ZONING
23323,VACANT BUILDING
23324,SITE
23325,ZONING
23326,WEEDS AND VEGETATION
23327,WEEDS AND VEGETATION
23328,ZONING
23329,WEEDS AND VEGETATION
23330,VACANT BUILDING
23331,WEEDS AND VEGETATION
23332,WEEDS AND VEGETATION
23333,WEEDS AND VEGETATION
23334,ZONING
23335,ZONING
23336,BUILDING
23337,BUILDING
